"headwordIndex","translationIndex","english","original","status","register","confidence","allowedForEnToAr","allowedForArToEn","preferredForEnToAr","preferredForArToEn","partOfSpeech","reasonCode","reason","reviewer","sources","sourceId","referenceArabic","referenceConflict","effectiveTranslation","sense"
"1194","0","COMES","ياتي","review","msa","medium","","","","","verb","orthography-review","COMES — ياتي: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1194:0","يأتي","false","{""arabic"":""ياتي"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""verb""}",""
"1195","0","POLICE","شرطه","review","msa","medium","","","","","noun","orthography-review","POLICE — شرطه: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1195:0","الشرطة","false","{""arabic"":""شرطه"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1195","1","POLICE","بوليس","review","uncertain","medium","","","","","noun","register-review","POLICE — بوليس: Register or status of this borrowing/form needs evidence. Neither automatic dialect rejection nor unsupported MSA approval.","AI-assisted linguistic review","[]","1195:1","الشرطة","false","{""arabic"":""بوليس"",""status"":""review"",""register"":""uncertain"",""partOfSpeech"":""noun""}",""
"1200","0","BROWN","اسمر","review","msa","medium","","","","","adjective","orthography-review","BROWN — اسمر: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1200:0","بني","false","{""arabic"":""اسمر"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""adjective""}",""
"1200","3","BROWN","براون","review","uncertain","high","false","false","false","false","adjective","unsuitable-unclassified","BROWN — براون: This rendering does not supply a natural learner equivalent of the English sense. Both directions withheld; register is unresolved so status remains review.","AI-assisted linguistic review","[]","1200:3","بني","false","{""arabic"":""براون"",""status"":""review"",""register"":""uncertain"",""partOfSpeech"":""adjective"",""allowedForEnToAr"":false,""allowedForArToEn"":false,""preferredForEnToAr"":false,""preferredForArToEn"":false}",""
"1203","1","HILL","هيل","review","uncertain","high","false","false","false","false","noun","unsuitable-unclassified","HILL — هيل: This rendering does not supply a natural learner equivalent of the English sense. Both directions withheld; register is unresolved so status remains review.","AI-assisted linguistic review","[]","1203:1","تلة","false","{""arabic"":""هيل"",""status"":""review"",""register"":""uncertain"",""partOfSpeech"":""noun"",""allowedForEnToAr"":false,""allowedForArToEn"":false,""preferredForEnToAr"":false,""preferredForArToEn"":false}",""
"1208","3","RATINGS","التصنيف","review","msa","medium","","","","","noun","construction-or-sense-review","RATINGS — التصنيف: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","1208:3","تقييمات","false","{""arabic"":""التصنيف"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1210","0","FORMS","الاشكال","review","msa","medium","","","","","noun","orthography-review","FORMS — الاشكال: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1210:0","أشكال","false","{""arabic"":""الاشكال"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1210","1","FORMS","اشكال","review","msa","medium","","","","","noun","orthography-review","FORMS — اشكال: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1210:1","أشكال","false","{""arabic"":""اشكال"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1212","0","HAPPY","يسعد","review","msa","medium","","","","","verb","construction-or-sense-review","HAPPY — يسعد: يسعد is a happiness-related finite verb; HAPPY can translate naturally through a finite construction, but no construction is established here.","AI-assisted linguistic review","[]","1212:0","سعيد","false","{""arabic"":""يسعد"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""verb""}",""
"1212","1","HAPPY","سعيده","review","msa","medium","","","","","adjective","orthography-review","HAPPY — سعيده: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1212:1","سعيد","false","{""arabic"":""سعيده"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""adjective""}",""
"1212","2","HAPPY","هابي","review","uncertain","high","false","false","false","false","adjective","unsuitable-unclassified","HAPPY — هابي: This rendering does not supply a natural learner equivalent of the English sense. Both directions withheld; register is unresolved so status remains review.","AI-assisted linguistic review","[]","1212:2","سعيد","false","{""arabic"":""هابي"",""status"":""review"",""register"":""uncertain"",""partOfSpeech"":""adjective"",""allowedForEnToAr"":false,""allowedForArToEn"":false,""preferredForEnToAr"":false,""preferredForArToEn"":false}",""
"1216","1","THANK","اشكر","review","msa","medium","","","","","verb","orthography-review","THANK — اشكر: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1216:1","شكراً","false","{""arabic"":""اشكر"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""verb""}",""
"1216","2","THANK","شكراً","review","msa","medium","","","","","interjection","construction-or-sense-review","THANK — شكراً: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","1216:2","شكراً","true","{""arabic"":""شكراً"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""interjection""}",""
"1217","0","SAFE","امان","review","msa","medium","","","","","uncertain","construction-or-sense-review","SAFE — امان: امان denotes safety, with a missing hamza. An adjective-to-noun construction needs evidence; no automatic rejection or text correction.","AI-assisted linguistic review","[]","1217:0","آمنة","false","{""arabic"":""امان"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""uncertain""}",""
"1217","1","SAFE","امنة","review","msa","medium","","","","","adjective","orthography-review","SAFE — امنة: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1217:1","آمنة","false","{""arabic"":""امنة"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""adjective""}",""
"1218","0","UNIQUE","فريدون","review","msa","medium","","","","","adjective","construction-or-sense-review","UNIQUE — فريدون: فريدون could be a plural adjectival form or a personal name; the grammatical/register interpretation needs review rather than guessed approval.","AI-assisted linguistic review","[]","1218:0","فريدة من نوعها","false","{""arabic"":""فريدون"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""adjective""}",""
"1221","1","TELEPHONE","تلفون","review","uncertain","medium","","","","","noun","register-review","TELEPHONE — تلفون: Register or status of this borrowing/form needs evidence. Neither automatic dialect rejection nor unsupported MSA approval.","AI-assisted linguistic review","[]","1221:1","الهاتف","false","{""arabic"":""تلفون"",""status"":""review"",""register"":""uncertain"",""partOfSpeech"":""noun""}",""
"1221","2","TELEPHONE","تليفون","review","uncertain","medium","","","","","noun","register-review","TELEPHONE — تليفون: Register or status of this borrowing/form needs evidence. Neither automatic dialect rejection nor unsupported MSA approval.","AI-assisted linguistic review","[]","1221:2","الهاتف","false","{""arabic"":""تليفون"",""status"":""review"",""register"":""uncertain"",""partOfSpeech"":""noun""}",""
"1222","2","SPORT","سبورت","review","uncertain","high","false","false","false","false","noun","unsuitable-unclassified","SPORT — سبورت: This rendering does not supply a natural learner equivalent of the English sense. Both directions withheld; register is unresolved so status remains review.","AI-assisted linguistic review","[]","1222:2","الرياضة","false","{""arabic"":""سبورت"",""status"":""review"",""register"":""uncertain"",""partOfSpeech"":""noun"",""allowedForEnToAr"":false,""allowedForArToEn"":false,""preferredForEnToAr"":false,""preferredForArToEn"":false}",""
"1223","3","READY","استعداد","review","msa","medium","","","","","noun","construction-or-sense-review","READY — استعداد: استعداد denotes readiness/preparation. A natural ready construction may use it but the isolated relationship is unresolved.","AI-assisted linguistic review","[]","1223:3","جاهز","false","{""arabic"":""استعداد"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1235","1","SIMPLY","ببساطه","review","msa","medium","","","","","adverb","orthography-review","SIMPLY — ببساطه: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1235:1","ببساطة","false","{""arabic"":""ببساطه"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""adverb""}",""
"1236","0","EVIDENCE","الادلة","review","msa","medium","","","","","noun","orthography-review","EVIDENCE — الادلة: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1236:0","الأدلة","false","{""arabic"":""الادلة"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1236","3","EVIDENCE","ادلة","review","msa","medium","","","","","noun","orthography-review","EVIDENCE — ادلة: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1236:3","الأدلة","false","{""arabic"":""ادلة"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1238","3","CHRISTIAN","كريستيان","review","uncertain","high","false","false","false","false","noun","unsuitable-unclassified","CHRISTIAN — كريستيان: This rendering does not supply a natural learner equivalent of the English sense. Both directions withheld; register is unresolved so status remains review.","AI-assisted linguistic review","[]","1238:3","المسيحيّة","false","{""arabic"":""كريستيان"",""status"":""review"",""register"":""uncertain"",""partOfSpeech"":""noun"",""allowedForEnToAr"":false,""allowedForArToEn"":false,""preferredForEnToAr"":false,""preferredForArToEn"":false}",""
"1242","0","UNDERSTAND","افهم","review","msa","medium","","","","","verb","orthography-review","UNDERSTAND — افهم: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1242:0","فهم","false","{""arabic"":""افهم"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""verb""}",""
"1242","1","UNDERSTAND","فاهم","review","msa","medium","","","","","adjective","construction-or-sense-review","UNDERSTAND — فاهم: فاهم can naturally express understanding as a participle, but the intended English citation construction needs review.","AI-assisted linguistic review","[]","1242:1","فهم","false","{""arabic"":""فاهم"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""adjective""}",""
"1244","0","MASTER","معلمي","review","msa","medium","","","","","noun","construction-or-sense-review","MASTER — معلمي: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","1244:0","سيدي","false","{""arabic"":""معلمي"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1244","1","MASTER","ماجستير","review","msa","medium","","","","","noun","construction-or-sense-review","MASTER — ماجستير: ماجستير is a master's degree, while MASTER may occur as a degree title; review the exact sense rather than rejecting a secondary use automatically.","AI-assisted linguistic review","[]","1244:1","سيدي","false","{""arabic"":""ماجستير"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1244","3","MASTER","ماستر","review","uncertain","medium","","","","","noun","register-review","MASTER — ماستر: Register or status of this borrowing/form needs evidence. Neither automatic dialect rejection nor unsupported MSA approval.","AI-assisted linguistic review","[]","1244:3","سيدي","false","{""arabic"":""ماستر"",""status"":""review"",""register"":""uncertain"",""partOfSpeech"":""noun""}",""
"1244","5","MASTER","سيدي","review","msa","medium","","","","","noun","construction-or-sense-review","MASTER — سيدي: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","1244:5","سيدي","true","{""arabic"":""سيدي"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1245","2","VALLEY","فالى","review","uncertain","high","false","false","false","false","noun","unsuitable-unclassified","VALLEY — فالى: This rendering does not supply a natural learner equivalent of the English sense. Both directions withheld; register is unresolved so status remains review.","AI-assisted linguistic review","[]","1245:2","وادي","false","{""arabic"":""فالى"",""status"":""review"",""register"":""uncertain"",""partOfSpeech"":""noun"",""allowedForEnToAr"":false,""allowedForArToEn"":false,""preferredForEnToAr"":false,""preferredForArToEn"":false}",""
"1245","3","VALLEY","فالي","review","uncertain","high","false","false","false","false","noun","unsuitable-unclassified","VALLEY — فالي: This rendering does not supply a natural learner equivalent of the English sense. Both directions withheld; register is unresolved so status remains review.","AI-assisted linguistic review","[]","1245:3","وادي","false","{""arabic"":""فالي"",""status"":""review"",""register"":""uncertain"",""partOfSpeech"":""noun"",""allowedForEnToAr"":false,""allowedForArToEn"":false,""preferredForEnToAr"":false,""preferredForArToEn"":false}",""
"1263","0","EARTH","الارض","review","msa","medium","","","","","noun","orthography-review","EARTH — الارض: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1263:0","الأرض","false","{""arabic"":""الارض"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1264","0","PARENTS","الاهل","review","msa","medium","","","","","noun","orthography-review","PARENTS — الاهل: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1264:0","الآباء والأمهات","false","{""arabic"":""الاهل"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1264","3","PARENTS","الاباء","review","msa","medium","","","","","noun","orthography-review","PARENTS — الاباء: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1264:3","الآباء والأمهات","false","{""arabic"":""الاباء"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1264","4","PARENTS","اباء","review","msa","medium","","","","","noun","orthography-review","PARENTS — اباء: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1264:4","الآباء والأمهات","false","{""arabic"":""اباء"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1266","0","IMPACT","الاثر","review","msa","medium","","","","","noun","orthography-review","IMPACT — الاثر: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1266:0","الأثر","false","{""arabic"":""الاثر"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1266","1","IMPACT","تاثير","review","msa","medium","","","","","noun","orthography-review","IMPACT — تاثير: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1266:1","الأثر","false","{""arabic"":""تاثير"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1266","2","IMPACT","التاثير","review","msa","medium","","","","","noun","orthography-review","IMPACT — التاثير: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1266:2","الأثر","false","{""arabic"":""التاثير"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1270","0","STRONG","قوى","review","msa","medium","","","","","adjective","orthography-review","STRONG — قوى: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1270:0","قوي","false","{""arabic"":""قوى"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""adjective""}",""
"1273","3","WEDDING","زواج","review","msa","medium","","","","","noun","construction-or-sense-review","WEDDING — زواج: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","1273:3","حفل زفاف","false","{""arabic"":""زواج"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1275","1","HOSPITAL","مستشفي","review","msa","medium","","","","","noun","orthography-review","HOSPITAL — مستشفي: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1275:1","مستشفى","false","{""arabic"":""مستشفي"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1275","4","HOSPITAL","المستشفي","review","msa","medium","","","","","noun","orthography-review","HOSPITAL — المستشفي: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1275:4","مستشفى","false","{""arabic"":""المستشفي"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1279","0","ACCOMMODATION","الاقامة","review","msa","medium","","","","","noun","orthography-review","ACCOMMODATION — الاقامة: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1279:0","أماكن الإقامة","false","{""arabic"":""الاقامة"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1280","0","OWNERS","مالكو","review","msa","medium","","","","","noun","construction-or-sense-review","OWNERS — مالكو: مالكو is a construct plural normally requiring a complement; the bare learner clue needs review.","AI-assisted linguistic review","[]","1280:0","المالكون","false","{""arabic"":""مالكو"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1281","2","DISEASE","الامراض","review","msa","medium","","","","","noun","construction-or-sense-review","DISEASE — الامراض: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","1281:2","مرض","false","{""arabic"":""الامراض"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1285","2","PERFECT","الكمال","review","msa","medium","","","","","noun","construction-or-sense-review","PERFECT — الكمال: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","1285:2","مثالي","false","{""arabic"":""الكمال"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1287","1","OPPORTUNITY","الفرص","review","msa","medium","","","","","noun","construction-or-sense-review","OPPORTUNITY — الفرص: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","1287:1","فرصة","false","{""arabic"":""الفرص"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1288","1","KIT","طقم عدة","review","msa","medium","","","","","noun","construction-or-sense-review","KIT — طقم عدة: طقم عدة is an awkward stacked set/equipment phrase; preserve it for human review.","AI-assisted linguistic review","[]","1288:1","طقم عدة","true","{""arabic"":""طقم عدة"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1289","0","CLASSIC","كلاس","review","uncertain","high","false","false","false","false","noun","unsuitable-unclassified","CLASSIC — كلاس: This rendering does not supply a natural learner equivalent of the English sense. Both directions withheld; register is unresolved so status remains review.","AI-assisted linguistic review","[]","1289:0","الكلاسيكية","false","{""arabic"":""كلاس"",""status"":""review"",""register"":""uncertain"",""partOfSpeech"":""noun"",""allowedForEnToAr"":false,""allowedForArToEn"":false,""preferredForEnToAr"":false,""preferredForArToEn"":false}",""
"1290","0","BASIS","اساس","review","msa","medium","","","","","noun","orthography-review","BASIS — اساس: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1290:0","أساس","false","{""arabic"":""اساس"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1290","1","BASIS","الاساس","review","msa","medium","","","","","noun","orthography-review","BASIS — الاساس: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1290:1","أساس","false","{""arabic"":""الاساس"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1291","0","COMMAND","امر","review","msa","medium","","","","","noun","orthography-review","COMMAND — امر: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1291:0","أمر","false","{""arabic"":""امر"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1294","0","EXPRESS","اعرب","review","msa","medium","","","","","verb","orthography-review","EXPRESS — اعرب: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1294:0","صريح","false","{""arabic"":""اعرب"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""verb""}",""
"1303","2","WALL","وول","review","uncertain","high","false","false","false","false","noun","unsuitable-unclassified","WALL — وول: This rendering does not supply a natural learner equivalent of the English sense. Both directions withheld; register is unresolved so status remains review.","AI-assisted linguistic review","[]","1303:2","جدار","false","{""arabic"":""وول"",""status"":""review"",""register"":""uncertain"",""partOfSpeech"":""noun"",""allowedForEnToAr"":false,""allowedForArToEn"":false,""preferredForEnToAr"":false,""preferredForArToEn"":false}",""
"1306","0","EXTRA","اضافي","review","msa","medium","","","","","adjective","orthography-review","EXTRA — اضافي: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1306:0","إضافية","false","{""arabic"":""اضافي"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""adjective""}",""
"1306","1","EXTRA","اضافية","review","msa","medium","","","","","adjective","orthography-review","EXTRA — اضافية: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1306:1","إضافية","false","{""arabic"":""اضافية"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""adjective""}",""
"1307","0","ESPECIALLY","وخاصة","review","msa","medium","","","","","adverb","construction-or-sense-review","ESPECIALLY — وخاصة: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","1307:0","خاصة","false","{""arabic"":""وخاصة"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""adverb""}",""
"1307","3","ESPECIALLY","بالاخص","review","msa","medium","","","","","adverb","orthography-review","ESPECIALLY — بالاخص: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1307:3","خاصة","false","{""arabic"":""بالاخص"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""adverb""}",""
"1311","0","RATED","التصنيف","review","msa","medium","","","","","noun","construction-or-sense-review","RATED — التصنيف: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","1311:0","التصنيف","true","{""arabic"":""التصنيف"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1313","0","SUCCESS","ناجحة","review","msa","high","false","false","false","false","uncertain","unsuitable-pending-review","A potentially misleading or malformed relationship remains excluded pending review; a categorical rejection is not sufficiently established. Second pass: ناجحة is successful feminine. A success can be expressed adjectivally in Arabic; leave the bare nominal mapping unresolved rather than categorically rejecting it.","AI-assisted linguistic review","[]","1313:0","النجاح","false","{""arabic"":""ناجحة"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""uncertain"",""allowedForEnToAr"":false,""allowedForArToEn"":false,""preferredForEnToAr"":false,""preferredForArToEn"":false}",""
"1314","0","MAXIMUM","الاقصى","review","msa","medium","","","","","adjective","orthography-review","MAXIMUM — الاقصى: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1314:0","الحد الأقصى","false","{""arabic"":""الاقصى"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""adjective""}",""
"1316","1","OPERATION","العمليات","review","msa","medium","","","","","noun","construction-or-sense-review","OPERATION — العمليات: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","1316:1","عملية التشغيل","false","{""arabic"":""العمليات"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1319","4","SELECTED","مختارات","review","msa","medium","","","","","noun","construction-or-sense-review","SELECTED — مختارات: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","1319:4","مختارات","true","{""arabic"":""مختارات"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1320","1","BOY","بوي","review","uncertain","high","false","false","false","false","noun","unsuitable-unclassified","BOY — بوي: This rendering does not supply a natural learner equivalent of the English sense. Both directions withheld; register is unresolved so status remains review.","AI-assisted linguistic review","[]","1320:1","صبي","false","{""arabic"":""بوي"",""status"":""review"",""register"":""uncertain"",""partOfSpeech"":""noun"",""allowedForEnToAr"":false,""allowedForArToEn"":false,""preferredForEnToAr"":false,""preferredForArToEn"":false}",""
"1324","2","BEAUTIFUL","جميله","review","msa","medium","","","","","adjective","orthography-review","BEAUTIFUL — جميله: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1324:2","جميلة","false","{""arabic"":""جميله"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""adjective""}",""
"1328","2","HORSE","خيل","review","msa","medium","","","","","noun","construction-or-sense-review","HORSE — خيل: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","1328:2","حصان","false","{""arabic"":""خيل"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1330","0","FORWARD","للامام","review","msa","medium","","","","","adverb","orthography-review","FORWARD — للامام: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1330:0","إلى الأمام","false","{""arabic"":""للامام"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""adverb""}",""
"1330","1","FORWARD","الامام","review","msa","medium","","","","","adverb","orthography-review","FORWARD — الامام: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1330:1","إلى الأمام","false","{""arabic"":""الامام"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""adverb""}",""
"1331","2","FLOWERS","الازهار","review","msa","medium","","","","","noun","orthography-review","FLOWERS — الازهار: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1331:2","الزهور","false","{""arabic"":""الازهار"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1331","3","FLOWERS","ازهار","review","msa","medium","","","","","noun","orthography-review","FLOWERS — ازهار: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1331:3","الزهور","false","{""arabic"":""ازهار"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1341","1","MANUFACTURER","مصنع","review","msa","medium","","","","","uncertain","construction-or-sense-review","MANUFACTURER — مصنع: مصنع may read مُصنّع manufacturer or مَصنع factory. Without vocalization the Arabic form alone cannot resolve the POS/sense; keep uncertain, not a synonym ban.","AI-assisted linguistic review","[]","1341:1","الصانع","false","{""arabic"":""مصنع"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""uncertain""}",""
