"sourceId","originalDecision","revisedDecision","reason","confidence"
"1462:1","{""headwordIndex"":1462,""translationIndex"":1,""english"":""DEEP"",""original"":""عميق"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":true,""partOfSpeech"":""adjective"",""reasonCode"":""natural-preferred"",""reason"":""DEEP — عميق: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":1462,""translationIndex"":1,""english"":""DEEP"",""original"":""عميق"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":true,""partOfSpeech"":""adjective"",""reasonCode"":""natural-preferred"",""reason"":""عميق is the deep adjective, a natural MSA equivalent."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","عميق is the deep adjective, a natural MSA equivalent.","high"
"1462:0","{""headwordIndex"":1462,""translationIndex"":0,""english"":""DEEP"",""original"":""عميقا"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""adverb"",""reasonCode"":""valid-alternative"",""reason"":""DEEP — عميقا: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":1462,""translationIndex"":0,""english"":""DEEP"",""original"":""عميقا"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""adverb"",""reasonCode"":""valid-alternative"",""reason"":""عميقا naturally realizes adverbial deep, as in dig deep; case morphology does not force adjective-only treatment."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","عميقا naturally realizes adverbial deep, as in dig deep; case morphology does not force adjective-only treatment.","high"
"1206:3","{""headwordIndex"":1206,""translationIndex"":3,""english"":""DEAL"",""original"":""الصفقة"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""sense"":""agreement"",""reasonCode"":""valid-alternative"",""reason"":""DEAL — الصفقة (agreement): Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":1206,""translationIndex"":3,""english"":""DEAL"",""original"":""الصفقة"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""sense"":""agreement"",""reasonCode"":""valid-alternative"",""reason"":""الصفقة is an agreement/deal noun, not the handle/deal-with verb."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","الصفقة is an agreement/deal noun, not the handle/deal-with verb.","high"
"1198:2","{""headwordIndex"":1198,""translationIndex"":2,""english"":""APPROACH"",""original"":""الاقتراب"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""verb"",""sense"":""come near"",""reasonCode"":""valid-alternative"",""reason"":""APPROACH — الاقتراب (come near): Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":1198,""translationIndex"":2,""english"":""APPROACH"",""original"":""الاقتراب"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""verb"",""sense"":""come near"",""reasonCode"":""valid-alternative"",""reason"":""الاقتراب naturally cites APPROACH as coming near; preserve the action-noun rendering of the English verb."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","الاقتراب naturally cites APPROACH as coming near; preserve the action-noun rendering of the English verb.","high"
"1612:1","{""headwordIndex"":1612,""translationIndex"":1,""english"":""RESPECT"",""original"":""احترام"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":true,""partOfSpeech"":""noun"",""reasonCode"":""natural-preferred"",""reason"":""RESPECT — احترام: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":1612,""translationIndex"":1,""english"":""RESPECT"",""original"":""احترام"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":true,""partOfSpeech"":""noun"",""reasonCode"":""natural-preferred"",""reason"":""احترام is respect as a noun; the other finite Arabic form expresses the separate verb use."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","احترام is respect as a noun; the other finite Arabic form expresses the separate verb use.","high"
"1212:4","{""headwordIndex"":1212,""translationIndex"":4,""english"":""HAPPY"",""original"":""سعيدة"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""adjective"",""reasonCode"":""valid-alternative"",""reason"":""HAPPY — سعيدة: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":1212,""translationIndex"":4,""english"":""HAPPY"",""original"":""سعيدة"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""adjective"",""reasonCode"":""valid-alternative"",""reason"":""سعيدة is a natural happy adjective, not a finite happiness-causing verb."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","سعيدة is a natural happy adjective, not a finite happiness-causing verb.","high"
"1329:0","{""headwordIndex"":1329,""translationIndex"":0,""english"":""VOTE"",""original"":""التصويت"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""reasonCode"":""valid-alternative"",""reason"":""VOTE — التصويت: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":1329,""translationIndex"":0,""english"":""VOTE"",""original"":""التصويت"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":true,""partOfSpeech"":""noun"",""reasonCode"":""natural-preferred"",""reason"":""التصويت is a valid vote/voting noun. Preference over the bare تصويت is subjective; retain the proposed preference change as medium-confidence, not an applied correction."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","التصويت is a valid vote/voting noun. Preference over the bare تصويت is subjective; retain the proposed preference change as medium-confidence, not an applied correction.","medium"
"1580:1","{""headwordIndex"":1580,""translationIndex"":1,""english"":""FAIR"",""original"":""عادلة"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""adjective"",""reasonCode"":""valid-alternative"",""reason"":""FAIR — عادلة: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":1580,""translationIndex"":1,""english"":""FAIR"",""original"":""عادلة"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""adjective"",""reasonCode"":""valid-alternative"",""reason"":""عادلة is the fair/just adjective in feminine form."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","عادلة is the fair/just adjective in feminine form.","high"
"1147:0","{""headwordIndex"":1147,""translationIndex"":0,""english"":""MALE"",""original"":""ذكرا"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""adjective"",""reasonCode"":""valid-alternative"",""reason"":""MALE — ذكرا: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":1147,""translationIndex"":0,""english"":""MALE"",""original"":""ذكرا"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""reasonCode"":""valid-alternative"",""reason"":""ذكرا is a case-marked male noun in this citation. Both noun and adjective English uses exist, but the entity reading is better supported here; narrow POS without exclusion."",""reviewer"":""AI-assisted linguistic review"",""sources"":[""https://dictionary.cambridge.org/dictionary/english/male""]}","ذكرا is a case-marked male noun in this citation. Both noun and adjective English uses exist, but the entity reading is better supported here; narrow POS without exclusion.","high"
"1567:2","{""headwordIndex"":1567,""translationIndex"":2,""english"":""MINIMUM"",""original"":""الدنيا"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""adjective"",""reasonCode"":""valid-alternative"",""reason"":""MINIMUM — الدنيا: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":1567,""translationIndex"":2,""english"":""MINIMUM"",""original"":""الدنيا"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""adjective"",""reasonCode"":""valid-alternative"",""reason"":""الدنيا is minimum/lowest feminine in a relevant construction; preserve the adjective use."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","الدنيا is minimum/lowest feminine in a relevant construction; preserve the adjective use.","high"
"1580:3","{""headwordIndex"":1580,""translationIndex"":3,""english"":""FAIR"",""original"":""منصف"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""adjective"",""reasonCode"":""valid-alternative"",""reason"":""FAIR — منصف: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":1580,""translationIndex"":3,""english"":""FAIR"",""original"":""منصف"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""adjective"",""reasonCode"":""valid-alternative"",""reason"":""منصف is fair/impartial. It is a natural adjective equivalent regardless of a competing عادل."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","منصف is fair/impartial. It is a natural adjective equivalent regardless of a competing عادل.","high"
"1457:1","{""headwordIndex"":1457,""translationIndex"":1,""english"":""DEFAULT"",""original"":""افتراضي"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":true,""partOfSpeech"":""adjective"",""sense"":""preset"",""reasonCode"":""natural-preferred"",""reason"":""DEFAULT — افتراضي (preset): Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":1457,""translationIndex"":1,""english"":""DEFAULT"",""original"":""افتراضي"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":true,""partOfSpeech"":""adjective"",""sense"":""preset"",""reasonCode"":""natural-preferred"",""reason"":""افتراضي naturally expresses default as a preset adjective, not nonpayment."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","افتراضي naturally expresses default as a preset adjective, not nonpayment.","high"
"1449:3","{""headwordIndex"":1449,""translationIndex"":3,""english"":""NORTHERN"",""original"":""شمالي"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":true,""partOfSpeech"":""adjective"",""reasonCode"":""natural-preferred"",""reason"":""NORTHERN — شمالي: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":1449,""translationIndex"":3,""english"":""NORTHERN"",""original"":""شمالي"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":true,""partOfSpeech"":""adjective"",""reasonCode"":""natural-preferred"",""reason"":""شمالي is the northern adjective, distinct from the standalone direction noun north."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","شمالي is the northern adjective, distinct from the standalone direction noun north.","high"
"1554:3","{""headwordIndex"":1554,""translationIndex"":3,""english"":""DARK"",""original"":""مظلمة"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""adjective"",""sense"":""without light"",""reasonCode"":""valid-alternative"",""reason"":""DARK — مظلمة (without light): Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":1554,""translationIndex"":3,""english"":""DARK"",""original"":""مظلمة"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""adjective"",""sense"":""without light"",""reasonCode"":""valid-alternative"",""reason"":""مظلمة expresses dark feminine, not darkness as a noun."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","مظلمة expresses dark feminine, not darkness as a noun.","high"
"1542:1","{""headwordIndex"":1542,""translationIndex"":1,""english"":""PLAYING"",""original"":""يلعب"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""verb"",""reasonCode"":""valid-alternative"",""reason"":""PLAYING — يلعب: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":1542,""translationIndex"":1,""english"":""PLAYING"",""original"":""يلعب"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""verb"",""reasonCode"":""valid-alternative"",""reason"":""يلعب is a natural finite expression of playing. English -ing and Arabic finite morphology can correspond."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","يلعب is a natural finite expression of playing. English -ing and Arabic finite morphology can correspond.","high"
"1601:2","{""headwordIndex"":1601,""translationIndex"":2,""english"":""FAT"",""original"":""الدهون"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":true,""partOfSpeech"":""noun"",""sense"":""body fat"",""reasonCode"":""natural-preferred"",""reason"":""FAT — الدهون (body fat): Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":1601,""translationIndex"":2,""english"":""FAT"",""original"":""الدهون"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":true,""partOfSpeech"":""noun"",""sense"":""body fat"",""reasonCode"":""natural-preferred"",""reason"":""الدهون is fat as a substance/collective noun; English mass and Arabic plural are compatible."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","الدهون is fat as a substance/collective noun; English mass and Arabic plural are compatible.","high"
"1533:1","{""headwordIndex"":1533,""translationIndex"":1,""english"":""BREAK"",""original"":""كسر"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":true,""partOfSpeech"":""verb"",""sense"":""fracture"",""reasonCode"":""natural-preferred"",""reason"":""BREAK — كسر (fracture): Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":1533,""translationIndex"":1,""english"":""BREAK"",""original"":""كسر"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":true,""partOfSpeech"":""verb"",""sense"":""fracture"",""reasonCode"":""natural-preferred"",""reason"":""كسر naturally cites break as a fracturing action, separate from a rest break noun."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","كسر naturally cites break as a fracturing action, separate from a rest break noun.","high"
"1147:1","{""headwordIndex"":1147,""translationIndex"":1,""english"":""MALE"",""original"":""الذكر"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""adjective"",""reasonCode"":""valid-alternative"",""reason"":""MALE — الذكر: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":1147,""translationIndex"":1,""english"":""MALE"",""original"":""الذكر"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""reasonCode"":""valid-alternative"",""reason"":""الذكر denotes the male as an entity. Use noun for this definite citation rather than importing every possible adjectival use of MALE."",""reviewer"":""AI-assisted linguistic review"",""sources"":[""https://dictionary.cambridge.org/dictionary/english/male""]}","الذكر denotes the male as an entity. Use noun for this definite citation rather than importing every possible adjectival use of MALE.","high"
"1614:1","{""headwordIndex"":1614,""translationIndex"":1,""english"":""SPECIFIED"",""original"":""محددة"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""adjective"",""reasonCode"":""valid-alternative"",""reason"":""SPECIFIED — محددة: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":1614,""translationIndex"":1,""english"":""SPECIFIED"",""original"":""محددة"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""adjective"",""reasonCode"":""valid-alternative"",""reason"":""محددة is specified feminine, a clear adjectival relationship."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","محددة is specified feminine, a clear adjectival relationship.","high"
"1462:2","{""headwordIndex"":1462,""translationIndex"":2,""english"":""DEEP"",""original"":""عميقة"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""adjective"",""reasonCode"":""valid-alternative"",""reason"":""DEEP — عميقة: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":1462,""translationIndex"":2,""english"":""DEEP"",""original"":""عميقة"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""adjective"",""reasonCode"":""valid-alternative"",""reason"":""عميقة is deep feminine; preserve it as an allowed nonpreferred alternative."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","عميقة is deep feminine; preserve it as an allowed nonpreferred alternative.","high"
"1355:0","{""headwordIndex"":1355,""translationIndex"":0,""english"":""TRYING"",""original"":""المحاولة"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""verb"",""reasonCode"":""valid-alternative"",""reason"":""TRYING — المحاولة: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":1355,""translationIndex"":0,""english"":""TRYING"",""original"":""المحاولة"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""verb"",""reasonCode"":""valid-alternative"",""reason"":""المحاولة naturally cites TRYING as attempting; a masdar and English participial action can correspond."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","المحاولة naturally cites TRYING as attempting; a masdar and English participial action can correspond.","high"
"1533:0","{""headwordIndex"":1533,""translationIndex"":0,""english"":""BREAK"",""original"":""تكسر"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""verb"",""sense"":""fracture"",""reasonCode"":""valid-alternative"",""reason"":""BREAK — تكسر (fracture): Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":1533,""translationIndex"":0,""english"":""BREAK"",""original"":""تكسر"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""verb"",""sense"":""fracture"",""reasonCode"":""valid-alternative"",""reason"":""تكسر expresses the break/fracture event in finite Arabic. It is the verb relationship, not a pause noun."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","تكسر expresses the break/fracture event in finite Arabic. It is the verb relationship, not a pause noun.","high"
"1105:3","{""headwordIndex"":1105,""translationIndex"":3,""english"":""INVESTMENT"",""original"":""الاستثمار"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""reasonCode"":""valid-alternative"",""reason"":""INVESTMENT — الاستثمار: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":1105,""translationIndex"":3,""english"":""INVESTMENT"",""original"":""الاستثمار"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""reasonCode"":""valid-alternative"",""reason"":""الاستثمار is investment as an activity, a natural noun alternative with an article."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","الاستثمار is investment as an activity, a natural noun alternative with an article.","high"
"1377:2","{""headwordIndex"":1377,""translationIndex"":2,""english"":""TRIAL"",""original"":""المحاكمة"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""reasonCode"":""valid-alternative"",""reason"":""TRIAL — المحاكمة: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":1377,""translationIndex"":2,""english"":""TRIAL"",""original"":""المحاكمة"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""reasonCode"":""valid-alternative"",""reason"":""المحاكمة is trial in court, a natural noun equivalent."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","المحاكمة is trial in court, a natural noun equivalent.","high"
"1279:3","{""headwordIndex"":1279,""translationIndex"":3,""english"":""ACCOMMODATION"",""original"":""أماكن الإقامة"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""reasonCode"":""valid-alternative"",""reason"":""ACCOMMODATION — أماكن الإقامة: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":1279,""translationIndex"":3,""english"":""ACCOMMODATION"",""original"":""أماكن الإقامة"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""reasonCode"":""valid-alternative"",""reason"":""أماكن الإقامة is accommodation/lodging; its multiword plural form naturally expresses English accommodation."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","أماكن الإقامة is accommodation/lodging; its multiword plural form naturally expresses English accommodation.","high"
"1509:1","{""headwordIndex"":1509,""translationIndex"":1,""english"":""FUNCTIONS"",""original"":""المهام"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""reasonCode"":""valid-alternative"",""reason"":""FUNCTIONS — المهام: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":1509,""translationIndex"":1,""english"":""FUNCTIONS"",""original"":""المهام"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""reasonCode"":""valid-alternative"",""reason"":""المهام expresses functions/tasks, a legitimate noun equivalent despite alternatives."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","المهام expresses functions/tasks, a legitimate noun equivalent despite alternatives.","high"
