"size","mode","seed","attempt","row","col","slotDirection","length","pattern","constraints","liveZero","critical","type","fullCount","sampledCount","windowCount","fullUnused","sampledUnused","windowUnused","usedMatches","omittedAnswers","retainedPct","samplingZero","samplingHealthyToSmall"
"13","ar_to_en","1","5","3","0","across","7","??????I","[{""position"":0,""characters"":[""A"",""D"",""E"",""I"",""K"",""N"",""O"",""T""]},{""position"":1,""characters"":[""A"",""C"",""D"",""H"",""I"",""L"",""M"",""N"",""O"",""P"",""R"",""S"",""T"",""U"",""V"",""W""]},{""position"":2,""characters"":[""D"",""S"",""T""]},{""position"":3,""characters"":[""A"",""C"",""E"",""H"",""I"",""L"",""N"",""O"",""P"",""R"",""S"",""T"",""U""]},{""position"":4,""characters"":[""B"",""C"",""D"",""E"",""F"",""G"",""H"",""L"",""M"",""N"",""P"",""R"",""S"",""T"",""W"",""Y""]},{""position"":5,""characters"":[""A"",""D"",""O"",""S""]},{""position"":6,""characters"":[""I""]}]","true","false","A_TRUE_GAP","0","0","0","0","0","0","[]","[]","","false","false"
"13","ar_to_en","1","5","8","2","across","5","????I","[{""position"":0,""characters"":[""A"",""F"",""M"",""N"",""R""]},{""position"":1,""characters"":[""A"",""B"",""C"",""D"",""E"",""F"",""G"",""H"",""I"",""L"",""M"",""N"",""O"",""R"",""S"",""T"",""W"",""X""]},{""position"":2,""characters"":[""A"",""B"",""C"",""D"",""E"",""F"",""G"",""H"",""I"",""J"",""K"",""L"",""M"",""N"",""O"",""P"",""R"",""S"",""T"",""U"",""Y""]},{""position"":3,""characters"":[""A"",""B"",""C"",""D"",""E"",""F"",""G"",""H"",""I"",""L"",""M"",""N"",""O"",""R"",""S"",""T"",""U"",""W"",""X"",""Y""]},{""position"":4,""characters"":[""I""]}]","true","false","A_TRUE_GAP","0","0","0","0","0","0","[]","[]","","false","false"
"13","ar_to_en","1","5","4","6","across","5","I????","[{""position"":0,""characters"":[""I""]},{""position"":1,""characters"":[""A"",""B"",""C"",""D"",""E"",""F"",""G"",""H"",""I"",""L"",""M"",""N"",""O"",""R"",""S"",""T"",""U"",""W"",""X"",""Y""]},{""position"":2,""characters"":[""A"",""B"",""C"",""D"",""E"",""F"",""G"",""H"",""I"",""J"",""K"",""L"",""M"",""N"",""O"",""P"",""R"",""S"",""T"",""U"",""Y""]},{""position"":3,""characters"":[""A"",""B"",""C"",""D"",""E"",""F"",""G"",""H"",""I"",""L"",""M"",""N"",""O"",""R"",""S"",""T"",""W"",""X""]},{""position"":4,""characters"":[""A"",""F"",""M"",""N"",""R""]}]","true","false","A_TRUE_GAP","0","0","0","0","0","0","[]","[]","","false","false"
"13","ar_to_en","1","5","9","6","across","7","T???S??","[{""position"":0,""characters"":[""T""]},{""position"":1,""characters"":[""A"",""E"",""I"",""O""]},{""position"":2,""characters"":[""A"",""E"",""F"",""G"",""L"",""S""]},{""position"":3,""characters"":[""A"",""C"",""D"",""E"",""F"",""H"",""I"",""M"",""N"",""P"",""R"",""S"",""T"",""U""]},{""position"":4,""characters"":[""S""]},{""position"":5,""characters"":[""A"",""E"",""H"",""I"",""N"",""O"",""R"",""S""]},{""position"":6,""characters"":[""B"",""C"",""E"",""G"",""I"",""P"",""R"",""T"",""W"",""Y""]}]","true","false","A_TRUE_GAP","0","0","0","0","0","0","[]","[]","","false","false"
"13","ar_to_en","1","5","3","0","across","7","??S???T","[{""position"":0,""characters"":[""B"",""C"",""E"",""G"",""I"",""P"",""R"",""T"",""W"",""Y""]},{""position"":1,""characters"":[""A"",""E"",""H"",""I"",""N"",""O"",""R"",""S""]},{""position"":2,""characters"":[""S""]},{""position"":3,""characters"":[""A"",""C"",""D"",""E"",""F"",""H"",""I"",""M"",""N"",""P"",""R"",""S"",""T"",""U""]},{""position"":4,""characters"":[""A"",""E"",""F"",""G"",""L"",""S""]},{""position"":5,""characters"":[""A"",""E"",""I"",""O""]},{""position"":6,""characters"":[""T""]}]","true","false","A_TRUE_GAP","0","0","0","0","0","0","[]","[]","","false","false"
"13","ar_to_en","1","5","0","2","down","13","??????????C??","[{""position"":0,""characters"":[""A"",""C"",""D"",""E"",""G"",""I"",""L"",""M"",""N"",""O"",""P"",""R"",""S"",""T"",""U"",""Y""]},{""position"":1,""characters"":[""A"",""E"",""I"",""L"",""N"",""O"",""R"",""U"",""V""]},{""position"":2,""characters"":[""A"",""C"",""E"",""G"",""M"",""O"",""T""]},{""position"":3,""characters"":[""A"",""C"",""E"",""I"",""N"",""O"",""R"",""S"",""T"",""U""]},{""position"":4,""characters"":[""A"",""C"",""E"",""F"",""I"",""N"",""O"",""R"",""T"",""U""]},{""position"":5,""characters"":[""A"",""C"",""D"",""E"",""F"",""G"",""I"",""M"",""N"",""O"",""P"",""R"",""S"",""T"",""U""]},{""position"":6,""characters"":[""A"",""B"",""C"",""H"",""I"",""L"",""N"",""O"",""S"",""T"",""U""]},{""position"":7,""characters"":[""A"",""C"",""E"",""F"",""G"",""I"",""L"",""M"",""N"",""O"",""P"",""R"",""S"",""T"",""U""]},{""position"":8,""characters"":[""A"",""E"",""O"",""R"",""T"",""U""]},{""position"":9,""characters"":[""A"",""C"",""D"",""E"",""F"",""I"",""N"",""O"",""P"",""R"",""S"",""T"",""U""]},{""position"":10,""characters"":[""C""]},{""position"":11,""characters"":[""A"",""C"",""D"",""E"",""I"",""L"",""N"",""O"",""R"",""T"",""U""]},{""position"":12,""characters"":[""A"",""C"",""D"",""E"",""G"",""I"",""L"",""M"",""N"",""O"",""P"",""R"",""S"",""U""]}]","true","false","A_TRUE_GAP","0","0","0","0","0","0","[]","[]","","false","false"
"13","ar_to_en","1","5","1","0","across","9","??U???U??","[{""position"":0,""characters"":[""A"",""B"",""C"",""D"",""E"",""F"",""G"",""H"",""I"",""K"",""M"",""N"",""O"",""P"",""R"",""S"",""T"",""U"",""Y""]},{""position"":1,""characters"":[""A"",""C"",""D"",""E"",""G"",""H"",""I"",""L"",""M"",""N"",""O"",""P"",""R"",""S"",""T"",""V"",""W""]},{""position"":2,""characters"":[""U""]},{""position"":3,""characters"":[""A"",""C"",""D"",""E"",""F"",""G"",""H"",""I"",""K"",""L"",""M"",""N"",""O"",""P"",""R"",""S"",""T"",""U"",""V"",""W""]},{""position"":4,""characters"":[""A"",""C"",""D"",""E"",""G"",""I"",""K"",""L"",""M"",""N"",""O"",""P"",""R"",""S"",""T"",""U"",""V"",""Y""]},{""position"":5,""characters"":[""A"",""C"",""D"",""E"",""F"",""G"",""H"",""I"",""L"",""M"",""N"",""O"",""P"",""R"",""S"",""T"",""U"",""W""]},{""position"":6,""characters"":[""U""]},{""position"":7,""characters"":[""A"",""C"",""D"",""E"",""G"",""H"",""I"",""L"",""N"",""O"",""P"",""R"",""S"",""T"",""U"",""W""]},{""position"":8,""characters"":[""A"",""C"",""D"",""E"",""F"",""G"",""H"",""I"",""L"",""N"",""O"",""P"",""R"",""S"",""T"",""U"",""W"",""Y""]}]","true","false","A_TRUE_GAP","0","0","0","0","0","0","[]","[]","","false","false"
"13","ar_to_en","1","5","9","6","across","7","O???E??","[{""position"":0,""characters"":[""O""]},{""position"":1,""characters"":[""A"",""B"",""C"",""D"",""E"",""F"",""G"",""H"",""I"",""L"",""M"",""N"",""O"",""P"",""R"",""S"",""T"",""U"",""W"",""X""]},{""position"":2,""characters"":[""A"",""B"",""C"",""D"",""E"",""F"",""G"",""H"",""I"",""J"",""K"",""L"",""M"",""N"",""O"",""P"",""R"",""S"",""T"",""U"",""V"",""W"",""Y""]},{""position"":3,""characters"":[""A"",""B"",""C"",""D"",""E"",""F"",""G"",""H"",""I"",""J"",""K"",""L"",""M"",""N"",""O"",""P"",""R"",""S"",""T"",""U"",""V"",""W""]},{""position"":4,""characters"":[""E""]},{""position"":5,""characters"":[""A"",""C"",""D"",""E"",""F"",""G"",""H"",""I"",""L"",""M"",""N"",""O"",""P"",""R"",""S"",""T"",""U"",""V"",""W""]},{""position"":6,""characters"":[""A"",""B"",""C"",""D"",""E"",""F"",""G"",""H"",""I"",""K"",""M"",""N"",""O"",""P"",""R"",""S"",""T"",""Y""]}]","true","false","A_TRUE_GAP","0","0","0","0","0","0","[]","[]","","false","false"
"13","ar_to_en","1","6","1","0","across","9","??U???U??","[{""position"":0,""characters"":[""A"",""B"",""C"",""D"",""E"",""F"",""G"",""H"",""I"",""K"",""M"",""N"",""O"",""P"",""R"",""S"",""T"",""U"",""Y""]},{""position"":1,""characters"":[""A"",""C"",""D"",""E"",""G"",""H"",""I"",""L"",""M"",""N"",""O"",""P"",""R"",""S"",""T"",""V"",""W""]},{""position"":2,""characters"":[""U""]},{""position"":3,""characters"":[""A"",""C"",""D"",""E"",""F"",""G"",""H"",""I"",""K"",""L"",""M"",""N"",""O"",""P"",""R"",""S"",""T"",""U"",""V"",""W""]},{""position"":4,""characters"":[""A"",""C"",""D"",""E"",""G"",""I"",""K"",""L"",""M"",""N"",""O"",""P"",""R"",""S"",""T"",""U"",""V"",""Y""]},{""position"":5,""characters"":[""A"",""C"",""D"",""E"",""F"",""G"",""H"",""I"",""L"",""M"",""N"",""O"",""P"",""R"",""S"",""T"",""U"",""W""]},{""position"":6,""characters"":[""U""]},{""position"":7,""characters"":[""A"",""C"",""D"",""E"",""G"",""H"",""I"",""L"",""N"",""O"",""P"",""R"",""S"",""T"",""U"",""W""]},{""position"":8,""characters"":[""A"",""C"",""D"",""E"",""F"",""G"",""H"",""I"",""L"",""N"",""O"",""P"",""R"",""S"",""T"",""U"",""W"",""Y""]}]","true","false","A_TRUE_GAP","0","0","0","0","0","0","[]","[]","","false","false"
"13","ar_to_en","1","6","9","6","across","7","O???E??","[{""position"":0,""characters"":[""O""]},{""position"":1,""characters"":[""A"",""B"",""C"",""D"",""E"",""F"",""G"",""H"",""I"",""L"",""M"",""N"",""O"",""P"",""R"",""S"",""T"",""U"",""W"",""X""]},{""position"":2,""characters"":[""A"",""B"",""C"",""D"",""E"",""F"",""G"",""H"",""I"",""J"",""K"",""L"",""M"",""N"",""O"",""P"",""R"",""S"",""T"",""U"",""V"",""W"",""Y""]},{""position"":3,""characters"":[""A"",""B"",""C"",""D"",""E"",""F"",""G"",""H"",""I"",""J"",""K"",""L"",""M"",""N"",""O"",""P"",""R"",""S"",""T"",""U"",""V"",""W""]},{""position"":4,""characters"":[""E""]},{""position"":5,""characters"":[""A"",""C"",""D"",""E"",""F"",""G"",""H"",""I"",""L"",""M"",""N"",""O"",""P"",""R"",""S"",""T"",""U"",""V"",""W""]},{""position"":6,""characters"":[""A"",""B"",""C"",""D"",""E"",""F"",""G"",""H"",""I"",""K"",""M"",""N"",""O"",""P"",""R"",""S"",""T"",""Y""]}]","true","false","A_TRUE_GAP","0","0","0","0","0","0","[]","[]","","false","false"
"13","ar_to_en","1","6","0","2","down","13","??????????C??","[{""position"":0,""characters"":[""A"",""C"",""D"",""E"",""G"",""I"",""L"",""M"",""N"",""O"",""P"",""R"",""S"",""T"",""U"",""Y""]},{""position"":1,""characters"":[""A"",""E"",""I"",""N"",""O"",""R""]},{""position"":2,""characters"":[""E"",""N"",""T""]},{""position"":3,""characters"":[""C"",""E"",""I"",""N"",""O"",""R"",""S"",""T""]},{""position"":4,""characters"":[""A"",""C"",""E"",""F"",""I"",""N"",""O"",""R"",""T"",""U""]},{""position"":5,""characters"":[""A"",""C"",""D"",""E"",""F"",""G"",""I"",""M"",""N"",""O"",""P"",""R"",""S"",""T"",""U""]},{""position"":6,""characters"":[""A"",""B"",""C"",""H"",""I"",""L"",""N"",""O"",""S"",""T"",""U""]},{""position"":7,""characters"":[""A"",""C"",""E"",""F"",""G"",""I"",""L"",""M"",""N"",""O"",""P"",""R"",""S"",""T"",""U""]},{""position"":8,""characters"":[""A"",""F"",""I"",""M"",""N"",""R"",""T"",""U""]},{""position"":9,""characters"":[""A"",""C"",""D"",""E"",""F"",""I"",""N"",""O"",""P"",""R"",""S"",""T"",""U""]},{""position"":10,""characters"":[""C""]},{""position"":11,""characters"":[""A"",""C"",""D"",""E"",""I"",""L"",""N"",""O"",""R"",""T"",""U""]},{""position"":12,""characters"":[""A"",""C"",""D"",""E"",""G"",""I"",""L"",""M"",""N"",""O"",""P"",""R"",""S"",""U""]}]","true","false","A_TRUE_GAP","0","0","0","0","0","0","[]","[]","","false","false"
"13","ar_to_en","1","6","0","2","down","13","?????????????","[{""position"":0,""characters"":[""A"",""C"",""D"",""E"",""G"",""I"",""L"",""M"",""N"",""O"",""P"",""R"",""S"",""T"",""U"",""Y""]},{""position"":1,""characters"":[""A"",""E"",""I"",""L"",""N"",""O"",""R"",""U""]},{""position"":2,""characters"":[""A"",""C"",""E"",""G"",""M"",""O"",""T""]},{""position"":3,""characters"":[""A"",""C"",""D"",""E"",""F"",""I"",""M"",""N"",""O"",""R"",""S"",""T"",""U""]},{""position"":4,""characters"":[""A"",""C"",""E"",""F"",""I"",""N"",""O"",""R"",""T"",""U""]},{""position"":5,""characters"":[""A"",""C"",""D"",""E"",""F"",""G"",""I"",""M"",""N"",""O"",""P"",""R"",""S"",""T"",""U""]},{""position"":6,""characters"":[""A"",""B"",""C"",""H"",""I"",""L"",""N"",""O"",""S"",""T"",""U""]},{""position"":7,""characters"":[""A"",""C"",""E"",""F"",""G"",""I"",""L"",""M"",""N"",""O"",""P"",""R"",""S"",""T"",""U""]},{""position"":8,""characters"":[""E"",""T""]},{""position"":9,""characters"":[""A"",""C"",""D"",""E"",""F"",""I"",""N"",""O"",""P"",""R"",""S"",""T"",""U""]},{""position"":10,""characters"":[""C"",""I"",""T""]},{""position"":11,""characters"":[""A"",""C"",""D"",""E"",""I"",""L"",""N"",""O"",""R"",""T"",""U""]},{""position"":12,""characters"":[""A"",""C"",""D"",""E"",""G"",""I"",""L"",""M"",""N"",""O"",""P"",""R"",""S"",""U""]}]","true","false","A_TRUE_GAP","0","0","0","0","0","0","[]","[]","","false","false"
"13","ar_to_en","1","6","1","0","across","9","??N???O??","[{""position"":0,""characters"":[""A"",""D"",""E"",""F"",""N"",""R"",""S"",""T""]},{""position"":1,""characters"":[""D"",""E"",""G"",""H"",""I"",""L"",""N"",""R""]},{""position"":2,""characters"":[""N""]},{""position"":3,""characters"":[""A"",""D"",""E"",""I"",""M"",""N"",""O"",""R"",""S"",""T"",""U""]},{""position"":4,""characters"":[""C"",""E"",""G"",""L"",""O"",""P"",""S"",""T"",""Y""]},{""position"":5,""characters"":[""C"",""F"",""H"",""N"",""P"",""T"",""W""]},{""position"":6,""characters"":[""O""]},{""position"":7,""characters"":[""N"",""P"",""R""]},{""position"":8,""characters"":[""E"",""P"",""T"",""Y""]}]","true","false","A_TRUE_GAP","0","0","0","0","0","0","[]","[]","","false","false"
"13","ar_to_en","1","6","1","0","across","9","??N???O??","[{""position"":0,""characters"":[""A"",""D"",""E"",""F"",""N"",""R"",""S"",""T""]},{""position"":1,""characters"":[""D"",""E"",""G"",""H"",""I"",""L"",""N"",""R""]},{""position"":2,""characters"":[""N""]},{""position"":3,""characters"":[""A"",""D"",""E"",""I"",""M"",""N"",""O"",""R"",""S"",""T"",""U""]},{""position"":4,""characters"":[""C"",""E"",""G"",""L"",""O"",""P"",""S"",""T"",""Y""]},{""position"":5,""characters"":[""F"",""I"",""N"",""P"",""T"",""U""]},{""position"":6,""characters"":[""O""]},{""position"":7,""characters"":[""H"",""N"",""P"",""R"",""U""]},{""position"":8,""characters"":[""E"",""K"",""P"",""Y""]}]","true","false","A_TRUE_GAP","0","0","0","0","0","0","[]","[]","","false","false"
"13","ar_to_en","1","6","3","0","across","7","??????T","[{""position"":0,""characters"":[""A"",""E"",""I"",""P"",""S"",""T"",""W"",""Y""]},{""position"":1,""characters"":[""A"",""D"",""E"",""I"",""N"",""O"",""R"",""S"",""U""]},{""position"":2,""characters"":[""D"",""I"",""M"",""R"",""S"",""T""]},{""position"":3,""characters"":[""A"",""C"",""D"",""G"",""H"",""I"",""K"",""M"",""N"",""P"",""R"",""S"",""T""]},{""position"":4,""characters"":[""E"",""L"",""S"",""W""]},{""position"":5,""characters"":[""A"",""E"",""I""]},{""position"":6,""characters"":[""T""]}]","true","false","A_TRUE_GAP","0","0","0","0","0","0","[]","[]","","false","false"
"13","ar_to_en","1","6","0","10","down","13","??????????I??","[{""position"":0,""characters"":[""A"",""C"",""D"",""E"",""G"",""I"",""L"",""M"",""N"",""O"",""P"",""R"",""S"",""U""]},{""position"":1,""characters"":[""A"",""C"",""D"",""E"",""I"",""L"",""N"",""O"",""R"",""T"",""U""]},{""position"":2,""characters"":[""C"",""I"",""T""]},{""position"":3,""characters"":[""A"",""C"",""D"",""E"",""F"",""I"",""N"",""O"",""P"",""R"",""S"",""T"",""U""]},{""position"":4,""characters"":[""A"",""E"",""F"",""M"",""N"",""O"",""T"",""U""]},{""position"":5,""characters"":[""A"",""C"",""E"",""F"",""G"",""I"",""L"",""M"",""N"",""O"",""P"",""R"",""S"",""T""]},{""position"":6,""characters"":[""A"",""C"",""H"",""I"",""L"",""N"",""O"",""S"",""T"",""U""]},{""position"":7,""characters"":[""A"",""C"",""D"",""E"",""F"",""G"",""I"",""M"",""N"",""O"",""P"",""R"",""S"",""T""]},{""position"":8,""characters"":[""A"",""C"",""E"",""F"",""I"",""N"",""O"",""R"",""T"",""U""]},{""position"":9,""characters"":[""A"",""E"",""I"",""N"",""O"",""U""]},{""position"":10,""characters"":[""I""]},{""position"":11,""characters"":[""A"",""E"",""I"",""L"",""N"",""O"",""R"",""U""]},{""position"":12,""characters"":[""A"",""C"",""D"",""E"",""G"",""I"",""L"",""M"",""N"",""O"",""P"",""R"",""S"",""T"",""U"",""Y""]}]","true","false","A_TRUE_GAP","0","0","0","0","0","0","[]","[]","","false","false"
"13","ar_to_en","1","6","0","2","down","13","??I??????????","[{""position"":0,""characters"":[""A"",""C"",""D"",""E"",""G"",""I"",""L"",""M"",""N"",""O"",""P"",""R"",""S"",""T"",""U"",""Y""]},{""position"":1,""characters"":[""A"",""E"",""I"",""L"",""N"",""O"",""R"",""U""]},{""position"":2,""characters"":[""I""]},{""position"":3,""characters"":[""A"",""E"",""I"",""N"",""O"",""U""]},{""position"":4,""characters"":[""A"",""C"",""E"",""F"",""I"",""N"",""O"",""R"",""T"",""U""]},{""position"":5,""characters"":[""A"",""C"",""D"",""E"",""F"",""G"",""I"",""M"",""N"",""O"",""P"",""R"",""S"",""T""]},{""position"":6,""characters"":[""A"",""C"",""H"",""I"",""L"",""N"",""O"",""S"",""T"",""U""]},{""position"":7,""characters"":[""A"",""C"",""E"",""F"",""G"",""I"",""L"",""M"",""N"",""O"",""P"",""R"",""S"",""T""]},{""position"":8,""characters"":[""A"",""E"",""F"",""M"",""N"",""O"",""T"",""U""]},{""position"":9,""characters"":[""A"",""C"",""D"",""E"",""F"",""I"",""N"",""O"",""P"",""R"",""S"",""T"",""U""]},{""position"":10,""characters"":[""C"",""I"",""T""]},{""position"":11,""characters"":[""A"",""C"",""D"",""E"",""I"",""L"",""N"",""O"",""R"",""T"",""U""]},{""position"":12,""characters"":[""A"",""C"",""D"",""E"",""G"",""I"",""L"",""M"",""N"",""O"",""P"",""R"",""S"",""U""]}]","true","false","A_TRUE_GAP","0","0","0","0","0","0","[]","[]","","false","false"
"13","ar_to_en","1","6","0","4","down","4","????","[{""position"":0,""characters"":[""A"",""B"",""C"",""D"",""E"",""F"",""G"",""H"",""I"",""J"",""K"",""L"",""M"",""N"",""O"",""P"",""R"",""S"",""T"",""U"",""W"",""Y""]},{""position"":1,""characters"":[""E"",""S"",""Y""]},{""position"":2,""characters"":[""F"",""M"",""T"",""U""]},{""position"":3,""characters"":[""D"",""G"",""K""]}]","true","false","A_TRUE_GAP","0","0","0","0","0","0","[]","[]","","false","false"
"13","ar_to_en","1","6","3","0","across","7","??T???I","[{""position"":0,""characters"":[""A"",""B"",""C"",""D"",""E"",""F"",""G"",""H"",""I"",""K"",""M"",""N"",""O"",""P"",""R"",""S"",""T"",""Y""]},{""position"":1,""characters"":[""A"",""C"",""D"",""E"",""F"",""G"",""H"",""I"",""L"",""M"",""N"",""O"",""P"",""R"",""S"",""T"",""U"",""V"",""W""]},{""position"":2,""characters"":[""T""]},{""position"":3,""characters"":[""A"",""B"",""C"",""D"",""E"",""F"",""G"",""H"",""I"",""J"",""K"",""L"",""M"",""N"",""O"",""P"",""R"",""S"",""T"",""U"",""V"",""W""]},{""position"":4,""characters"":[""A"",""B"",""C"",""D"",""E"",""F"",""G"",""H"",""I"",""J"",""K"",""L"",""M"",""N"",""O"",""P"",""R"",""S"",""T"",""U"",""V"",""W"",""Y""]},{""position"":5,""characters"":[""A"",""B"",""C"",""D"",""E"",""F"",""G"",""H"",""I"",""L"",""M"",""N"",""O"",""P"",""R"",""S"",""T"",""U"",""W"",""X""]},{""position"":6,""characters"":[""I""]}]","true","false","A_TRUE_GAP","0","0","0","0","0","0","[]","[]","","false","false"
"13","ar_to_en","1","6","3","0","across","7","??????I","[{""position"":0,""characters"":[""A"",""D"",""E"",""I"",""K"",""N"",""O"",""T""]},{""position"":1,""characters"":[""A"",""C"",""D"",""H"",""I"",""L"",""M"",""N"",""O"",""P"",""R"",""S"",""T"",""U"",""V"",""W""]},{""position"":2,""characters"":[""D"",""S"",""T""]},{""position"":3,""characters"":[""A"",""C"",""E"",""H"",""I"",""L"",""N"",""O"",""P"",""R"",""S"",""T"",""U""]},{""position"":4,""characters"":[""B"",""C"",""D"",""E"",""F"",""G"",""H"",""L"",""M"",""N"",""P"",""R"",""S"",""T"",""W"",""Y""]},{""position"":5,""characters"":[""A"",""D"",""O"",""S""]},{""position"":6,""characters"":[""I""]}]","true","false","A_TRUE_GAP","0","0","0","0","0","0","[]","[]","","false","false"
"13","ar_to_en","1","6","8","2","across","5","????I","[{""position"":0,""characters"":[""A"",""F"",""M"",""N"",""R""]},{""position"":1,""characters"":[""A"",""B"",""C"",""D"",""E"",""F"",""G"",""H"",""I"",""L"",""M"",""N"",""O"",""R"",""S"",""T"",""W"",""X""]},{""position"":2,""characters"":[""A"",""B"",""C"",""D"",""E"",""F"",""G"",""H"",""I"",""J"",""K"",""L"",""M"",""N"",""O"",""P"",""R"",""S"",""T"",""U"",""Y""]},{""position"":3,""characters"":[""A"",""B"",""C"",""D"",""E"",""F"",""G"",""H"",""I"",""L"",""M"",""N"",""O"",""R"",""S"",""T"",""U"",""W"",""X"",""Y""]},{""position"":4,""characters"":[""I""]}]","true","false","A_TRUE_GAP","0","0","0","0","0","0","[]","[]","","false","false"
"13","ar_to_en","1","6","4","6","across","5","I????","[{""position"":0,""characters"":[""I""]},{""position"":1,""characters"":[""A"",""B"",""C"",""D"",""E"",""F"",""G"",""H"",""I"",""L"",""M"",""N"",""O"",""R"",""S"",""T"",""U"",""W"",""X"",""Y""]},{""position"":2,""characters"":[""A"",""B"",""C"",""D"",""E"",""F"",""G"",""H"",""I"",""J"",""K"",""L"",""M"",""N"",""O"",""P"",""R"",""S"",""T"",""U"",""Y""]},{""position"":3,""characters"":[""A"",""B"",""C"",""D"",""E"",""F"",""G"",""H"",""I"",""L"",""M"",""N"",""O"",""R"",""S"",""T"",""W"",""X""]},{""position"":4,""characters"":[""A"",""F"",""M"",""N"",""R""]}]","true","false","A_TRUE_GAP","0","0","0","0","0","0","[]","[]","","false","false"
"13","ar_to_en","1","7","0","2","down","13","??????????C??","[{""position"":0,""characters"":[""A"",""C"",""D"",""E"",""G"",""I"",""L"",""M"",""N"",""O"",""P"",""R"",""S"",""T"",""U"",""Y""]},{""position"":1,""characters"":[""A"",""E"",""I"",""L"",""N"",""O"",""R"",""U"",""V""]},{""position"":2,""characters"":[""A"",""C"",""E"",""G"",""M"",""O"",""T""]},{""position"":3,""characters"":[""A"",""C"",""E"",""I"",""N"",""O"",""R"",""S"",""T"",""U""]},{""position"":4,""characters"":[""A"",""C"",""E"",""F"",""I"",""N"",""O"",""R"",""T"",""U""]},{""position"":5,""characters"":[""A"",""C"",""D"",""E"",""F"",""G"",""I"",""M"",""N"",""O"",""P"",""R"",""S"",""T"",""U""]},{""position"":6,""characters"":[""A"",""B"",""C"",""H"",""I"",""L"",""N"",""O"",""S"",""T"",""U""]},{""position"":7,""characters"":[""A"",""C"",""E"",""F"",""G"",""I"",""L"",""M"",""N"",""O"",""P"",""R"",""S"",""T"",""U""]},{""position"":8,""characters"":[""A"",""E"",""O"",""R"",""T"",""U""]},{""position"":9,""characters"":[""A"",""C"",""D"",""E"",""F"",""I"",""N"",""O"",""P"",""R"",""S"",""T"",""U""]},{""position"":10,""characters"":[""C""]},{""position"":11,""characters"":[""A"",""C"",""D"",""E"",""I"",""L"",""N"",""O"",""R"",""T"",""U""]},{""position"":12,""characters"":[""A"",""C"",""D"",""E"",""G"",""I"",""L"",""M"",""N"",""O"",""P"",""R"",""S"",""U""]}]","true","false","A_TRUE_GAP","0","0","0","0","0","0","[]","[]","","false","false"
"13","ar_to_en","1","7","1","0","across","9","??U???U??","[{""position"":0,""characters"":[""A"",""B"",""C"",""D"",""E"",""F"",""G"",""H"",""I"",""K"",""M"",""N"",""O"",""P"",""R"",""S"",""T"",""U"",""Y""]},{""position"":1,""characters"":[""A"",""C"",""D"",""E"",""G"",""H"",""I"",""L"",""M"",""N"",""O"",""P"",""R"",""S"",""T"",""V"",""W""]},{""position"":2,""characters"":[""U""]},{""position"":3,""characters"":[""A"",""C"",""D"",""E"",""F"",""G"",""H"",""I"",""K"",""L"",""M"",""N"",""O"",""P"",""R"",""S"",""T"",""U"",""V"",""W""]},{""position"":4,""characters"":[""A"",""C"",""D"",""E"",""G"",""I"",""K"",""L"",""M"",""N"",""O"",""P"",""R"",""S"",""T"",""U"",""V"",""Y""]},{""position"":5,""characters"":[""A"",""C"",""D"",""E"",""F"",""G"",""H"",""I"",""L"",""M"",""N"",""O"",""P"",""R"",""S"",""T"",""U"",""W""]},{""position"":6,""characters"":[""U""]},{""position"":7,""characters"":[""A"",""C"",""D"",""E"",""G"",""H"",""I"",""L"",""N"",""O"",""P"",""R"",""S"",""T"",""U"",""W""]},{""position"":8,""characters"":[""A"",""C"",""D"",""E"",""F"",""G"",""H"",""I"",""L"",""N"",""O"",""P"",""R"",""S"",""T"",""U"",""W"",""Y""]}]","true","false","A_TRUE_GAP","0","0","0","0","0","0","[]","[]","","false","false"
"13","ar_to_en","1","7","9","6","across","7","O???E??","[{""position"":0,""characters"":[""O""]},{""position"":1,""characters"":[""A"",""B"",""C"",""D"",""E"",""F"",""G"",""H"",""I"",""L"",""M"",""N"",""O"",""P"",""R"",""S"",""T"",""U"",""W"",""X""]},{""position"":2,""characters"":[""A"",""B"",""C"",""D"",""E"",""F"",""G"",""H"",""I"",""J"",""K"",""L"",""M"",""N"",""O"",""P"",""R"",""S"",""T"",""U"",""V"",""W"",""Y""]},{""position"":3,""characters"":[""A"",""B"",""C"",""D"",""E"",""F"",""G"",""H"",""I"",""J"",""K"",""L"",""M"",""N"",""O"",""P"",""R"",""S"",""T"",""U"",""V"",""W""]},{""position"":4,""characters"":[""E""]},{""position"":5,""characters"":[""A"",""C"",""D"",""E"",""F"",""G"",""H"",""I"",""L"",""M"",""N"",""O"",""P"",""R"",""S"",""T"",""U"",""V"",""W""]},{""position"":6,""characters"":[""A"",""B"",""C"",""D"",""E"",""F"",""G"",""H"",""I"",""K"",""M"",""N"",""O"",""P"",""R"",""S"",""T"",""Y""]}]","true","false","A_TRUE_GAP","0","0","0","0","0","0","[]","[]","","false","false"
