family,policy,answer,occurrences,arabicClues,category,functionWord,commonShortForm,historicalAbbreviationFlag,historicalNameFlag,learnerReviewRecommended,reason,priorAuditCategories
two-unchecked,compatibility,OD,15,"[""غضب إلهي""]",lexical role unresolved,False,False,False,False,True,"Experimental-use triage, not a rejection: sound/clipped/specialist/unresolved token needs a separate two-letter learner policy.",[]
two-unchecked,compatibility,ON,15,"[""على""]",function word,True,False,False,False,False,Common English use; this is not a fresh approval of every Arabic mapping.,[]
two-unchecked,compatibility,EH,15,"[""إيه؟ (تعبير عن الاستغراب)""]",interjection/sound,False,False,True,False,True,"Experimental-use triage, not a rejection: sound/clipped/specialist/unresolved token needs a separate two-letter learner policy.","[""abbreviation"", ""editorial-note""]"
two-unchecked,compatibility,AX,14,"[""فأس""]",ordinary lexical word,False,False,False,False,False,Common English use; this is not a fresh approval of every Arabic mapping.,[]
two-unchecked,compatibility,MU,13,"[""صوت البقرة""]",lexical role unresolved,False,False,True,False,True,"Experimental-use triage, not a rejection: sound/clipped/specialist/unresolved token needs a separate two-letter learner policy.","[""abbreviation""]"
two-unchecked,compatibility,HO,13,"[""هوو (صيحة)""]",interjection/sound,False,False,True,False,True,"Experimental-use triage, not a rejection: sound/clipped/specialist/unresolved token needs a separate two-letter learner policy.","[""abbreviation"", ""editorial-note""]"
two-unchecked,compatibility,WO,12,"[""واو (ألم)""]",interjection/sound,False,False,False,False,True,"Experimental-use triage, not a rejection: sound/clipped/specialist/unresolved token needs a separate two-letter learner policy.","[""editorial-note""]"
two-unchecked,compatibility,MY,12,"[""بلدي""]",function word,True,False,False,False,False,Common English use; this is not a fresh approval of every Arabic mapping.,"[""editorial-note""]"
two-unchecked,compatibility,OW,12,"[""آوو (ألم)""]",interjection/sound,False,False,False,False,True,"Experimental-use triage, not a rejection: sound/clipped/specialist/unresolved token needs a separate two-letter learner policy.","[""editorial-note""]"
two-unchecked,compatibility,OX,11,"[""ثور""]",ordinary lexical word,False,False,False,False,False,Common English use; this is not a fresh approval of every Arabic mapping.,[]
two-unchecked,compatibility,OK,11,"[""موافق""]",common short form,False,True,False,False,False,Common English use; this is not a fresh approval of every Arabic mapping.,[]
two-unchecked,compatibility,KI,10,"[""وحدة طاقة يابانية""]",lexical role unresolved,False,False,False,False,True,"Experimental-use triage, not a rejection: sound/clipped/specialist/unresolved token needs a separate two-letter learner policy.",[]
two-unchecked,compatibility,UM,9,"[""أمم (تردد)""]",interjection/sound,False,False,True,False,True,"Experimental-use triage, not a rejection: sound/clipped/specialist/unresolved token needs a separate two-letter learner policy.","[""abbreviation"", ""editorial-note""]"
two-unchecked,compatibility,MM,9,"[""ممم (تأمل)""]",interjection/sound,False,False,True,False,True,"Experimental-use triage, not a rejection: sound/clipped/specialist/unresolved token needs a separate two-letter learner policy.","[""abbreviation"", ""editorial-note""]"
two-unchecked,compatibility,JO,7,"[""حبيب""]",lexical role unresolved,False,False,False,False,True,"Experimental-use triage, not a rejection: sound/clipped/specialist/unresolved token needs a separate two-letter learner policy.",[]
