seed,policy,family,success,ms,words,intersections,whitePct,checkedPct,averageLength,shortPct,three,long,fullLength,twoCount,two,signature
28,approved-only,current,False,881.2781660000037,0,0,,,,,0,0,0,0,[],
28,approved-only,unchecked,True,148.3132920000062,51,92,70.41420118343196,77.31092436974791,4.137254901960785,49.01960784313725,25,1,0,0,[],0101110100111/0101111101010/1111110111110/0111011111111/1110100111111/0011111010111/1010111100101/1110111001110/1001110111101/0011100111101/1111011111111/0111011101110/0100111001110
28,approved-only,symmetric-unchecked,True,56.02537500001199,51,94,70.41420118343196,78.99159663865547,4.176470588235294,56.86274509803921,29,2,2,0,[],0111010111100/0011111110101/1111111111111/1110111100111/1110010010111/0101001111101/0011101011100/1011111001010/1110100100111/1110011110111/1111111111111/1010111111100/0011110101110
29,approved-only,current,False,1148.3716249999998,0,0,,,,,0,0,0,0,[],
29,approved-only,unchecked,True,70.82341700000688,50,89,70.41420118343196,74.78991596638656,4.16,42,21,1,0,0,[],1110111011101/1110011100101/1111011101111/0010100111101/0111111011110/1110100111100/1111001111001/1001110101111/1001111001111/1111110010111/1011111111111/1111001011100/0011101111100
29,approved-only,symmetric-unchecked,True,42.73545899998862,55,92,70.41420118343196,77.31092436974791,3.8363636363636364,67.27272727272727,37,2,2,0,[],0111001111001/0011101011101/1111111111111/0101110010111/1110011110111/0111100111001/0111011101110/1001110011110/1110111100111/1110100111010/1111111111111/1011101011100/1001111001110
29,compatibility,current,True,2871.968332999997,62,129,76.33136094674556,100,4.161290322580645,59.67741935483871,37,4,4,0,[],1110011100111/1111011100111/1111111111111/0011100111100/1110111011100/1110011111111/1111011101111/1111111100111/0011101110111/0011110011100/1111111111111/1110011101111/1110011100111
29,compatibility,unchecked,True,93.00479099999939,50,89,70.41420118343196,74.78991596638656,4.16,42,21,1,0,0,[],1110111011101/1110011100101/1111011101111/0010100111101/0111111011110/1110100111100/1111001111001/1001110101111/1001111001111/1111110010111/1011111111111/1111001011100/0011101111100
29,compatibility,symmetric-unchecked,True,91.95762499999546,55,92,70.41420118343196,77.31092436974791,3.8363636363636364,67.27272727272727,37,2,2,0,[],0111001111001/0011101011101/1111111111111/0101110010111/1110011110111/0111100111001/0111011101110/1001110011110/1110111100111/1110100111010/1111111111111/1011101011100/1001111001110
30,compatibility,current,True,119.04970800000592,61,136,80.4733727810651,100,4.459016393442623,67.21311475409836,41,5,5,0,[],1110011101110/1111011111111/1111111111111/0011101110111/1110111101110/1110111001110/1111110011111/0111001110111/1111101111111/1110111101110/1111111111111/0111011110111/0111001110111
30,compatibility,unchecked,True,85.21079199999804,50,90,70.41420118343196,75.63025210084034,4.18,54,27,2,1,0,[],0111001111100/0101111100111/1111011111101/0010111110111/1111110011100/1001110011111/1111011101110/1001110100111/1110011110101/1110010011111/0111111111111/0011100101110/1111100111100
30,compatibility,symmetric-unchecked,True,83.41166599999997,51,94,70.41420118343196,78.99159663865547,4.176470588235294,47.05882352941176,24,2,0,0,[],0111001111001/1110011110111/1111101110101/1111111001111/0011101011100/0011110111100/1110111110111/0011110111100/0011101011100/1111001111111/1010111011111/1110111100111/1001111001110
30,approved-only,current,False,996.0603330000013,0,0,,,,,0,0,0,0,[],
30,approved-only,unchecked,True,47.89824999999837,50,90,70.41420118343196,75.63025210084034,4.18,54,27,2,1,0,[],0111001111100/0101111100111/1111011111101/0010111110111/1111110011100/1001110011111/1111011101110/1001110100111/1110011110101/1110010011111/0111111111111/0011100101110/1111100111100
30,approved-only,symmetric-unchecked,True,61.50200000000768,51,94,70.41420118343196,78.99159663865547,4.176470588235294,47.05882352941176,24,2,0,0,[],0111001111001/1110011110111/1111101110101/1111111001111/0011101011100/0011110111100/1110111110111/0011110111100/0011101011100/1111001111111/1010111011111/1110111100111/1001111001110
1,approved-only,two-unchecked,False,3569.071082999999,0,0,,,,,0,0,0,0,[],
1,approved-only,two-symmetric-unchecked,True,3197.0421669999996,55,76,70.41420118343196,63.86554621848739,3.5454545454545454,69.0909090909091,26,1,0,12,"[{""answer"": ""DO"", ""clue"": ""افعل""}, {""answer"": ""TO"", ""clue"": ""من أجل""}, {""answer"": ""EX"", ""clue"": ""سابق""}, {""answer"": ""UP"", ""clue"": ""فوق""}, {""answer"": ""NO"", ""clue"": ""لا""}, {""answer"": ""IN"", ""clue"": ""في""}, {""answer"": ""OR"", ""clue"": ""أو""}, {""answer"": ""BY"", ""clue"": ""بواسطة""}, {""answer"": ""WE"", ""clue"": ""نحن.""}, {""answer"": ""ON"", ""clue"": ""على""}, {""answer"": ""OF"", ""clue"": ""من""}, {""answer"": ""HE"", ""clue"": ""هو.""}]",1111110111111/1101001010111/1110111011101/0010011101110/0111101111101/1001111010101/1110101010111/1010101111001/1011111011110/0111011100100/1011101110111/1110101001011/1111110111111
1,approved-only,two-fully-checked,False,1376.214415999999,0,0,,,,,0,0,0,0,[],
1,compatibility,two-unchecked,True,70.79925000000003,68,95,70.41420118343196,79.83193277310924,3.1470588235294117,72.05882352941177,18,0,0,31,"[{""answer"": ""MA"", ""clue"": ""أمي""}, {""answer"": ""UM"", ""clue"": ""أمم (تردد)""}, {""answer"": ""WO"", ""clue"": ""واو (ألم)""}, {""answer"": ""DO"", ""clue"": ""افعل""}, {""answer"": ""OF"", ""clue"": ""من""}, {""answer"": ""ER"", ""clue"": ""آه (تردد)""}, {""answer"": ""WE"", ""clue"": ""نحن.""}, {""answer"": ""AT"", ""clue"": ""في""}, {""answer"": ""IN"", ""clue"": ""في""}, {""answer"": ""GO"", ""clue"": ""اذهبي""}, {""answer"": ""ID"", ""clue"": ""هوية""}, {""answer"": ""LO"", ""clue"": ""انظر!""}, {""answer"": ""KI"", ""clue"": ""وحدة طاقة يابانية""}, {""answer"": ""OX"", ""clue"": ""ثور""}, {""answer"": ""EL"", ""clue"": ""المصعد""}, {""answer"": ""UP"", ""clue"": ""فوق""}, {""answer"": ""EM"", ""clue"": ""الحرف \""م\""""}, {""answer"": ""TO"", ""clue"": ""من أجل""}, {""answer"": ""HE"", ""clue"": ""هو.""}, {""answer"": ""YO"", ""clue"": ""يا! (نداء)""}, {""answer"": ""OS"", ""clue"": ""عظم""}, {""answer"": ""OE"", ""clue"": ""عاصفة بحرية""}, {""answer"": ""TA"", ""clue"": ""شكراً (عامية بريطانية)""}, {""answer"": ""NO"", ""clue"": ""لا""}, {""answer"": ""TI"", ""clue"": ""نغمة موسيقية""}, {""answer"": ""OD"", ""clue"": ""غضب إلهي""}, {""answer"": ""SH"", ""clue"": ""اصمت!""}, {""answer"": ""OR"", ""clue"": ""أو""}, {""answer"": ""IF"", ""clue"": ""لو""}, {""answer"": ""UR"", ""clue"": ""لك""}, {""answer"": ""AX"", ""clue"": ""فأس""}]",1101011011111/1111111001011/1010011100110/0111111110111/0011110011101/1111100111010/1111011001110/1101101011011/0101011111101/1110110100110/1011111011001/1101111111011/0101101101111
1,compatibility,two-symmetric-unchecked,True,71.3660000000018,67,100,70.41420118343196,84.03361344537815,3.2686567164179103,62.68656716417911,12,0,0,30,"[{""answer"": ""GO"", ""clue"": ""اذهبي""}, {""answer"": ""LO"", ""clue"": ""انظر!""}, {""answer"": ""AX"", ""clue"": ""فأس""}, {""answer"": ""OF"", ""clue"": ""من""}, {""answer"": ""OD"", ""clue"": ""غضب إلهي""}, {""answer"": ""NO"", ""clue"": ""لا""}, {""answer"": ""OS"", ""clue"": ""عظم""}, {""answer"": ""AS"", ""clue"": ""حسب""}, {""answer"": ""TI"", ""clue"": ""نغمة موسيقية""}, {""answer"": ""WE"", ""clue"": ""نحن.""}, {""answer"": ""UM"", ""clue"": ""أمم (تردد)""}, {""answer"": ""BY"", ""clue"": ""بواسطة""}, {""answer"": ""IN"", ""clue"": ""في""}, {""answer"": ""TA"", ""clue"": ""شكراً (عامية بريطانية)""}, {""answer"": ""KI"", ""clue"": ""وحدة طاقة يابانية""}, {""answer"": ""DO"", ""clue"": ""افعل""}, {""answer"": ""OX"", ""clue"": ""ثور""}, {""answer"": ""OE"", ""clue"": ""عاصفة بحرية""}, {""answer"": ""OR"", ""clue"": ""أو""}, {""answer"": ""SH"", ""clue"": ""اصمت!""}, {""answer"": ""OK"", ""clue"": ""موافق""}, {""answer"": ""YO"", ""clue"": ""يا! (نداء)""}, {""answer"": ""ER"", ""clue"": ""آه (تردد)""}, {""answer"": ""MA"", ""clue"": ""أمي""}, {""answer"": ""UP"", ""clue"": ""فوق""}, {""answer"": ""IF"", ""clue"": ""لو""}, {""answer"": ""WO"", ""clue"": ""واو (ألم)""}, {""answer"": ""ID"", ""clue"": ""هوية""}, {""answer"": ""UR"", ""clue"": ""لك""}, {""answer"": ""TO"", ""clue"": ""من أجل""}]",1100111110011/1101100111111/0110110101110/0011001101111/1111011111001/1010111011110/1111101011111/0111101110101/1001111101111/1111011001100/0111010110110/1111110011011/1100111110011
1,compatibility,two-fully-checked,True,853.0876250000001,79,119,70.41420118343196,100,3.0126582278481013,74.68354430379746,20,0,0,39,"[{""answer"": ""UT"", ""clue"": ""نغمة موسيقية""}, {""answer"": ""OR"", ""clue"": ""أو""}, {""answer"": ""OD"", ""clue"": ""غضب إلهي""}, {""answer"": ""MA"", ""clue"": ""أمي""}, {""answer"": ""TA"", ""clue"": ""شكراً (عامية بريطانية)""}, {""answer"": ""AX"", ""clue"": ""فأس""}, {""answer"": ""WE"", ""clue"": ""نحن.""}, {""answer"": ""OW"", ""clue"": ""آوو (ألم)""}, {""answer"": ""NO"", ""clue"": ""لا""}, {""answer"": ""HA"", ""clue"": ""هاها (ضحك)""}, {""answer"": ""OS"", ""clue"": ""عظم""}, {""answer"": ""OF"", ""clue"": ""من""}, {""answer"": ""SH"", ""clue"": ""اصمت!""}, {""answer"": ""GO"", ""clue"": ""اذهبي""}, {""answer"": ""IN"", ""clue"": ""في""}, {""answer"": ""IF"", ""clue"": ""لو""}, {""answer"": ""OK"", ""clue"": ""موافق""}, {""answer"": ""EM"", ""clue"": ""الحرف \""م\""""}, {""answer"": ""YO"", ""clue"": ""يا! (نداء)""}, {""answer"": ""AS"", ""clue"": ""حسب""}, {""answer"": ""ER"", ""clue"": ""آه (تردد)""}, {""answer"": ""TI"", ""clue"": ""نغمة موسيقية""}, {""answer"": ""UP"", ""clue"": ""فوق""}, {""answer"": ""UR"", ""clue"": ""لك""}, {""answer"": ""OE"", ""clue"": ""عاصفة بحرية""}, {""answer"": ""UM"", ""clue"": ""أمم (تردد)""}, {""answer"": ""AN"", ""clue"": ""أداة تنكير""}, {""answer"": ""OX"", ""clue"": ""ثور""}, {""answer"": ""AT"", ""clue"": ""في""}, {""answer"": ""EX"", ""clue"": ""سابق""}, {""answer"": ""LO"", ""clue"": ""انظر!""}, {""answer"": ""WO"", ""clue"": ""واو (ألم)""}, {""answer"": ""HO"", ""clue"": ""هوو (صيحة)""}, {""answer"": ""DO"", ""clue"": ""افعل""}, {""answer"": ""KI"", ""clue"": ""وحدة طاقة يابانية""}, {""answer"": ""MU"", ""clue"": ""صوت البقرة""}, {""answer"": ""TO"", ""clue"": ""من أجل""}, {""answer"": ""AY"", ""clue"": ""آه (تعبير عن الألم)""}, {""answer"": ""ON"", ""clue"": ""على""}]",1111011011011/1111111011111/0011100110111/0111101110011/1110111001110/1111011001110/0111001110111/1100110110111/1110111011011/0011011001100/0011011101100/1111110111111/1101100111011
2,compatibility,two-unchecked,True,82.69195900000341,63,99,70.41420118343196,83.19327731092437,3.4603174603174605,66.66666666666666,14,0,0,28,"[{""answer"": ""MY"", ""clue"": ""بلدي""}, {""answer"": ""NO"", ""clue"": ""لا""}, {""answer"": ""UR"", ""clue"": ""لك""}, {""answer"": ""DO"", ""clue"": ""افعل""}, {""answer"": ""WE"", ""clue"": ""نحن.""}, {""answer"": ""AN"", ""clue"": ""أداة تنكير""}, {""answer"": ""SH"", ""clue"": ""اصمت!""}, {""answer"": ""TI"", ""clue"": ""نغمة موسيقية""}, {""answer"": ""UP"", ""clue"": ""فوق""}, {""answer"": ""OK"", ""clue"": ""موافق""}, {""answer"": ""EL"", ""clue"": ""المصعد""}, {""answer"": ""ID"", ""clue"": ""هوية""}, {""answer"": ""ON"", ""clue"": ""على""}, {""answer"": ""OF"", ""clue"": ""من""}, {""answer"": ""LO"", ""clue"": ""انظر!""}, {""answer"": ""BY"", ""clue"": ""بواسطة""}, {""answer"": ""AS"", ""clue"": ""حسب""}, {""answer"": ""TO"", ""clue"": ""من أجل""}, {""answer"": ""EH"", ""clue"": ""إيه؟ (تعبير عن الاستغراب)""}, {""answer"": ""UM"", ""clue"": ""أمم (تردد)""}, {""answer"": ""UT"", ""clue"": ""نغمة موسيقية""}, {""answer"": ""OR"", ""clue"": ""أو""}, {""answer"": ""OD"", ""clue"": ""غضب إلهي""}, {""answer"": ""MU"", ""clue"": ""صوت البقرة""}, {""answer"": ""IF"", ""clue"": ""لو""}, {""answer"": ""OX"", ""clue"": ""ثور""}, {""answer"": ""YO"", ""clue"": ""يا! (نداء)""}, {""answer"": ""AT"", ""clue"": ""في""}]",0011101111100/1110101111111/1111111111001/1101110011010/1011001111110/1101111101011/1101100101110/0110011111100/0110011001011/1101110100111/0111010111111/1110111110011/1100111110111
2,compatibility,two-symmetric-unchecked,True,65.34125000000131,60,103,70.41420118343196,86.5546218487395,3.7,58.333333333333336,13,2,0,22,"[{""answer"": ""AT"", ""clue"": ""في""}, {""answer"": ""ID"", ""clue"": ""هوية""}, {""answer"": ""OS"", ""clue"": ""عظم""}, {""answer"": ""UR"", ""clue"": ""لك""}, {""answer"": ""YO"", ""clue"": ""يا! (نداء)""}, {""answer"": ""EM"", ""clue"": ""الحرف \""م\""""}, {""answer"": ""AN"", ""clue"": ""أداة تنكير""}, {""answer"": ""TA"", ""clue"": ""شكراً (عامية بريطانية)""}, {""answer"": ""DO"", ""clue"": ""افعل""}, {""answer"": ""MY"", ""clue"": ""بلدي""}, {""answer"": ""OE"", ""clue"": ""عاصفة بحرية""}, {""answer"": ""ER"", ""clue"": ""آه (تردد)""}, {""answer"": ""IF"", ""clue"": ""لو""}, {""answer"": ""OF"", ""clue"": ""من""}, {""answer"": ""LO"", ""clue"": ""انظر!""}, {""answer"": ""OD"", ""clue"": ""غضب إلهي""}, {""answer"": ""AS"", ""clue"": ""حسب""}, {""answer"": ""UP"", ""clue"": ""فوق""}, {""answer"": ""EH"", ""clue"": ""إيه؟ (تعبير عن الاستغراب)""}, {""answer"": ""NO"", ""clue"": ""لا""}, {""answer"": ""MA"", ""clue"": ""أمي""}, {""answer"": ""EL"", ""clue"": ""المصعد""}]",1100110101110/1111111111100/0011011110111/0011111011111/1111110011111/0101001110101/0010111110100/1010111001010/1111100111111/1111101111100/1110111101100/0011111111111/0111010110011
2,compatibility,two-fully-checked,True,363.6858749999992,80,119,70.41420118343196,100,2.975,76.25,20,0,0,41,"[{""answer"": ""OK"", ""clue"": ""موافق""}, {""answer"": ""WO"", ""clue"": ""واو (ألم)""}, {""answer"": ""IN"", ""clue"": ""في""}, {""answer"": ""TA"", ""clue"": ""شكراً (عامية بريطانية)""}, {""answer"": ""HO"", ""clue"": ""هوو (صيحة)""}, {""answer"": ""UP"", ""clue"": ""فوق""}, {""answer"": ""AT"", ""clue"": ""في""}, {""answer"": ""YO"", ""clue"": ""يا! (نداء)""}, {""answer"": ""AX"", ""clue"": ""فأس""}, {""answer"": ""OR"", ""clue"": ""أو""}, {""answer"": ""OF"", ""clue"": ""من""}, {""answer"": ""EL"", ""clue"": ""المصعد""}, {""answer"": ""UM"", ""clue"": ""أمم (تردد)""}, {""answer"": ""MU"", ""clue"": ""صوت البقرة""}, {""answer"": ""TI"", ""clue"": ""نغمة موسيقية""}, {""answer"": ""OW"", ""clue"": ""آوو (ألم)""}, {""answer"": ""NO"", ""clue"": ""لا""}, {""answer"": ""DO"", ""clue"": ""افعل""}, {""answer"": ""EH"", ""clue"": ""إيه؟ (تعبير عن الاستغراب)""}, {""answer"": ""MA"", ""clue"": ""أمي""}, {""answer"": ""SH"", ""clue"": ""اصمت!""}, {""answer"": ""MY"", ""clue"": ""بلدي""}, {""answer"": ""AN"", ""clue"": ""أداة تنكير""}, {""answer"": ""OE"", ""clue"": ""عاصفة بحرية""}, {""answer"": ""OX"", ""clue"": ""ثور""}, {""answer"": ""JO"", ""clue"": ""حبيب""}, {""answer"": ""HA"", ""clue"": ""هاها (ضحك)""}, {""answer"": ""AS"", ""clue"": ""حسب""}, {""answer"": ""EM"", ""clue"": ""الحرف \""م\""""}, {""answer"": ""WE"", ""clue"": ""نحن.""}, {""answer"": ""OD"", ""clue"": ""غضب إلهي""}, {""answer"": ""TO"", ""clue"": ""من أجل""}, {""answer"": ""IF"", ""clue"": ""لو""}, {""answer"": ""UR"", ""clue"": ""لك""}, {""answer"": ""GO"", ""clue"": ""اذهبي""}, {""answer"": ""ER"", ""clue"": ""آه (تردد)""}, {""answer"": ""BY"", ""clue"": ""بواسطة""}, {""answer"": ""LO"", ""clue"": ""انظر!""}, {""answer"": ""OS"", ""clue"": ""عظم""}, {""answer"": ""UT"", ""clue"": ""نغمة موسيقية""}, {""answer"": ""ID"", ""clue"": ""هوية""}]",1101110011100/1101111111110/0110011100111/0011111011011/1111100111011/1100110111100/0111011001110/0011101110011/1101100111111/1111011101100/0011111100110/1111101111111/1111001111011
2,approved-only,two-unchecked,True,2432.3009999999995,54,89,70.41420118343196,74.78991596638656,3.8518518518518516,55.55555555555556,15,0,0,15,"[{""answer"": ""OR"", ""clue"": ""أو""}, {""answer"": ""OF"", ""clue"": ""من""}, {""answer"": ""IN"", ""clue"": ""في""}, {""answer"": ""OK"", ""clue"": ""موافق""}, {""answer"": ""HE"", ""clue"": ""هو.""}, {""answer"": ""ON"", ""clue"": ""على""}, {""answer"": ""NO"", ""clue"": ""لا""}, {""answer"": ""IF"", ""clue"": ""لو""}, {""answer"": ""TO"", ""clue"": ""من أجل""}, {""answer"": ""AT"", ""clue"": ""في""}, {""answer"": ""WE"", ""clue"": ""نحن.""}, {""answer"": ""UP"", ""clue"": ""فوق""}, {""answer"": ""BY"", ""clue"": ""بواسطة""}, {""answer"": ""DO"", ""clue"": ""افعل""}, {""answer"": ""EX"", ""clue"": ""سابق""}]",0011100111111/0101100100101/1100111100111/1011111011110/1110110011110/1111111111011/1111111010010/1010101001110/1101001111111/0111111100101/1110101110110/0011110111110/1110111011111
2,approved-only,two-symmetric-unchecked,True,2872.2959169999995,54,90,71.00591715976331,75,3.888888888888889,51.85185185185185,14,0,0,14,"[{""answer"": ""OF"", ""clue"": ""من""}, {""answer"": ""OR"", ""clue"": ""أو""}, {""answer"": ""IN"", ""clue"": ""في""}, {""answer"": ""HE"", ""clue"": ""هو.""}, {""answer"": ""WE"", ""clue"": ""نحن.""}, {""answer"": ""EX"", ""clue"": ""سابق""}, {""answer"": ""IF"", ""clue"": ""لو""}, {""answer"": ""AT"", ""clue"": ""في""}, {""answer"": ""UP"", ""clue"": ""فوق""}, {""answer"": ""TO"", ""clue"": ""من أجل""}, {""answer"": ""DO"", ""clue"": ""افعل""}, {""answer"": ""NO"", ""clue"": ""لا""}, {""answer"": ""ON"", ""clue"": ""على""}, {""answer"": ""OK"", ""clue"": ""موافق""}]",1010011101111/1110011100111/1101111111001/1111010111111/0010010101100/1111111011111/0011110111100/1111101111111/0011010100100/1111110101111/1001111111011/1110011100111/1111011100101
2,approved-only,two-fully-checked,False,1322.4656250000007,0,0,,,,,0,0,0,0,[],
3,approved-only,two-unchecked,True,2449.0109159999993,54,84,70.41420118343196,70.58823529411765,3.759259259259259,55.55555555555556,16,0,0,14,"[{""answer"": ""ON"", ""clue"": ""على""}, {""answer"": ""IF"", ""clue"": ""لو""}, {""answer"": ""OF"", ""clue"": ""من""}, {""answer"": ""WE"", ""clue"": ""نحن.""}, {""answer"": ""OR"", ""clue"": ""أو""}, {""answer"": ""OK"", ""clue"": ""موافق""}, {""answer"": ""EX"", ""clue"": ""سابق""}, {""answer"": ""HE"", ""clue"": ""هو.""}, {""answer"": ""AT"", ""clue"": ""في""}, {""answer"": ""UP"", ""clue"": ""فوق""}, {""answer"": ""IN"", ""clue"": ""في""}, {""answer"": ""NO"", ""clue"": ""لا""}, {""answer"": ""TO"", ""clue"": ""من أجل""}, {""answer"": ""DO"", ""clue"": ""افعل""}]",1010111101111/1011101110110/1110100111111/1101111110111/1100110100111/1010011111010/0111111110101/1001001011111/1001011010111/1111100110110/0111001111110/0110111100111/1111110011101
3,approved-only,two-symmetric-unchecked,False,3400.7888749999984,0,0,,,,,0,0,0,0,[],
3,approved-only,two-fully-checked,False,882.5867919999982,0,0,,,,,0,0,0,0,[],
3,compatibility,two-unchecked,True,75.87545799999862,61,92,70.41420118343196,77.31092436974791,3.459016393442623,60.65573770491803,14,0,0,23,"[{""answer"": ""EX"", ""clue"": ""سابق""}, {""answer"": ""AS"", ""clue"": ""حسب""}, {""answer"": ""EH"", ""clue"": ""إيه؟ (تعبير عن الاستغراب)""}, {""answer"": ""UP"", ""clue"": ""فوق""}, {""answer"": ""UT"", ""clue"": ""نغمة موسيقية""}, {""answer"": ""EL"", ""clue"": ""المصعد""}, {""answer"": ""HE"", ""clue"": ""هو.""}, {""answer"": ""WO"", ""clue"": ""واو (ألم)""}, {""answer"": ""OS"", ""clue"": ""عظم""}, {""answer"": ""KI"", ""clue"": ""وحدة طاقة يابانية""}, {""answer"": ""IN"", ""clue"": ""في""}, {""answer"": ""UR"", ""clue"": ""لك""}, {""answer"": ""AN"", ""clue"": ""أداة تنكير""}, {""answer"": ""AX"", ""clue"": ""فأس""}, {""answer"": ""AY"", ""clue"": ""آه (تعبير عن الألم)""}, {""answer"": ""LO"", ""clue"": ""انظر!""}, {""answer"": ""TO"", ""clue"": ""من أجل""}, {""answer"": ""SH"", ""clue"": ""اصمت!""}, {""answer"": ""TI"", ""clue"": ""نغمة موسيقية""}, {""answer"": ""OK"", ""clue"": ""موافق""}, {""answer"": ""MA"", ""clue"": ""أمي""}, {""answer"": ""AT"", ""clue"": ""في""}, {""answer"": ""WE"", ""clue"": ""نحن.""}]",1010011011001/1110110111111/0111110111111/1001111011101/1110010111001/0111111001111/1110011111011/1110101100110/1011101111011/1101011001100/0101111101111/0110111111001/1100111011110
3,compatibility,two-symmetric-unchecked,True,66.83295899999939,66,99,70.41420118343196,83.19327731092437,3.303030303030303,66.66666666666666,14,0,0,30,"[{""answer"": ""UM"", ""clue"": ""أمم (تردد)""}, {""answer"": ""LO"", ""clue"": ""انظر!""}, {""answer"": ""KI"", ""clue"": ""وحدة طاقة يابانية""}, {""answer"": ""ER"", ""clue"": ""آه (تردد)""}, {""answer"": ""OS"", ""clue"": ""عظم""}, {""answer"": ""WO"", ""clue"": ""واو (ألم)""}, {""answer"": ""OR"", ""clue"": ""أو""}, {""answer"": ""GO"", ""clue"": ""اذهبي""}, {""answer"": ""MA"", ""clue"": ""أمي""}, {""answer"": ""IN"", ""clue"": ""في""}, {""answer"": ""UP"", ""clue"": ""فوق""}, {""answer"": ""TI"", ""clue"": ""نغمة موسيقية""}, {""answer"": ""ON"", ""clue"": ""على""}, {""answer"": ""OE"", ""clue"": ""عاصفة بحرية""}, {""answer"": ""MM"", ""clue"": ""ممم (تأمل)""}, {""answer"": ""UR"", ""clue"": ""لك""}, {""answer"": ""HE"", ""clue"": ""هو.""}, {""answer"": ""UT"", ""clue"": ""نغمة موسيقية""}, {""answer"": ""DO"", ""clue"": ""افعل""}, {""answer"": ""AY"", ""clue"": ""آه (تعبير عن الألم)""}, {""answer"": ""WE"", ""clue"": ""نحن.""}, {""answer"": ""HA"", ""clue"": ""هاها (ضحك)""}, {""answer"": ""JO"", ""clue"": ""حبيب""}, {""answer"": ""MU"", ""clue"": ""صوت البقرة""}, {""answer"": ""IF"", ""clue"": ""لو""}, {""answer"": ""OK"", ""clue"": ""موافق""}, {""answer"": ""OF"", ""clue"": ""من""}, {""answer"": ""AT"", ""clue"": ""في""}, {""answer"": ""EM"", ""clue"": ""الحرف \""م\""""}, {""answer"": ""EX"", ""clue"": ""سابق""}]",1001111101111/1101111111100/0111110110111/0010101100101/1100110111111/1101011011110/0111011101110/0111101101011/1111110110011/1010011010100/1110110111110/0011111111011/1111011111001
3,compatibility,two-fully-checked,True,658.187667000002,80,119,70.41420118343196,100,2.975,73.75,18,0,0,41,"[{""answer"": ""SH"", ""clue"": ""اصمت!""}, {""answer"": ""OD"", ""clue"": ""غضب إلهي""}, {""answer"": ""ID"", ""clue"": ""هوية""}, {""answer"": ""NO"", ""clue"": ""لا""}, {""answer"": ""HO"", ""clue"": ""هوو (صيحة)""}, {""answer"": ""EM"", ""clue"": ""الحرف \""م\""""}, {""answer"": ""UP"", ""clue"": ""فوق""}, {""answer"": ""UM"", ""clue"": ""أمم (تردد)""}, {""answer"": ""TI"", ""clue"": ""نغمة موسيقية""}, {""answer"": ""WO"", ""clue"": ""واو (ألم)""}, {""answer"": ""LO"", ""clue"": ""انظر!""}, {""answer"": ""EX"", ""clue"": ""سابق""}, {""answer"": ""UR"", ""clue"": ""لك""}, {""answer"": ""UT"", ""clue"": ""نغمة موسيقية""}, {""answer"": ""OF"", ""clue"": ""من""}, {""answer"": ""AT"", ""clue"": ""في""}, {""answer"": ""AY"", ""clue"": ""آه (تعبير عن الألم)""}, {""answer"": ""OR"", ""clue"": ""أو""}, {""answer"": ""EL"", ""clue"": ""المصعد""}, {""answer"": ""HE"", ""clue"": ""هو.""}, {""answer"": ""OK"", ""clue"": ""موافق""}, {""answer"": ""HA"", ""clue"": ""هاها (ضحك)""}, {""answer"": ""MY"", ""clue"": ""بلدي""}, {""answer"": ""OE"", ""clue"": ""عاصفة بحرية""}, {""answer"": ""MA"", ""clue"": ""أمي""}, {""answer"": ""AN"", ""clue"": ""أداة تنكير""}, {""answer"": ""OW"", ""clue"": ""آوو (ألم)""}, {""answer"": ""WE"", ""clue"": ""نحن.""}, {""answer"": ""AX"", ""clue"": ""فأس""}, {""answer"": ""ON"", ""clue"": ""على""}, {""answer"": ""GO"", ""clue"": ""اذهبي""}, {""answer"": ""TO"", ""clue"": ""من أجل""}, {""answer"": ""OS"", ""clue"": ""عظم""}, {""answer"": ""IF"", ""clue"": ""لو""}, {""answer"": ""MM"", ""clue"": ""ممم (تأمل)""}, {""answer"": ""IN"", ""clue"": ""في""}, {""answer"": ""EH"", ""clue"": ""إيه؟ (تعبير عن الاستغراب)""}, {""answer"": ""KI"", ""clue"": ""وحدة طاقة يابانية""}, {""answer"": ""DO"", ""clue"": ""افعل""}, {""answer"": ""AS"", ""clue"": ""حسب""}, {""answer"": ""ER"", ""clue"": ""آه (تردد)""}]",0110111011011/1110111111011/1101110110111/1101111001111/1110111101100/0011011111100/0111001110011/1101100110111/1101110111100/1110011011011/0111001110011/1101110111111/1100110011110
