"sourceId","originalDecision","revisedDecision","reason","confidence"
"4141:1","{""headwordIndex"":4141,""translationIndex"":1,""english"":""EXHIBIT"",""original"":""معرض"",""status"":""review"",""register"":""msa"",""confidence"":""medium"",""allowedForEnToAr"":null,""allowedForArToEn"":null,""preferredForEnToAr"":null,""preferredForArToEn"":null,""partOfSpeech"":""noun"",""reasonCode"":""construction-or-sense-review"",""reason"":""EXHIBIT — معرض: معرض can be an exhibition/showroom; defer the individual-exhibit mapping rather than broadly reject secondary uses."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":4141,""translationIndex"":1,""english"":""EXHIBIT"",""original"":""معرض"",""status"":""review"",""register"":""msa"",""confidence"":""medium"",""allowedForEnToAr"":null,""allowedForArToEn"":null,""preferredForEnToAr"":null,""preferredForArToEn"":null,""partOfSpeech"":""noun"",""reasonCode"":""batch004-qa-independent-pass"",""reason"":""The word ordinarily names an exhibition/showroom; the individual exhibit sense needs support."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","The word ordinarily names an exhibition/showroom; the individual exhibit sense needs support.","high"
"1656:0","{""headwordIndex"":1656,""translationIndex"":0,""english"":""INTERESTING"",""original"":""للاهتمام"",""status"":""review"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":false,""allowedForArToEn"":false,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""adjective"",""reasonCode"":""unsuitable-pending-review"",""reason"":""INTERESTING — للاهتمام: A potentially misleading or malformed relationship remains excluded pending review; a categorical rejection is not sufficiently established."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":1656,""translationIndex"":0,""english"":""INTERESTING"",""original"":""للاهتمام"",""status"":""review"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":false,""allowedForArToEn"":false,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""adjective"",""reasonCode"":""batch004-qa-independent-pass"",""reason"":""The prepositional fragment lacks the adjective that would mean interesting."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","The prepositional fragment lacks the adjective that would mean interesting.","high"
"2107:1","{""headwordIndex"":2107,""translationIndex"":1,""english"":""PROCEDURE"",""original"":""الاجراءات"",""status"":""review"",""register"":""msa"",""confidence"":""medium"",""allowedForEnToAr"":null,""allowedForArToEn"":null,""preferredForEnToAr"":null,""preferredForArToEn"":null,""partOfSpeech"":""noun"",""reasonCode"":""orthography-review"",""reason"":""PROCEDURE — الاجراءات: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":2107,""translationIndex"":1,""english"":""PROCEDURE"",""original"":""الاجراءات"",""status"":""review"",""register"":""msa"",""confidence"":""medium"",""allowedForEnToAr"":null,""allowedForArToEn"":null,""preferredForEnToAr"":null,""preferredForArToEn"":null,""partOfSpeech"":""noun"",""reasonCode"":""batch004-qa-independent-pass"",""reason"":""Hamza omission and plural presentation need review without changing source text."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","Hamza omission and plural presentation need review without changing source text.","high"
"2769:1","{""headwordIndex"":2769,""translationIndex"":1,""english"":""FEELING"",""original"":""الاحساس"",""status"":""review"",""register"":""msa"",""confidence"":""medium"",""allowedForEnToAr"":null,""allowedForArToEn"":null,""preferredForEnToAr"":null,""preferredForArToEn"":null,""partOfSpeech"":""noun"",""reasonCode"":""orthography-review"",""reason"":""FEELING — الاحساس: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":2769,""translationIndex"":1,""english"":""FEELING"",""original"":""الاحساس"",""status"":""review"",""register"":""msa"",""confidence"":""medium"",""allowedForEnToAr"":null,""allowedForArToEn"":null,""preferredForEnToAr"":null,""preferredForArToEn"":null,""partOfSpeech"":""noun"",""reasonCode"":""batch004-qa-independent-pass"",""reason"":""The MSA feeling/sensation noun is recognizable but lacks the initial hamza."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","The MSA feeling/sensation noun is recognizable but lacks the initial hamza.","high"
"2107:2","{""headwordIndex"":2107,""translationIndex"":2,""english"":""PROCEDURE"",""original"":""اجراء"",""status"":""review"",""register"":""msa"",""confidence"":""medium"",""allowedForEnToAr"":null,""allowedForArToEn"":null,""preferredForEnToAr"":null,""preferredForArToEn"":null,""partOfSpeech"":""noun"",""reasonCode"":""orthography-review"",""reason"":""PROCEDURE — اجراء: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":2107,""translationIndex"":2,""english"":""PROCEDURE"",""original"":""اجراء"",""status"":""review"",""register"":""msa"",""confidence"":""medium"",""allowedForEnToAr"":null,""allowedForArToEn"":null,""preferredForEnToAr"":null,""preferredForArToEn"":null,""partOfSpeech"":""noun"",""reasonCode"":""batch004-qa-independent-pass"",""reason"":""The intended procedure noun has an omitted hamza; preserve pending orthographic review."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","The intended procedure noun has an omitted hamza; preserve pending orthographic review.","high"
"2322:2","{""headwordIndex"":2322,""translationIndex"":2,""english"":""CREDITS"",""original"":""الاعتمادات"",""status"":""review"",""register"":""msa"",""confidence"":""medium"",""allowedForEnToAr"":null,""allowedForArToEn"":null,""preferredForEnToAr"":null,""preferredForArToEn"":null,""partOfSpeech"":""noun"",""reasonCode"":""orthography-review"",""reason"":""CREDITS — الاعتمادات: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":2322,""translationIndex"":2,""english"":""CREDITS"",""original"":""الاعتمادات"",""status"":""review"",""register"":""msa"",""confidence"":""medium"",""allowedForEnToAr"":null,""allowedForArToEn"":null,""preferredForEnToAr"":null,""preferredForArToEn"":null,""partOfSpeech"":""noun"",""reasonCode"":""batch004-qa-independent-pass"",""reason"":""Credits/appropriations is recognizable but the initial hamza is missing."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","Credits/appropriations is recognizable but the initial hamza is missing.","high"
"2574:0","{""headwordIndex"":2574,""translationIndex"":0,""english"":""AGRICULTURE"",""original"":""الزراعة"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""reasonCode"":""valid-alternative"",""reason"":""AGRICULTURE — الزراعة: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":2574,""translationIndex"":0,""english"":""AGRICULTURE"",""original"":""الزراعة"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""reasonCode"":""batch004-qa-independent-pass"",""reason"":""Standard agriculture noun with a valid article variant; both directions remain allowed."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","Standard agriculture noun with a valid article variant; both directions remain allowed.","high"
"2099:1","{""headwordIndex"":2099,""translationIndex"":1,""english"":""ELEMENT"",""original"":""عنصر"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":true,""partOfSpeech"":""noun"",""reasonCode"":""natural-preferred"",""reason"":""ELEMENT — عنصر: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":2099,""translationIndex"":1,""english"":""ELEMENT"",""original"":""عنصر"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":true,""partOfSpeech"":""noun"",""reasonCode"":""batch004-qa-independent-pass"",""reason"":""Natural element noun; no one-to-one synonym requirement."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","Natural element noun; no one-to-one synonym requirement.","high"
"4029:1","{""headwordIndex"":4029,""translationIndex"":1,""english"":""JOY"",""original"":""فرحة"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""reasonCode"":""valid-alternative"",""reason"":""JOY — فرحة: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":4029,""translationIndex"":1,""english"":""JOY"",""original"":""فرحة"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""reasonCode"":""batch004-qa-independent-pass"",""reason"":""A natural joy noun variant; preference for another form is not exclusion."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","A natural joy noun variant; preference for another form is not exclusion.","high"
"1936:1","{""headwordIndex"":1936,""translationIndex"":1,""english"":""GUARANTEE"",""original"":""الضمان"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""reasonCode"":""valid-alternative"",""reason"":""GUARANTEE — الضمان: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":1936,""translationIndex"":1,""english"":""GUARANTEE"",""original"":""الضمان"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""reasonCode"":""batch004-qa-independent-pass"",""reason"":""Standard guarantee noun with article; valid even when another form is preferred."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","Standard guarantee noun with article; valid even when another form is preferred.","high"
"1801:2","{""headwordIndex"":1801,""translationIndex"":2,""english"":""WIND"",""original"":""ريح"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":true,""partOfSpeech"":""noun"",""reasonCode"":""natural-preferred"",""reason"":""WIND — ريح: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":1801,""translationIndex"":2,""english"":""WIND"",""original"":""ريح"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":true,""partOfSpeech"":""noun"",""reasonCode"":""batch004-qa-independent-pass"",""reason"":""Natural singular/collective wind noun in MSA."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","Natural singular/collective wind noun in MSA.","high"
"2942:1","{""headwordIndex"":2942,""translationIndex"":1,""english"":""TROUBLE"",""original"":""المشاكل"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""reasonCode"":""valid-alternative"",""reason"":""TROUBLE — المشاكل: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":2942,""translationIndex"":1,""english"":""TROUBLE"",""original"":""المشاكل"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""reasonCode"":""batch004-qa-independent-pass"",""reason"":""Problems is a natural Arabic rendering of uncountable trouble; number need not match mechanically."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","Problems is a natural Arabic rendering of uncountable trouble; number need not match mechanically.","high"
"3505:1","{""headwordIndex"":3505,""translationIndex"":1,""english"":""SIT"",""original"":""الجلوس"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""verb"",""reasonCode"":""valid-alternative"",""reason"":""SIT — الجلوس: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":3505,""translationIndex"":1,""english"":""SIT"",""original"":""الجلوس"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""verb"",""reasonCode"":""batch004-qa-independent-pass"",""reason"":""Arabic verbal-noun citation naturally represents the English action sit."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","Arabic verbal-noun citation naturally represents the English action sit.","high"
"2572:4","{""headwordIndex"":2572,""translationIndex"":4,""english"":""EAT"",""original"":""تناول الطعام"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":true,""partOfSpeech"":""verb"",""reasonCode"":""natural-preferred"",""reason"":""EAT — تناول الطعام: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":2572,""translationIndex"":4,""english"":""EAT"",""original"":""تناول الطعام"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":true,""partOfSpeech"":""verb"",""reasonCode"":""batch004-qa-independent-pass"",""reason"":""The naturally spaced phrase expresses eating food; keep it as display text."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","The naturally spaced phrase expresses eating food; keep it as display text.","high"
"4927:1","{""headwordIndex"":4927,""translationIndex"":1,""english"":""JAM"",""original"":""المربى"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""reasonCode"":""valid-alternative"",""reason"":""JAM — المربى: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":4927,""translationIndex"":1,""english"":""JAM"",""original"":""المربى"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""reasonCode"":""batch004-qa-independent-pass"",""reason"":""Standard jam noun with article, not an excluded alternative."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","Standard jam noun with article, not an excluded alternative.","high"
"1670:1","{""headwordIndex"":1670,""translationIndex"":1,""english"":""DIE"",""original"":""مت"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""verb"",""reasonCode"":""valid-alternative"",""reason"":""DIE — مت: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":1670,""translationIndex"":1,""english"":""DIE"",""original"":""مت"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""verb"",""reasonCode"":""batch004-qa-independent-pass"",""reason"":""Unvocalized مُت is the imperative die; morphology supports the verb mapping."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","Unvocalized مُت is the imperative die; morphology supports the verb mapping.","high"
"1883:1","{""headwordIndex"":1883,""translationIndex"":1,""english"":""MANUFACTURING"",""original"":""التصنيع"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""reasonCode"":""valid-alternative"",""reason"":""MANUFACTURING — التصنيع: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":1883,""translationIndex"":1,""english"":""MANUFACTURING"",""original"":""التصنيع"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""reasonCode"":""batch004-qa-independent-pass"",""reason"":""Natural manufacturing action noun with article."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","Natural manufacturing action noun with article.","high"
"3038:2","{""headwordIndex"":3038,""translationIndex"":2,""english"":""FOX"",""original"":""الثعلب"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""reasonCode"":""valid-alternative"",""reason"":""FOX — الثعلب: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":3038,""translationIndex"":2,""english"":""FOX"",""original"":""الثعلب"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""reasonCode"":""batch004-qa-independent-pass"",""reason"":""Standard fox noun; article does not make the relationship unsuitable."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","Standard fox noun; article does not make the relationship unsuitable.","high"
"1858:3","{""headwordIndex"":1858,""translationIndex"":3,""english"":""ICE"",""original"":""جليد"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":true,""partOfSpeech"":""noun"",""sense"":""frozen water"",""reasonCode"":""natural-preferred"",""reason"":""ICE — جليد (frozen water): Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":1858,""translationIndex"":3,""english"":""ICE"",""original"":""جليد"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":true,""partOfSpeech"":""noun"",""reasonCode"":""batch004-qa-independent-pass"",""reason"":""Natural frozen-water noun for ice."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","Natural frozen-water noun for ice.","high"
"1778:1","{""headwordIndex"":1778,""translationIndex"":1,""english"":""DOCUMENTATION"",""original"":""الوثائق"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""reasonCode"":""valid-alternative"",""reason"":""DOCUMENTATION — الوثائق: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":1778,""translationIndex"":1,""english"":""DOCUMENTATION"",""original"":""الوثائق"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""reasonCode"":""batch004-qa-independent-pass"",""reason"":""Documents collectively can denote documentation; this is a valid noun sense."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","Documents collectively can denote documentation; this is a valid noun sense.","high"
"2899:1","{""headwordIndex"":2899,""translationIndex"":1,""english"":""RAW"",""original"":""خام"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":true,""partOfSpeech"":""adjective"",""reasonCode"":""natural-preferred"",""reason"":""RAW — خام: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":2899,""translationIndex"":1,""english"":""RAW"",""original"":""خام"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":true,""partOfSpeech"":""adjective"",""reasonCode"":""batch004-qa-independent-pass"",""reason"":""Raw as unprocessed material is naturally expressed by خام."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","Raw as unprocessed material is naturally expressed by خام.","high"
"3009:0","{""headwordIndex"":3009,""translationIndex"":0,""english"":""CONTINUES"",""original"":""يستمر"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":true,""partOfSpeech"":""verb"",""reasonCode"":""natural-preferred"",""reason"":""CONTINUES — يستمر: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":3009,""translationIndex"":0,""english"":""CONTINUES"",""original"":""يستمر"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":true,""partOfSpeech"":""verb"",""reasonCode"":""batch004-qa-independent-pass"",""reason"":""يستمر naturally means continues."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","يستمر naturally means continues.","high"
"4751:2","{""headwordIndex"":4751,""translationIndex"":2,""english"":""SAD"",""original"":""محزن"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""adjective"",""reasonCode"":""valid-alternative"",""reason"":""SAD — محزن: محزن means saddening/sad in a phrase such as sad news; it is a valid causal adjective sense."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":4751,""translationIndex"":2,""english"":""SAD"",""original"":""محزن"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""adjective"",""sense"":""saddening"",""reasonCode"":""batch004-qa-independent-pass"",""reason"":""محزن expresses sad in sad news, distinct from feeling sad. Add a short relationship-specific sense to distinguish the causal adjective."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","محزن expresses sad in sad news, distinct from feeling sad. Add a short relationship-specific sense to distinguish the causal adjective.","high"
"3046:1","{""headwordIndex"":3046,""translationIndex"":1,""english"":""ARM"",""original"":""الذراع"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""reasonCode"":""valid-alternative"",""reason"":""ARM — الذراع: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":3046,""translationIndex"":1,""english"":""ARM"",""original"":""الذراع"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""reasonCode"":""batch004-qa-independent-pass"",""reason"":""Standard arm noun with article."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","Standard arm noun with article.","high"
"5108:0","{""headwordIndex"":5108,""translationIndex"":0,""english"":""ODD"",""original"":""غريب"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":true,""partOfSpeech"":""adjective"",""reasonCode"":""natural-preferred"",""reason"":""ODD — غريب: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":5108,""translationIndex"":0,""english"":""ODD"",""original"":""غريب"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":true,""partOfSpeech"":""adjective"",""reasonCode"":""batch004-qa-independent-pass"",""reason"":""Odd in the strange sense is a natural adjective mapping."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","Odd in the strange sense is a natural adjective mapping.","high"
"3670:1","{""headwordIndex"":3670,""translationIndex"":1,""english"":""AFTERNOON"",""original"":""العصر"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""reasonCode"":""valid-alternative"",""reason"":""AFTERNOON — العصر: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":3670,""translationIndex"":1,""english"":""AFTERNOON"",""original"":""العصر"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""reasonCode"":""batch004-qa-independent-pass"",""reason"":""العصر naturally names the later afternoon period; a synonym does not exclude it."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","العصر naturally names the later afternoon period; a synonym does not exclude it.","high"
"2046:1","{""headwordIndex"":2046,""translationIndex"":1,""english"":""LANGUAGES"",""original"":""اللغات"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""reasonCode"":""valid-alternative"",""reason"":""LANGUAGES — اللغات: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":2046,""translationIndex"":1,""english"":""LANGUAGES"",""original"":""اللغات"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""reasonCode"":""batch004-qa-independent-pass"",""reason"":""Standard plural languages with article."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","Standard plural languages with article.","high"
