"headwordIndex","translationIndex","english","original","status","register","confidence","allowedForEnToAr","allowedForArToEn","preferredForEnToAr","preferredForArToEn","partOfSpeech","reasonCode","reason","reviewer","sources","sourceId","referenceArabic","referenceConflict","effectiveTranslation","sense"
"2362","2","VINTAGE","خمر","review","msa","medium","","","","","noun","construction-or-sense-review","VINTAGE — خمر: خمر is wine generically, not a vintage/year or the adjective vintage. A specialized sense requires review.","AI-assisted linguistic review","[]","2362:2","خمر","true","{""arabic"":""خمر"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"3969","0","JET","جيت","review","uncertain","medium","","","","","uncertain","register-review","JET — جيت: Register or status of this borrowing/form needs evidence. Neither automatic dialect rejection nor unsupported MSA approval.","AI-assisted linguistic review","[]","3969:0","الطائرة النفاثة","false","{""arabic"":""جيت"",""status"":""review"",""register"":""uncertain"",""partOfSpeech"":""uncertain""}",""
"2381","0","DESTINATION","الاتجاه","review","msa","medium","","","","","noun","construction-or-sense-review","DESTINATION — الاتجاه: Direction is not necessarily a destination; retain this broad mapping unresolved.","AI-assisted linguistic review","[]","2381:0","الوجهة","false","{""arabic"":""الاتجاه"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"3009","1","CONTINUES","تابع","review","msa","medium","","","","","verb","construction-or-sense-review","CONTINUES — تابع: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","3009:1","تابع","true","{""arabic"":""تابع"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""verb""}",""
"2431","2","APARTMENT","شقه","review","msa","medium","","","","","noun","orthography-review","APARTMENT — شقه: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","2431:2","شقة","false","{""arabic"":""شقه"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"2444","0","MANAGED","تدار","review","msa","medium","","","","","verb","construction-or-sense-review","MANAGED — تدار: تدار is present passive is managed; the headword may be participial but the isolated temporal mapping is unclear.","AI-assisted linguistic review","[]","2444:0","تدار","true","{""arabic"":""تدار"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""verb""}",""
"2464","0","HEALTHY","صحه","review","msa","medium","","","","","uncertain","orthography-review","HEALTHY — صحه: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","2464:0","صحية","false","{""arabic"":""صحه"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""uncertain""}",""
"2901","2","WALKING","امشي","review","msa","medium","","","","","verb","orthography-review","WALKING — امشي: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","2901:2","المشي","false","{""arabic"":""امشي"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""verb""}",""
"2531","0","PERFORMED","أداء","review","msa","medium","","","","","verb","construction-or-sense-review","PERFORMED — أداء: أداء gives performance/the action, while performed asserts a completed act; review the construction rather than reject every verbal-noun equivalent.","AI-assisted linguistic review","[]","2531:0","أداء","true","{""arabic"":""أداء"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""verb""}",""
"2540","0","REMOVED","ازيلت","review","msa","medium","","","","","verb","orthography-review","REMOVED — ازيلت: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","2540:0","أزيلت","false","{""arabic"":""ازيلت"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""verb""}",""
"2540","1","REMOVED","ازال","review","msa","medium","","","","","verb","orthography-review","REMOVED — ازال: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","2540:1","أزيلت","false","{""arabic"":""ازال"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""verb""}",""
"2542","0","SINGLES","الفردي","review","msa","medium","","","","","adjective","construction-or-sense-review","SINGLES — الفردي: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","2542:0","العزاب","false","{""arabic"":""الفردي"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""adjective""}",""
"2542","1","SINGLES","فردي","review","msa","medium","","","","","adjective","construction-or-sense-review","SINGLES — فردي: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","2542:1","العزاب","false","{""arabic"":""فردي"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""adjective""}",""
"2573","3","PERMANENT","دايم","review","msa","medium","","","","","adjective","orthography-review","PERMANENT — دايم: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","2573:3","دائم","false","{""arabic"":""دايم"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""adjective""}",""
"2608","0","MEANING","بمعنى","review","msa","medium","","","","","noun","construction-or-sense-review","MEANING — بمعنى: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","2608:0","المعنى","false","{""arabic"":""بمعنى"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"2608","3","MEANING","يعنى","review","msa","medium","","","","","verb","construction-or-sense-review","MEANING — يعنى: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","2608:3","المعنى","false","{""arabic"":""يعنى"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""verb""}",""
"2625","1","POSTING","انشر","review","msa","medium","","","","","verb","construction-or-sense-review","POSTING — انشر: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","2625:1","نشر","false","{""arabic"":""انشر"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""verb""}",""
"2629","0","AUTOMATIC","اليا","review","msa","medium","","","","","adverb","orthography-review","AUTOMATIC — اليا: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","2629:0","التلقائي","false","{""arabic"":""اليا"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""adverb""}",""
"2629","3","AUTOMATIC","تلقائيا","review","msa","medium","","","","","adverb","construction-or-sense-review","AUTOMATIC — تلقائيا: تلقائيا is adverbially automatically, requiring context for an adjectival automatic mapping.","AI-assisted linguistic review","[]","2629:3","التلقائي","false","{""arabic"":""تلقائيا"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""adverb""}",""
"2661","0","DISTRIBUTED","توزع","review","msa","medium","","","","","verb","construction-or-sense-review","DISTRIBUTED — توزع: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","2661:0","وزعت","false","{""arabic"":""توزع"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""verb""}",""
"2667","1","SEEKING","البحث","review","msa","medium","","","","","noun","construction-or-sense-review","SEEKING — البحث: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","2667:1","البحث","true","{""arabic"":""البحث"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"2734","3","CIRCUIT","دائرة الدائرة","review","msa","high","false","false","false","false","noun","unsuitable-pending-review","CIRCUIT — دائرة الدائرة: دائرة الدائرة is a duplicated genitive construction, not the natural circuit label; preserve pending repair.","AI-assisted linguistic review","[]","2734:3","دائرة الدائرة","true","{""arabic"":""دائرة الدائرة"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun"",""allowedForEnToAr"":false,""allowedForArToEn"":false,""preferredForEnToAr"":false,""preferredForArToEn"":false}",""
"1819","0","ANNOUNCEMENTS","الاعلانات","review","msa","medium","","","","","noun","orthography-review","ANNOUNCEMENTS — الاعلانات: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1819:0","الإعلانات","false","{""arabic"":""الاعلانات"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1819","1","ANNOUNCEMENTS","اعلانات","review","msa","medium","","","","","noun","orthography-review","ANNOUNCEMENTS — اعلانات: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1819:1","الإعلانات","false","{""arabic"":""اعلانات"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"4458","0","TOE","اصبع","review","msa","medium","","","","","noun","orthography-review","TOE — اصبع: Missing hamza plus generic digit/finger rather than explicit toe; retain unchanged for review.","AI-assisted linguistic review","[]","4458:0","اصبع القدم","false","{""arabic"":""اصبع"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"4458","1","TOE","اصبع القدم","review","msa","medium","","","","","noun","orthography-review","TOE — اصبع القدم: The intended toe expression is recognizable but اصبع lacks its initial hamza; defer text correction.","AI-assisted linguistic review","[]","4458:1","اصبع القدم","true","{""arabic"":""اصبع القدم"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1894","0","PROFESSOR","استاذ","review","msa","medium","","","","","noun","orthography-review","PROFESSOR — استاذ: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1894:0","أستاذ","false","{""arabic"":""استاذ"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1894","1","PROFESSOR","الاستاذ","review","msa","medium","","","","","noun","orthography-review","PROFESSOR — الاستاذ: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1894:1","أستاذ","false","{""arabic"":""الاستاذ"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1894","3","PROFESSOR","استاذة","review","msa","medium","","","","","noun","orthography-review","PROFESSOR — استاذة: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1894:3","أستاذ","false","{""arabic"":""استاذة"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"2903","0","SMALLER","اصغر","review","msa","medium","","","","","adjective","orthography-review","SMALLER — اصغر: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","2903:0","أصغر","false","{""arabic"":""اصغر"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""adjective""}",""
"2960","0","EXPERIENCED","خبرة","review","msa","medium","","","","","adjective","construction-or-sense-review","EXPERIENCED — خبرة: خبرة is experience as a noun; an adjective equivalent needs context. Do not claim all morphology differences are invalid.","AI-assisted linguistic review","[]","2960:0","ذوي الخبرة","false","{""arabic"":""خبرة"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""adjective""}",""
"4628","3","LIE","اكذب","review","msa","medium","","","","","verb","orthography-review","LIE — اكذب (tell a falsehood): Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","4628:3","كذبة","false","{""arabic"":""اكذب"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""verb"",""sense"":""tell a falsehood""}","tell a falsehood"
"3670","0","AFTERNOON","مساء","review","msa","medium","","","","","noun","construction-or-sense-review","AFTERNOON — مساء: مساء can cover a wider late-day period; the time-of-day boundary needs review rather than categorical rejection.","AI-assisted linguistic review","[]","3670:0","بعد الظهر","false","{""arabic"":""مساء"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"3099","1","ANCIENT","القدماء","review","msa","medium","","","","","noun","construction-or-sense-review","ANCIENT — القدماء: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","3099:1","القديمة","false","{""arabic"":""القدماء"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"3106","1","BIOGRAPHY","السيرة الذاتية","review","msa","medium","","","","","noun","construction-or-sense-review","BIOGRAPHY — السيرة الذاتية: السيرة الذاتية usually denotes autobiography/CV; a broader biography reading needs context.","AI-assisted linguistic review","[]","3106:1","السيرة الذاتية","true","{""arabic"":""السيرة الذاتية"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"3116","1","HUSBAND","زوجي","review","msa","medium","","","","","noun","construction-or-sense-review","HUSBAND — زوجي: زوجي explicitly says my husband. Possessive meaning is additional, so leave the isolated mapping for review.","AI-assisted linguistic review","[]","3116:1","الزوج","false","{""arabic"":""زوجي"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"3122","0","CONCERT","حفل","review","msa","medium","","","","","noun","construction-or-sense-review","CONCERT — حفل: حفل denotes an event/party broadly; without music the intended concert sense is insufficiently specific.","AI-assisted linguistic review","[]","3122:0","حفلة موسيقية","false","{""arabic"":""حفل"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"4751","0","SAD","حزن","review","msa","high","false","false","false","false","noun","unsuitable-pending-review","A potentially misleading or malformed relationship remains excluded pending review; a categorical rejection is not sufficiently established. Second pass: Reconsidered: nominal sadness can express being sad in a construction. The bare form is unsuitable for immediate approval, but grammatical flexibility prevents high-confidence categorical rejection.","AI-assisted linguistic review","[]","4751:0","حزينة","false","{""arabic"":""حزن"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun"",""allowedForEnToAr"":false,""allowedForArToEn"":false,""preferredForEnToAr"":false,""preferredForArToEn"":false}",""
"3169","0","CONFIRM","تاكيد","review","msa","medium","","","","","verb","orthography-review","CONFIRM — تاكيد: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","3169:0","أكّد","false","{""arabic"":""تاكيد"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""verb""}",""
"3169","1","CONFIRM","التاكيد","review","msa","medium","","","","","verb","orthography-review","CONFIRM — التاكيد: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","3169:1","أكّد","false","{""arabic"":""التاكيد"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""verb""}",""
"3169","2","CONFIRM","اكد","review","msa","medium","","","","","verb","orthography-review","CONFIRM — اكد: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","3169:2","أكّد","false","{""arabic"":""اكد"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""verb""}",""
"4780","0","POT","الحشيش","review","msa","medium","","","","","noun","construction-or-sense-review","POT — الحشيش: الحشيش may refer to hashish while English pot is informal cannabis; semantic/register boundaries need evidence, not automatic dialect labeling of Arabic.","AI-assisted linguistic review","[]","4780:0","وعاء","false","{""arabic"":""الحشيش"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"3231","2","THREADS","المواضيع","review","msa","medium","","","","","noun","construction-or-sense-review","THREADS — المواضيع: المواضيع can be discussion threads in a forum, but the isolated topic/thread relationship needs context.","AI-assisted linguistic review","[]","3231:2","المواضيع","true","{""arabic"":""المواضيع"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1656","0","INTERESTING","للاهتمام","review","msa","high","false","false","false","false","adjective","unsuitable-pending-review","INTERESTING — للاهتمام: A potentially misleading or malformed relationship remains excluded pending review; a categorical rejection is not sufficiently established.","AI-assisted linguistic review","[]","1656:0","مثيرة للاهتمام","false","{""arabic"":""للاهتمام"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""adjective"",""allowedForEnToAr"":false,""allowedForArToEn"":false,""preferredForEnToAr"":false,""preferredForArToEn"":false}",""
"1679","0","SPANISH","الاسبانية","review","msa","medium","","","","","noun","orthography-review","SPANISH — الاسبانية (language): Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1679:0","الأسبانية","false","{""arabic"":""الاسبانية"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun"",""sense"":""language""}","language"
"1679","1","SPANISH","اسبانية","review","msa","medium","","","","","noun","orthography-review","SPANISH — اسبانية (language): Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1679:1","الأسبانية","false","{""arabic"":""اسبانية"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun"",""sense"":""language""}","language"
"1679","2","SPANISH","اسباني","review","msa","medium","","","","","adjective","orthography-review","SPANISH — اسباني: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1679:2","الأسبانية","false","{""arabic"":""اسباني"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""adjective""}",""
"1682","0","SETTING","إعداد الإعداد","review","msa","high","false","false","false","false","noun","unsuitable-pending-review","SETTING — إعداد الإعداد: إعداد الإعداد repeats the noun inside an unnatural genitive construction; preserve but withhold both directions pending repair.","AI-assisted linguistic review","[]","1682:0","إعداد الإعداد","true","{""arabic"":""إعداد الإعداد"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun"",""allowedForEnToAr"":false,""allowedForArToEn"":false,""preferredForEnToAr"":false,""preferredForArToEn"":false}",""
"1693","1","SECRETARY","الامين","review","msa","medium","","","","","noun","orthography-review","SECRETARY — الامين: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1693:1","سكرتيرة","false","{""arabic"":""الامين"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1711","0","INDIVIDUALS","افراد","review","msa","medium","","","","","noun","orthography-review","INDIVIDUALS — افراد: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1711:0","الأفراد","false","{""arabic"":""افراد"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1711","1","INDIVIDUALS","الافراد","review","msa","medium","","","","","noun","orthography-review","INDIVIDUALS — الافراد: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1711:1","الأفراد","false","{""arabic"":""الافراد"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1718","0","AFRICAN","افريقية","review","msa","medium","","","","","adjective","orthography-review","AFRICAN — افريقية: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1718:0","افريقي","false","{""arabic"":""افريقية"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""adjective""}",""
"1718","1","AFRICAN","افريقي","review","msa","medium","","","","","adjective","orthography-review","AFRICAN — افريقي: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1718:1","افريقي","true","{""arabic"":""افريقي"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""adjective""}",""
"1718","2","AFRICAN","الافريقي","review","msa","medium","","","","","adjective","orthography-review","AFRICAN — الافريقي: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1718:2","افريقي","false","{""arabic"":""الافريقي"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""adjective""}",""
"1718","3","AFRICAN","الافريقية","review","msa","medium","","","","","adjective","orthography-review","AFRICAN — الافريقية: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1718:3","افريقي","false","{""arabic"":""الافريقية"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""adjective""}",""
"1718","4","AFRICAN","افريقيا","review","msa","medium","","","","","noun","orthography-review","AFRICAN — افريقيا: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1718:4","افريقي","false","{""arabic"":""افريقيا"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"4927","2","JAM","جام","review","uncertain","medium","","","","","uncertain","register-review","JAM — جام: Register or status of this borrowing/form needs evidence. Neither automatic dialect rejection nor unsupported MSA approval.","AI-assisted linguistic review","[]","4927:2","مربى","false","{""arabic"":""جام"",""status"":""review"",""register"":""uncertain"",""partOfSpeech"":""uncertain""}",""
"3354","0","DEPENDING","حسب","review","msa","medium","","","","","preposition","construction-or-sense-review","DEPENDING — حسب: حسب works in depending on constructions; the isolated word loses the dependency complement and needs review.","AI-assisted linguistic review","[]","3354:0","حسب","true","{""arabic"":""حسب"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""preposition""}",""
"2761","2","PROMOTION","الترقيات","review","msa","medium","","","","","noun","construction-or-sense-review","PROMOTION — الترقيات: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","2761:2","الترويج","false","{""arabic"":""الترقيات"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1760","1","REGULATIONS","الانظمة","review","msa","medium","","","","","noun","orthography-review","REGULATIONS — الانظمة: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1760:1","اللوائح التنظيمية","false","{""arabic"":""الانظمة"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1760","2","REGULATIONS","انظمة","review","msa","medium","","","","","noun","orthography-review","REGULATIONS — انظمة: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1760:2","اللوائح التنظيمية","false","{""arabic"":""انظمة"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1762","0","SPECIES","الانواع","review","msa","medium","","","","","noun","orthography-review","SPECIES — الانواع: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1762:0","الأنواع","false","{""arabic"":""الانواع"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1771","2","CERTIFICATE","الشهادات","review","msa","medium","","","","","noun","construction-or-sense-review","CERTIFICATE — الشهادات: الشهادات is certificates plural; review presentation rather than reject a valid related form.","AI-assisted linguistic review","[]","1771:2","شهادة","false","{""arabic"":""الشهادات"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1792","0","ACTIONS","الاجراءات","review","msa","medium","","","","","noun","orthography-review","ACTIONS — الاجراءات: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1792:0","الإجراءات","false","{""arabic"":""الاجراءات"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1792","1","ACTIONS","الافعال","review","msa","medium","","","","","noun","orthography-review","ACTIONS — الافعال: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1792:1","الإجراءات","false","{""arabic"":""الافعال"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1792","3","ACTIONS","اجراءات","review","msa","medium","","","","","noun","orthography-review","ACTIONS — اجراءات: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1792:3","الإجراءات","false","{""arabic"":""اجراءات"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"3402","0","TEMPORARY","مؤقتا","review","msa","medium","","","","","adverb","construction-or-sense-review","TEMPORARY — مؤقتا: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","3402:0","مؤقت","false","{""arabic"":""مؤقتا"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""adverb""}",""
"1806","0","MARKETS","اسواق","review","msa","medium","","","","","noun","orthography-review","MARKETS — اسواق: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1806:0","الأسواق","false","{""arabic"":""اسواق"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1806","1","MARKETS","الاسواق","review","msa","medium","","","","","noun","orthography-review","MARKETS — الاسواق: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1806:1","الأسواق","false","{""arabic"":""الاسواق"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"3416","0","AWARENESS","التوعية","review","msa","medium","","","","","noun","construction-or-sense-review","AWARENESS — التوعية: التوعية denotes raising awareness, not awareness itself; investigate this action/state shift.","AI-assisted linguistic review","[]","3416:0","الوعي","false","{""arabic"":""التوعية"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"3455","0","BIGGEST","الاكبر","review","msa","medium","","","","","adjective","orthography-review","BIGGEST — الاكبر: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","3455:0","أكبر","false","{""arabic"":""الاكبر"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""adjective""}",""
"3465","0","DRAWING","ارسم","review","msa","medium","","","","","verb","orthography-review","DRAWING — ارسم: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","3465:0","رسم الرسم","false","{""arabic"":""ارسم"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""verb""}",""
"3465","4","DRAWING","رسم الرسم","review","msa","high","false","false","false","false","noun","unsuitable-pending-review","DRAWING — رسم الرسم: رسم الرسم duplicates the noun; withhold the malformed standalone label without silently removing words.","AI-assisted linguistic review","[]","3465:4","رسم الرسم","true","{""arabic"":""رسم الرسم"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun"",""allowedForEnToAr"":false,""allowedForArToEn"":false,""preferredForEnToAr"":false,""preferredForArToEn"":false}",""
"3468","0","ORDERED","امرت","review","msa","medium","","","","","verb","orthography-review","ORDERED — امرت: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","3468:0","أمرت","false","{""arabic"":""امرت"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""verb""}",""
