"headwordIndex","translationIndex","english","original","status","register","confidence","allowedForEnToAr","allowedForArToEn","preferredForEnToAr","preferredForArToEn","partOfSpeech","reasonCode","reason","reviewer","sources","sourceId","referenceArabic","referenceConflict","sense"
"1244","3","MASTER","ماستر","review","uncertain","medium","","","","","noun","register-review","MASTER — ماستر: Register or status of this borrowing/form needs evidence. Neither automatic dialect rejection nor unsupported MSA approval.","AI-assisted linguistic review","[]","1244:3","سيدي","false",""
"1244","5","MASTER","سيدي","review","msa","medium","","","","","noun","construction-or-sense-review","MASTER — سيدي: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","1244:5","سيدي","true",""
"1245","2","VALLEY","فالى","review","uncertain","high","false","false","false","false","noun","unsuitable-unclassified","VALLEY — فالى: This rendering does not supply a natural learner equivalent of the English sense. Both directions withheld; register is unresolved so status remains review.","AI-assisted linguistic review","[]","1245:2","وادي","false",""
"1245","3","VALLEY","فالي","review","uncertain","high","false","false","false","false","noun","unsuitable-unclassified","VALLEY — فالي: This rendering does not supply a natural learner equivalent of the English sense. Both directions withheld; register is unresolved so status remains review.","AI-assisted linguistic review","[]","1245:3","وادي","false",""
"1263","0","EARTH","الارض","review","msa","medium","","","","","noun","orthography-review","EARTH — الارض: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1263:0","الأرض","false",""
"1264","0","PARENTS","الاهل","review","msa","medium","","","","","noun","orthography-review","PARENTS — الاهل: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1264:0","الآباء والأمهات","false",""
"1264","3","PARENTS","الاباء","review","msa","medium","","","","","noun","orthography-review","PARENTS — الاباء: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1264:3","الآباء والأمهات","false",""
"1264","4","PARENTS","اباء","review","msa","medium","","","","","noun","orthography-review","PARENTS — اباء: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1264:4","الآباء والأمهات","false",""
"1266","0","IMPACT","الاثر","review","msa","medium","","","","","noun","orthography-review","IMPACT — الاثر: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1266:0","الأثر","false",""
"1266","1","IMPACT","تاثير","review","msa","medium","","","","","noun","orthography-review","IMPACT — تاثير: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1266:1","الأثر","false",""
"1266","2","IMPACT","التاثير","review","msa","medium","","","","","noun","orthography-review","IMPACT — التاثير: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1266:2","الأثر","false",""
"1270","0","STRONG","قوى","review","msa","medium","","","","","adjective","orthography-review","STRONG — قوى: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1270:0","قوي","false",""
"1273","3","WEDDING","زواج","review","msa","medium","","","","","noun","construction-or-sense-review","WEDDING — زواج: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","1273:3","حفل زفاف","false",""
"1275","1","HOSPITAL","مستشفي","review","msa","medium","","","","","noun","orthography-review","HOSPITAL — مستشفي: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1275:1","مستشفى","false",""
"1275","4","HOSPITAL","المستشفي","review","msa","medium","","","","","noun","orthography-review","HOSPITAL — المستشفي: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1275:4","مستشفى","false",""
"1279","0","ACCOMMODATION","الاقامة","review","msa","medium","","","","","noun","orthography-review","ACCOMMODATION — الاقامة: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1279:0","أماكن الإقامة","false",""
"1280","0","OWNERS","مالكو","review","msa","medium","","","","","noun","construction-or-sense-review","OWNERS — مالكو: مالكو is a construct plural normally requiring a complement; the bare learner clue needs review.","AI-assisted linguistic review","[]","1280:0","المالكون","false",""
"1281","2","DISEASE","الامراض","review","msa","medium","","","","","noun","construction-or-sense-review","DISEASE — الامراض: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","1281:2","مرض","false",""
"1285","2","PERFECT","الكمال","review","msa","medium","","","","","noun","construction-or-sense-review","PERFECT — الكمال: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","1285:2","مثالي","false",""
"1287","1","OPPORTUNITY","الفرص","review","msa","medium","","","","","noun","construction-or-sense-review","OPPORTUNITY — الفرص: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","1287:1","فرصة","false",""
"1288","1","KIT","طقم عدة","review","msa","medium","","","","","noun","construction-or-sense-review","KIT — طقم عدة: طقم عدة is an awkward stacked set/equipment phrase; preserve it for human review.","AI-assisted linguistic review","[]","1288:1","طقم عدة","true",""
"1289","0","CLASSIC","كلاس","review","uncertain","high","false","false","false","false","noun","unsuitable-unclassified","CLASSIC — كلاس: This rendering does not supply a natural learner equivalent of the English sense. Both directions withheld; register is unresolved so status remains review.","AI-assisted linguistic review","[]","1289:0","الكلاسيكية","false",""
"1290","0","BASIS","اساس","review","msa","medium","","","","","noun","orthography-review","BASIS — اساس: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1290:0","أساس","false",""
"1290","1","BASIS","الاساس","review","msa","medium","","","","","noun","orthography-review","BASIS — الاساس: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1290:1","أساس","false",""
"1291","0","COMMAND","امر","review","msa","medium","","","","","noun","orthography-review","COMMAND — امر: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1291:0","أمر","false",""
"1294","0","EXPRESS","اعرب","review","msa","medium","","","","","verb","orthography-review","EXPRESS — اعرب: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1294:0","صريح","false",""
"1303","2","WALL","وول","review","uncertain","high","false","false","false","false","noun","unsuitable-unclassified","WALL — وول: This rendering does not supply a natural learner equivalent of the English sense. Both directions withheld; register is unresolved so status remains review.","AI-assisted linguistic review","[]","1303:2","جدار","false",""
"1306","0","EXTRA","اضافي","review","msa","medium","","","","","adjective","orthography-review","EXTRA — اضافي: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1306:0","إضافية","false",""
"1306","1","EXTRA","اضافية","review","msa","medium","","","","","adjective","orthography-review","EXTRA — اضافية: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1306:1","إضافية","false",""
"1307","0","ESPECIALLY","وخاصة","review","msa","medium","","","","","adverb","construction-or-sense-review","ESPECIALLY — وخاصة: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","1307:0","خاصة","false",""
"1307","3","ESPECIALLY","بالاخص","review","msa","medium","","","","","adverb","orthography-review","ESPECIALLY — بالاخص: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1307:3","خاصة","false",""
"1311","0","RATED","التصنيف","review","msa","medium","","","","","noun","construction-or-sense-review","RATED — التصنيف: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","1311:0","التصنيف","true",""
"1313","0","SUCCESS","ناجحة","review","msa","high","false","false","false","false","uncertain","unsuitable-pending-review","A potentially misleading or malformed relationship remains excluded pending review; a categorical rejection is not sufficiently established. Second pass: ناجحة is successful feminine. A success can be expressed adjectivally in Arabic; leave the bare nominal mapping unresolved rather than categorically rejecting it.","AI-assisted linguistic review","[]","1313:0","النجاح","false",""
"1314","0","MAXIMUM","الاقصى","review","msa","medium","","","","","adjective","orthography-review","MAXIMUM — الاقصى: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1314:0","الحد الأقصى","false",""
"1316","1","OPERATION","العمليات","review","msa","medium","","","","","noun","construction-or-sense-review","OPERATION — العمليات: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","1316:1","عملية التشغيل","false",""
"1319","4","SELECTED","مختارات","review","msa","medium","","","","","noun","construction-or-sense-review","SELECTED — مختارات: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","1319:4","مختارات","true",""
"1320","1","BOY","بوي","review","uncertain","high","false","false","false","false","noun","unsuitable-unclassified","BOY — بوي: This rendering does not supply a natural learner equivalent of the English sense. Both directions withheld; register is unresolved so status remains review.","AI-assisted linguistic review","[]","1320:1","صبي","false",""
"1324","2","BEAUTIFUL","جميله","review","msa","medium","","","","","adjective","orthography-review","BEAUTIFUL — جميله: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1324:2","جميلة","false",""
"1328","2","HORSE","خيل","review","msa","medium","","","","","noun","construction-or-sense-review","HORSE — خيل: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","1328:2","حصان","false",""
"1330","0","FORWARD","للامام","review","msa","medium","","","","","adverb","orthography-review","FORWARD — للامام: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1330:0","إلى الأمام","false",""
"1330","1","FORWARD","الامام","review","msa","medium","","","","","adverb","orthography-review","FORWARD — الامام: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1330:1","إلى الأمام","false",""
"1331","2","FLOWERS","الازهار","review","msa","medium","","","","","noun","orthography-review","FLOWERS — الازهار: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1331:2","الزهور","false",""
"1331","3","FLOWERS","ازهار","review","msa","medium","","","","","noun","orthography-review","FLOWERS — ازهار: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1331:3","الزهور","false",""
"1341","1","MANUFACTURER","مصنع","review","msa","medium","","","","","uncertain","construction-or-sense-review","MANUFACTURER — مصنع: مصنع may read مُصنّع manufacturer or مَصنع factory. Without vocalization the Arabic form alone cannot resolve the POS/sense; keep uncertain, not a synonym ban.","AI-assisted linguistic review","[]","1341:1","الصانع","false",""
"1344","1","SON","بني","review","msa","medium","","","","","noun","construction-or-sense-review","SON — بني: بني can be my son in the intended reading. Review the added possession instead of automatically rejecting it.","AI-assisted linguistic review","[]","1344:1","إبني","false",""
"1344","3","SON","إبني","review","msa","medium","","","","","noun","orthography-review","SON — إبني: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1344:3","إبني","true",""
"1348","0","HOUSING","الاسكان","review","msa","medium","","","","","noun","orthography-review","HOUSING — الاسكان: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1348:0","الإسكان","false",""
"1348","5","HOUSING","اسكان","review","msa","medium","","","","","noun","orthography-review","HOUSING — اسكان: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1348:5","الإسكان","false",""
"1349","0","TAKES","ياخذ","review","msa","medium","","","","","verb","orthography-review","TAKES — ياخذ: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1349:0","يأخذ","false",""
"1351","0","BRING","احضار","review","msa","medium","","","","","verb","orthography-review","BRING — احضار: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1351:0","أحضر","false",""
"1351","2","BRING","احضر","review","msa","medium","","","","","verb","orthography-review","BRING — احضر: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1351:2","أحضر","false",""
"1352","1","CATALOG","كتالوج","review","uncertain","medium","","","","","noun","register-review","CATALOG — كتالوج: Register or status of this borrowing/form needs evidence. Neither automatic dialect rejection nor unsupported MSA approval.","AI-assisted linguistic review","[]","1352:1","كتالوج","true",""
"1355","1","TRYING","احاول","review","msa","medium","","","","","verb","orthography-review","TRYING — احاول: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1355:1","محاولة","false",""
"1356","0","MOTHER","ام","review","msa","medium","","","","","noun","orthography-review","MOTHER — ام: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1356:0","الأم","false",""
"1356","1","MOTHER","الام","review","msa","medium","","","","","noun","orthography-review","MOTHER — الام: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1356:1","الأم","false",""
"1358","1","CONSIDERED","نظر فيها","review","msa","medium","","","","","verb","construction-or-sense-review","CONSIDERED — نظر فيها: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","1358:1","نظر فيها","true",""
"1359","0","TOLD","اخبرت","review","msa","medium","","","","","verb","orthography-review","TOLD — اخبرت: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1359:0","قال","false",""
"1359","1","TOLD","قال","review","msa","medium","","","","","verb","construction-or-sense-review","TOLD — قال: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","1359:1","قال","true",""
"1363","0","INPUT","ادخال","review","msa","medium","","","","","verb","orthography-review","INPUT — ادخال: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1363:0","المدخلات","false",""
"1365","0","FEET","الاقدام","review","msa","medium","","","","","noun","orthography-review","FEET — الاقدام: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1365:0","أقدام","false",""
"1365","1","FEET","اقدام","review","msa","medium","","","","","noun","orthography-review","FEET — اقدام: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1365:1","أقدام","false",""
"1365","2","FEET","القدم","review","msa","medium","","","","","noun","construction-or-sense-review","FEET — القدم: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","1365:2","أقدام","false",""
"1365","3","FEET","قدم","review","msa","medium","","","","","noun","construction-or-sense-review","FEET — قدم: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","1365:3","أقدام","false",""
"1365","4","FEET","القدمين","review","msa","medium","","","","","noun","construction-or-sense-review","FEET — القدمين: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","1365:4","أقدام","false",""
"1370","0","SENIOR","كبار","review","msa","medium","","","","","uncertain","construction-or-sense-review","SENIOR — كبار: كبار means seniors or senior plural in some constructions; the isolated POS remains unresolved.","AI-assisted linguistic review","[]","1370:0","كبار","true",""
"1370","1","SENIOR","الاقدم","review","msa","medium","","","","","adjective","orthography-review","SENIOR — الاقدم: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1370:1","كبار","false",""
"1376","2","TESTING","اختبار الاختبار","review","msa","high","false","false","false","false","noun","unsuitable-pending-review","TESTING — اختبار الاختبار: A potentially misleading or malformed relationship remains excluded pending review; a categorical rejection is not sufficiently established.","AI-assisted linguistic review","[]","1376:2","اختبار الاختبار","true",""
"1377","1","TRIAL","المحاكمات","review","msa","medium","","","","","noun","construction-or-sense-review","TRIAL — المحاكمات: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","1377:1","المحاكمة","false",""
"1390","1","METAL","معادن","review","msa","medium","","","","","noun","construction-or-sense-review","METAL — معادن: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","1390:1","معدن","false",""
"1390","4","METAL","المعادن","review","msa","medium","","","","","noun","construction-or-sense-review","METAL — المعادن: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","1390:4","معدن","false",""
"1391","0","POSITIVE","ايجابي","review","msa","medium","","","","","adjective","orthography-review","POSITIVE — ايجابي: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1391:0","إيجابي","false",""
"1391","1","POSITIVE","الايجابي","review","msa","medium","","","","","adjective","orthography-review","POSITIVE — الايجابي: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1391:1","إيجابي","false",""
"1391","2","POSITIVE","ايجابية","review","msa","medium","","","","","adjective","orthography-review","POSITIVE — ايجابية: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1391:2","إيجابي","false",""
"1391","3","POSITIVE","الايجابية","review","msa","medium","","","","","adjective","orthography-review","POSITIVE — الايجابية: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1391:3","إيجابي","false",""
"1392","2","FITNESS","لياقته","review","msa","medium","","","","","noun","construction-or-sense-review","FITNESS — لياقته: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","1392:2","اللياقة البدنية","false",""
"1394","0","OPINION","الراي","review","msa","medium","","","","","noun","orthography-review","OPINION — الراي: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1394:0","الرأي","false",""
"1399","2","OUTPUT","الاخراج","review","msa","medium","","","","","noun","orthography-review","OUTPUT — الاخراج: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1399:2","الإخراج","false",""
"1399","3","OUTPUT","النواتج","review","msa","medium","","","","","noun","construction-or-sense-review","OUTPUT — النواتج: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","1399:3","الإخراج","false",""
"1401","0","GREATER","اعظم","review","msa","medium","","","","","adjective","orthography-review","GREATER — اعظم: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1401:0","أكبر","false",""
"1405","0","ARTISTS","للفنانين","review","msa","medium","","","","","noun","construction-or-sense-review","ARTISTS — للفنانين: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","1405:0","الفنانون","false",""
"1417","0","VAN","الفان","review","uncertain","medium","","","","","noun","register-review","VAN — الفان: Register or status of this borrowing/form needs evidence. Neither automatic dialect rejection nor unsupported MSA approval.","AI-assisted linguistic review","[]","1417:0","فان","false",""
"1417","1","VAN","فان","review","uncertain","medium","","","","","noun","register-review","VAN — فان: Register or status of this borrowing/form needs evidence. Neither automatic dialect rejection nor unsupported MSA approval.","AI-assisted linguistic review","[]","1417:1","فان","true",""
"1425","0","VACATION","اجازه","review","msa","medium","","","","","noun","orthography-review","VACATION — اجازه: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1425:0","الإجازة","false",""
"1425","2","VACATION","الاجازة","review","msa","medium","","","","","noun","orthography-review","VACATION — الاجازة: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1425:2","الإجازة","false",""
"1425","4","VACATION","اجازة","review","msa","medium","","","","","noun","orthography-review","VACATION — اجازة: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1425:4","الإجازة","false",""
"1427","0","ACADEMIC","اكاديمية","review","msa","medium","","","","","adjective","orthography-review","ACADEMIC — اكاديمية: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1427:0","أكاديمي","false",""
"1427","1","ACADEMIC","الاكاديمي","review","msa","medium","","","","","adjective","orthography-review","ACADEMIC — الاكاديمي: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1427:1","أكاديمي","false",""
"1427","2","ACADEMIC","الاكاديمية","review","msa","medium","","","","","adjective","orthography-review","ACADEMIC — الاكاديمية: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1427:2","أكاديمي","false",""
"1427","3","ACADEMIC","اكاديمي","review","msa","medium","","","","","adjective","orthography-review","ACADEMIC — اكاديمي: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1427:3","أكاديمي","false",""
"1429","1","COMPLETED","اكملت","review","msa","medium","","","","","verb","orthography-review","COMPLETED — اكملت: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1429:1","اكتمل","false",""
"1439","3","DATING","التي يرجع تاريخها","review","msa","medium","","","","","uncertain","construction-or-sense-review","DATING — التي يرجع تاريخها: التي يرجع تاريخها is a relative-clause fragment for dating back; leave its English grammatical mapping unresolved.","AI-assisted linguistic review","[]","1439:3","التي يرجع تاريخها","true",""
"1441","0","MOUNTAIN","ماونتن","review","uncertain","high","false","false","false","false","noun","unsuitable-unclassified","MOUNTAIN — ماونتن: This rendering does not supply a natural learner equivalent of the English sense. Both directions withheld; register is unresolved so status remains review.","AI-assisted linguistic review","[]","1441:0","الجبل","false",""
"1444","0","FILTER","فلتر","review","uncertain","medium","","","","","noun","register-review","FILTER — فلتر: Register or status of this borrowing/form needs evidence. Neither automatic dialect rejection nor unsupported MSA approval.","AI-assisted linguistic review","[]","1444:0","فلتر","true",""
"1445","0","MAILING","البريد","review","msa","medium","","","","","noun","construction-or-sense-review","MAILING — البريد: البريد denotes mail; an English mailing can be a dispatch, but the intended noun/action sense needs clarification.","AI-assisted linguistic review","[]","1445:0","البريد","true",""
"1447","0","LONGER","اطول","review","msa","medium","","","","","adjective","orthography-review","LONGER — اطول: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1447:0","أطول","false",""
"1449","1","NORTHERN","شمال","review","msa","medium","","","","","noun","construction-or-sense-review","NORTHERN — شمال: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","1449:1","الشمالية","false",""
"1452","0","FLOOR","ارضية","review","msa","medium","","","","","noun","orthography-review","FLOOR — ارضية: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1452:0","الطابق الأرضي","false",""
"1452","2","FLOOR","الارضية","review","msa","medium","","","","","noun","orthography-review","FLOOR — الارضية: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1452:2","الطابق الأرضي","false",""
"1452","4","FLOOR","الطابق الأرضي","review","msa","medium","","","","","noun","construction-or-sense-review","FLOOR — الطابق الأرضي: الطابق الأرضي is ground floor, a specific narrower floor. Keep the qualifier question for review rather than assuming it is a synonym.","AI-assisted linguistic review","[]","1452:4","الطابق الأرضي","true",""
"1453","0","GERMAN","الالمانية","review","msa","medium","","","","","adjective","orthography-review","GERMAN — الالمانية: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1453:0","الألمانية","false",""
"1453","1","GERMAN","المان","review","msa","medium","","","","","noun","construction-or-sense-review","GERMAN — المان: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","1453:1","الألمانية","false",""
"1453","2","GERMAN","الالماني","review","msa","medium","","","","","adjective","orthography-review","GERMAN — الالماني: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1453:2","الألمانية","false",""
"1453","4","GERMAN","الماني","review","msa","medium","","","","","adjective","orthography-review","GERMAN — الماني: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1453:4","الألمانية","false",""
"1453","5","GERMAN","المانية","review","msa","medium","","","","","adjective","orthography-review","GERMAN — المانية: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1453:5","الألمانية","false",""
