"id","size","mode","seed","attempt","template","row","col","slotDirection","length","pattern","constraints","liveZero","criticallySmall","fullCriticallySmall","liveDomain","observedLiveUnique","observerReason","type","fullCount","sampledCount","windowCount","fullUnused","sampledUnused","windowUnused","usedMatches","omittedAnswers","retainedPct","samplingZero","samplingHealthyToSmall","earlierChoicesConsumedMatches"
"ce692eb0e549d370","13","en_to_ar","2","1","1110011011011/1111111111011/0011100110110/0110111001110/1111011111011/1111001110011/0110110110110/1100111001111/1101111101111/0111001110110/0110110011100/1101111111111/1101101100111","4","0","across","4","??ز?","[{""position"":3,""characters"":[""ا"",""س"",""ض"",""ق"",""م"",""ن""]},{""position"":2,""characters"":[""ز""]},{""position"":1,""characters"":[""ع"",""ك"",""م""]},{""position"":0,""characters"":[""ا"",""ت"",""د"",""غ"",""م"",""ن"",""ي""]}]","false","true","true","1","1","arc-support","SUPPORTED_SMALL_DOMAIN","2","1","1","2","1","1","[]","[""مزمن""]","50","false","false","false"
"e37604e186d986ff","13","en_to_ar","2","1","1110011011011/1111111111011/0011100110110/0110111001110/1111011111011/1111001110011/0110110110110/1100111001111/1101111101111/0111001110110/0110110011100/1101111111111/1101101100111","5","0","across","4","??ج?","[{""position"":3,""characters"":[""ت"",""ح"",""د"",""ر"",""ط"",""ك"",""ل"",""م"",""ن""]},{""position"":2,""characters"":[""ج""]},{""position"":1,""characters"":[""ا"",""ل""]},{""position"":0,""characters"":[""ا"",""ب"",""س"",""ش"",""ك"",""ل"",""م"",""ي""]}]","false","true","false","1","1","arc-support","SUPPORTED_SMALL_DOMAIN","4","1","1","4","1","1","[]","[""مجلس"",""مجال"",""الجل""]","25","false","false","false"
"837a369b5eebc0fc","13","en_to_ar","2","2","1110011011011/1111111111011/0011100110110/0110111001110/1111011111011/1111001110011/0110110110110/1100111001111/1101111101111/0111001110110/0110110011100/1101111111111/1101101100111","0","2","down","7","?ج?????","[{""position"":0,""characters"":[""ء"",""ا"",""ب"",""ة"",""ت"",""ج"",""ح"",""د"",""ر"",""س"",""ص"",""ض"",""ط"",""ع"",""غ"",""ف"",""ق"",""ك"",""ل"",""م"",""ن"",""ه"",""و"",""ى"",""ي""]},{""position"":1,""characters"":[""ج""]},{""position"":2,""characters"":[""ا"",""ب"",""ت"",""ث"",""ج"",""ح"",""خ"",""د"",""ذ"",""ر"",""ز"",""س"",""ش"",""ص"",""ض"",""ط"",""ظ"",""ع"",""غ"",""ف"",""ق"",""ك"",""ل"",""م"",""ن"",""ه"",""و"",""ي""]},{""position"":3,""characters"":[""ا"",""ب"",""ت"",""ث"",""ج"",""ح"",""خ"",""د"",""ذ"",""ر"",""ز"",""س"",""ش"",""ص"",""ض"",""ط"",""ظ"",""ع"",""غ"",""ف"",""ق"",""ك"",""ل"",""م"",""ن"",""ه"",""و"",""ي""]},{""position"":4,""characters"":[""ؤ"",""ئ"",""ا"",""ب"",""ت"",""ث"",""ج"",""ح"",""خ"",""د"",""ذ"",""ر"",""ز"",""س"",""ش"",""ص"",""ض"",""ط"",""ظ"",""ع"",""غ"",""ف"",""ق"",""ك"",""ل"",""م"",""ن"",""ه"",""و"",""ي""]},{""position"":5,""characters"":[""ئ"",""ا"",""ب"",""ت"",""ث"",""ج"",""ح"",""خ"",""د"",""ذ"",""ر"",""ز"",""س"",""ش"",""ص"",""ظ"",""ع"",""غ"",""ف"",""ق"",""ك"",""ل"",""م"",""ن"",""ه"",""و"",""ي""]},{""position"":6,""characters"":[""ا"",""ب"",""ت"",""ج"",""ح"",""د"",""ر"",""ز"",""س"",""ص"",""ض"",""ط"",""ع"",""غ"",""ف"",""ق"",""ك"",""ل"",""م"",""ن"",""ه"",""و"",""ي""]}]","false","true","false","3","2","arc-support","SUPPORTED_SMALL_DOMAIN","9","2","2","9","2","2","[]","[""المتاجر"",""اجتماعي"",""النتيجة"",""مجموعات"",""المنتجع"",""البرمجة"",""المراجع""]","22.22222222222222","false","true","false"
"12e95c3e89af34d6","13","en_to_ar","2","2","1110011011011/1111111111011/0011100110110/0110111001110/1111011111011/1111001110011/0110110110110/1100111001111/1101111101111/0111001110110/0110110011100/1101111111111/1101101100111","5","0","across","4","?ل??","[{""position"":3,""characters"":[""ا"",""ب"",""ث"",""ج"",""ض"",""ك"",""ل"",""م"",""ي""]},{""position"":2,""characters"":[""ر"",""و""]},{""position"":1,""characters"":[""ل""]},{""position"":0,""characters"":[""ح"",""خ"",""د"",""ش"",""ع"",""ف"",""ق"",""ك"",""ن""]}]","false","true","false","2","2","arc-support","SUPPORTED_SMALL_DOMAIN","4","2","2","4","2","2","[]","[""علوم"",""حلول""]","50","false","false","false"
"2594be137c77fe06","13","en_to_ar","2","2","1110011011011/1111111111011/0011100110110/0110111001110/1111011111011/1111001110011/0110110110110/1100111001111/1101111101111/0111001110110/0110110011100/1101111111111/1101101100111","4","0","across","4","?م??","[{""position"":3,""characters"":[""ب"",""ج"",""ط"",""ع"",""ف"",""ق"",""ك"",""ل"",""م"",""ن""]},{""position"":2,""characters"":[""و"",""ي""]},{""position"":1,""characters"":[""م""]},{""position"":0,""characters"":[""ح"",""د"",""س"",""ش"",""ط"",""ع"",""غ"",""ق"",""ي""]}]","false","true","false","3","3","arc-support","SUPPORTED_SMALL_DOMAIN","4","3","3","4","3","3","[]","[""سمين""]","75","false","false","false"
"b19174fb93143d38","13","en_to_ar","2","2","1110011011011/1111111111011/0011100110110/0110111001110/1111011111011/1111001110011/0110110110110/1100111001111/1101111101111/0111001110110/0110110011100/1101111111111/1101101100111","4","0","across","4","????","[{""position"":3,""characters"":[""ا"",""ك"",""م""]},{""position"":2,""characters"":[""ا"",""ل""]},{""position"":1,""characters"":[""ك"",""م""]},{""position"":0,""characters"":[""ل"",""م""]}]","false","true","true","3","3","arc-support","SUPPORTED_SMALL_DOMAIN","3","1","1","3","1","1","[]","[""الكل"",""الكم""]","33.333333333333336","false","false","false"
"2b0f8ac825de3b5f","13","en_to_ar","2","2","1110011011011/1111111111011/0011100110110/0110111001110/1111011111011/1111001110011/0110110110110/1100111001111/1101111101111/0111001110110/0110110011100/1101111111111/1101101100111","2","2","across","3","??ا","[{""position"":2,""characters"":[""ا""]},{""position"":1,""characters"":[""ب"",""ل"",""م"",""و""]},{""position"":0,""characters"":[""ب"",""ح"",""ع"",""ق"",""ن"",""ي""]}]","false","true","false","2","1","arc-support","SUPPORTED_SMALL_DOMAIN","4","1","1","4","1","1","[]","[""ابن"",""ابق"",""حلا""]","25","false","false","false"
"41c203e39bfc28c7","13","en_to_ar","2","2","1110011011011/1111111111011/0011100110110/0110111001110/1111011111011/1111001110011/0110110110110/1100111001111/1101111101111/0111001110110/0110110011100/1101111111111/1101101100111","1","4","down","3","تن?","[{""position"":0,""characters"":[""ت""]},{""position"":1,""characters"":[""ن""]},{""position"":2,""characters"":[""ا"",""ب"",""ت"",""د"",""ز"",""س"",""ف"",""م""]}]","false","true","false","1","1","arc-support","SUPPORTED_SMALL_DOMAIN","4","1","1","4","1","1","[]","[""بنت"",""سنت"",""تنس""]","25","false","false","false"
"7b8feaa230008c12","13","en_to_ar","2","2","1110011011011/1111111111011/0011100110110/0110111001110/1111011111011/1111001110011/0110110110110/1100111001111/1101111101111/0111001110110/0110110011100/1101111111111/1101101100111","0","2","down","7","?ط?????","[{""position"":0,""characters"":[""ء"",""ا"",""ب"",""ة"",""ت"",""ج"",""ح"",""د"",""ر"",""س"",""ص"",""ض"",""ط"",""ع"",""غ"",""ف"",""ق"",""ك"",""ل"",""م"",""ن"",""ه"",""و"",""ى"",""ي""]},{""position"":1,""characters"":[""ط""]},{""position"":2,""characters"":[""ا"",""ب"",""ت"",""ث"",""ج"",""ح"",""خ"",""د"",""ذ"",""ر"",""ز"",""س"",""ش"",""ص"",""ض"",""ط"",""ظ"",""ع"",""غ"",""ف"",""ق"",""ك"",""ل"",""م"",""ن"",""ه"",""و"",""ي""]},{""position"":3,""characters"":[""ا"",""ب"",""ت"",""ث"",""ج"",""ح"",""خ"",""د"",""ذ"",""ر"",""ز"",""س"",""ش"",""ص"",""ض"",""ط"",""ظ"",""ع"",""غ"",""ف"",""ق"",""ك"",""ل"",""م"",""ن"",""ه"",""و"",""ي""]},{""position"":4,""characters"":[""ؤ"",""ئ"",""ا"",""ب"",""ت"",""ث"",""ج"",""ح"",""خ"",""د"",""ذ"",""ر"",""ز"",""س"",""ش"",""ص"",""ض"",""ط"",""ظ"",""ع"",""غ"",""ف"",""ق"",""ك"",""ل"",""م"",""ن"",""ه"",""و"",""ي""]},{""position"":5,""characters"":[""ئ"",""ا"",""ب"",""ت"",""ث"",""ج"",""ح"",""خ"",""د"",""ذ"",""ر"",""ز"",""س"",""ش"",""ص"",""ظ"",""ع"",""غ"",""ف"",""ق"",""ك"",""ل"",""م"",""ن"",""ه"",""و"",""ي""]},{""position"":6,""characters"":[""ا"",""ب"",""ت"",""ج"",""ح"",""د"",""ر"",""ز"",""س"",""ص"",""ض"",""ط"",""ع"",""غ"",""ف"",""ق"",""ك"",""ل"",""م"",""ن"",""ه"",""و"",""ي""]}]","false","true","false","1","1","arc-support","SUPPORTED_SMALL_DOMAIN","8","1","1","8","1","1","[]","[""الخريطة"",""المناطق"",""مطالبات"",""احتياطي"",""المقاطع"",""الانشطة"",""تطبيقات""]","12.5","false","true","false"
"febb0e1cdf3950d3","13","en_to_ar","2","2","1110011011011/1111111111011/0011100110110/0110111001110/1111011111011/1111001110011/0110110110110/1100111001111/1101111101111/0111001110110/0110110011100/1101111111111/1101101100111","0","0","across","3","ة??","[{""position"":2,""characters"":[""ح"",""د"",""س"",""ش"",""ط"",""ل""]},{""position"":1,""characters"":[""ر"",""ق"",""ن""]},{""position"":0,""characters"":[""ة""]}]","false","true","true","1","1","arc-support","SUPPORTED_SMALL_DOMAIN","3","1","1","3","1","1","[]","[""سنة"",""شقة""]","33.333333333333336","false","false","false"
"ad35bbacbfa3c536","13","en_to_ar","2","2","1110011011011/1111111111011/0011100110110/0110111001110/1111011111011/1111001110011/0110110110110/1100111001111/1101111101111/0111001110110/0110110011100/1101111111111/1101101100111","4","0","across","4","?ري?","[{""position"":3,""characters"":[""ف"",""ق"",""ك"",""م""]},{""position"":2,""characters"":[""ي""]},{""position"":1,""characters"":[""ر""]},{""position"":0,""characters"":[""ح"",""د"",""ش"",""ط""]}]","false","true","false","2","2","arc-support","SUPPORTED_SMALL_DOMAIN","4","2","2","4","2","2","[]","[""طريق"",""حريق""]","50","false","false","false"
"b29a11d3a0282085","13","en_to_ar","2","2","1110011011011/1111111111011/0011100110110/0110111001110/1111011111011/1111001110011/0110110110110/1100111001111/1101111101111/0111001110110/0110110011100/1101111111111/1101101100111","5","0","across","4","?لو?","[{""position"":3,""characters"":[""ا"",""د"",""ط"",""م""]},{""position"":2,""characters"":[""و""]},{""position"":1,""characters"":[""ل""]},{""position"":0,""characters"":[""ب"",""ك"",""ي""]}]","false","true","true","1","1","arc-support","SUPPORTED_SMALL_DOMAIN","2","1","1","2","1","1","[]","[""دولي""]","50","false","false","false"
"68677e4b96063021","13","en_to_ar","2","2","1110011011011/1111111111011/0011100110110/0110111001110/1111011111011/1111001110011/0110110110110/1100111001111/1101111101111/0111001110110/0110110011100/1101111111111/1101101100111","2","2","across","3","???","[{""position"":2,""characters"":[""ا"",""د""]},{""position"":1,""characters"":[""ب"",""ل"",""م""]},{""position"":0,""characters"":[""ب"",""ر"",""ش"",""ص"",""ط"",""ق"",""ن"",""ي""]}]","false","true","false","3","2","arc-support","SUPPORTED_SMALL_DOMAIN","6","2","2","6","2","2","[]","[""ابن"",""بلد"",""ابق"",""امر""]","33.333333333333336","false","true","false"
"5abb90ac59d8ae30","13","en_to_ar","2","2","1110011011011/1111111111011/0011100110110/0110111001110/1111011111011/1111001110011/0110110110110/1100111001111/1101111101111/0111001110110/0110110011100/1101111111111/1101101100111","0","0","across","3","ح??","[{""position"":2,""characters"":[""ل"",""م""]},{""position"":1,""characters"":[""ج"",""ق"",""و"",""ي""]},{""position"":0,""characters"":[""ح""]}]","false","true","false","3","3","arc-support","SUPPORTED_SMALL_DOMAIN","4","3","3","4","3","3","[]","[""حول""]","75","false","false","false"
"f4994021ed4d77f2","13","en_to_ar","2","2","1110011011011/1111111111011/0011100110110/0110111001110/1111011111011/1111001110011/0110110110110/1100111001111/1101111101111/0111001110110/0110110011100/1101111111111/1101101100111","2","2","across","3","?ما","[{""position"":2,""characters"":[""ا""]},{""position"":1,""characters"":[""م""]},{""position"":0,""characters"":[""ر"",""ن""]}]","false","true","true","2","1","arc-support","SUPPORTED_SMALL_DOMAIN","2","1","1","2","1","1","[]","[""امر""]","50","false","false","false"
"0ca8d42adb129800","13","en_to_ar","2","2","1110011011011/1111111111011/0011100110110/0110111001110/1111011111011/1111001110011/0110110110110/1100111001111/1101111101111/0111001110110/0110110011100/1101111111111/1101101100111","5","0","across","4","?ل??","[{""position"":3,""characters"":[""ا"",""ت"",""ج"",""ح"",""د"",""ر"",""س"",""ط"",""ع"",""ل"",""م"",""ن"",""و""]},{""position"":2,""characters"":[""م"",""ه""]},{""position"":1,""characters"":[""ل""]},{""position"":0,""characters"":[""ا"",""ب"",""ت"",""ح"",""ر"",""ع"",""ف"",""ك"",""م"",""ي""]}]","false","true","false","2","2","arc-support","SUPPORTED_SMALL_DOMAIN","4","1","1","4","1","1","[]","[""تلمس"",""المس"",""عملي""]","25","false","false","false"
"bd5c0ea64fdf4a32","13","en_to_ar","3","1","1101100110111/1101111111111/0110111101110/0011110011100/1101110011011/1100111101111/0110011100110/1111011110011/1101100111011/0011100111100/0111011110110/1111111111011/1110110011011","3","2","across","4","تح??","[{""position"":3,""characters"":[""ح"",""خ"",""ف"",""ق"",""ل"",""م"",""ن"",""ي""]},{""position"":2,""characters"":[""ب"",""ث"",""خ"",""د"",""ذ"",""ر"",""س"",""ن""]},{""position"":1,""characters"":[""ح""]},{""position"":0,""characters"":[""ت""]}]","false","true","false","2","2","arc-support","SUPPORTED_SMALL_DOMAIN","4","2","2","4","2","2","[]","[""تحدي"",""منحت""]","50","false","false","false"
"adc3e1aa65ef3653","13","en_to_ar","3","1","1101100110111/1101111111111/0110111101110/0011110011100/1101110011011/1100111101111/0110011100110/1111011110011/1101100111011/0011100111100/0111011110110/1111111111011/1110110011011","4","3","across","3","?ل?","[{""position"":2,""characters"":[""خ"",""ق""]},{""position"":1,""characters"":[""ل""]},{""position"":0,""characters"":[""خ"",""ع"",""ق"",""م""]}]","false","true","false","3","2","arc-support","SUPPORTED_SMALL_DOMAIN","4","2","2","4","2","2","[]","[""علق"",""قلق""]","50","false","false","false"
"2b3f2b4d6e679b53","13","en_to_ar","3","1","1101100110111/1101111111111/0110111101110/0011110011100/1101110011011/1100111101111/0110011100110/1111011110011/1101100111011/0011100111100/0111011110110/1111111111011/1110110011011","4","3","across","3","?لق","[{""position"":2,""characters"":[""ق""]},{""position"":1,""characters"":[""ل""]},{""position"":0,""characters"":[""خ"",""ق"",""م""]}]","false","true","true","2","2","arc-support","SUPPORTED_SMALL_DOMAIN","3","2","2","3","2","2","[]","[""قلق""]","66.66666666666667","false","false","false"
"6cce9a5bbe67f482","13","en_to_ar","3","1","1101100110111/1101111111111/0110111101110/0011110011100/1101110011011/1100111101111/0110011100110/1111011110011/1101100111011/0011100111100/0111011110110/1111111111011/1110110011011","5","6","down","3","بد?","[{""position"":0,""characters"":[""ب""]},{""position"":1,""characters"":[""د""]},{""position"":2,""characters"":[""ا"",""ت"",""ح"",""ق"",""و"",""ي""]}]","false","true","true","2","1","arc-support","SUPPORTED_SMALL_DOMAIN","2","1","1","2","1","1","[]","[""بدت""]","50","false","false","false"
"4c54eadc83a8c9e8","13","en_to_ar","3","1","1101100110111/1101111111111/0110111101110/0011110011100/1101110011011/1100111101111/0110011100110/1111011110011/1101100111011/0011100111100/0111011110110/1111111111011/1110110011011","7","3","down","5","????ض","[{""position"":0,""characters"":[""ء"",""ا"",""ب"",""ة"",""ت"",""ث"",""ج"",""ح"",""خ"",""د"",""ذ"",""ر"",""ز"",""س"",""ش"",""ص"",""ض"",""ط"",""ظ"",""ع"",""غ"",""ف"",""ق"",""ك"",""ل"",""م"",""ن"",""ه"",""و"",""ى"",""ي""]},{""position"":1,""characters"":[""ا"",""ب"",""ت"",""ث"",""ج"",""ح"",""خ"",""د"",""ر"",""ز"",""س"",""ش"",""ص"",""ض"",""ط"",""ظ"",""ع"",""غ"",""ف"",""ق"",""ك"",""ل"",""م"",""ن"",""ه"",""و"",""ي""]},{""position"":2,""characters"":[""ئ"",""ا"",""ب"",""ت"",""ج"",""ح"",""خ"",""د"",""ذ"",""ر"",""س"",""ش"",""ص"",""ض"",""ط"",""ظ"",""ع"",""غ"",""ف"",""ق"",""ك"",""ل"",""م"",""ن"",""ه"",""و"",""ي""]},{""position"":3,""characters"":[""ء"",""ا"",""ب"",""ت"",""ث"",""ج"",""ح"",""خ"",""د"",""ذ"",""ر"",""ز"",""س"",""ش"",""ص"",""ض"",""ط"",""ظ"",""ع"",""غ"",""ف"",""ق"",""ك"",""ل"",""م"",""ن"",""ه"",""و"",""ي""]},{""position"":4,""characters"":[""ض""]}]","false","true","false","1","1","arc-support","SUPPORTED_SMALL_DOMAIN","15","1","1","15","1","1","[]","[""الارض"",""البعض"",""العرض"",""منخفض"",""ضريبة"",""تخفيض"",""الركض"",""الغرض"",""المرض"",""ضابطة"",""معارض"",""معروض"",""ضوضاء"",""القبض""]","6.666666666666667","false","true","false"
"9ced2008b3ac0aec","13","en_to_ar","3","1","1101100110111/1101111111111/0110111101110/0011110011100/1101110011011/1100111101111/0110011100110/1111011110011/1101100111011/0011100111100/0111011110110/1111111111011/1110110011011","7","8","down","6","????س?","[{""position"":0,""characters"":[""ر"",""ل""]},{""position"":1,""characters"":[""ب"",""د"",""ر"",""ع"",""ق"",""ل"",""م"",""ن"",""ه""]},{""position"":2,""characters"":[""ا"",""ث"",""ج"",""د"",""ز"",""ص"",""ض"",""ع"",""ف"",""ك"",""م"",""ن"",""و"",""ي""]},{""position"":3,""characters"":[""ب"",""ت"",""ث"",""ج"",""ح"",""د"",""ر"",""س"",""ش"",""ص"",""ط"",""ع"",""ف"",""ق"",""ك"",""ل"",""م"",""ن"",""و""]},{""position"":4,""characters"":[""س""]},{""position"":5,""characters"":[""ا"",""ت"",""ث"",""ر"",""س"",""ط"",""ع"",""ق"",""ل"",""م"",""ن""]}]","false","true","true","2","2","arc-support","SUPPORTED_SMALL_DOMAIN","3","2","2","3","2","2","[]","[""استثمر""]","66.66666666666667","false","false","false"
"e0994460d3babe76","13","en_to_ar","3","1","1101100110111/1101111111111/0110111101110/0011110011100/1101110011011/1100111101111/0110011100110/1111011110011/1101100111011/0011100111100/0111011110110/1111111111011/1110110011011","9","7","across","4","??ع?","[{""position"":3,""characters"":[""ل"",""ه""]},{""position"":2,""characters"":[""ع""]},{""position"":1,""characters"":[""ا"",""ت"",""ث"",""ج"",""ح"",""د"",""س"",""ص"",""ع"",""ف"",""ق"",""ك"",""ل"",""م"",""ن"",""و"",""ي""]},{""position"":0,""characters"":[""ا"",""ت"",""ث"",""ج"",""د"",""ف"",""ك"",""ل"",""م"",""ه"",""و"",""ي""]}]","false","true","false","1","1","arc-support","SUPPORTED_SMALL_DOMAIN","4","1","1","4","1","1","[]","[""افعل"",""يجعل"",""فاعل""]","25","false","false","false"
"e585d809f6e96cf3","13","en_to_ar","3","1","1101100110111/1101111111111/0110111101110/0011110011100/1101110011011/1100111101111/0110011100110/1111011110011/1101100111011/0011100111100/0111011110110/1111111111011/1110110011011","10","5","across","4","تا??","[{""position"":3,""characters"":[""ا"",""ب"",""ة"",""ث"",""ج"",""ح"",""د"",""ر"",""س"",""ط"",""ع"",""ف"",""ق"",""م"",""ن"",""ه"",""ي""]},{""position"":2,""characters"":[""د"",""ش"",""ض"",""م"",""ن""]},{""position"":1,""characters"":[""ا""]},{""position"":0,""characters"":[""ت""]}]","false","true","false","1","1","arc-support","C_API_SAMPLING_LOSS","4","0","0","4","0","0","[]","[""سمات"",""بنات"",""بدات"",""جنات""]","0","true","false","false"
"f42d0d3b7a8dc333","13","en_to_ar","3","1","1101100110111/1101111111111/0110111101110/0011110011100/1101110011011/1100111101111/0110011100110/1111011110011/1101100111011/0011100111100/0111011110110/1111111111011/1110110011011","8","7","across","3","??ا","[{""position"":2,""characters"":[""ا""]},{""position"":1,""characters"":[""ب"",""ش"",""ن"",""ي""]},{""position"":0,""characters"":[""ا"",""ب"",""ت"",""ر"",""س"",""ف"",""ق"",""م"",""ن"",""ه""]}]","false","true","false","3","3","arc-support","SUPPORTED_SMALL_DOMAIN","5","3","3","5","3","3","[]","[""اين"",""ابق""]","60","false","true","false"
"0cc91e37ec20bfa0","13","en_to_ar","3","1","1101100110111/1101111111111/0110111101110/0011110011100/1101110011011/1100111101111/0110011100110/1111011110011/1101100111011/0011100111100/0111011110110/1111111111011/1110110011011","10","5","across","4","?و??","[{""position"":3,""characters"":[""ا"",""ج"",""س"",""م"",""و"",""ي""]},{""position"":2,""characters"":[""ر"",""ق"",""ك"",""ل"",""م""]},{""position"":1,""characters"":[""و""]},{""position"":0,""characters"":[""ج"",""د"",""ع"",""ف"",""ل""]}]","false","true","false","2","2","arc-support","SUPPORTED_SMALL_DOMAIN","8","1","1","8","1","1","[]","[""دوما"",""يقول"",""ممول"",""دوري"",""فوري"",""دولي"",""فورا""]","12.5","false","true","false"
"1f9d57cdb8a492fd","13","en_to_ar","3","1","1101100110111/1101111111111/0110111101110/0011110011100/1101110011011/1100111101111/0110011100110/1111011110011/1101100111011/0011100111100/0111011110110/1111111111011/1110110011011","7","5","across","4","??يم","[{""position"":3,""characters"":[""م""]},{""position"":2,""characters"":[""ي""]},{""position"":1,""characters"":[""ا"",""ب"",""ت"",""ج"",""ح"",""خ"",""د"",""ر"",""س"",""ض"",""ف"",""ه"",""و""]},{""position"":0,""characters"":[""ة"",""ذ"",""ر"",""ز"",""س"",""ض"",""ف"",""ق"",""ل"",""م"",""ن"",""ي""]}]","false","true","false","1","1","arc-support","SUPPORTED_SMALL_DOMAIN","4","1","1","4","1","1","[]","[""قديم"",""مخيم"",""يخيم""]","25","false","false","false"
"eb3f5829942a1013","13","en_to_ar","3","1","1101100110111/1101111111111/0110111101110/0011110011100/1101110011011/1100111101111/0110011100110/1111011110011/1101100111011/0011100111100/0111011110110/1111111111011/1110110011011","0","1","down","3","??ث","[{""position"":0,""characters"":[""ا"",""ب"",""ت"",""ج"",""ح"",""خ"",""د"",""ر"",""ز"",""س"",""ش"",""ص"",""ض"",""ط"",""ع"",""ف"",""ق"",""ك"",""ل"",""م"",""ن"",""ه"",""و"",""ي""]},{""position"":1,""characters"":[""ا"",""ب"",""ت"",""ج"",""ح"",""خ"",""د"",""ذ"",""ر"",""ز"",""س"",""ش"",""ص"",""ض"",""ط"",""ظ"",""ع"",""ف"",""ق"",""ك"",""ل"",""م"",""ن"",""ه"",""و"",""ي""]},{""position"":2,""characters"":[""ث""]}]","false","true","false","3","3","arc-support","SUPPORTED_SMALL_DOMAIN","7","3","3","7","3","3","[]","[""ثلج"",""بحث"",""حيث"",""ثوم""]","42.857142857142854","false","true","false"
"f0f55fbb98344850","13","en_to_ar","3","1","1101100110111/1101111111111/0110111101110/0011110011100/1101110011011/1100111101111/0110011100110/1111011110011/1101100111011/0011100111100/0111011110110/1111111111011/1110110011011","0","10","across","3","م?ا","[{""position"":2,""characters"":[""ا""]},{""position"":1,""characters"":[""ج"",""خ"",""د"",""ز"",""س"",""ش"",""ع"",""غ"",""ل"",""ن"",""ه""]},{""position"":0,""characters"":[""م""]}]","false","true","true","1","1","arc-support","SUPPORTED_SMALL_DOMAIN","3","1","1","3","1","1","[]","[""اسم"",""الم""]","33.333333333333336","false","false","false"
"eb94342484638896","13","en_to_ar","3","1","1101100110111/1101111111111/0110111101110/0011110011100/1101110011011/1100111101111/0110011100110/1111011110011/1101100111011/0011100111100/0111011110110/1111111111011/1110110011011","0","11","down","3","عا?","[{""position"":0,""characters"":[""ع""]},{""position"":1,""characters"":[""ا""]},{""position"":2,""characters"":[""ب"",""ج"",""س"",""ص"",""ع"",""ق"",""م"",""ي""]}]","false","true","true","2","2","arc-support","SUPPORTED_SMALL_DOMAIN","3","2","2","3","2","2","[]","[""باع""]","66.66666666666667","false","false","false"
"4a13b34b849fc6f5","13","en_to_ar","3","1","1101100110111/1101111111111/0110111101110/0011110011100/1101110011011/1100111101111/0110011100110/1111011110011/1101100111011/0011100111100/0111011110110/1111111111011/1110110011011","2","9","across","3","?ل?","[{""position"":2,""characters"":[""ب"",""ج"",""س"",""ع"",""ق"",""م""]},{""position"":1,""characters"":[""ل""]},{""position"":0,""characters"":[""ق"",""م""]}]","false","true","false","2","1","arc-support","SUPPORTED_SMALL_DOMAIN","5","1","1","5","1","1","[]","[""علق"",""قلب"",""علم"",""قلق""]","20","false","true","false"
"c10b0755277d9c08","13","en_to_ar","3","1","1101100110111/1101111111111/0110111101110/0011110011100/1101110011011/1100111101111/0110011100110/1111011110011/1101100111011/0011100111100/0111011110110/1111111111011/1110110011011","10","5","across","4","ا???","[{""position"":3,""characters"":[""ب"",""ة"",""ح"",""د"",""ص"",""ع"",""ك"",""ي""]},{""position"":2,""characters"":[""ا"",""ت"",""ن"",""ه""]},{""position"":1,""characters"":[""ا"",""ف"",""ي""]},{""position"":0,""characters"":[""ا""]}]","false","true","true","1","1","arc-support","SUPPORTED_SMALL_DOMAIN","2","1","1","2","1","1","[]","[""دنيا""]","50","false","false","false"
"5b198cb6146ee774","13","en_to_ar","3","1","1101100110111/1101111111111/0110111101110/0011110011100/1101110011011/1100111101111/0110011100110/1111011110011/1101100111011/0011100111100/0111011110110/1111111111011/1110110011011","9","7","across","4","??صا","[{""position"":3,""characters"":[""ا""]},{""position"":2,""characters"":[""ص""]},{""position"":1,""characters"":[""ل"",""ن"",""ي""]},{""position"":0,""characters"":[""د"",""ع"",""ي""]}]","false","true","true","1","1","arc-support","SUPPORTED_SMALL_DOMAIN","2","1","1","2","1","1","[]","[""اصنع""]","50","false","false","false"
"6c64bf7c8336feac","13","en_to_ar","3","1","1101100110111/1101111111111/0110111101110/0011110011100/1101110011011/1100111101111/0110011100110/1111011110011/1101100111011/0011100111100/0111011110110/1111111111011/1110110011011","5","7","down","7","الت???م","[{""position"":0,""characters"":[""ا""]},{""position"":1,""characters"":[""ل""]},{""position"":2,""characters"":[""ت""]},{""position"":3,""characters"":[""ب"",""ث"",""ج"",""ح"",""خ"",""د"",""ر"",""س"",""ش"",""ص"",""ط"",""ع"",""ك"",""م"",""و""]},{""position"":4,""characters"":[""ا"",""ب"",""ج"",""د"",""ر"",""ص"",""ط"",""ف"",""ل"",""ن""]},{""position"":5,""characters"":[""ا"",""ر"",""ص"",""ف"",""ق"",""ي""]},{""position"":6,""characters"":[""م""]}]","false","true","true","1","1","arc-support","SUPPORTED_SMALL_DOMAIN","2","1","1","2","1","1","[]","[""التعليم""]","50","false","false","false"
"c783f906bbda0c36","13","en_to_ar","3","1","1101100110111/1101111111111/0110111101110/0011110011100/1101110011011/1100111101111/0110011100110/1111011110011/1101100111011/0011100111100/0111011110110/1111111111011/1110110011011","10","5","across","4","ل???","[{""position"":3,""characters"":[""ج"",""د"",""م""]},{""position"":2,""characters"":[""ل"",""م""]},{""position"":1,""characters"":[""ص"",""ي""]},{""position"":0,""characters"":[""ل""]}]","false","true","true","3","2","arc-support","SUPPORTED_SMALL_DOMAIN","2","1","1","2","1","1","[]","[""جميل""]","50","false","false","false"
