"headwordIndex","translationIndex","english","original","status","register","confidence","reasonCode","reason","reviewer","replacement","applied","sourceId","beforeStatus","beforeRegister","finalArabic","beforeGrid","afterGrid","referenceArabic","referenceConflict","referenceConflictReason"
"119","1","BUY","شراء","review","uncertain","medium","needs-linguistic-confirmation","BUY → شراء: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h119:t1","review","uncertain","شراء","شراء","شراء","شراء","true","Reference supports a relationship not certified by this review; reference is not authoritative."
"121","0","MAKE","جعل","review","uncertain","medium","needs-linguistic-confirmation","MAKE → جعل: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h121:t0","review","uncertain","جعل","جعل","جعل","جعل","true","Reference supports a relationship not certified by this review; reference is not authoritative."
"121","1","MAKE","صنع","review","uncertain","medium","needs-linguistic-confirmation","MAKE → صنع: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h121:t1","review","uncertain","صنع","صنع","صنع","جعل","false",""
"122","0","THEM","هم","review","msa","medium","needs-linguistic-confirmation","THEM → هم: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h122:t0","review","uncertain","هم","هم","هم","هم.","true","Reference supports a relationship not certified by this review; reference is not authoritative."
"126","1","POST","النشر","review","uncertain","medium","needs-linguistic-confirmation","POST → النشر: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h126:t1","review","uncertain","النشر","النشر","النشر","الوظائف","false",""
"126","3","POST","بوست","review","uncertain","medium","needs-linguistic-confirmation","POST → بوست: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h126:t3","review","uncertain","بوست","بوست","بوست","الوظائف","false",""
"127","1","HER","هي","review","uncertain","medium","needs-linguistic-confirmation","HER → هي: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h127:t1","review","uncertain","هي","هي","هي","لها","false",""
"128","0","CITY","المدينه","review","uncertain","medium","needs-linguistic-confirmation","CITY → المدينه: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h128:t0","review","uncertain","المدينه","المدينه","المدينه","المدينة","false",""
"128","3","CITY","سيتي","review","uncertain","medium","needs-linguistic-confirmation","CITY → سيتي: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h128:t3","review","uncertain","سيتي","سيتي","سيتي","المدينة","false",""
"129","0","ADD","يضاف","review","uncertain","medium","needs-linguistic-confirmation","ADD → يضاف: Arabic person/voice and verbal-noun distinctions need verification.","AI-assisted linguistic review","","false","stage3a:h129:t0","review","uncertain","يضاف","يضاف","يضاف","إضافة","false",""
"129","1","ADD","اضف","review","uncertain","medium","needs-linguistic-confirmation","ADD → اضف: Arabic person/voice and verbal-noun distinctions need verification.","AI-assisted linguistic review","","false","stage3a:h129:t1","review","uncertain","اضف","اضف","اضف","إضافة","false",""
"129","2","ADD","اضافة","review","uncertain","medium","needs-linguistic-confirmation","ADD → اضافة: Arabic person/voice and verbal-noun distinctions need verification.","AI-assisted linguistic review","","false","stage3a:h129:t2","review","uncertain","اضافة","اضافة","اضافة","إضافة","false",""
"129","3","ADD","نضيف","review","uncertain","medium","needs-linguistic-confirmation","ADD → نضيف: Arabic person/voice and verbal-noun distinctions need verification.","AI-assisted linguistic review","","false","stage3a:h129:t3","review","uncertain","نضيف","نضيف","نضيف","إضافة","false",""
"129","4","ADD","إضافة","review","uncertain","medium","needs-linguistic-confirmation","ADD → إضافة: Arabic person/voice and verbal-noun distinctions need verification.","AI-assisted linguistic review","","false","stage3a:h129:t4","review","uncertain","إضافة","إضافة","إضافة","إضافة","true","Reference supports a relationship not certified by this review; reference is not authoritative."
"133","0","PLEASE","ارجوكم","review","uncertain","medium","needs-linguistic-confirmation","PLEASE → ارجوكم: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h133:t0","review","uncertain","ارجوكم","ارجوكم","ارجوكم","رجاءً","false",""
"133","3","PLEASE","ارجوك","review","uncertain","medium","needs-linguistic-confirmation","PLEASE → ارجوك: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h133:t3","review","uncertain","ارجوك","ارجوك","ارجوك","رجاءً","false",""
"134","4","AVAILABLE","تتوفر","review","uncertain","medium","needs-linguistic-confirmation","AVAILABLE → تتوفر: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h134:t4","review","uncertain","تتوفر","تتوفر","تتوفر","متاح","false",""
"137","0","MESSAGE","رساله","review","uncertain","medium","needs-linguistic-confirmation","MESSAGE → رساله: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h137:t0","review","uncertain","رساله","رساله","رساله","الرسالة","false",""
"139","0","BEST","اطيب","review","uncertain","medium","needs-linguistic-confirmation","BEST → اطيب: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h139:t0","review","uncertain","اطيب","اطيب","اطيب","أفضل","false",""
"139","1","BEST","الافضل","review","uncertain","medium","needs-linguistic-confirmation","BEST → الافضل: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h139:t1","review","uncertain","الافضل","الافضل","الافضل","أفضل","false",""
"139","3","BEST","افضل","review","uncertain","medium","needs-linguistic-confirmation","BEST → افضل: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h139:t3","review","uncertain","افضل","افضل","افضل","أفضل","false",""
"140","4","SOFTWARE","برنامج","review","uncertain","medium","needs-linguistic-confirmation","SOFTWARE → برنامج: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h140:t4","review","uncertain","برنامج","برنامج","برنامج","البرامجيات","false",""
"140","5","SOFTWARE","البرامجيات","review","uncertain","medium","needs-linguistic-confirmation","SOFTWARE → البرامجيات: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h140:t5","review","uncertain","البرامجيات","البرامجيات","البرامجيات","البرامجيات","true","Reference supports a relationship not certified by this review; reference is not authoritative."
"141","0","THEN","اذن","review","uncertain","medium","needs-linguistic-confirmation","THEN → اذن: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h141:t0","review","uncertain","اذن","اذن","اذن","إذاً","false",""
"141","3","THEN","اذا","review","uncertain","medium","needs-linguistic-confirmation","THEN → اذا: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h141:t3","review","uncertain","اذا","اذا","اذا","إذاً","false",""
"141","4","THEN","إذاً","review","uncertain","medium","needs-linguistic-confirmation","THEN → إذاً: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h141:t4","review","uncertain","إذاً","إذا","إذا","إذاً","true","Reference supports a relationship not certified by this review; reference is not authoritative."
"143","0","GOOD","خير","review","uncertain","medium","needs-linguistic-confirmation","GOOD → خير: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h143:t0","review","uncertain","خير","خير","خير","جيد","false",""
"143","1","GOOD","الخير","review","uncertain","medium","needs-linguistic-confirmation","GOOD → الخير: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h143:t1","review","uncertain","الخير","الخير","الخير","جيد","false",""
"143","4","GOOD","بخير","review","uncertain","medium","needs-linguistic-confirmation","GOOD → بخير: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h143:t4","review","uncertain","بخير","بخير","بخير","جيد","false",""
"146","0","WHERE","اين","review","uncertain","medium","needs-linguistic-confirmation","WHERE → اين: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h146:t0","review","uncertain","اين","اين","اين","أين","false",""
"149","2","PUBLIC","العامة","review","uncertain","medium","needs-linguistic-confirmation","PUBLIC → العامة: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h149:t2","review","uncertain","العامة","العامة","العامة","الجمهور","false",""
"149","4","PUBLIC","علنية","review","uncertain","medium","needs-linguistic-confirmation","PUBLIC → علنية: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h149:t4","review","uncertain","علنية","علنية","علنية","الجمهور","false",""
"151","1","HIGH","عالي","review","uncertain","medium","needs-linguistic-confirmation","HIGH → عالي: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h151:t1","review","uncertain","عالي","عالي","عالي","مرتفع","false",""
"151","4","HIGH","عاليا","review","uncertain","medium","needs-linguistic-confirmation","HIGH → عاليا: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h151:t4","review","uncertain","عاليا","عاليا","عاليا","مرتفع","false",""
"152","0","SCHOOL","مدرسه","review","uncertain","medium","needs-linguistic-confirmation","SCHOOL → مدرسه: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h152:t0","review","uncertain","مدرسه","مدرسه","مدرسه","مدرسة","false",""
"154","0","EACH","لكل منها","review","uncertain","medium","needs-linguistic-confirmation","EACH → لكل منها: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h154:t0","review","uncertain","لكل منها","لكلمنها","لكلمنها","لكل منها","true","Reference supports a relationship not certified by this review; reference is not authoritative."
"156","0","SHE","انها","review","uncertain","medium","needs-linguistic-confirmation","SHE → انها: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h156:t0","review","uncertain","انها","انها","انها","هي.","false",""
"158","1","YEARS","اعوام","review","uncertain","medium","needs-linguistic-confirmation","YEARS → اعوام: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h158:t1","review","uncertain","اعوام","اعوام","اعوام","سنوات","false",""
"159","0","ORDER","امر","review","uncertain","medium","needs-linguistic-confirmation","ORDER → امر: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h159:t0","review","uncertain","امر","امر","امر","ترتيب","false",""
"163","0","ITEMS","الاصناف","review","uncertain","medium","needs-linguistic-confirmation","ITEMS → الاصناف: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h163:t0","review","uncertain","الاصناف","الاصناف","الاصناف","البنود","false",""
"164","0","COMPANY","شركه","review","uncertain","medium","needs-linguistic-confirmation","COMPANY → شركه: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h164:t0","review","uncertain","شركه","شركه","شركه","الشركة","false",""
"165","0","READ","قرا","review","uncertain","medium","needs-linguistic-confirmation","READ → قرا: Past/present English homograph and Arabic verbal-noun/imperative spelling need verification.","AI-assisted linguistic review","","false","stage3a:h165:t0","review","uncertain","قرا","قرا","قرا","قراءة","false",""
"165","1","READ","قرات","review","uncertain","medium","needs-linguistic-confirmation","READ → قرات: Past/present English homograph and Arabic verbal-noun/imperative spelling need verification.","AI-assisted linguistic review","","false","stage3a:h165:t1","review","uncertain","قرات","قرات","قرات","قراءة","false",""
"165","2","READ","القراءة","review","uncertain","medium","needs-linguistic-confirmation","READ → القراءة: Past/present English homograph and Arabic verbal-noun/imperative spelling need verification.","AI-assisted linguistic review","","false","stage3a:h165:t2","review","uncertain","القراءة","القراءة","القراءة","قراءة","false",""
"165","3","READ","قراءة","review","uncertain","medium","needs-linguistic-confirmation","READ → قراءة: Past/present English homograph and Arabic verbal-noun/imperative spelling need verification.","AI-assisted linguistic review","","false","stage3a:h165:t3","review","uncertain","قراءة","قراءة","قراءة","قراءة","true","Reference supports a relationship not certified by this review; reference is not authoritative."
"165","4","READ","اقرا","review","uncertain","medium","needs-linguistic-confirmation","READ → اقرا: Past/present English homograph and Arabic verbal-noun/imperative spelling need verification.","AI-assisted linguistic review","","false","stage3a:h165:t4","review","uncertain","اقرا","اقرا","اقرا","قراءة","false",""
"169","2","MANY","الكثيرون","review","uncertain","medium","needs-linguistic-confirmation","MANY → الكثيرون: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h169:t2","review","uncertain","الكثيرون","الكثيرون","الكثيرون","كثيرة","false",""
"169","4","MANY","الكثير","review","uncertain","medium","needs-linguistic-confirmation","MANY → الكثير: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h169:t4","review","uncertain","الكثير","الكثير","الكثير","كثيرة","false",""
"171","2","SAID","قالو","review","uncertain","medium","needs-linguistic-confirmation","SAID → قالو: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h171:t2","review","uncertain","قالو","قالو","قالو","قال","false",""
"175","1","GENERAL","لواء","review","uncertain","medium","needs-linguistic-confirmation","GENERAL → لواء: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h175:t1","review","uncertain","لواء","لواء","لواء","عام","false",""
"175","2","GENERAL","اللواء","review","uncertain","medium","needs-linguistic-confirmation","GENERAL → اللواء: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h175:t2","review","uncertain","اللواء","اللواء","اللواء","عام","false",""
"176","1","RESEARCH","الابحاث","review","uncertain","medium","needs-linguistic-confirmation","RESEARCH → الابحاث: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h176:t1","review","uncertain","الابحاث","الابحاث","الابحاث","البحوث","false",""
"176","2","RESEARCH","ابحاث","review","uncertain","medium","needs-linguistic-confirmation","RESEARCH → ابحاث: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h176:t2","review","uncertain","ابحاث","ابحاث","ابحاث","البحوث","false",""
"178","1","JANUARY","يناير كانون الثاني","review","uncertain","medium","needs-linguistic-confirmation","JANUARY → يناير كانون الثاني: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h178:t1","review","uncertain","يناير كانون الثاني","ينايركانونالثاني","ينايركانونالثاني","يناير كانون الثاني","true","Reference supports a relationship not certified by this review; reference is not authoritative."
"180","1","FULL","ملي","review","uncertain","medium","needs-linguistic-confirmation","FULL → ملي: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h180:t1","review","uncertain","ملي","ملي","ملي","كامل","false",""
"181","0","MAP","خريطه","review","uncertain","medium","needs-linguistic-confirmation","MAP → خريطه: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h181:t0","review","uncertain","خريطه","خريطه","خريطه","خريطة","false",""
"182","3","REVIEWS","استعراض","review","uncertain","medium","needs-linguistic-confirmation","REVIEWS → استعراض: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h182:t3","review","uncertain","استعراض","استعراض","استعراض","استعراض","true","Reference supports a relationship not certified by this review; reference is not authoritative."
"184","1","LIFE","الحياه","review","uncertain","medium","needs-linguistic-confirmation","LIFE → الحياه: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h184:t1","review","uncertain","الحياه","الحياه","الحياه","حياته","false",""
"185","2","KNOW","تعرف","review","uncertain","medium","needs-linguistic-confirmation","KNOW → تعرف: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h185:t2","review","uncertain","تعرف","تعرف","تعرف","اعرف","false",""
"186","1","GAMES","الالعاب","review","uncertain","medium","needs-linguistic-confirmation","GAMES → الالعاب: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h186:t1","review","uncertain","الالعاب","الالعاب","الالعاب","العاب","false",""
"186","3","GAMES","العاب","review","uncertain","medium","needs-linguistic-confirmation","GAMES → العاب: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h186:t3","review","uncertain","العاب","العاب","العاب","العاب","true","Reference supports a relationship not certified by this review; reference is not authoritative."
"187","0","WAY","طريقه","review","uncertain","medium","needs-linguistic-confirmation","WAY → طريقه: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h187:t0","review","uncertain","طريقه","طريقه","طريقه","الطريقة","false",""
"188","0","DAYS","الايام","review","uncertain","medium","needs-linguistic-confirmation","DAYS → الايام: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h188:t0","review","uncertain","الايام","الايام","الايام","أيام","false",""
"188","1","DAYS","ايام","review","uncertain","medium","needs-linguistic-confirmation","DAYS → ايام: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h188:t1","review","uncertain","ايام","ايام","ايام","أيام","false",""
"189","0","MANAGEMENT","ادارة","review","uncertain","medium","needs-linguistic-confirmation","MANAGEMENT → ادارة: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h189:t0","review","uncertain","ادارة","ادارة","ادارة","الإدارة","false",""
"189","1","MANAGEMENT","الادارة","review","uncertain","medium","needs-linguistic-confirmation","MANAGEMENT → الادارة: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h189:t1","review","uncertain","الادارة","الادارة","الادارة","الإدارة","false",""
"191","0","COULD","يمكن","review","uncertain","medium","needs-linguistic-confirmation","COULD → يمكن: Past ability and conditional possibility need sentence context.","AI-assisted linguistic review","","false","stage3a:h191:t0","review","uncertain","يمكن","يمكن","يمكن","يمكن","true","Reference supports a relationship not certified by this review; reference is not authoritative."
"193","0","UNITED","متحدين","review","uncertain","medium","needs-linguistic-confirmation","UNITED → متحدين: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h193:t0","review","uncertain","متحدين","متحدين","متحدين","المتحدة","false",""
"198","0","CENTER","سنتر","review","uncertain","medium","needs-linguistic-confirmation","CENTER → سنتر: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h198:t0","review","uncertain","سنتر","سنتر","سنتر","المركز","false",""
"200","0","MUST","لازم","review","msa","medium","needs-linguistic-confirmation","MUST → لازم: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h200:t0","review","uncertain","لازم","لازم","لازم","يجب","false",""
"201","4","STORE","تخزين","review","uncertain","medium","needs-linguistic-confirmation","STORE → تخزين: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h201:t4","review","uncertain","تخزين","تخزين","تخزين","متجر","false",""
"204","0","MADE","صنعت","review","uncertain","medium","needs-linguistic-confirmation","MADE → صنعت: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h204:t0","review","uncertain","صنعت","صنعت","صنعت","مصنوع","false",""
"204","1","MADE","صنع","review","uncertain","medium","needs-linguistic-confirmation","MADE → صنع: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h204:t1","review","uncertain","صنع","صنع","صنع","مصنوع","false",""
"204","3","MADE","جعل","review","uncertain","medium","needs-linguistic-confirmation","MADE → جعل: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h204:t3","review","uncertain","جعل","جعل","جعل","مصنوع","false",""
"206","0","REPORT","الابلاغ","review","uncertain","medium","needs-linguistic-confirmation","REPORT → الابلاغ: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h206:t0","review","uncertain","الابلاغ","الابلاغ","الابلاغ","التقرير","false",""
"211","3","TERMS","الشروط والأحكام","review","uncertain","medium","needs-linguistic-confirmation","TERMS → الشروط والأحكام: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h211:t3","review","uncertain","الشروط والأحكام","الشروطوالأحكام","الشروطوالأحكام","الشروط والأحكام","true","Reference supports a relationship not certified by this review; reference is not authoritative."
"215","0","SEND","ارسل","review","uncertain","medium","needs-linguistic-confirmation","SEND → ارسل: Missing hamza and verbal-noun vs verb distinction; no text correction in this batch.","AI-assisted linguistic review","","false","stage3a:h215:t0","review","uncertain","ارسل","ارسل","ارسل","ارسال","false",""
"215","1","SEND","ارسال","review","uncertain","medium","needs-linguistic-confirmation","SEND → ارسال: Missing hamza and verbal-noun vs verb distinction; no text correction in this batch.","AI-assisted linguistic review","","false","stage3a:h215:t1","review","uncertain","ارسال","ارسال","ارسال","ارسال","true","Reference supports a relationship not certified by this review; reference is not authoritative."
"216","0","RIGHT","صح","review","uncertain","medium","needs-linguistic-confirmation","RIGHT → صح: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h216:t0","review","uncertain","صح","صح","صح","يمين","false",""
"219","3","LOCAL","محليا","review","uncertain","medium","needs-linguistic-confirmation","LOCAL → محليا: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h219:t3","review","uncertain","محليا","محليا","محليا","محلي","false",""
"220","0","THOSE","هؤلاء","review","uncertain","medium","needs-linguistic-confirmation","THOSE → هؤلاء: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h220:t0","review","uncertain","هؤلاء","هؤلاء","هؤلاء","هؤلاء","true","Reference supports a relationship not certified by this review; reference is not authoritative."
"220","1","THOSE","اولئك","review","uncertain","medium","needs-linguistic-confirmation","THOSE → اولئك: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h220:t1","review","uncertain","اولئك","اولئك","اولئك","هؤلاء","false",""
"221","0","USING","باستعمال","review","uncertain","medium","needs-linguistic-confirmation","USING → باستعمال: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h221:t0","review","uncertain","باستعمال","باستعمال","باستعمال","استخدام","false",""
"221","3","USING","باستخدام","review","uncertain","medium","needs-linguistic-confirmation","USING → باستخدام: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h221:t3","review","uncertain","باستخدام","باستخدام","باستخدام","استخدام","false",""
"228","1","TAKE","اخذ","review","uncertain","medium","needs-linguistic-confirmation","TAKE → اخذ: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h228:t1","review","uncertain","اخذ","اخذ","اخذ","خذ","false",""
"229","0","POSTED","نشر","review","uncertain","medium","needs-linguistic-confirmation","POSTED → نشر: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h229:t0","review","uncertain","نشر","نشر","نشر","منشورة","false",""
"229","1","POSTED","نشرت","review","uncertain","medium","needs-linguistic-confirmation","POSTED → نشرت: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h229:t1","review","uncertain","نشرت","نشرت","نشرت","منشورة","false",""
"230","0","INTERNET","الانترنت","review","uncertain","medium","needs-linguistic-confirmation","INTERNET → الانترنت: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h230:t0","review","uncertain","الانترنت","الانترنت","الانترنت","الإنترنت","false",""
"230","1","INTERNET","انترنت","review","uncertain","medium","needs-linguistic-confirmation","INTERNET → انترنت: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h230:t1","review","uncertain","انترنت","انترنت","انترنت","الإنترنت","false",""
"236","0","WANT","اريد","review","uncertain","medium","needs-linguistic-confirmation","WANT → اريد: The Arabic is second/third-person feminine; defer a standalone headword convention.","AI-assisted linguistic review","","false","stage3a:h236:t0","review","uncertain","اريد","اريد","اريد","تريد","false",""
