template,slotA,slotB,positionA,positionB,lengthA,lengthB,row,col
9e9bafb94fb6735f,22,39,5,4,13,7,10,5
9e9bafb94fb6735f,24,39,0,5,3,7,11,5
9e9bafb94fb6735f,27,39,0,6,3,7,12,5
9e9bafb94fb6735f,1,40,1,0,3,4,0,6
9e9bafb94fb6735f,4,40,1,1,3,4,1,6
9e9bafb94fb6735f,6,40,6,2,13,4,2,6
9e9bafb94fb6735f,7,40,6,3,9,4,3,6
9e9bafb94fb6735f,12,41,0,0,7,3,5,6
9e9bafb94fb6735f,14,41,1,1,3,3,6,6
9e9bafb94fb6735f,16,41,6,2,7,3,7,6
9e9bafb94fb6735f,21,42,2,0,9,4,9,6
9e9bafb94fb6735f,22,42,6,1,13,4,10,6
9e9bafb94fb6735f,24,42,1,2,3,4,11,6
9e9bafb94fb6735f,27,42,1,3,3,4,12,6
9e9bafb94fb6735f,1,43,2,0,3,7,0,7
9e9bafb94fb6735f,4,43,2,1,3,7,1,7
9e9bafb94fb6735f,6,43,7,2,13,7,2,7
9e9bafb94fb6735f,7,43,7,3,9,7,3,7
9e9bafb94fb6735f,10,43,0,4,6,7,4,7
9e9bafb94fb6735f,12,43,1,5,7,7,5,7
9e9bafb94fb6735f,14,43,2,6,3,7,6,7
9e9bafb94fb6735f,21,44,3,0,9,4,9,7
9e9bafb94fb6735f,22,44,7,1,13,4,10,7
9e9bafb94fb6735f,24,44,2,2,3,4,11,7
9e9bafb94fb6735f,27,44,2,3,3,4,12,7
9e9bafb94fb6735f,6,45,8,0,13,4,2,8
9e9bafb94fb6735f,7,45,8,1,9,4,3,8
9e9bafb94fb6735f,10,45,1,2,6,4,4,8
9e9bafb94fb6735f,12,45,2,3,7,4,5,8
9e9bafb94fb6735f,17,46,0,0,3,4,7,8
9e9bafb94fb6735f,19,46,0,1,3,4,8,8
9e9bafb94fb6735f,21,46,4,2,9,4,9,8
9e9bafb94fb6735f,22,46,8,3,13,4,10,8
9e9bafb94fb6735f,2,47,0,0,3,3,0,9
9e9bafb94fb6735f,5,47,0,1,3,3,1,9
9e9bafb94fb6735f,6,47,9,2,13,3,2,9
9e9bafb94fb6735f,10,48,2,0,6,7,4,9
9e9bafb94fb6735f,12,48,3,1,7,7,5,9
9e9bafb94fb6735f,15,48,0,2,4,7,6,9
9e9bafb94fb6735f,17,48,1,3,3,7,7,9
9e9bafb94fb6735f,19,48,1,4,3,7,8,9
9e9bafb94fb6735f,21,48,5,5,9,7,9,9
9e9bafb94fb6735f,22,48,9,6,13,7,10,9
9e9bafb94fb6735f,2,49,1,0,3,13,0,10
9e9bafb94fb6735f,5,49,1,1,3,13,1,10
9e9bafb94fb6735f,6,49,10,2,13,13,2,10
9e9bafb94fb6735f,8,49,0,3,3,13,3,10
9e9bafb94fb6735f,10,49,3,4,6,13,4,10
9e9bafb94fb6735f,12,49,4,5,7,13,5,10
9e9bafb94fb6735f,15,49,1,6,4,13,6,10
9e9bafb94fb6735f,17,49,2,7,3,13,7,10
9e9bafb94fb6735f,19,49,2,8,3,13,8,10
9e9bafb94fb6735f,21,49,6,9,9,13,9,10
9e9bafb94fb6735f,22,49,10,10,13,13,10,10
9e9bafb94fb6735f,25,49,0,11,3,13,11,10
9e9bafb94fb6735f,28,49,0,12,3,13,12,10
9e9bafb94fb6735f,2,50,2,0,3,7,0,11
9e9bafb94fb6735f,5,50,2,1,3,7,1,11
9e9bafb94fb6735f,6,50,11,2,13,7,2,11
9e9bafb94fb6735f,8,50,1,3,3,7,3,11
9e9bafb94fb6735f,10,50,4,4,6,7,4,11
9e9bafb94fb6735f,12,50,5,5,7,7,5,11
9e9bafb94fb6735f,15,50,2,6,4,7,6,11
9e9bafb94fb6735f,21,51,7,0,9,4,9,11
9e9bafb94fb6735f,22,51,11,1,13,4,10,11
9e9bafb94fb6735f,25,51,1,2,3,4,11,11
9e9bafb94fb6735f,28,51,1,3,3,4,12,11
9e9bafb94fb6735f,6,52,12,0,13,5,2,12
9e9bafb94fb6735f,8,52,2,1,3,5,3,12
9e9bafb94fb6735f,10,52,5,2,6,5,4,12
9e9bafb94fb6735f,12,52,6,3,7,5,5,12
9e9bafb94fb6735f,15,52,3,4,4,5,6,12
9e9bafb94fb6735f,21,53,8,0,9,4,9,12
9e9bafb94fb6735f,22,53,12,1,13,4,10,12
9e9bafb94fb6735f,25,53,2,2,3,4,11,12
9e9bafb94fb6735f,28,53,2,3,3,4,12,12
d97a2f929bd2cf66,0,31,0,0,3,5,0,0
d97a2f929bd2cf66,3,31,0,1,8,5,1,0
d97a2f929bd2cf66,5,31,0,2,13,5,2,0
d97a2f929bd2cf66,6,31,0,3,5,5,3,0
d97a2f929bd2cf66,9,31,0,4,3,5,4,0
d97a2f929bd2cf66,17,32,0,0,8,4,7,0
d97a2f929bd2cf66,19,32,0,1,5,4,8,0
d97a2f929bd2cf66,22,32,0,2,3,4,9,0
d97a2f929bd2cf66,25,32,0,3,13,4,10,0
d97a2f929bd2cf66,0,33,1,0,3,13,0,1
d97a2f929bd2cf66,3,33,1,1,8,13,1,1
d97a2f929bd2cf66,5,33,1,2,13,13,2,1
d97a2f929bd2cf66,6,33,1,3,5,13,3,1
d97a2f929bd2cf66,9,33,1,4,3,13,4,1
d97a2f929bd2cf66,12,33,0,5,3,13,5,1
d97a2f929bd2cf66,14,33,0,6,3,13,6,1
d97a2f929bd2cf66,17,33,1,7,8,13,7,1
d97a2f929bd2cf66,19,33,1,8,5,13,8,1
d97a2f929bd2cf66,22,33,1,9,3,13,9,1
d97a2f929bd2cf66,25,33,1,10,13,13,10,1
d97a2f929bd2cf66,26,33,0,11,3,13,11,1
d97a2f929bd2cf66,28,33,0,12,3,13,12,1
d97a2f929bd2cf66,0,34,2,0,3,13,0,2
d97a2f929bd2cf66,3,34,2,1,8,13,1,2
d97a2f929bd2cf66,5,34,2,2,13,13,2,2
d97a2f929bd2cf66,6,34,2,3,5,13,3,2
d97a2f929bd2cf66,9,34,2,4,3,13,4,2
d97a2f929bd2cf66,12,34,1,5,3,13,5,2
d97a2f929bd2cf66,14,34,1,6,3,13,6,2
d97a2f929bd2cf66,17,34,2,7,8,13,7,2
d97a2f929bd2cf66,19,34,2,8,5,13,8,2
d97a2f929bd2cf66,22,34,2,9,3,13,9,2
d97a2f929bd2cf66,25,34,2,10,13,13,10,2
d97a2f929bd2cf66,26,34,1,11,3,13,11,2
d97a2f929bd2cf66,28,34,1,12,3,13,12,2
d97a2f929bd2cf66,3,35,3,0,8,3,1,3
d97a2f929bd2cf66,5,35,3,1,13,3,2,3
d97a2f929bd2cf66,6,35,3,2,5,3,3,3
d97a2f929bd2cf66,12,36,2,0,3,4,5,3
d97a2f929bd2cf66,14,36,2,1,3,4,6,3
d97a2f929bd2cf66,17,36,3,2,8,4,7,3
d97a2f929bd2cf66,19,36,3,3,5,4,8,3
d97a2f929bd2cf66,25,37,3,0,13,3,10,3
d97a2f929bd2cf66,26,37,2,1,3,3,11,3
d97a2f929bd2cf66,28,37,2,2,3,3,12,3
d97a2f929bd2cf66,1,38,0,0,3,5,0,4
d97a2f929bd2cf66,3,38,4,1,8,5,1,4
d97a2f929bd2cf66,5,38,4,2,13,5,2,4
d97a2f929bd2cf66,6,38,4,3,5,5,3,4
d97a2f929bd2cf66,10,38,0,4,3,5,4,4
d97a2f929bd2cf66,17,39,4,0,8,4,7,4
d97a2f929bd2cf66,19,39,4,1,5,4,8,4
d97a2f929bd2cf66,23,39,0,2,3,4,9,4
d97a2f929bd2cf66,25,39,4,3,13,4,10,4
d97a2f929bd2cf66,1,40,1,0,3,3,0,5
d97a2f929bd2cf66,3,40,5,1,8,3,1,5
d97a2f929bd2cf66,5,40,5,2,13,3,2,5
d97a2f929bd2cf66,10,41,1,0,3,4,4,5
d97a2f929bd2cf66,13,41,0,1,8,4,5,5
d97a2f929bd2cf66,15,41,0,2,3,4,6,5
d97a2f929bd2cf66,17,41,5,3,8,4,7,5
d97a2f929bd2cf66,23,42,1,0,3,3,9,5
d97a2f929bd2cf66,25,42,5,1,13,3,10,5
d97a2f929bd2cf66,27,42,0,2,8,3,11,5
d97a2f929bd2cf66,1,43,2,0,3,13,0,6
d97a2f929bd2cf66,3,43,6,1,8,13,1,6
d97a2f929bd2cf66,5,43,6,2,13,13,2,6
d97a2f929bd2cf66,7,43,0,3,3,13,3,6
d97a2f929bd2cf66,10,43,2,4,3,13,4,6
d97a2f929bd2cf66,13,43,1,5,8,13,5,6
d97a2f929bd2cf66,15,43,1,6,3,13,6,6
d97a2f929bd2cf66,17,43,6,7,8,13,7,6
d97a2f929bd2cf66,20,43,0,8,3,13,8,6
d97a2f929bd2cf66,23,43,2,9,3,13,9,6
d97a2f929bd2cf66,25,43,6,10,13,13,10,6
d97a2f929bd2cf66,27,43,1,11,8,13,11,6
d97a2f929bd2cf66,29,43,0,12,3,13,12,6
d97a2f929bd2cf66,3,44,7,0,8,3,1,7
d97a2f929bd2cf66,5,44,7,1,13,3,2,7
d97a2f929bd2cf66,7,44,1,2,3,3,3,7
d97a2f929bd2cf66,13,45,2,0,8,4,5,7
d97a2f929bd2cf66,15,45,2,1,3,4,6,7
d97a2f929bd2cf66,17,45,7,2,8,4,7,7
d97a2f929bd2cf66,20,45,1,3,3,4,8,7
d97a2f929bd2cf66,25,46,7,0,13,3,10,7
d97a2f929bd2cf66,27,46,2,1,8,3,11,7
d97a2f929bd2cf66,29,46,1,2,3,3,12,7
d97a2f929bd2cf66,5,47,8,0,13,4,2,8
d97a2f929bd2cf66,7,47,2,1,3,4,3,8
d97a2f929bd2cf66,11,47,0,2,5,4,4,8
d97a2f929bd2cf66,13,47,3,3,8,4,5,8
d97a2f929bd2cf66,20,48,2,0,3,5,8,8
d97a2f929bd2cf66,24,48,0,1,5,5,9,8
d97a2f929bd2cf66,25,48,8,2,13,5,10,8
d97a2f929bd2cf66,27,48,3,3,8,5,11,8
d97a2f929bd2cf66,29,48,2,4,3,5,12,8
d97a2f929bd2cf66,2,49,0,0,3,3,0,9
d97a2f929bd2cf66,4,49,0,1,3,3,1,9
d97a2f929bd2cf66,5,49,9,2,13,3,2,9
d97a2f929bd2cf66,11,50,1,0,5,4,4,9
d97a2f929bd2cf66,13,50,4,1,8,4,5,9
d97a2f929bd2cf66,16,50,0,2,3,4,6,9
d97a2f929bd2cf66,18,50,0,3,3,4,7,9
d97a2f929bd2cf66,24,51,1,0,5,3,9,9
d97a2f929bd2cf66,25,51,9,1,13,3,10,9
d97a2f929bd2cf66,27,51,4,2,8,3,11,9
d97a2f929bd2cf66,2,52,1,0,3,13,0,10
d97a2f929bd2cf66,4,52,1,1,3,13,1,10
d97a2f929bd2cf66,5,52,10,2,13,13,2,10
d97a2f929bd2cf66,8,52,0,3,3,13,3,10
d97a2f929bd2cf66,11,52,2,4,5,13,4,10
d97a2f929bd2cf66,13,52,5,5,8,13,5,10
d97a2f929bd2cf66,16,52,1,6,3,13,6,10
d97a2f929bd2cf66,18,52,1,7,3,13,7,10
d97a2f929bd2cf66,21,52,0,8,3,13,8,10
d97a2f929bd2cf66,24,52,2,9,5,13,9,10
d97a2f929bd2cf66,25,52,10,10,13,13,10,10
d97a2f929bd2cf66,27,52,5,11,8,13,11,10
d97a2f929bd2cf66,30,52,0,12,3,13,12,10
d97a2f929bd2cf66,2,53,2,0,3,13,0,11
d97a2f929bd2cf66,4,53,2,1,3,13,1,11
d97a2f929bd2cf66,5,53,11,2,13,13,2,11
d97a2f929bd2cf66,8,53,1,3,3,13,3,11
d97a2f929bd2cf66,11,53,3,4,5,13,4,11
d97a2f929bd2cf66,13,53,6,5,8,13,5,11
d97a2f929bd2cf66,16,53,2,6,3,13,6,11
d97a2f929bd2cf66,18,53,2,7,3,13,7,11
d97a2f929bd2cf66,21,53,1,8,3,13,8,11
d97a2f929bd2cf66,24,53,3,9,5,13,9,11
d97a2f929bd2cf66,25,53,11,10,13,13,10,11
d97a2f929bd2cf66,27,53,6,11,8,13,11,11
d97a2f929bd2cf66,30,53,1,12,3,13,12,11
d97a2f929bd2cf66,5,54,12,0,13,4,2,12
d97a2f929bd2cf66,8,54,2,1,3,4,3,12
d97a2f929bd2cf66,11,54,4,2,5,4,4,12
d97a2f929bd2cf66,13,54,7,3,8,4,5,12
d97a2f929bd2cf66,21,55,2,0,3,5,8,12
d97a2f929bd2cf66,24,55,4,1,5,5,9,12
d97a2f929bd2cf66,25,55,12,2,13,5,10,12
d97a2f929bd2cf66,27,55,7,3,8,5,11,12
d97a2f929bd2cf66,30,55,2,4,3,5,12,12
1749f6a7ec067ab9,5,29,0,0,13,6,2,0
1749f6a7ec067ab9,6,29,0,1,3,6,3,0
1749f6a7ec067ab9,9,29,0,2,3,6,4,0
1749f6a7ec067ab9,12,29,0,3,4,6,5,0
1749f6a7ec067ab9,14,29,0,4,4,6,6,0
1749f6a7ec067ab9,16,29,0,5,8,6,7,0
1749f6a7ec067ab9,22,30,0,0,13,3,10,0
1749f6a7ec067ab9,23,30,0,1,3,3,11,0
1749f6a7ec067ab9,26,30,0,2,3,3,12,0
1749f6a7ec067ab9,0,31,0,0,3,8,0,1
1749f6a7ec067ab9,3,31,0,1,3,8,1,1
1749f6a7ec067ab9,5,31,1,2,13,8,2,1
1749f6a7ec067ab9,6,31,1,3,3,8,3,1
1749f6a7ec067ab9,9,31,1,4,3,8,4,1
1749f6a7ec067ab9,12,31,1,5,4,8,5,1
1749f6a7ec067ab9,14,31,1,6,4,8,6,1
1749f6a7ec067ab9,16,31,1,7,8,8,7,1
1749f6a7ec067ab9,22,32,1,0,13,3,10,1
1749f6a7ec067ab9,23,32,1,1,3,3,11,1
1749f6a7ec067ab9,26,32,1,2,3,3,12,1
1749f6a7ec067ab9,0,33,1,0,3,13,0,2
1749f6a7ec067ab9,3,33,1,1,3,13,1,2
1749f6a7ec067ab9,5,33,2,2,13,13,2,2
1749f6a7ec067ab9,6,33,2,3,3,13,3,2
1749f6a7ec067ab9,9,33,2,4,3,13,4,2
1749f6a7ec067ab9,12,33,2,5,4,13,5,2
1749f6a7ec067ab9,14,33,2,6,4,13,6,2
1749f6a7ec067ab9,16,33,2,7,8,13,7,2
1749f6a7ec067ab9,18,33,0,8,4,13,8,2
1749f6a7ec067ab9,20,33,0,9,4,13,9,2
1749f6a7ec067ab9,22,33,2,10,13,13,10,2
1749f6a7ec067ab9,23,33,2,11,3,13,11,2
1749f6a7ec067ab9,26,33,2,12,3,13,12,2
1749f6a7ec067ab9,0,34,2,0,3,3,0,3
1749f6a7ec067ab9,3,34,2,1,3,3,1,3
1749f6a7ec067ab9,5,34,3,2,13,3,2,3
1749f6a7ec067ab9,12,35,3,0,4,6,5,3
1749f6a7ec067ab9,14,35,3,1,4,6,6,3
1749f6a7ec067ab9,16,35,3,2,8,6,7,3
1749f6a7ec067ab9,18,35,1,3,4,6,8,3
1749f6a7ec067ab9,20,35,1,4,4,6,9,3
1749f6a7ec067ab9,22,35,3,5,13,6,10,3
1749f6a7ec067ab9,5,36,4,0,13,3,2,4
1749f6a7ec067ab9,7,36,0,1,3,3,3,4
1749f6a7ec067ab9,10,36,0,2,5,3,4,4
1749f6a7ec067ab9,16,37,4,0,8,4,7,4
1749f6a7ec067ab9,18,37,2,1,4,4,8,4
1749f6a7ec067ab9,20,37,2,2,4,4,9,4
1749f6a7ec067ab9,22,37,4,3,13,4,10,4
1749f6a7ec067ab9,5,38,5,0,13,3,2,5
1749f6a7ec067ab9,7,38,1,1,3,3,3,5
1749f6a7ec067ab9,10,38,1,2,5,3,4,5
1749f6a7ec067ab9,16,39,5,0,8,6,7,5
1749f6a7ec067ab9,18,39,3,1,4,6,8,5
1749f6a7ec067ab9,20,39,3,2,4,6,9,5
1749f6a7ec067ab9,22,39,5,3,13,6,10,5
1749f6a7ec067ab9,24,39,0,4,3,6,11,5
1749f6a7ec067ab9,27,39,0,5,3,6,12,5
1749f6a7ec067ab9,1,40,0,0,3,8,0,6
1749f6a7ec067ab9,4,40,0,1,7,8,1,6
1749f6a7ec067ab9,5,40,6,2,13,8,2,6
1749f6a7ec067ab9,7,40,2,3,3,8,3,6
1749f6a7ec067ab9,10,40,2,4,5,8,4,6
1749f6a7ec067ab9,13,40,0,5,5,8,5,6
1749f6a7ec067ab9,15,40,0,6,5,8,6,6
1749f6a7ec067ab9,16,40,6,7,8,8,7,6
1749f6a7ec067ab9,22,41,6,0,13,3,10,6
1749f6a7ec067ab9,24,41,1,1,3,3,11,6
1749f6a7ec067ab9,27,41,1,2,3,3,12,6
1749f6a7ec067ab9,1,42,1,0,3,3,0,7
1749f6a7ec067ab9,4,42,1,1,7,3,1,7
1749f6a7ec067ab9,5,42,7,2,13,3,2,7
1749f6a7ec067ab9,10,43,3,0,5,4,4,7
1749f6a7ec067ab9,13,43,1,1,5,4,5,7
1749f6a7ec067ab9,15,43,1,2,5,4,6,7
1749f6a7ec067ab9,16,43,7,3,8,4,7,7
1749f6a7ec067ab9,22,44,7,0,13,3,10,7
1749f6a7ec067ab9,24,44,2,1,3,3,11,7
1749f6a7ec067ab9,27,44,2,2,3,3,12,7
1749f6a7ec067ab9,1,45,2,0,3,3,0,8
1749f6a7ec067ab9,4,45,2,1,7,3,1,8
1749f6a7ec067ab9,5,45,8,2,13,3,2,8
1749f6a7ec067ab9,10,46,4,0,5,3,4,8
1749f6a7ec067ab9,13,46,2,1,5,3,5,8
1749f6a7ec067ab9,15,46,2,2,5,3,6,8
1749f6a7ec067ab9,19,47,0,0,5,3,8,8
1749f6a7ec067ab9,21,47,0,1,5,3,9,8
1749f6a7ec067ab9,22,47,8,2,13,3,10,8
1749f6a7ec067ab9,4,48,3,0,7,3,1,9
1749f6a7ec067ab9,5,48,9,1,13,3,2,9
1749f6a7ec067ab9,8,48,0,2,4,3,3,9
1749f6a7ec067ab9,13,49,3,0,5,6,5,9
1749f6a7ec067ab9,15,49,3,1,5,6,6,9
1749f6a7ec067ab9,17,49,0,2,4,6,7,9
1749f6a7ec067ab9,19,49,1,3,5,6,8,9
1749f6a7ec067ab9,21,49,1,4,5,6,9,9
1749f6a7ec067ab9,22,49,9,5,13,6,10,9
1749f6a7ec067ab9,2,50,0,0,3,13,0,10
1749f6a7ec067ab9,4,50,4,1,7,13,1,10
1749f6a7ec067ab9,5,50,10,2,13,13,2,10
1749f6a7ec067ab9,8,50,1,3,4,13,3,10
1749f6a7ec067ab9,11,50,0,4,3,13,4,10
1749f6a7ec067ab9,13,50,4,5,5,13,5,10
1749f6a7ec067ab9,15,50,4,6,5,13,6,10
1749f6a7ec067ab9,17,50,1,7,4,13,7,10
1749f6a7ec067ab9,19,50,2,8,5,13,8,10
1749f6a7ec067ab9,21,50,2,9,5,13,9,10
1749f6a7ec067ab9,22,50,10,10,13,13,10,10
1749f6a7ec067ab9,25,50,0,11,3,13,11,10
1749f6a7ec067ab9,28,50,0,12,3,13,12,10
1749f6a7ec067ab9,2,51,1,0,3,5,0,11
1749f6a7ec067ab9,4,51,5,1,7,5,1,11
1749f6a7ec067ab9,5,51,11,2,13,5,2,11
1749f6a7ec067ab9,8,51,2,3,4,5,3,11
1749f6a7ec067ab9,11,51,1,4,3,5,4,11
1749f6a7ec067ab9,17,52,2,0,4,6,7,11
1749f6a7ec067ab9,19,52,3,1,5,6,8,11
1749f6a7ec067ab9,21,52,3,2,5,6,9,11
1749f6a7ec067ab9,22,52,11,3,13,6,10,11
1749f6a7ec067ab9,25,52,1,4,3,6,11,11
1749f6a7ec067ab9,28,52,1,5,3,6,12,11
1749f6a7ec067ab9,2,53,2,0,3,5,0,12
1749f6a7ec067ab9,4,53,6,1,7,5,1,12
1749f6a7ec067ab9,5,53,12,2,13,5,2,12
1749f6a7ec067ab9,8,53,3,3,4,5,3,12
1749f6a7ec067ab9,11,53,2,4,3,5,4,12
1749f6a7ec067ab9,17,54,3,0,4,6,7,12
1749f6a7ec067ab9,19,54,4,1,5,6,8,12
1749f6a7ec067ab9,21,54,4,2,5,6,9,12
1749f6a7ec067ab9,22,54,12,3,13,6,10,12
1749f6a7ec067ab9,25,54,2,4,3,6,11,12
1749f6a7ec067ab9,28,54,2,5,3,6,12,12
943190f6a324553f,6,31,0,0,13,4,2,0
943190f6a324553f,7,31,0,1,3,4,3,0
943190f6a324553f,10,31,0,2,3,4,4,0
943190f6a324553f,13,31,0,3,4,4,5,0
943190f6a324553f,20,32,0,0,3,3,8,0
943190f6a324553f,23,32,0,1,3,3,9,0
943190f6a324553f,26,32,0,2,13,3,10,0
943190f6a324553f,0,33,0,0,3,6,0,1
943190f6a324553f,3,33,0,1,4,6,1,1
943190f6a324553f,6,33,1,2,13,6,2,1
943190f6a324553f,7,33,1,3,3,6,3,1
943190f6a324553f,10,33,1,4,3,6,4,1
943190f6a324553f,13,33,1,5,4,6,5,1
943190f6a324553f,20,34,1,0,3,3,8,1
943190f6a324553f,23,34,1,1,3,3,9,1
943190f6a324553f,26,34,1,2,13,3,10,1
943190f6a324553f,0,35,1,0,3,13,0,2
943190f6a324553f,3,35,1,1,4,13,1,2
943190f6a324553f,6,35,2,2,13,13,2,2
943190f6a324553f,7,35,2,3,3,13,3,2
943190f6a324553f,10,35,2,4,3,13,4,2
943190f6a324553f,13,35,2,5,4,13,5,2
943190f6a324553f,16,35,0,6,3,13,6,2
943190f6a324553f,18,35,0,7,4,13,7,2
943190f6a324553f,20,35,2,8,3,13,8,2
943190f6a324553f,23,35,2,9,3,13,9,2
943190f6a324553f,26,35,2,10,13,13,10,2
943190f6a324553f,27,35,0,11,3,13,11,2
943190f6a324553f,29,35,0,12,3,13,12,2
943190f6a324553f,0,36,2,0,3,3,0,3
943190f6a324553f,3,36,2,1,4,3,1,3
943190f6a324553f,6,36,3,2,13,3,2,3
943190f6a324553f,13,37,3,0,4,3,5,3
943190f6a324553f,16,37,1,1,3,3,6,3
943190f6a324553f,18,37,1,2,4,3,7,3
943190f6a324553f,26,38,3,0,13,3,10,3
943190f6a324553f,27,38,1,1,3,3,11,3
943190f6a324553f,29,38,1,2,3,3,12,3
943190f6a324553f,3,39,3,0,4,3,1,4
943190f6a324553f,6,39,4,1,13,3,2,4
943190f6a324553f,8,39,0,2,3,3,3,4
943190f6a324553f,16,40,2,0,3,3,6,4
943190f6a324553f,18,40,2,1,4,3,7,4
943190f6a324553f,21,40,0,2,3,3,8,4
943190f6a324553f,26,41,4,0,13,3,10,4
943190f6a324553f,27,41,2,1,3,3,11,4
943190f6a324553f,29,41,2,2,3,3,12,4
943190f6a324553f,6,42,5,0,13,4,2,5
943190f6a324553f,8,42,1,1,3,4,3,5
943190f6a324553f,11,42,0,2,3,4,4,5
943190f6a324553f,14,42,0,3,3,4,5,5
943190f6a324553f,18,43,3,0,4,4,7,5
943190f6a324553f,21,43,1,1,3,4,8,5
943190f6a324553f,24,43,0,2,3,4,9,5
943190f6a324553f,26,43,5,3,13,4,10,5
943190f6a324553f,1,44,0,0,3,6,0,6
943190f6a324553f,4,44,0,1,3,6,1,6
943190f6a324553f,6,44,6,2,13,6,2,6
943190f6a324553f,8,44,2,3,3,6,3,6
943190f6a324553f,11,44,1,4,3,6,4,6
943190f6a324553f,14,44,1,5,3,6,5,6
943190f6a324553f,21,45,2,0,3,3,8,6
943190f6a324553f,24,45,1,1,3,3,9,6
943190f6a324553f,26,45,6,2,13,3,10,6
943190f6a324553f,1,46,1,0,3,3,0,7
943190f6a324553f,4,46,1,1,3,3,1,7
943190f6a324553f,6,46,7,2,13,3,2,7
943190f6a324553f,11,47,2,0,3,3,4,7
943190f6a324553f,14,47,2,1,3,3,5,7
943190f6a324553f,17,47,0,2,4,3,6,7
943190f6a324553f,24,48,2,0,3,4,9,7
943190f6a324553f,26,48,7,1,13,4,10,7
943190f6a324553f,28,48,0,2,4,4,11,7
943190f6a324553f,30,48,0,3,4,4,12,7
943190f6a324553f,1,49,2,0,3,4,0,8
943190f6a324553f,4,49,2,1,3,4,1,8
943190f6a324553f,6,49,8,2,13,4,2,8
943190f6a324553f,9,49,0,3,5,4,3,8
943190f6a324553f,17,50,1,0,4,3,6,8
943190f6a324553f,19,50,0,1,5,3,7,8
943190f6a324553f,22,50,0,2,5,3,8,8
943190f6a324553f,26,51,8,0,13,3,10,8
943190f6a324553f,28,51,1,1,4,3,11,8
943190f6a324553f,30,51,1,2,4,3,12,8
943190f6a324553f,6,52,9,0,13,7,2,9
943190f6a324553f,9,52,1,1,5,7,3,9
943190f6a324553f,12,52,0,2,4,7,4,9
943190f6a324553f,15,52,0,3,3,7,5,9
943190f6a324553f,17,52,2,4,4,7,6,9
943190f6a324553f,19,52,1,5,5,7,7,9
943190f6a324553f,22,52,1,6,5,7,8,9
943190f6a324553f,26,53,9,0,13,3,10,9
943190f6a324553f,28,53,2,1,4,3,11,9
943190f6a324553f,30,53,2,2,4,3,12,9
943190f6a324553f,2,54,0,0,3,13,0,10
943190f6a324553f,5,54,0,1,3,13,1,10
943190f6a324553f,6,54,10,2,13,13,2,10
943190f6a324553f,9,54,2,3,5,13,3,10
943190f6a324553f,12,54,1,4,4,13,4,10
943190f6a324553f,15,54,1,5,3,13,5,10
943190f6a324553f,17,54,3,6,4,13,6,10
943190f6a324553f,19,54,2,7,5,13,7,10
943190f6a324553f,22,54,2,8,5,13,8,10
943190f6a324553f,25,54,0,9,3,13,9,10
943190f6a324553f,26,54,10,10,13,13,10,10
943190f6a324553f,28,54,3,11,4,13,11,10
943190f6a324553f,30,54,3,12,4,13,12,10
943190f6a324553f,2,55,1,0,3,6,0,11
943190f6a324553f,5,55,1,1,3,6,1,11
943190f6a324553f,6,55,11,2,13,6,2,11
943190f6a324553f,9,55,3,3,5,6,3,11
943190f6a324553f,12,55,2,4,4,6,4,11
943190f6a324553f,15,55,2,5,3,6,5,11
943190f6a324553f,19,56,3,0,5,4,7,11
943190f6a324553f,22,56,3,1,5,4,8,11
943190f6a324553f,25,56,1,2,3,4,9,11
943190f6a324553f,26,56,11,3,13,4,10,11
943190f6a324553f,2,57,2,0,3,5,0,12
943190f6a324553f,5,57,2,1,3,5,1,12
943190f6a324553f,6,57,12,2,13,5,2,12
943190f6a324553f,9,57,4,3,5,5,3,12
943190f6a324553f,12,57,3,4,4,5,4,12
943190f6a324553f,19,58,4,0,5,4,7,12
943190f6a324553f,22,58,4,1,5,4,8,12
943190f6a324553f,25,58,2,2,3,4,9,12
943190f6a324553f,26,58,12,3,13,4,10,12
344244ddf6d08fae,2,24,0,0,6,3,1,0
344244ddf6d08fae,4,24,0,1,13,3,2,0
344244ddf6d08fae,5,24,0,2,8,3,3,0
344244ddf6d08fae,9,25,0,0,3,3,5,0
344244ddf6d08fae,11,25,0,1,3,3,6,0
344244ddf6d08fae,13,25,0,2,6,3,7,0
344244ddf6d08fae,19,26,0,0,13,3,10,0
344244ddf6d08fae,20,26,0,1,4,3,11,0
344244ddf6d08fae,22,26,0,2,4,3,12,0
344244ddf6d08fae,2,27,1,0,6,3,1,1
344244ddf6d08fae,4,27,1,1,13,3,2,1
344244ddf6d08fae,5,27,1,2,8,3,3,1
344244ddf6d08fae,9,28,1,0,3,3,5,1
344244ddf6d08fae,11,28,1,1,3,3,6,1
344244ddf6d08fae,13,28,1,2,6,3,7,1
344244ddf6d08fae,19,29,1,0,13,3,10,1
344244ddf6d08fae,20,29,1,1,4,3,11,1
344244ddf6d08fae,22,29,1,2,4,3,12,1
344244ddf6d08fae,0,30,0,0,3,13,0,2
344244ddf6d08fae,2,30,2,1,6,13,1,2
344244ddf6d08fae,4,30,2,2,13,13,2,2
344244ddf6d08fae,5,30,2,3,8,13,3,2
344244ddf6d08fae,7,30,0,4,3,13,4,2
344244ddf6d08fae,9,30,2,5,3,13,5,2
344244ddf6d08fae,11,30,2,6,3,13,6,2
