template,slot,direction,row,col,length,cells,initialCanonicalDomainSize,initialDomainRef
e62ac2ed1c56b405,49,down,0,9,5,"[[0, 9], [1, 9], [2, 9], [3, 9], [4, 9]]",398,initial_domains.json:canonicalByLength:5
e62ac2ed1c56b405,50,down,7,9,4,"[[7, 9], [8, 9], [9, 9], [10, 9]]",392,initial_domains.json:canonicalByLength:4
e62ac2ed1c56b405,51,down,0,10,13,"[[0, 10], [1, 10], [2, 10], [3, 10], [4, 10], [5, 10], [6, 10], [7, 10], [8, 10], [9, 10], [10, 10], [11, 10], [12, 10]]",33,initial_domains.json:canonicalByLength:13
e62ac2ed1c56b405,52,down,0,11,4,"[[0, 11], [1, 11], [2, 11], [3, 11]]",392,initial_domains.json:canonicalByLength:4
e62ac2ed1c56b405,53,down,5,11,3,"[[5, 11], [6, 11], [7, 11]]",182,initial_domains.json:canonicalByLength:3
e62ac2ed1c56b405,54,down,10,11,3,"[[10, 11], [11, 11], [12, 11]]",182,initial_domains.json:canonicalByLength:3
e62ac2ed1c56b405,55,down,1,12,3,"[[1, 12], [2, 12], [3, 12]]",182,initial_domains.json:canonicalByLength:3
e62ac2ed1c56b405,56,down,5,12,3,"[[5, 12], [6, 12], [7, 12]]",182,initial_domains.json:canonicalByLength:3
e62ac2ed1c56b405,57,down,10,12,3,"[[10, 12], [11, 12], [12, 12]]",182,initial_domains.json:canonicalByLength:3
908a3529e183e691,0,across,0,1,3,"[[0, 1], [0, 2], [0, 3]]",182,initial_domains.json:canonicalByLength:3
908a3529e183e691,1,across,0,5,3,"[[0, 5], [0, 6], [0, 7]]",182,initial_domains.json:canonicalByLength:3
908a3529e183e691,2,across,0,9,3,"[[0, 9], [0, 10], [0, 11]]",182,initial_domains.json:canonicalByLength:3
908a3529e183e691,3,across,1,0,4,"[[1, 0], [1, 1], [1, 2], [1, 3]]",392,initial_domains.json:canonicalByLength:4
908a3529e183e691,4,across,1,5,3,"[[1, 5], [1, 6], [1, 7]]",182,initial_domains.json:canonicalByLength:3
908a3529e183e691,5,across,1,9,4,"[[1, 9], [1, 10], [1, 11], [1, 12]]",392,initial_domains.json:canonicalByLength:4
908a3529e183e691,6,across,2,0,13,"[[2, 0], [2, 1], [2, 2], [2, 3], [2, 4], [2, 5], [2, 6], [2, 7], [2, 8], [2, 9], [2, 10], [2, 11], [2, 12]]",33,initial_domains.json:canonicalByLength:13
908a3529e183e691,7,across,3,0,6,"[[3, 0], [3, 1], [3, 2], [3, 3], [3, 4], [3, 5]]",408,initial_domains.json:canonicalByLength:6
908a3529e183e691,8,across,3,8,5,"[[3, 8], [3, 9], [3, 10], [3, 11], [3, 12]]",398,initial_domains.json:canonicalByLength:5
908a3529e183e691,9,across,4,2,3,"[[4, 2], [4, 3], [4, 4]]",182,initial_domains.json:canonicalByLength:3
908a3529e183e691,10,across,4,7,4,"[[4, 7], [4, 8], [4, 9], [4, 10]]",392,initial_domains.json:canonicalByLength:4
908a3529e183e691,11,across,5,0,4,"[[5, 0], [5, 1], [5, 2], [5, 3]]",392,initial_domains.json:canonicalByLength:4
908a3529e183e691,12,across,5,6,3,"[[5, 6], [5, 7], [5, 8]]",182,initial_domains.json:canonicalByLength:3
908a3529e183e691,13,across,5,10,3,"[[5, 10], [5, 11], [5, 12]]",182,initial_domains.json:canonicalByLength:3
908a3529e183e691,14,across,6,0,3,"[[6, 0], [6, 1], [6, 2]]",182,initial_domains.json:canonicalByLength:3
908a3529e183e691,15,across,6,5,3,"[[6, 5], [6, 6], [6, 7]]",182,initial_domains.json:canonicalByLength:3
908a3529e183e691,16,across,6,10,3,"[[6, 10], [6, 11], [6, 12]]",182,initial_domains.json:canonicalByLength:3
908a3529e183e691,17,across,7,0,3,"[[7, 0], [7, 1], [7, 2]]",182,initial_domains.json:canonicalByLength:3
908a3529e183e691,18,across,7,4,3,"[[7, 4], [7, 5], [7, 6]]",182,initial_domains.json:canonicalByLength:3
908a3529e183e691,19,across,7,9,4,"[[7, 9], [7, 10], [7, 11], [7, 12]]",392,initial_domains.json:canonicalByLength:4
908a3529e183e691,20,across,8,2,4,"[[8, 2], [8, 3], [8, 4], [8, 5]]",392,initial_domains.json:canonicalByLength:4
908a3529e183e691,21,across,8,8,3,"[[8, 8], [8, 9], [8, 10]]",182,initial_domains.json:canonicalByLength:3
908a3529e183e691,22,across,9,0,5,"[[9, 0], [9, 1], [9, 2], [9, 3], [9, 4]]",398,initial_domains.json:canonicalByLength:5
908a3529e183e691,23,across,9,7,6,"[[9, 7], [9, 8], [9, 9], [9, 10], [9, 11], [9, 12]]",408,initial_domains.json:canonicalByLength:6
908a3529e183e691,24,across,10,0,13,"[[10, 0], [10, 1], [10, 2], [10, 3], [10, 4], [10, 5], [10, 6], [10, 7], [10, 8], [10, 9], [10, 10], [10, 11], [10, 12]]",33,initial_domains.json:canonicalByLength:13
908a3529e183e691,25,across,11,0,4,"[[11, 0], [11, 1], [11, 2], [11, 3]]",392,initial_domains.json:canonicalByLength:4
908a3529e183e691,26,across,11,5,3,"[[11, 5], [11, 6], [11, 7]]",182,initial_domains.json:canonicalByLength:3
908a3529e183e691,27,across,11,9,4,"[[11, 9], [11, 10], [11, 11], [11, 12]]",392,initial_domains.json:canonicalByLength:4
908a3529e183e691,28,across,12,1,3,"[[12, 1], [12, 2], [12, 3]]",182,initial_domains.json:canonicalByLength:3
908a3529e183e691,29,across,12,5,3,"[[12, 5], [12, 6], [12, 7]]",182,initial_domains.json:canonicalByLength:3
908a3529e183e691,30,across,12,9,3,"[[12, 9], [12, 10], [12, 11]]",182,initial_domains.json:canonicalByLength:3
908a3529e183e691,31,down,1,0,3,"[[1, 0], [2, 0], [3, 0]]",182,initial_domains.json:canonicalByLength:3
908a3529e183e691,32,down,5,0,3,"[[5, 0], [6, 0], [7, 0]]",182,initial_domains.json:canonicalByLength:3
908a3529e183e691,33,down,9,0,3,"[[9, 0], [10, 0], [11, 0]]",182,initial_domains.json:canonicalByLength:3
908a3529e183e691,34,down,0,1,4,"[[0, 1], [1, 1], [2, 1], [3, 1]]",392,initial_domains.json:canonicalByLength:4
908a3529e183e691,35,down,5,1,3,"[[5, 1], [6, 1], [7, 1]]",182,initial_domains.json:canonicalByLength:3
908a3529e183e691,36,down,9,1,4,"[[9, 1], [10, 1], [11, 1], [12, 1]]",392,initial_domains.json:canonicalByLength:4
908a3529e183e691,37,down,0,2,13,"[[0, 2], [1, 2], [2, 2], [3, 2], [4, 2], [5, 2], [6, 2], [7, 2], [8, 2], [9, 2], [10, 2], [11, 2], [12, 2]]",33,initial_domains.json:canonicalByLength:13
908a3529e183e691,38,down,0,3,6,"[[0, 3], [1, 3], [2, 3], [3, 3], [4, 3], [5, 3]]",408,initial_domains.json:canonicalByLength:6
908a3529e183e691,39,down,8,3,5,"[[8, 3], [9, 3], [10, 3], [11, 3], [12, 3]]",398,initial_domains.json:canonicalByLength:5
908a3529e183e691,40,down,2,4,3,"[[2, 4], [3, 4], [4, 4]]",182,initial_domains.json:canonicalByLength:3
908a3529e183e691,41,down,7,4,4,"[[7, 4], [8, 4], [9, 4], [10, 4]]",392,initial_domains.json:canonicalByLength:4
908a3529e183e691,42,down,0,5,4,"[[0, 5], [1, 5], [2, 5], [3, 5]]",392,initial_domains.json:canonicalByLength:4
908a3529e183e691,43,down,6,5,3,"[[6, 5], [7, 5], [8, 5]]",182,initial_domains.json:canonicalByLength:3
908a3529e183e691,44,down,10,5,3,"[[10, 5], [11, 5], [12, 5]]",182,initial_domains.json:canonicalByLength:3
908a3529e183e691,45,down,0,6,3,"[[0, 6], [1, 6], [2, 6]]",182,initial_domains.json:canonicalByLength:3
908a3529e183e691,46,down,5,6,3,"[[5, 6], [6, 6], [7, 6]]",182,initial_domains.json:canonicalByLength:3
908a3529e183e691,47,down,10,6,3,"[[10, 6], [11, 6], [12, 6]]",182,initial_domains.json:canonicalByLength:3
908a3529e183e691,48,down,0,7,3,"[[0, 7], [1, 7], [2, 7]]",182,initial_domains.json:canonicalByLength:3
908a3529e183e691,49,down,4,7,3,"[[4, 7], [5, 7], [6, 7]]",182,initial_domains.json:canonicalByLength:3
908a3529e183e691,50,down,9,7,4,"[[9, 7], [10, 7], [11, 7], [12, 7]]",392,initial_domains.json:canonicalByLength:4
908a3529e183e691,51,down,2,8,4,"[[2, 8], [3, 8], [4, 8], [5, 8]]",392,initial_domains.json:canonicalByLength:4
908a3529e183e691,52,down,8,8,3,"[[8, 8], [9, 8], [10, 8]]",182,initial_domains.json:canonicalByLength:3
908a3529e183e691,53,down,0,9,5,"[[0, 9], [1, 9], [2, 9], [3, 9], [4, 9]]",398,initial_domains.json:canonicalByLength:5
908a3529e183e691,54,down,7,9,6,"[[7, 9], [8, 9], [9, 9], [10, 9], [11, 9], [12, 9]]",408,initial_domains.json:canonicalByLength:6
908a3529e183e691,55,down,0,10,13,"[[0, 10], [1, 10], [2, 10], [3, 10], [4, 10], [5, 10], [6, 10], [7, 10], [8, 10], [9, 10], [10, 10], [11, 10], [12, 10]]",33,initial_domains.json:canonicalByLength:13
908a3529e183e691,56,down,0,11,4,"[[0, 11], [1, 11], [2, 11], [3, 11]]",392,initial_domains.json:canonicalByLength:4
908a3529e183e691,57,down,5,11,3,"[[5, 11], [6, 11], [7, 11]]",182,initial_domains.json:canonicalByLength:3
908a3529e183e691,58,down,9,11,4,"[[9, 11], [10, 11], [11, 11], [12, 11]]",392,initial_domains.json:canonicalByLength:4
908a3529e183e691,59,down,1,12,3,"[[1, 12], [2, 12], [3, 12]]",182,initial_domains.json:canonicalByLength:3
908a3529e183e691,60,down,5,12,3,"[[5, 12], [6, 12], [7, 12]]",182,initial_domains.json:canonicalByLength:3
908a3529e183e691,61,down,9,12,3,"[[9, 12], [10, 12], [11, 12]]",182,initial_domains.json:canonicalByLength:3
f34237a2ee5bf324,0,across,0,0,3,"[[0, 0], [0, 1], [0, 2]]",182,initial_domains.json:canonicalByLength:3
f34237a2ee5bf324,1,across,0,4,3,"[[0, 4], [0, 5], [0, 6]]",182,initial_domains.json:canonicalByLength:3
f34237a2ee5bf324,2,across,0,9,3,"[[0, 9], [0, 10], [0, 11]]",182,initial_domains.json:canonicalByLength:3
f34237a2ee5bf324,3,across,1,0,3,"[[1, 0], [1, 1], [1, 2]]",182,initial_domains.json:canonicalByLength:3
f34237a2ee5bf324,4,across,1,4,9,"[[1, 4], [1, 5], [1, 6], [1, 7], [1, 8], [1, 9], [1, 10], [1, 11], [1, 12]]",201,initial_domains.json:canonicalByLength:9
f34237a2ee5bf324,5,across,2,0,13,"[[2, 0], [2, 1], [2, 2], [2, 3], [2, 4], [2, 5], [2, 6], [2, 7], [2, 8], [2, 9], [2, 10], [2, 11], [2, 12]]",33,initial_domains.json:canonicalByLength:13
f34237a2ee5bf324,6,across,3,2,4,"[[3, 2], [3, 3], [3, 4], [3, 5]]",392,initial_domains.json:canonicalByLength:4
f34237a2ee5bf324,7,across,3,7,6,"[[3, 7], [3, 8], [3, 9], [3, 10], [3, 11], [3, 12]]",408,initial_domains.json:canonicalByLength:6
f34237a2ee5bf324,8,across,4,2,5,"[[4, 2], [4, 3], [4, 4], [4, 5], [4, 6]]",398,initial_domains.json:canonicalByLength:5
f34237a2ee5bf324,9,across,4,9,3,"[[4, 9], [4, 10], [4, 11]]",182,initial_domains.json:canonicalByLength:3
f34237a2ee5bf324,10,across,5,0,3,"[[5, 0], [5, 1], [5, 2]]",182,initial_domains.json:canonicalByLength:3
f34237a2ee5bf324,11,across,5,4,4,"[[5, 4], [5, 5], [5, 6], [5, 7]]",392,initial_domains.json:canonicalByLength:4
f34237a2ee5bf324,12,across,5,10,3,"[[5, 10], [5, 11], [5, 12]]",182,initial_domains.json:canonicalByLength:3
f34237a2ee5bf324,13,across,6,0,5,"[[6, 0], [6, 1], [6, 2], [6, 3], [6, 4]]",398,initial_domains.json:canonicalByLength:5
f34237a2ee5bf324,14,across,6,6,3,"[[6, 6], [6, 7], [6, 8]]",182,initial_domains.json:canonicalByLength:3
f34237a2ee5bf324,15,across,6,10,3,"[[6, 10], [6, 11], [6, 12]]",182,initial_domains.json:canonicalByLength:3
f34237a2ee5bf324,16,across,7,0,5,"[[7, 0], [7, 1], [7, 2], [7, 3], [7, 4]]",398,initial_domains.json:canonicalByLength:5
f34237a2ee5bf324,17,across,7,7,6,"[[7, 7], [7, 8], [7, 9], [7, 10], [7, 11], [7, 12]]",408,initial_domains.json:canonicalByLength:6
f34237a2ee5bf324,18,across,8,1,3,"[[8, 1], [8, 2], [8, 3]]",182,initial_domains.json:canonicalByLength:3
f34237a2ee5bf324,19,across,8,5,6,"[[8, 5], [8, 6], [8, 7], [8, 8], [8, 9], [8, 10]]",408,initial_domains.json:canonicalByLength:6
f34237a2ee5bf324,20,across,9,0,3,"[[9, 0], [9, 1], [9, 2]]",182,initial_domains.json:canonicalByLength:3
f34237a2ee5bf324,21,across,9,5,3,"[[9, 5], [9, 6], [9, 7]]",182,initial_domains.json:canonicalByLength:3
f34237a2ee5bf324,22,across,9,9,3,"[[9, 9], [9, 10], [9, 11]]",182,initial_domains.json:canonicalByLength:3
f34237a2ee5bf324,23,across,10,0,13,"[[10, 0], [10, 1], [10, 2], [10, 3], [10, 4], [10, 5], [10, 6], [10, 7], [10, 8], [10, 9], [10, 10], [10, 11], [10, 12]]",33,initial_domains.json:canonicalByLength:13
f34237a2ee5bf324,24,across,11,0,6,"[[11, 0], [11, 1], [11, 2], [11, 3], [11, 4], [11, 5]]",408,initial_domains.json:canonicalByLength:6
f34237a2ee5bf324,25,across,11,8,5,"[[11, 8], [11, 9], [11, 10], [11, 11], [11, 12]]",398,initial_domains.json:canonicalByLength:5
f34237a2ee5bf324,26,across,12,2,4,"[[12, 2], [12, 3], [12, 4], [12, 5]]",392,initial_domains.json:canonicalByLength:4
f34237a2ee5bf324,27,across,12,8,5,"[[12, 8], [12, 9], [12, 10], [12, 11], [12, 12]]",398,initial_domains.json:canonicalByLength:5
f34237a2ee5bf324,28,down,0,0,3,"[[0, 0], [1, 0], [2, 0]]",182,initial_domains.json:canonicalByLength:3
f34237a2ee5bf324,29,down,5,0,3,"[[5, 0], [6, 0], [7, 0]]",182,initial_domains.json:canonicalByLength:3
f34237a2ee5bf324,30,down,9,0,3,"[[9, 0], [10, 0], [11, 0]]",182,initial_domains.json:canonicalByLength:3
f34237a2ee5bf324,31,down,0,1,3,"[[0, 1], [1, 1], [2, 1]]",182,initial_domains.json:canonicalByLength:3
f34237a2ee5bf324,32,down,5,1,7,"[[5, 1], [6, 1], [7, 1], [8, 1], [9, 1], [10, 1], [11, 1]]",456,initial_domains.json:canonicalByLength:7
f34237a2ee5bf324,33,down,0,2,13,"[[0, 2], [1, 2], [2, 2], [3, 2], [4, 2], [5, 2], [6, 2], [7, 2], [8, 2], [9, 2], [10, 2], [11, 2], [12, 2]]",33,initial_domains.json:canonicalByLength:13
f34237a2ee5bf324,34,down,2,3,3,"[[2, 3], [3, 3], [4, 3]]",182,initial_domains.json:canonicalByLength:3
f34237a2ee5bf324,35,down,6,3,3,"[[6, 3], [7, 3], [8, 3]]",182,initial_domains.json:canonicalByLength:3
f34237a2ee5bf324,36,down,10,3,3,"[[10, 3], [11, 3], [12, 3]]",182,initial_domains.json:canonicalByLength:3
f34237a2ee5bf324,37,down,0,4,8,"[[0, 4], [1, 4], [2, 4], [3, 4], [4, 4], [5, 4], [6, 4], [7, 4]]",220,initial_domains.json:canonicalByLength:8
f34237a2ee5bf324,38,down,10,4,3,"[[10, 4], [11, 4], [12, 4]]",182,initial_domains.json:canonicalByLength:3
f34237a2ee5bf324,39,down,0,5,6,"[[0, 5], [1, 5], [2, 5], [3, 5], [4, 5], [5, 5]]",408,initial_domains.json:canonicalByLength:6
f34237a2ee5bf324,40,down,8,5,5,"[[8, 5], [9, 5], [10, 5], [11, 5], [12, 5]]",398,initial_domains.json:canonicalByLength:5
f34237a2ee5bf324,41,down,0,6,3,"[[0, 6], [1, 6], [2, 6]]",182,initial_domains.json:canonicalByLength:3
f34237a2ee5bf324,42,down,4,6,3,"[[4, 6], [5, 6], [6, 6]]",182,initial_domains.json:canonicalByLength:3
f34237a2ee5bf324,43,down,8,6,3,"[[8, 6], [9, 6], [10, 6]]",182,initial_domains.json:canonicalByLength:3
f34237a2ee5bf324,44,down,1,7,3,"[[1, 7], [2, 7], [3, 7]]",182,initial_domains.json:canonicalByLength:3
f34237a2ee5bf324,45,down,5,7,6,"[[5, 7], [6, 7], [7, 7], [8, 7], [9, 7], [10, 7]]",408,initial_domains.json:canonicalByLength:6
f34237a2ee5bf324,46,down,1,8,3,"[[1, 8], [2, 8], [3, 8]]",182,initial_domains.json:canonicalByLength:3
f34237a2ee5bf324,47,down,6,8,3,"[[6, 8], [7, 8], [8, 8]]",182,initial_domains.json:canonicalByLength:3
f34237a2ee5bf324,48,down,10,8,3,"[[10, 8], [11, 8], [12, 8]]",182,initial_domains.json:canonicalByLength:3
f34237a2ee5bf324,49,down,0,9,5,"[[0, 9], [1, 9], [2, 9], [3, 9], [4, 9]]",398,initial_domains.json:canonicalByLength:5
f34237a2ee5bf324,50,down,7,9,6,"[[7, 9], [8, 9], [9, 9], [10, 9], [11, 9], [12, 9]]",408,initial_domains.json:canonicalByLength:6
f34237a2ee5bf324,51,down,0,10,13,"[[0, 10], [1, 10], [2, 10], [3, 10], [4, 10], [5, 10], [6, 10], [7, 10], [8, 10], [9, 10], [10, 10], [11, 10], [12, 10]]",33,initial_domains.json:canonicalByLength:13
f34237a2ee5bf324,52,down,0,11,8,"[[0, 11], [1, 11], [2, 11], [3, 11], [4, 11], [5, 11], [6, 11], [7, 11]]",220,initial_domains.json:canonicalByLength:8
f34237a2ee5bf324,53,down,9,11,4,"[[9, 11], [10, 11], [11, 11], [12, 11]]",392,initial_domains.json:canonicalByLength:4
f34237a2ee5bf324,54,down,1,12,3,"[[1, 12], [2, 12], [3, 12]]",182,initial_domains.json:canonicalByLength:3
f34237a2ee5bf324,55,down,5,12,3,"[[5, 12], [6, 12], [7, 12]]",182,initial_domains.json:canonicalByLength:3
f34237a2ee5bf324,56,down,10,12,3,"[[10, 12], [11, 12], [12, 12]]",182,initial_domains.json:canonicalByLength:3
0ab9dae6ce7aa560,0,across,0,0,3,"[[0, 0], [0, 1], [0, 2]]",182,initial_domains.json:canonicalByLength:3
0ab9dae6ce7aa560,1,across,0,4,3,"[[0, 4], [0, 5], [0, 6]]",182,initial_domains.json:canonicalByLength:3
0ab9dae6ce7aa560,2,across,0,9,3,"[[0, 9], [0, 10], [0, 11]]",182,initial_domains.json:canonicalByLength:3
0ab9dae6ce7aa560,3,across,1,0,7,"[[1, 0], [1, 1], [1, 2], [1, 3], [1, 4], [1, 5], [1, 6]]",456,initial_domains.json:canonicalByLength:7
0ab9dae6ce7aa560,4,across,1,9,4,"[[1, 9], [1, 10], [1, 11], [1, 12]]",392,initial_domains.json:canonicalByLength:4
0ab9dae6ce7aa560,5,across,2,0,13,"[[2, 0], [2, 1], [2, 2], [2, 3], [2, 4], [2, 5], [2, 6], [2, 7], [2, 8], [2, 9], [2, 10], [2, 11], [2, 12]]",33,initial_domains.json:canonicalByLength:13
0ab9dae6ce7aa560,6,across,3,1,3,"[[3, 1], [3, 2], [3, 3]]",182,initial_domains.json:canonicalByLength:3
0ab9dae6ce7aa560,7,across,3,5,4,"[[3, 5], [3, 6], [3, 7], [3, 8]]",392,initial_domains.json:canonicalByLength:4
0ab9dae6ce7aa560,8,across,3,10,3,"[[3, 10], [3, 11], [3, 12]]",182,initial_domains.json:canonicalByLength:3
0ab9dae6ce7aa560,9,across,4,0,3,"[[4, 0], [4, 1], [4, 2]]",182,initial_domains.json:canonicalByLength:3
0ab9dae6ce7aa560,10,across,4,5,6,"[[4, 5], [4, 6], [4, 7], [4, 8], [4, 9], [4, 10]]",408,initial_domains.json:canonicalByLength:6
0ab9dae6ce7aa560,11,across,5,0,5,"[[5, 0], [5, 1], [5, 2], [5, 3], [5, 4]]",398,initial_domains.json:canonicalByLength:5
0ab9dae6ce7aa560,12,across,5,7,6,"[[5, 7], [5, 8], [5, 9], [5, 10], [5, 11], [5, 12]]",408,initial_domains.json:canonicalByLength:6
0ab9dae6ce7aa560,13,across,6,0,5,"[[6, 0], [6, 1], [6, 2], [6, 3], [6, 4]]",398,initial_domains.json:canonicalByLength:5
0ab9dae6ce7aa560,14,across,6,7,6,"[[6, 7], [6, 8], [6, 9], [6, 10], [6, 11], [6, 12]]",408,initial_domains.json:canonicalByLength:6
0ab9dae6ce7aa560,15,across,7,0,8,"[[7, 0], [7, 1], [7, 2], [7, 3], [7, 4], [7, 5], [7, 6], [7, 7]]",220,initial_domains.json:canonicalByLength:8
0ab9dae6ce7aa560,16,across,7,10,3,"[[7, 10], [7, 11], [7, 12]]",182,initial_domains.json:canonicalByLength:3
0ab9dae6ce7aa560,17,across,8,2,5,"[[8, 2], [8, 3], [8, 4], [8, 5], [8, 6]]",398,initial_domains.json:canonicalByLength:5
0ab9dae6ce7aa560,18,across,8,9,3,"[[8, 9], [8, 10], [8, 11]]",182,initial_domains.json:canonicalByLength:3
0ab9dae6ce7aa560,19,across,9,1,3,"[[9, 1], [9, 2], [9, 3]]",182,initial_domains.json:canonicalByLength:3
0ab9dae6ce7aa560,20,across,9,5,8,"[[9, 5], [9, 6], [9, 7], [9, 8], [9, 9], [9, 10], [9, 11], [9, 12]]",220,initial_domains.json:canonicalByLength:8
0ab9dae6ce7aa560,21,across,10,0,13,"[[10, 0], [10, 1], [10, 2], [10, 3], [10, 4], [10, 5], [10, 6], [10, 7], [10, 8], [10, 9], [10, 10], [10, 11], [10, 12]]",33,initial_domains.json:canonicalByLength:13
0ab9dae6ce7aa560,22,across,11,0,3,"[[11, 0], [11, 1], [11, 2]]",182,initial_domains.json:canonicalByLength:3
0ab9dae6ce7aa560,23,across,11,4,9,"[[11, 4], [11, 5], [11, 6], [11, 7], [11, 8], [11, 9], [11, 10], [11, 11], [11, 12]]",201,initial_domains.json:canonicalByLength:9
0ab9dae6ce7aa560,24,across,12,0,3,"[[12, 0], [12, 1], [12, 2]]",182,initial_domains.json:canonicalByLength:3
0ab9dae6ce7aa560,25,across,12,4,3,"[[12, 4], [12, 5], [12, 6]]",182,initial_domains.json:canonicalByLength:3
0ab9dae6ce7aa560,26,across,12,9,3,"[[12, 9], [12, 10], [12, 11]]",182,initial_domains.json:canonicalByLength:3
0ab9dae6ce7aa560,27,down,0,0,3,"[[0, 0], [1, 0], [2, 0]]",182,initial_domains.json:canonicalByLength:3
0ab9dae6ce7aa560,28,down,4,0,4,"[[4, 0], [5, 0], [6, 0], [7, 0]]",392,initial_domains.json:canonicalByLength:4
0ab9dae6ce7aa560,29,down,10,0,3,"[[10, 0], [11, 0], [12, 0]]",182,initial_domains.json:canonicalByLength:3
0ab9dae6ce7aa560,30,down,0,1,8,"[[0, 1], [1, 1], [2, 1], [3, 1], [4, 1], [5, 1], [6, 1], [7, 1]]",220,initial_domains.json:canonicalByLength:8
0ab9dae6ce7aa560,31,down,9,1,4,"[[9, 1], [10, 1], [11, 1], [12, 1]]",392,initial_domains.json:canonicalByLength:4
0ab9dae6ce7aa560,32,down,0,2,13,"[[0, 2], [1, 2], [2, 2], [3, 2], [4, 2], [5, 2], [6, 2], [7, 2], [8, 2], [9, 2], [10, 2], [11, 2], [12, 2]]",33,initial_domains.json:canonicalByLength:13
0ab9dae6ce7aa560,33,down,1,3,3,"[[1, 3], [2, 3], [3, 3]]",182,initial_domains.json:canonicalByLength:3
0ab9dae6ce7aa560,34,down,5,3,6,"[[5, 3], [6, 3], [7, 3], [8, 3], [9, 3], [10, 3]]",408,initial_domains.json:canonicalByLength:6
0ab9dae6ce7aa560,35,down,0,4,3,"[[0, 4], [1, 4], [2, 4]]",182,initial_domains.json:canonicalByLength:3
0ab9dae6ce7aa560,36,down,5,4,4,"[[5, 4], [6, 4], [7, 4], [8, 4]]",392,initial_domains.json:canonicalByLength:4
0ab9dae6ce7aa560,37,down,10,4,3,"[[10, 4], [11, 4], [12, 4]]",182,initial_domains.json:canonicalByLength:3
0ab9dae6ce7aa560,38,down,0,5,5,"[[0, 5], [1, 5], [2, 5], [3, 5], [4, 5]]",398,initial_domains.json:canonicalByLength:5
0ab9dae6ce7aa560,39,down,7,5,6,"[[7, 5], [8, 5], [9, 5], [10, 5], [11, 5], [12, 5]]",408,initial_domains.json:canonicalByLength:6
0ab9dae6ce7aa560,40,down,0,6,5,"[[0, 6], [1, 6], [2, 6], [3, 6], [4, 6]]",398,initial_domains.json:canonicalByLength:5
0ab9dae6ce7aa560,41,down,7,6,6,"[[7, 6], [8, 6], [9, 6], [10, 6], [11, 6], [12, 6]]",408,initial_domains.json:canonicalByLength:6
0ab9dae6ce7aa560,42,down,2,7,6,"[[2, 7], [3, 7], [4, 7], [5, 7], [6, 7], [7, 7]]",408,initial_domains.json:canonicalByLength:6
0ab9dae6ce7aa560,43,down,9,7,3,"[[9, 7], [10, 7], [11, 7]]",182,initial_domains.json:canonicalByLength:3
0ab9dae6ce7aa560,44,down,2,8,5,"[[2, 8], [3, 8], [4, 8], [5, 8], [6, 8]]",398,initial_domains.json:canonicalByLength:5
0ab9dae6ce7aa560,45,down,9,8,3,"[[9, 8], [10, 8], [11, 8]]",182,initial_domains.json:canonicalByLength:3
0ab9dae6ce7aa560,46,down,0,9,3,"[[0, 9], [1, 9], [2, 9]]",182,initial_domains.json:canonicalByLength:3
0ab9dae6ce7aa560,47,down,4,9,3,"[[4, 9], [5, 9], [6, 9]]",182,initial_domains.json:canonicalByLength:3
0ab9dae6ce7aa560,48,down,8,9,5,"[[8, 9], [9, 9], [10, 9], [11, 9], [12, 9]]",398,initial_domains.json:canonicalByLength:5
0ab9dae6ce7aa560,49,down,0,10,13,"[[0, 10], [1, 10], [2, 10], [3, 10], [4, 10], [5, 10], [6, 10], [7, 10], [8, 10], [9, 10], [10, 10], [11, 10], [12, 10]]",33,initial_domains.json:canonicalByLength:13
0ab9dae6ce7aa560,50,down,0,11,4,"[[0, 11], [1, 11], [2, 11], [3, 11]]",392,initial_domains.json:canonicalByLength:4
0ab9dae6ce7aa560,51,down,5,11,8,"[[5, 11], [6, 11], [7, 11], [8, 11], [9, 11], [10, 11], [11, 11], [12, 11]]",220,initial_domains.json:canonicalByLength:8
0ab9dae6ce7aa560,52,down,1,12,3,"[[1, 12], [2, 12], [3, 12]]",182,initial_domains.json:canonicalByLength:3
0ab9dae6ce7aa560,53,down,5,12,3,"[[5, 12], [6, 12], [7, 12]]",182,initial_domains.json:canonicalByLength:3
0ab9dae6ce7aa560,54,down,9,12,3,"[[9, 12], [10, 12], [11, 12]]",182,initial_domains.json:canonicalByLength:3
3c705992d4f68874,0,across,0,0,5,"[[0, 0], [0, 1], [0, 2], [0, 3], [0, 4]]",398,initial_domains.json:canonicalByLength:5
3c705992d4f68874,1,across,0,7,4,"[[0, 7], [0, 8], [0, 9], [0, 10]]",392,initial_domains.json:canonicalByLength:4
3c705992d4f68874,2,across,1,0,6,"[[1, 0], [1, 1], [1, 2], [1, 3], [1, 4], [1, 5]]",408,initial_domains.json:canonicalByLength:6
3c705992d4f68874,3,across,1,7,6,"[[1, 7], [1, 8], [1, 9], [1, 10], [1, 11], [1, 12]]",408,initial_domains.json:canonicalByLength:6
3c705992d4f68874,4,across,2,0,13,"[[2, 0], [2, 1], [2, 2], [2, 3], [2, 4], [2, 5], [2, 6], [2, 7], [2, 8], [2, 9], [2, 10], [2, 11], [2, 12]]",33,initial_domains.json:canonicalByLength:13
3c705992d4f68874,5,across,3,2,5,"[[3, 2], [3, 3], [3, 4], [3, 5], [3, 6]]",398,initial_domains.json:canonicalByLength:5
