priority,category,english,arabic,source_ids,reason,suggestion
"3","translation-review","STATISTICAL","إحصائية","h3709:t2","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","multiple-meanings","STATISTICAL","احصائي | احصائية | إحصائية","h3709:t0 h3709:t1 h3709:t2","Alternative relationships preserved; choose preferred forms only after sense review",""
"3","translation-review","BEDS","الاسرة","h3710:t0","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","BEDS","اسرة","h3710:t1","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","BEDS","أسرة","h3710:t2","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","multiple-meanings","BEDS","الاسرة | اسرة | أسرة","h3710:t0 h3710:t1 h3710:t2","Alternative relationships preserved; choose preferred forms only after sense review",""
"3","article-variant","BEDS","اسرة | الاسرة","h3710:t1 h3710:t0","Possible bare/definite article variant; both retained",""
"3","translation-review","BREASTS","الصدور","h3711:t0","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","BREASTS","صدور","h3711:t1","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","multiple-meanings","BREASTS","الصدور | صدور","h3711:t0 h3711:t1","Alternative relationships preserved; choose preferred forms only after sense review",""
"3","article-variant","BREASTS","صدور | الصدور","h3711:t1 h3711:t0","Possible bare/definite article variant; both retained",""
"3","translation-review","MENTION","ذكر","h3712:t0","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","INNOVATION","ابداع","h3713:t0","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","INNOVATION","الابداع","h3713:t1","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","INNOVATION","الابتكار","h3713:t2","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","INNOVATION","ابتكار","h3713:t3","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","INNOVATION","التجديد","h3713:t4","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","multiple-meanings","INNOVATION","ابداع | الابداع | الابتكار | ابتكار | التجديد","h3713:t0 h3713:t1 h3713:t2 h3713:t3 h3713:t4","Alternative relationships preserved; choose preferred forms only after sense review",""
"3","article-variant","INNOVATION","ابداع | الابداع","h3713:t0 h3713:t1","Possible bare/definite article variant; both retained",""
"3","article-variant","INNOVATION","ابتكار | الابتكار","h3713:t3 h3713:t2","Possible bare/definite article variant; both retained",""
"3","translation-review","EMPLOYERS","أرباب العمل","h3714:t0","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","GREY","غراي","h3715:t0","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","GREY","رمادي","h3715:t1","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","multiple-meanings","GREY","غراي | رمادي","h3715:t0 h3715:t1","Alternative relationships preserved; choose preferred forms only after sense review",""
"3","translation-review","PARALLEL","مواز","h3716:t0","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","PARALLEL","بالتوازي","h3716:t1","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","PARALLEL","متوازية","h3716:t2","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","PARALLEL","موازية","h3716:t3","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","PARALLEL","الموازي","h3716:t4","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","multiple-meanings","PARALLEL","مواز | بالتوازي | متوازية | موازية | الموازي","h3716:t0 h3716:t1 h3716:t2 h3716:t3 h3716:t4","Alternative relationships preserved; choose preferred forms only after sense review",""
"3","translation-review","HONDA","هوندا","h3717:t0","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","AMENDED","عدلت","h3718:t0","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","OPERATE","تشغيل","h3719:t0","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","BILLS","فواتير","h3720:t0","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","BILLS","الفواتير","h3720:t1","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","multiple-meanings","BILLS","فواتير | الفواتير","h3720:t0 h3720:t1","Alternative relationships preserved; choose preferred forms only after sense review",""
"3","article-variant","BILLS","فواتير | الفواتير","h3720:t0 h3720:t1","Possible bare/definite article variant; both retained",""
"3","translation-review","BOLD","جريء","h3721:t0","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","BOLD","عريض","h3721:t1","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","multiple-meanings","BOLD","جريء | عريض","h3721:t0 h3721:t1","Alternative relationships preserved; choose preferred forms only after sense review",""
"3","translation-review","BATHROOM","حمام","h3722:t0","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","BATHROOM","الحمام","h3722:t1","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","BATHROOM","مام","h3722:t2","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","multiple-meanings","BATHROOM","حمام | الحمام | مام","h3722:t0 h3722:t1 h3722:t2","Alternative relationships preserved; choose preferred forms only after sense review",""
"3","article-variant","BATHROOM","حمام | الحمام","h3722:t0 h3722:t1","Possible bare/definite article variant; both retained",""
"3","translation-review","STABLE","مستقر","h3723:t0","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","STABLE","مستقرة","h3723:t1","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","STABLE","مستقرة مستقرة","h3723:t2","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","multiple-meanings","STABLE","مستقر | مستقرة | مستقرة مستقرة","h3723:t0 h3723:t1 h3723:t2","Alternative relationships preserved; choose preferred forms only after sense review",""
"3","translation-review","OPERA","اوبرا","h3724:t0","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","OPERA","الاوبرا","h3724:t1","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","OPERA","أوبرا","h3724:t2","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","multiple-meanings","OPERA","اوبرا | الاوبرا | أوبرا","h3724:t0 h3724:t1 h3724:t2","Alternative relationships preserved; choose preferred forms only after sense review",""
"3","article-variant","OPERA","اوبرا | الاوبرا","h3724:t0 h3724:t1","Possible bare/definite article variant; both retained",""
"3","translation-review","DEFINITIONS","تعاريف","h3725:t0","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","DEFINITIONS","التعريفات","h3725:t1","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","DEFINITIONS","التعاريف","h3725:t2","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","DEFINITIONS","تعريفات","h3725:t3","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","multiple-meanings","DEFINITIONS","تعاريف | التعريفات | التعاريف | تعريفات","h3725:t0 h3725:t1 h3725:t2 h3725:t3","Alternative relationships preserved; choose preferred forms only after sense review",""
"3","article-variant","DEFINITIONS","تعريفات | التعريفات","h3725:t3 h3725:t1","Possible bare/definite article variant; both retained",""
"3","article-variant","DEFINITIONS","تعاريف | التعاريف","h3725:t0 h3725:t2","Possible bare/definite article variant; both retained",""
"3","translation-review","DOCTORS","الاطباء","h3726:t0","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","DOCTORS","اطباء","h3726:t1","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","DOCTORS","الأطباء","h3726:t2","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","multiple-meanings","DOCTORS","الاطباء | اطباء | الأطباء","h3726:t0 h3726:t1 h3726:t2","Alternative relationships preserved; choose preferred forms only after sense review",""
"3","article-variant","DOCTORS","اطباء | الاطباء","h3726:t1 h3726:t0","Possible bare/definite article variant; both retained",""
"3","translation-review","LESSON","الدرس","h3727:t0","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","LESSON","درس","h3727:t1","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","multiple-meanings","LESSON","الدرس | درس","h3727:t0 h3727:t1","Alternative relationships preserved; choose preferred forms only after sense review",""
"3","article-variant","LESSON","درس | الدرس","h3727:t1 h3727:t0","Possible bare/definite article variant; both retained",""
"3","translation-review","CINEMA","سينما","h3728:t0","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","CINEMA","السينما","h3728:t1","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","multiple-meanings","CINEMA","سينما | السينما","h3728:t0 h3728:t1","Alternative relationships preserved; choose preferred forms only after sense review",""
"3","article-variant","CINEMA","سينما | السينما","h3728:t0 h3728:t1","Possible bare/definite article variant; both retained",""
"3","translation-review","ASSET","اصول","h3729:t0","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","ASSET","الاصول","h3729:t1","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","ASSET","الموجودات","h3729:t2","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","ASSET","موجودات","h3729:t3","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","ASSET","الأصول","h3729:t4","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","multiple-meanings","ASSET","اصول | الاصول | الموجودات | موجودات | الأصول","h3729:t0 h3729:t1 h3729:t2 h3729:t3 h3729:t4","Alternative relationships preserved; choose preferred forms only after sense review",""
"3","article-variant","ASSET","اصول | الاصول","h3729:t0 h3729:t1","Possible bare/definite article variant; both retained",""
"3","article-variant","ASSET","موجودات | الموجودات","h3729:t3 h3729:t2","Possible bare/definite article variant; both retained",""
"3","translation-review","SCAN","مسح","h3730:t0","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","SCAN","المسح","h3730:t1","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","SCAN","المسح الضوئي","h3730:t2","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","multiple-meanings","SCAN","مسح | المسح | المسح الضوئي","h3730:t0 h3730:t1 h3730:t2","Alternative relationships preserved; choose preferred forms only after sense review",""
"3","article-variant","SCAN","مسح | المسح","h3730:t0 h3730:t1","Possible bare/definite article variant; both retained",""
"3","translation-review","ELECTIONS","الانتخابات","h3731:t0","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","ELECTIONS","انتخابات","h3731:t1","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","multiple-meanings","ELECTIONS","الانتخابات | انتخابات","h3731:t0 h3731:t1","Alternative relationships preserved; choose preferred forms only after sense review",""
"3","article-variant","ELECTIONS","انتخابات | الانتخابات","h3731:t1 h3731:t0","Possible bare/definite article variant; both retained",""
"3","translation-review","DRINKING","الشرب","h3732:t0","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","DRINKING","شرب","h3732:t1","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","DRINKING","يشرب","h3732:t2","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","DRINKING","تشرب","h3732:t3","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","multiple-meanings","DRINKING","الشرب | شرب | يشرب | تشرب","h3732:t0 h3732:t1 h3732:t2 h3732:t3","Alternative relationships preserved; choose preferred forms only after sense review",""
"3","article-variant","DRINKING","شرب | الشرب","h3732:t1 h3732:t0","Possible bare/definite article variant; both retained",""
"3","translation-review","REACTION","تفاعل","h3733:t0","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","REACTION","رد فعل","h3733:t1","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","multiple-meanings","REACTION","تفاعل | رد فعل","h3733:t0 h3733:t1","Alternative relationships preserved; choose preferred forms only after sense review",""
"3","translation-review","BLANK","فارغ","h3734:t0","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","BLANK","فارغة","h3734:t1","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","BLANK","بياض","h3734:t2","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","multiple-meanings","BLANK","فارغ | فارغة | بياض","h3734:t0 h3734:t1 h3734:t2","Alternative relationships preserved; choose preferred forms only after sense review",""
"3","translation-review","ENHANCED","محسن","h3735:t0","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","ENHANCED","معزز","h3735:t1","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","multiple-meanings","ENHANCED","محسن | معزز","h3735:t0 h3735:t1","Alternative relationships preserved; choose preferred forms only after sense review",""
"3","translation-review","ENTITLED","معنون","h3736:t0","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","ENTITLED","بعنوان","h3736:t1","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","multiple-meanings","ENTITLED","معنون | بعنوان","h3736:t0 h3736:t1","Alternative relationships preserved; choose preferred forms only after sense review",""
"3","translation-review","SEVERE","شديدة","h3737:t0","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","GENERATE","تولد","h3738:t0","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","GENERATE","توليد","h3738:t1","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","multiple-meanings","GENERATE","تولد | توليد","h3738:t0 h3738:t1","Alternative relationships preserved; choose preferred forms only after sense review",""
"3","over-13-cells","STAINLESS","غير القابل للصدأ","h3739:t0","English or derived Arabic answer exceeds maximum grid size; display is preserved",""
"3","translation-review","STAINLESS","غير القابل للصدأ","h3739:t0","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","NEWSPAPERS","الصحف","h3740:t0","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","NEWSPAPERS","صحف","h3740:t1","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","NEWSPAPERS","الجرائد","h3740:t2","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","NEWSPAPERS","الصحف والصحف","h3740:t3","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","multiple-meanings","NEWSPAPERS","الصحف | صحف | الجرائد | الصحف والصحف","h3740:t0 h3740:t1 h3740:t2 h3740:t3","Alternative relationships preserved; choose preferred forms only after sense review",""
"3","article-variant","NEWSPAPERS","صحف | الصحف","h3740:t1 h3740:t0","Possible bare/definite article variant; both retained",""
"3","translation-review","HOSPITALS","مستشفيات","h3741:t0","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","HOSPITALS","المستشفيات","h3741:t1","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","multiple-meanings","HOSPITALS","مستشفيات | المستشفيات","h3741:t0 h3741:t1","Alternative relationships preserved; choose preferred forms only after sense review",""
"3","article-variant","HOSPITALS","مستشفيات | المستشفيات","h3741:t0 h3741:t1","Possible bare/definite article variant; both retained",""
"3","translation-review","DELUXE","الفاخر","h3742:t0","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","DELUXE","ديلوكس","h3742:t1","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","multiple-meanings","DELUXE","الفاخر | ديلوكس","h3742:t0 h3742:t1","Alternative relationships preserved; choose preferred forms only after sense review",""
"3","translation-review","HUMOR","الفكاهة","h3743:t0","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","AGED","العمر","h3744:t0","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","MONITORS","شاشات","h3745:t0","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","MONITORS","الشاشات","h3745:t1","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","MONITORS","مراقبون","h3745:t2","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","multiple-meanings","MONITORS","شاشات | الشاشات | مراقبون","h3745:t0 h3745:t1 h3745:t2","Alternative relationships preserved; choose preferred forms only after sense review",""
"3","article-variant","MONITORS","شاشات | الشاشات","h3745:t0 h3745:t1","Possible bare/definite article variant; both retained",""
"3","translation-review","EXCEPTION","استثناء","h3746:t0","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","EXCEPTION","الاستثناء","h3746:t1","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","multiple-meanings","EXCEPTION","استثناء | الاستثناء","h3746:t0 h3746:t1","Alternative relationships preserved; choose preferred forms only after sense review",""
"3","article-variant","EXCEPTION","استثناء | الاستثناء","h3746:t0 h3746:t1","Possible bare/definite article variant; both retained",""
"3","translation-review","LIVED","عشت","h3747:t0","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","LIVED","عاش","h3747:t1","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","multiple-meanings","LIVED","عشت | عاش","h3747:t0 h3747:t1","Alternative relationships preserved; choose preferred forms only after sense review",""
"3","translation-review","DURATION","مدة","h3748:t0","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","DURATION","المدة","h3748:t1","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","multiple-meanings","DURATION","مدة | المدة","h3748:t0 h3748:t1","Alternative relationships preserved; choose preferred forms only after sense review",""
"3","article-variant","DURATION","مدة | المدة","h3748:t0 h3748:t1","Possible bare/definite article variant; both retained",""
"3","translation-review","BULK","جملة","h3749:t0","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","BULK","الجزء الأكبر","h3749:t1","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","multiple-meanings","BULK","جملة | الجزء الأكبر","h3749:t0 h3749:t1","Alternative relationships preserved; choose preferred forms only after sense review",""
"3","translation-review","SUCCESSFULLY","بنجاح","h3750:t0","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","INDONESIA","اندونيسيا","h3751:t0","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","INDONESIA","الأندونيسية","h3751:t1","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","multiple-meanings","INDONESIA","اندونيسيا | الأندونيسية","h3751:t0 h3751:t1","Alternative relationships preserved; choose preferred forms only after sense review",""
"3","translation-review","PURSUANT","عملا","h3752:t0","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","FABRIC","النسيج","h3753:t0","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","FABRIC","قماش","h3753:t1","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","FABRIC","نسيج","h3753:t2","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","FABRIC","القماش","h3753:t3","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","multiple-meanings","FABRIC","النسيج | قماش | نسيج | القماش","h3753:t0 h3753:t1 h3753:t2 h3753:t3","Alternative relationships preserved; choose preferred forms only after sense review",""
"3","article-variant","FABRIC","نسيج | النسيج","h3753:t2 h3753:t0","Possible bare/definite article variant; both retained",""
"3","article-variant","FABRIC","قماش | القماش","h3753:t1 h3753:t3","Possible bare/definite article variant; both retained",""
"3","translation-review","VISITS","زيارات","h3754:t0","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","VISITS","الزيارات","h3754:t1","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","multiple-meanings","VISITS","زيارات | الزيارات","h3754:t0 h3754:t1","Alternative relationships preserved; choose preferred forms only after sense review",""
"3","article-variant","VISITS","زيارات | الزيارات","h3754:t0 h3754:t1","Possible bare/definite article variant; both retained",""
"3","translation-review","PRIMARILY","في المقام الأول","h3755:t0","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","TIGHT","ضيقة","h3756:t0","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","TIGHT","ضيق","h3756:t1","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","multiple-meanings","TIGHT","ضيقة | ضيق","h3756:t0 h3756:t1","Alternative relationships preserved; choose preferred forms only after sense review",""
"3","translation-review","DOMAINS","المجالات","h3757:t0","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","DOMAINS","الميادين","h3757:t1","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","DOMAINS","مجالات","h3757:t2","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","DOMAINS","النطاقات","h3757:t3","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","DOMAINS","نطاقات","h3757:t4","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","multiple-meanings","DOMAINS","المجالات | الميادين | مجالات | النطاقات | نطاقات","h3757:t0 h3757:t1 h3757:t2 h3757:t3 h3757:t4","Alternative relationships preserved; choose preferred forms only after sense review",""
"3","article-variant","DOMAINS","مجالات | المجالات","h3757:t2 h3757:t0","Possible bare/definite article variant; both retained",""
"3","article-variant","DOMAINS","نطاقات | النطاقات","h3757:t4 h3757:t3","Possible bare/definite article variant; both retained",""
"3","translation-review","CAPABILITIES","قدرات","h3758:t0","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","CAPABILITIES","القدرات","h3758:t1","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","multiple-meanings","CAPABILITIES","قدرات | القدرات","h3758:t0 h3758:t1","Alternative relationships preserved; choose preferred forms only after sense review",""
"3","article-variant","CAPABILITIES","قدرات | القدرات","h3758:t0 h3758:t1","Possible bare/definite article variant; both retained",""
"3","translation-review","PMID","بميد","h3759:t0","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","CONTRAST","التباين","h3760:t0","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","CONTRAST","تباين","h3760:t1","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","multiple-meanings","CONTRAST","التباين | تباين","h3760:t0 h3760:t1","Alternative relationships preserved; choose preferred forms only after sense review",""
"3","article-variant","CONTRAST","تباين | التباين","h3760:t1 h3760:t0","Possible bare/definite article variant; both retained",""
"3","over-13-cells","RECOMMENDATION","توصية","h3761:t0","English or derived Arabic answer exceeds maximum grid size; display is preserved",""
"3","translation-review","RECOMMENDATION","توصية","h3761:t0","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","over-13-cells","RECOMMENDATION","التوصية","h3761:t1","English or derived Arabic answer exceeds maximum grid size; display is preserved",""
"3","translation-review","RECOMMENDATION","التوصية","h3761:t1","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","multiple-meanings","RECOMMENDATION","توصية | التوصية","h3761:t0 h3761:t1","Alternative relationships preserved; choose preferred forms only after sense review",""
"3","article-variant","RECOMMENDATION","توصية | التوصية","h3761:t0 h3761:t1","Possible bare/definite article variant; both retained",""
"3","translation-review","FLYING","طيران","h3762:t0","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","FLYING","الطيران","h3762:t1","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","FLYING","تطير","h3762:t2","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","multiple-meanings","FLYING","طيران | الطيران | تطير","h3762:t0 h3762:t1 h3762:t2","Alternative relationships preserved; choose preferred forms only after sense review",""
"3","article-variant","FLYING","طيران | الطيران","h3762:t0 h3762:t1","Possible bare/definite article variant; both retained",""
"3","translation-review","RECRUITMENT","التجنيد","h3763:t0","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","RECRUITMENT","التعيين","h3763:t1","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","RECRUITMENT","تجنيد","h3763:t2","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","RECRUITMENT","التوظيف","h3763:t3","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","multiple-meanings","RECRUITMENT","التجنيد | التعيين | تجنيد | التوظيف","h3763:t0 h3763:t1 h3763:t2 h3763:t3","Alternative relationships preserved; choose preferred forms only after sense review",""
"3","article-variant","RECRUITMENT","تجنيد | التجنيد","h3763:t2 h3763:t0","Possible bare/definite article variant; both retained",""
"3","translation-review","SIN","الخطيئة","h3764:t0","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","SIN","خطيئة","h3764:t1","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","multiple-meanings","SIN","الخطيئة | خطيئة","h3764:t0 h3764:t1","Alternative relationships preserved; choose preferred forms only after sense review",""
"3","article-variant","SIN","خطيئة | الخطيئة","h3764:t1 h3764:t0","Possible bare/definite article variant; both retained",""
"3","translation-review","BERLIN","برلين","h3765:t0","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","BERLIN","بيرلين","h3765:t1","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","multiple-meanings","BERLIN","برلين | بيرلين","h3765:t0 h3765:t1","Alternative relationships preserved; choose preferred forms only after sense review",""
"3","translation-review","CUTE","لطيف","h3766:t0","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","CUTE","كيوت","h3766:t1","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","multiple-meanings","CUTE","لطيف | كيوت","h3766:t0 h3766:t1","Alternative relationships preserved; choose preferred forms only after sense review",""
"3","translation-review","ORGANIZED","منظم","h3767:t0","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","PARA","الفقرة","h3768:t0","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","SIEMENS","سيمنز","h3769:t0","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","ADOPTION","التبني","h3770:t0","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","ADOPTION","تبني","h3770:t1","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","ADOPTION","اعتماد","h3770:t2","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","multiple-meanings","ADOPTION","التبني | تبني | اعتماد","h3770:t0 h3770:t1 h3770:t2","Alternative relationships preserved; choose preferred forms only after sense review",""
"3","article-variant","ADOPTION","تبني | التبني","h3770:t1 h3770:t0","Possible bare/definite article variant; both retained",""
"3","translation-review","IMPROVING","تحسين","h3771:t0","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","EXPENSIVE","غالية","h3772:t0","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","EXPENSIVE","غالي","h3772:t1","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","EXPENSIVE","مكلف","h3772:t2","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","EXPENSIVE","مكلفة","h3772:t3","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","multiple-meanings","EXPENSIVE","غالية | غالي | مكلف | مكلفة","h3772:t0 h3772:t1 h3772:t2 h3772:t3","Alternative relationships preserved; choose preferred forms only after sense review",""
"3","translation-review","MEANT","يعني","h3773:t0","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","CAPTURE","اسر","h3774:t0","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","CAPTURE","القبض","h3774:t1","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","CAPTURE","التقاط","h3774:t2","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","CAPTURE","أسر","h3774:t3","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","multiple-meanings","CAPTURE","اسر | القبض | التقاط | أسر","h3774:t0 h3774:t1 h3774:t2 h3774:t3","Alternative relationships preserved; choose preferred forms only after sense review",""
"3","translation-review","POUNDS","جنيه","h3775:t0","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","BUFFALO","بافالو","h3776:t0","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","BUFFALO","الجاموس","h3776:t1","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","multiple-meanings","BUFFALO","بافالو | الجاموس","h3776:t0 h3776:t1","Alternative relationships preserved; choose preferred forms only after sense review",""
