"id","size","mode","length","pattern","failedSeeds","recurring","selectedTarget","before","after","addedAnswers","zeroToSupported","remainsZero","criticalToHealthy"
"61f95958b10261ee","13","ar_to_en","13","??S??????????","[12]","false","false","1","1","[]","false","false","false"
"61f9ef9337a65724","13","ar_to_en","5","?????","[20]","false","false","1","1","[]","false","false","false"
"61fb79b4c554c0d9","11","ar_to_en","6","??????","[9]","false","false","1","1","[]","false","false","false"
"61ff657e3ca62219","13","ar_to_en","13","??????????D??","[17]","false","false","1","1","[]","false","false","false"
"620041fab280ef7d","13","ar_to_en","13","??????????V??","[17]","false","false","1","1","[]","false","false","false"
"620da1cdb24fcf78","11","ar_to_en","6","?T????","[10]","false","false","1","1","[]","false","false","false"
"6223d1d5d91e4fd3","13","ar_to_en","3","RON","[4]","false","false","1","1","[]","false","false","false"
"62376aa5dc4fee85","13","ar_to_en","3","???","[3]","false","false","1","1","[]","false","false","false"
"62387cdb042d604f","13","ar_to_en","3","???","[19]","false","false","1","1","[]","false","false","false"
"624430fe6ce83a55","13","ar_to_en","3","N??","[17]","false","false","1","1","[]","false","false","false"
"62477c00d0fa4949","13","ar_to_en","4","??N?","[28]","false","false","1","1","[]","false","false","false"
"625a082bbff4403a","11","ar_to_en","3","?DS","[11]","false","false","1","1","[]","false","false","false"
"6262a0117ace1662","13","ar_to_en","13","??????????I??","[3]","false","false","1","1","[]","false","false","false"
"62656f77be047b24","11","ar_to_en","6","??????","[17]","false","false","1","2","[""SLEEVE""]","false","false","false"
"626f2d1237cb3260","13","ar_to_en","13","??N???????T??","[5]","false","false","1","1","[]","false","false","false"
"62789c854983147c","13","ar_to_en","13","??P??????????","[17]","false","false","1","1","[]","false","false","false"
"6279fb4615e85b5d","13","ar_to_en","3","?T?","[13]","false","false","1","1","[]","false","false","false"
"627b978014c14f07","11","ar_to_en","3","?N?","[4]","false","false","1","1","[]","false","false","false"
"62881a91eccbd269","13","ar_to_en","13","??N??????????","[23]","false","false","1","1","[]","false","false","false"
"6294ffa737c7bb94","13","ar_to_en","13","?????????????","[25]","false","false","1","1","[]","false","false","false"
"62a035448f71845a","13","ar_to_en","9","?????????","[20]","false","false","1","1","[]","false","false","false"
"62b3658169c384b0","11","ar_to_en","3","?TE","[25]","false","false","1","1","[]","false","false","false"
"62b402e9a4fc96a6","11","ar_to_en","7","??O????","[9]","false","false","1","1","[]","false","false","false"
"62d884782746085d","13","ar_to_en","13","??????????S??","[25]","false","false","1","1","[]","false","false","false"
"62dd1a403c960d02","13","ar_to_en","5","O????","[18]","false","false","1","2","[""OCEAN""]","false","false","false"
"62dd6b12610c40f7","11","ar_to_en","3","?C?","[16]","false","false","1","1","[]","false","false","false"
"62e01b0f22212a8a","13","ar_to_en","3","?RM","[25]","false","false","1","1","[]","false","false","false"
"62e39ffae47b1bf4","11","ar_to_en","5","?????","[11]","false","false","1","1","[]","false","false","false"
"62f0615977aadac8","13","ar_to_en","4","????","[3]","false","false","1","1","[]","false","false","false"
"63114f3abb5a05fb","11","ar_to_en","3","?CE","[12]","false","false","1","1","[]","false","false","false"
"631b9323b829031c","13","ar_to_en","13","??E??????????","[3]","false","false","1","1","[]","false","false","false"
"631c0a643dfabfeb","13","ar_to_en","3","?R?","[7]","false","false","1","1","[]","false","false","false"
"6320bd8948bb4213","13","ar_to_en","3","U??","[24]","false","false","1","1","[]","false","false","false"
"63320c09b0cc8416","13","ar_to_en","13","?I???????????","[6]","false","false","1","1","[]","false","false","false"
"6338f17a196d0452","13","ar_to_en","3","?D?","[5]","false","false","1","1","[]","false","false","false"
"6343cb981f82b190","13","ar_to_en","13","??N???????N??","[11]","false","false","1","1","[]","false","false","false"
"6353f84462c00d92","13","ar_to_en","5","?????","[25]","false","false","1","2","[""DELTA""]","false","false","false"
"63564bb3ca91309d","13","ar_to_en","7","???????","[4]","false","false","1","1","[]","false","false","false"
"635f7aef2be4a0e2","13","ar_to_en","7","???????","[7]","false","false","1","1","[]","false","false","false"
"635ff9bdbecaf177","13","ar_to_en","3","??U","[25]","false","false","1","1","[]","false","false","false"
"63602f5ecc1d78b3","13","ar_to_en","4","????","[8]","false","false","1","1","[]","false","false","false"
"6366e31b10393acc","13","ar_to_en","13","??A??????????","[16]","false","false","1","1","[]","false","false","false"
"637e48f165cf4416","13","ar_to_en","9","M????????","[26]","false","false","1","1","[]","false","false","false"
"6389f64ad5339888","11","ar_to_en","9","??N??????","[21]","false","false","1","1","[]","false","false","false"
"638ac0355b7045ff","11","ar_to_en","5","?FT??","[9]","false","false","1","1","[]","false","false","false"
"63951cba54287bd6","11","ar_to_en","6","??????","[1]","false","false","1","3","[""CIRCLE"",""TRIPLE""]","false","false","false"
"6397ddd2261a43bc","13","ar_to_en","3","?C?","[18]","false","false","1","1","[]","false","false","false"
"63b7fe3ccac22ae3","13","ar_to_en","3","?S?","[19]","false","false","1","1","[]","false","false","false"
"63cdb277a715df89","13","ar_to_en","3","??N","[22]","false","false","1","1","[]","false","false","false"
"63ce2c0e361ecc73","11","ar_to_en","3","S?E","[6]","false","false","1","1","[]","false","false","false"
"63e55bdff0bcefc2","13","ar_to_en","3","?CE","[8]","false","false","1","1","[]","false","false","false"
"63e5e054219375ae","13","ar_to_en","3","?T?","[5]","false","false","1","1","[]","false","false","false"
"63e82f28952635c4","13","ar_to_en","6","??????","[28]","false","false","1","1","[]","false","false","false"
"63f676c97e428c53","13","ar_to_en","3","???","[8]","false","false","1","1","[]","false","false","false"
"63f73a1380f0a81a","13","ar_to_en","3","?F?","[2]","false","false","1","1","[]","false","false","false"
"6423f8eabc4655de","13","ar_to_en","13","??????????I??","[30]","false","false","1","1","[]","false","false","false"
"6428b3549c202ae1","11","ar_to_en","7","???????","[1]","false","false","1","1","[]","false","false","false"
"643e5d3bed300b9b","13","ar_to_en","3","?T?","[17]","false","false","1","1","[]","false","false","false"
"644495d6499f6144","11","ar_to_en","4","ES??","[10]","false","false","1","2","[""RISE""]","false","false","false"
"6444ffda0db44df8","13","ar_to_en","3","??T","[2]","false","false","1","1","[]","false","false","false"
"644daa57689792a0","11","ar_to_en","11","????????URE","[14]","false","false","1","1","[]","false","false","false"
"64584cd96af510d5","11","ar_to_en","11","????????A??","[1]","false","false","1","1","[]","false","false","false"
"645ecc02a54c3b15","11","ar_to_en","3","???","[28]","false","false","1","1","[]","false","false","false"
"647da1bc6f2f2dee","13","ar_to_en","9","??E??????","[6]","false","false","1","1","[]","false","false","false"
"648b76575243f283","11","ar_to_en","3","U??","[16]","false","false","1","1","[]","false","false","false"
"648c80d7b4fbc1e8","13","ar_to_en","13","??????????T??","[18]","false","false","1","1","[]","false","false","false"
"64a6f2b4bd1d1782","13","ar_to_en","13","????A??FITREC","[11]","false","false","1","1","[]","false","false","false"
"64abcf0dd71ce0fa","13","ar_to_en","3","?T?","[26]","false","false","1","1","[]","false","false","false"
"64b035ba08711532","13","ar_to_en","5","?AE??","[4]","false","false","1","1","[]","false","false","false"
"64b165776925ab03","13","ar_to_en","13","??????????C??","[25]","false","false","1","1","[]","false","false","false"
"64ba0e02ac204a67","11","ar_to_en","5","?????","[1]","false","false","1","1","[]","false","false","false"
"64c27ab63519a45c","13","ar_to_en","8","??N?TNOC","[8]","false","false","1","1","[]","false","false","false"
"64d4c24f5e81be89","13","ar_to_en","5","??E??","[14]","false","false","1","1","[]","false","false","false"
"64df53ea71b57e48","13","ar_to_en","3","US?","[16]","false","false","1","1","[]","false","false","false"
"64f5688786ec76ca","13","ar_to_en","4","????","[9]","false","false","1","2","[""EARN""]","false","false","false"
"650f153f826fd44d","13","ar_to_en","3","??I","[29]","false","false","1","1","[]","false","false","false"
"65123b2269ff32cd","11","ar_to_en","3","?NA","[11]","false","false","1","1","[]","false","false","false"
"6515ebf501d7b788","11","ar_to_en","3","?OC","[14]","false","false","1","1","[]","false","false","false"
"6530a321e51e3b4d","11","ar_to_en","11","??C?????D??","[26]","false","false","1","1","[]","false","false","false"
"6531c634dc9d4173","11","ar_to_en","4","??C?","[14]","false","false","1","2","[""INCH""]","false","false","false"
"6538f9d3bd0f4cb6","11","ar_to_en","4","????","[14]","false","false","1","4","[""INCH"",""GENE"",""TEND""]","false","false","false"
"654a945e985c8a90","11","ar_to_en","6","??????","[24]","false","false","1","5","[""NATIVE"",""EASIER"",""CIRCLE"",""TRIPLE""]","false","false","true"
"65571175d7ced055","13","ar_to_en","5","U????","[17]","false","false","1","1","[]","false","false","false"
"6561f2b8e6aa8a9d","11","ar_to_en","3","?C?","[16]","false","false","1","1","[]","false","false","false"
"6565322ddf8148da","11","ar_to_en","3","MET","[11]","false","false","1","1","[]","false","false","false"
"6566108506376a3c","13","ar_to_en","3","??C","[23]","false","false","1","1","[]","false","false","false"
"657f7e72559fb475","13","ar_to_en","3","E?A","[24]","false","false","1","1","[]","false","false","false"
"65a341da132f8def","13","ar_to_en","8","????????","[25]","false","false","1","1","[]","false","false","false"
"65a57b847b1b3914","13","ar_to_en","8","??M?????","[3]","false","false","1","1","[]","false","false","false"
"65b5dc72ee8f0134","13","ar_to_en","6","??O???","[14]","false","false","1","1","[]","false","false","false"
"65c687da0ac482b7","11","ar_to_en","11","??R????????","[25]","false","false","1","1","[]","false","false","false"
"65c9512ce4cecf1b","11","ar_to_en","3","TE?","[1]","false","false","1","1","[]","false","false","false"
"65dd169191dbc378","13","ar_to_en","3","?T?","[20]","false","false","1","1","[]","false","false","false"
"65f93ffac252834d","13","ar_to_en","4","??C?","[3]","false","false","1","1","[]","false","false","false"
"65fae740397c54ae","11","ar_to_en","7","?AV????","[20]","false","false","1","1","[]","false","false","false"
"66023c5a91eb0b37","13","ar_to_en","5","?Y???","[27]","false","false","1","1","[]","false","false","false"
"66055cab3efed2b3","13","ar_to_en","13","??????????A??","[13]","false","false","1","1","[]","false","false","false"
"661a4024dff65164","13","ar_to_en","13","??????O??????","[19]","false","false","1","1","[]","false","false","false"
"6635df78acedf0ed","13","ar_to_en","13","??V??????????","[22]","false","false","1","1","[]","false","false","false"
"663e3bea768001ee","11","ar_to_en","3","EN?","[1]","false","false","1","1","[]","false","false","false"
"6642e87ef73534b5","13","ar_to_en","4","?TR?","[8]","false","false","1","1","[]","false","false","false"
"665573cf1415c52f","13","ar_to_en","13","??????????T??","[22]","false","false","1","1","[]","false","false","false"
"6657dac1c72b8ca7","13","ar_to_en","8","????????","[7]","false","false","1","2","[""COVERAGE""]","false","false","false"
"666e9681451088cc","13","ar_to_en","13","??D??????????","[20]","false","false","1","1","[]","false","false","false"
"66811d2860c41e6d","13","ar_to_en","4","?O?E","[24]","false","false","1","1","[]","false","false","false"
"668d38abfb001b1a","13","ar_to_en","13","??I??????????","[10]","false","false","1","1","[]","false","false","false"
"66928a0860432fb9","13","ar_to_en","4","?NT?","[27]","false","false","1","1","[]","false","false","false"
"6698acb326d8b3d1","11","ar_to_en","11","?EP????????","[11]","false","false","1","1","[]","false","false","false"
"66a1975f4175fedb","13","ar_to_en","3","?NN","[5]","false","false","1","1","[]","false","false","false"
"66b1f0e350809832","11","ar_to_en","11","????????L??","[1]","false","false","1","2","[""COLLECTIONS""]","false","false","false"
"66be773af8ecbb12","11","ar_to_en","3","??O","[17]","false","false","1","1","[]","false","false","false"
"66c123df49b10128","13","ar_to_en","6","??M???","[5]","false","false","1","1","[]","false","false","false"
"66d9d4dcc76b9de2","13","ar_to_en","3","?S?","[5]","false","false","1","1","[]","false","false","false"
"66e00ec8e6babe39","11","ar_to_en","6","?V????","[14]","false","false","1","2","[""SLEEVE""]","false","false","false"
"66ed1c26a658ebdb","11","ar_to_en","3","I??","[25]","false","false","1","1","[]","false","false","false"
"66fad267c464c7d2","13","ar_to_en","13","??I???????RE?","[15]","false","false","1","1","[]","false","false","false"
"66fe9bd3905b5a71","13","ar_to_en","13","??V??????????","[29]","false","false","1","1","[]","false","false","false"
"670bb977065d2364","13","ar_to_en","4","??I?","[6]","false","false","1","5","[""RICE"",""RISE"",""MINE"",""MILE""]","false","false","true"
"671d1b34a6be63db","11","ar_to_en","6","?V????","[14]","false","false","1","2","[""NATIVE""]","false","false","false"
"674831e83afbbf2c","13","ar_to_en","3","???","[16]","false","false","1","1","[]","false","false","false"
"67526353c9c993da","13","ar_to_en","13","??????T??????","[24]","false","false","1","1","[]","false","false","false"
"676751b54f45dc16","13","ar_to_en","13","??????????P??","[14]","false","false","1","1","[]","false","false","false"
"676c8442552f8665","13","ar_to_en","13","??????????MD?","[13]","false","false","1","1","[]","false","false","false"
"676d9f426fb1156b","11","ar_to_en","6","??IN??","[14]","false","false","1","1","[]","false","false","false"
"67812d6b51a9d4f4","11","ar_to_en","11","??ED???????","[18]","false","false","1","1","[]","false","false","false"
"67a81c30403fb109","11","ar_to_en","11","???????????","[25]","false","false","1","1","[]","false","false","false"
"67ab80e6eec7c468","13","ar_to_en","13","??????????V??","[13]","false","false","1","1","[]","false","false","false"
"67b0849699a81730","11","ar_to_en","3","?T?","[12]","false","false","1","1","[]","false","false","false"
"67c07311e8e7dbf2","13","ar_to_en","13","C?R??M??A????","[28]","false","false","1","1","[]","false","false","false"
"67c1afca87120905","13","ar_to_en","7","???????","[20]","false","false","1","1","[]","false","false","false"
"67cd68b1af0c61e7","11","ar_to_en","7","?LE?EN?","[20]","false","false","1","1","[]","false","false","false"
"67d12ef57e0b43c6","13","ar_to_en","13","?N???ST??????","[6]","false","false","1","1","[]","false","false","false"
"67d9d66895d231a9","13","ar_to_en","4","?TN?","[8]","false","false","1","1","[]","false","false","false"
"67f585dc58abc34e","13","ar_to_en","3","??I","[9]","false","false","1","1","[]","false","false","false"
"67fd279cd69901b3","11","ar_to_en","7","?DA????","[25]","false","false","1","1","[]","false","false","false"
"6805378cc485079b","13","ar_to_en","3","?T?","[15]","false","false","1","1","[]","false","false","false"
"680c3ceac36c53dd","11","ar_to_en","3","?DA","[26]","false","false","1","1","[]","false","false","false"
"68137de2f5e3e1df","11","ar_to_en","6","???TN?","[10]","false","false","1","1","[]","false","false","false"
"68186ce5579c3126","13","ar_to_en","13","?C???????????","[13]","false","false","1","1","[]","false","false","false"
"681ab5c47fa2f0b9","11","ar_to_en","7","EA?????","[27]","false","false","1","1","[]","false","false","false"
"681c782ef07b95d8","11","ar_to_en","6","??AV??","[11]","false","false","1","1","[]","false","false","false"
"681cf124e4c2ce7c","13","ar_to_en","3","??R","[5]","false","false","1","1","[]","false","false","false"
"682d93c520abc85f","13","ar_to_en","3","?T?","[30]","false","false","1","1","[]","false","false","false"
"68326705d16c9b08","13","ar_to_en","3","???","[23]","false","false","1","1","[]","false","false","false"
"6837cdcb5b58833f","13","ar_to_en","7","???????","[16]","false","false","1","1","[]","false","false","false"
"683b025a383e809f","13","ar_to_en","5","U????","[18]","false","false","1","1","[]","false","false","false"
"685b419dd8d3e43c","13","ar_to_en","13","?R???????????","[4]","false","false","1","1","[]","false","false","false"
"685c4f54ca2d3507","13","ar_to_en","13","???????????D?","[4]","false","false","1","1","[]","false","false","false"
"685eec7fc5458871","13","ar_to_en","13","??CO??????I??","[23]","false","false","1","1","[]","false","false","false"
"686e47bae0cb91a0","13","ar_to_en","13","??A??????????","[18]","false","false","1","1","[]","false","false","false"
"687663e09d5364ff","11","ar_to_en","3","IC?","[14]","false","false","1","1","[]","false","false","false"
"6878de227051bf21","13","ar_to_en","13","??S??????????","[27]","false","false","1","1","[]","false","false","false"
"688bced133f5e057","13","ar_to_en","13","??D??????????","[29]","false","false","1","1","[]","false","false","false"
"688f641c38f6cc16","11","ar_to_en","11","??E????????","[11]","false","false","1","1","[]","false","false","false"
"6896ea39bdaa7a78","13","ar_to_en","4","???A","[28]","false","false","1","1","[]","false","false","false"
"68a0d6a524913413","11","ar_to_en","4","????","[27]","false","false","1","2","[""WARS""]","false","false","false"
"68a1b2d09f93fd24","13","ar_to_en","5","??A??","[5]","false","false","1","2","[""REACH""]","false","false","false"
"68a616c900f83815","13","ar_to_en","5","??A??","[11]","false","false","1","3","[""AWARE"",""PEARL""]","false","false","false"
"68a7c6312309b92c","13","ar_to_en","8","?????AN?","[3]","false","false","1","1","[]","false","false","false"
"68aaec8a4d805060","13","ar_to_en","3","?F?","[11]","false","false","1","1","[]","false","false","false"
"68b849cc7e9ab9e4","11","ar_to_en","5","?????","[21]","false","false","1","1","[]","false","false","false"
"68c8144a4ce3ee91","13","ar_to_en","13","??????????T??","[15]","false","false","1","1","[]","false","false","false"
"68cf19706f9368bd","11","ar_to_en","6","??D???","[9]","false","false","1","1","[]","false","false","false"
"68e37f947fe5e738","13","ar_to_en","5","?F???","[29]","false","false","1","1","[]","false","false","false"
"68f08ef56102b39a","13","ar_to_en","7","???????","[23]","false","false","1","1","[]","false","false","false"
"68f358009abe42e0","11","ar_to_en","4","??Y?","[27]","false","false","1","1","[]","false","false","false"
"68f9b7e8f56386d8","11","ar_to_en","5","??F??","[16]","false","false","1","1","[]","false","false","false"
"6902d6a5482234f6","11","ar_to_en","7","TISN???","[25]","false","false","1","1","[]","false","false","false"
"69051a8b107f69e0","13","ar_to_en","4","?NT?","[8]","false","false","1","1","[]","false","false","false"
"690a3cf76b24bac2","11","ar_to_en","11","??L????????","[23]","false","false","1","2","[""COLLECTIONS""]","false","false","false"
"691a24b594aa53f1","13","ar_to_en","8","??E??P??","[7]","false","false","1","1","[]","false","false","false"
"691a6907052e9e50","13","ar_to_en","3","CO?","[11]","false","false","1","1","[]","false","false","false"
"691b86fe6b806765","13","ar_to_en","3","?F?","[10]","false","false","1","1","[]","false","false","false"
"6920edc4047cc899","13","ar_to_en","13","??I???N???C??","[7]","false","false","1","1","[]","false","false","false"
"694524488e321598","13","ar_to_en","3","DD?","[4]","false","false","1","1","[]","false","false","false"
"6945eaf4c4bf41fb","13","ar_to_en","13","??E??????????","[29]","false","false","1","1","[]","false","false","false"
"6951905c30821d30","13","ar_to_en","13","?????????N???","[18]","false","false","1","1","[]","false","false","false"
"69519ee8c3d18b9f","13","ar_to_en","3","?OT","[13]","false","false","1","1","[]","false","false","false"
"69569786de6b7938","11","ar_to_en","4","????","[24]","false","false","1","2","[""ECHO""]","false","false","false"
"695a7f99a6cacf8b","11","ar_to_en","4","?SLE","[11]","false","false","1","1","[]","false","false","false"
"696114ddb7c8e79a","13","ar_to_en","3","?F?","[5]","false","false","1","1","[]","false","false","false"
"69666972305d3bff","13","ar_to_en","3","?GA","[24]","false","false","1","1","[]","false","false","false"
"696c26a31c4806e5","13","ar_to_en","4","??OH","[27]","false","false","1","1","[]","false","false","false"
"6989a3dccf11e421","11","ar_to_en","11","E??????????","[16]","false","false","1","1","[]","false","false","false"
"698db83f8030b7ed","13","ar_to_en","13","???????????V?","[5]","false","false","1","1","[]","false","false","false"
"69919cd848e8bdf2","13","ar_to_en","13","??L??????????","[27]","false","false","1","1","[]","false","false","false"
"6993e41e6561f8bb","13","ar_to_en","13","??????A??????","[1]","false","false","1","1","[]","false","false","false"
"699bc4798e1f3157","11","ar_to_en","3","???","[9]","false","false","1","1","[]","false","false","false"
"69a1b6e993ac32c2","13","ar_to_en","7","???????","[19]","false","false","1","1","[]","false","false","false"
"69a51e423dcad558","11","ar_to_en","6","??????","[12]","false","false","1","1","[]","false","false","false"
"69a993e98778ec43","13","ar_to_en","3","?LA","[6]","false","false","1","1","[]","false","false","false"
"69ada339ba9b2f98","13","ar_to_en","6","?EO???","[3]","false","false","1","1","[]","false","false","false"
"69b2811ecb49eb30","13","ar_to_en","13","?????????????","[13]","false","false","1","1","[]","false","false","false"
"69ba151d4dec805f","11","ar_to_en","11","??AS???????","[27]","false","false","1","1","[]","false","false","false"
"69c1c635db37fc74","11","ar_to_en","6","?L????","[17]","false","false","1","1","[]","false","false","false"
"69dbfe355c666e94","13","ar_to_en","8","????????","[30]","false","false","1","1","[]","false","false","false"
"69f02551d4c9ffef","13","ar_to_en","3","U??","[9]","false","false","1","1","[]","false","false","false"
"69fb08184d5b0218","13","ar_to_en","13","????????RET?I","[13]","false","false","1","1","[]","false","false","false"
"6a0093353d663ba8","13","ar_to_en","13","??I???C???N??","[6]","false","false","1","1","[]","false","false","false"
"6a11e8c1f6056bfc","13","ar_to_en","6","??????","[4]","false","false","1","5","[""APPEAL"",""HOSTED"",""MISSED"",""ASPECT""]","false","false","true"
"6a1bcff1e81cd530","13","ar_to_en","5","?????","[17]","false","false","1","2","[""ALONE""]","false","false","false"
"6a2c0609a76c12ed","13","ar_to_en","13","??C??????????","[9]","false","false","1","1","[]","false","false","false"
"6a348ad89c29a5aa","13","ar_to_en","13","??L??????????","[22]","false","false","1","1","[]","false","false","false"
"6a37e5de3b70d442","13","ar_to_en","3","?F?","[3]","false","false","1","1","[]","false","false","false"
"6a3be54cac4c47f2","13","ar_to_en","3","?NA","[12]","false","false","1","1","[]","false","false","false"
"6a4ae7ad42fb6061","13","ar_to_en","3","???","[3]","false","false","1","1","[]","false","false","false"
"6a4baa834690c08a","13","ar_to_en","13","??V??????????","[12]","false","false","1","1","[]","false","false","false"
"6a5262a8bb1e49ed","13","ar_to_en","3","??I","[28]","false","false","1","1","[]","false","false","false"
"6a53ef400341e948","11","ar_to_en","11","????O??ABLE","[14]","false","false","1","1","[]","false","false","false"
"6a6fdb7831db7517","13","ar_to_en","13","?????????????","[27]","false","false","1","1","[]","false","false","false"
"6a83b3809e136cad","13","ar_to_en","5","????M","[18]","false","false","1","1","[]","false","false","false"
"6a9c10e2f8c7e93a","13","ar_to_en","13","??????L??????","[26]","false","false","1","1","[]","false","false","false"
"6a9e1f3e26656da7","13","ar_to_en","13","??S??????????","[27]","false","false","1","1","[]","false","false","false"
"6aa26a00c6afd36e","13","ar_to_en","13","?C???????????","[2]","false","false","1","1","[]","false","false","false"
"6aa856fd7cd3a7e3","13","ar_to_en","6","?????I","[13]","false","false","1","4","[""IMPORT"",""IGNORE"",""INTENT""]","false","false","false"
"6ab3acf026c01125","11","ar_to_en","6","??E???","[1]","false","false","1","4","[""EXPECT"",""ASPECT"",""HONEST""]","false","false","false"
"6ac967b7afb66bdf","13","ar_to_en","8","??A?????","[3]","false","false","1","1","[]","false","false","false"
"6adcc2dc7d8d5150","13","ar_to_en","6","??????","[10]","false","false","1","6","[""ENABLE"",""DAMAGE"",""DELETE"",""FRAMES"",""GARAGE""]","false","false","true"
"6ae02af917e83d8f","11","ar_to_en","11","??N?VE?????","[17]","false","false","1","1","[]","false","false","false"
"6af052df771e046e","13","ar_to_en","3","?T?","[13]","false","false","1","1","[]","false","false","false"
"6afe27d9ab171032","13","ar_to_en","13","?????????????","[10]","false","false","1","1","[]","false","false","false"
"6b01cf6660eaae6e","11","ar_to_en","11","??I????????","[27]","false","false","1","1","[]","false","false","false"
"6b1fc417410fc9fc","13","ar_to_en","4","??OL","[23]","false","false","1","1","[]","false","false","false"
"6b22b91e03952eab","11","ar_to_en","4","????","[21]","false","false","1","2","[""TONE""]","false","false","false"
"6b25b6dddcb50f33","13","ar_to_en","3","?ND","[10]","false","false","1","1","[]","false","false","false"
"6b374c354f1443cc","13","ar_to_en","5","???X?","[8]","false","false","1","1","[]","false","false","false"
"6b41070e48a64e44","11","ar_to_en","3","??I","[2]","false","false","1","1","[]","false","false","false"
"6b440af92c5392a9","13","ar_to_en","7","????O??","[16]","false","false","1","1","[]","false","false","false"
"6b45bd8e31451c70","13","ar_to_en","13","??????????E??","[11]","false","false","1","1","[]","false","false","false"
"6b46fff5ab637800","13","ar_to_en","5","??P??","[15]","false","false","1","1","[]","false","false","false"
"6b470fbe84780932","11","ar_to_en","6","??????","[21]","false","false","1","1","[]","false","false","false"
"6b5a9f95e8e2bdef","11","ar_to_en","3","RO?","[10]","false","false","1","1","[]","false","false","false"
"6b6aebd017eb4ad2","11","ar_to_en","11","???????????","[24]","false","false","1","1","[]","false","false","false"
"6ba1e3ad34c206f2","11","ar_to_en","3","?N?","[9]","false","false","1","1","[]","false","false","false"
"6ba1f7c2be395a1f","13","ar_to_en","3","?S?","[19]","false","false","1","1","[]","false","false","false"
"6ba56b24de6c54c6","11","ar_to_en","6","??ET??","[1]","false","false","1","1","[]","false","false","false"
"6ba7bd68508f9ceb","13","ar_to_en","6","????EM","[22]","false","false","1","1","[]","false","false","false"
"6bd231944ded394e","13","ar_to_en","13","??R??????????","[14]","false","false","1","1","[]","false","false","false"
"6bd4eeeceb7433cd","11","ar_to_en","6","?RI???","[9]","false","false","1","1","[]","false","false","false"
"6bdf18f23d24214d","11","ar_to_en","3","?NN","[14]","false","false","1","1","[]","false","false","false"
"6be9640e5bf716a8","13","ar_to_en","13","??N??????????","[8]","false","false","1","1","[]","false","false","false"
"6bfcf32e86ccf45e","13","ar_to_en","7","?EFE???","[22]","false","false","1","2","[""DEFENCE""]","false","false","false"
"6c02deb2285f7e09","13","ar_to_en","13","??????????V??","[23]","false","false","1","1","[]","false","false","false"
"6c0b196c97da2b91","13","ar_to_en","5","?????","[23]","false","false","1","2","[""TOOTH""]","false","false","false"
"6c0e749e546c80d0","13","ar_to_en","6","?????I","[13]","false","false","1","2","[""INDEED""]","false","false","false"
"6c4076be85755f3b","13","ar_to_en","13","?RE??????????","[24]","false","false","1","1","[]","false","false","false"
"6c5efd46279c484e","11","ar_to_en","11","?????????S?","[16]","false","false","1","1","[]","false","false","false"
"6c684e74c2c54cd5","11","ar_to_en","4","????","[12]","false","false","1","1","[]","false","false","false"
"6c7df7ae4e4becd6","11","ar_to_en","11","??V????????","[20]","false","false","1","1","[]","false","false","false"
"6c8188df586730c6","13","ar_to_en","6","??C???","[2]","false","false","1","1","[]","false","false","false"
"6ca32416a11db248","11","ar_to_en","11","?PP????TI??","[21]","false","false","1","1","[]","false","false","false"
"6cb38d387a70a551","13","ar_to_en","13","??????????E??","[11]","false","false","1","1","[]","false","false","false"
"6cbb7f39dc75769a","13","ar_to_en","13","??????????T??","[1]","false","false","1","1","[]","false","false","false"
"6cbc1269aa6219de","13","ar_to_en","5","????U","[18]","false","false","1","1","[]","false","false","false"
"6cd824bbd3d5811c","13","ar_to_en","6","??R???","[29]","false","false","1","1","[]","false","false","false"
"6ce57e6196e4c91e","13","ar_to_en","13","CON??????????","[28]","false","false","1","1","[]","false","false","false"
"6cecf87a1328fda2","11","ar_to_en","6","??A???","[11]","false","false","1","1","[]","false","false","false"
"6cf11a69e7d488bf","11","ar_to_en","7","???????","[21]","false","false","1","1","[]","false","false","false"
"6d0d05d66d91a73e","11","ar_to_en","7","???????","[20]","false","false","1","1","[]","false","false","false"
"6d115f2065bca803","13","ar_to_en","3","?T?","[15]","false","false","1","1","[]","false","false","false"
"6d26b81a6b64aad4","13","ar_to_en","6","??????","[27]","false","false","1","2","[""IGNORE""]","false","false","false"
"6d28954c933ef905","13","ar_to_en","13","??????????S??","[13]","false","false","1","1","[]","false","false","false"
"6d4854c66b07324a","13","ar_to_en","4","???I","[25]","false","false","1","1","[]","false","false","false"
"6d552be710352558","11","ar_to_en","6","?????T","[14]","false","false","1","1","[]","false","false","false"
"6d5cdbe42c9dd69a","13","ar_to_en","13","?I???????????","[21]","false","false","1","1","[]","false","false","false"
"6d66516fdaa2306e","13","ar_to_en","13","????????RETN?","[25]","false","false","1","1","[]","false","false","false"
"6d76c777f77a6020","11","ar_to_en","9","??N??????","[21]","false","false","1","1","[]","false","false","false"
"6d89fd7abd8fe088","13","ar_to_en","13","??????????I??","[22]","false","false","1","1","[]","false","false","false"
"6d8d111df8f1e517","11","ar_to_en","5","??I??","[25]","false","false","1","3","[""SLIDE"",""PRIDE""]","false","false","false"
"6d9c610dbebb2278","11","ar_to_en","5","??I??","[16]","false","false","1","1","[]","false","false","false"
"6d9f9a081cc7f65a","13","ar_to_en","7","???????","[27]","false","false","1","1","[]","false","false","false"
"6da6a42a34edfbac","11","ar_to_en","9","?????????","[10]","false","false","1","1","[]","false","false","false"
