"headwordIndex","translationIndex","english","original","status","register","confidence","allowedForEnToAr","allowedForArToEn","preferredForEnToAr","preferredForArToEn","partOfSpeech","reasonCode","reason","reviewer","sources","sourceId","referenceArabic","referenceConflict"
"2008","0","CREEK","كريك","review","uncertain","medium","","","","","uncertain","register-review","CREEK — كريك: Register or status of this borrowing/form needs evidence. Neither automatic dialect rejection nor unsupported MSA approval.","AI-assisted linguistic review","[]","2008:0","الخور","false"
"7945","0","BYE","باى","review","uncertain","medium","","","","","interjection","register-review","BYE — باى: Register or status of this borrowing/form needs evidence. Neither automatic dialect rejection nor unsupported MSA approval.","AI-assisted linguistic review","[]","7945:0","وداعاً","false"
"7945","1","BYE","باي","review","uncertain","medium","","","","","interjection","register-review","BYE — باي: Register or status of this borrowing/form needs evidence. Neither automatic dialect rejection nor unsupported MSA approval.","AI-assisted linguistic review","[]","7945:1","وداعاً","false"
"2013","1","SORTED","فرز","review","msa","medium","","","","","verb","construction-or-sense-review","SORTED — فرز: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","2013:1","فرزها","false"
"2013","2","SORTED","فرزها","review","msa","medium","","","","","verb","construction-or-sense-review","SORTED — فرزها: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","2013:2","فرزها","true"
"2914","0","LANE","لين","review","uncertain","medium","","","","","uncertain","register-review","LANE — لين: Register or status of this borrowing/form needs evidence. Neither automatic dialect rejection nor unsupported MSA approval.","AI-assisted linguistic review","[]","2914:0","لين","true"
"4411","1","GHOST","جوست","review","uncertain","medium","","","","","uncertain","register-review","GHOST — جوست: Register or status of this borrowing/form needs evidence. Neither automatic dialect rejection nor unsupported MSA approval.","AI-assisted linguistic review","[]","4411:1","شبح","false"
"4149","0","OLDEST","الاقدم","review","msa","medium","","","","","adjective","orthography-review","OLDEST — الاقدم: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","4149:0","أقدم","false"
"4149","1","OLDEST","اقدم","review","msa","medium","","","","","adjective","orthography-review","OLDEST — اقدم: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","4149:1","أقدم","false"
"3428","3","SOLAR","الطاقة الشمسية","review","msa","medium","","","","","noun","construction-or-sense-review","SOLAR — الطاقة الشمسية: الطاقة الشمسية is solar energy, adding a noun absent from the isolated adjective solar.","AI-assisted linguistic review","[]","3428:3","الطاقة الشمسية","true"
"2398","1","BATTLE","باتل","review","uncertain","medium","","","","","uncertain","register-review","BATTLE — باتل: Register or status of this borrowing/form needs evidence. Neither automatic dialect rejection nor unsupported MSA approval.","AI-assisted linguistic review","[]","2398:1","المعركة","false"
"3016","0","PRINCE","برنس","review","uncertain","medium","","","","","noun","register-review","PRINCE — برنس: Register or status of this borrowing/form needs evidence. Neither automatic dialect rejection nor unsupported MSA approval.","AI-assisted linguistic review","[]","3016:0","الأمير","false"
"3016","1","PRINCE","برينس","review","uncertain","medium","","","","","noun","register-review","PRINCE — برينس: Register or status of this borrowing/form needs evidence. Neither automatic dialect rejection nor unsupported MSA approval.","AI-assisted linguistic review","[]","3016:1","الأمير","false"
"3016","2","PRINCE","امير","review","msa","medium","","","","","noun","orthography-review","PRINCE — امير: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","3016:2","الأمير","false"
"3016","3","PRINCE","الامير","review","msa","medium","","","","","noun","orthography-review","PRINCE — الامير: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","3016:3","الأمير","false"
"2952","3","COLLECTIONS","التحصيل","review","msa","medium","","","","","noun","construction-or-sense-review","COLLECTIONS — التحصيل: التحصيل may describe collecting money as an activity; the plural object/process mapping needs context.","AI-assisted linguistic review","[]","2952:3","المجموعات","false"
"3327","2","HATE","حقد","review","msa","medium","","","","","noun","construction-or-sense-review","HATE — حقد: حقد is rancor/grudge, a more specific emotional meaning. Review this mapping without blanket synonym exclusion.","AI-assisted linguistic review","[]","3327:2","الكراهية","false"
"2979","0","PROCEEDINGS","الاجراءات","review","msa","medium","","","","","noun","orthography-review","PROCEEDINGS — الاجراءات: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","2979:0","الإجراءات","false"
"2078","2","BRANCH","برانش","review","uncertain","medium","","","","","uncertain","register-review","BRANCH — برانش: Register or status of this borrowing/form needs evidence. Neither automatic dialect rejection nor unsupported MSA approval.","AI-assisted linguistic review","[]","2078:2","فرع","false"
"3646","0","SPECIFICATION","مواصفات","review","msa","medium","","","","","noun","construction-or-sense-review","SPECIFICATION — مواصفات: مواصفات is plural specifications. A document can have a collective Arabic equivalent, but that construction needs support.","AI-assisted linguistic review","[]","3646:0","مواصفات","true"
"3646","1","SPECIFICATION","المواصفات","review","msa","medium","","","","","noun","construction-or-sense-review","SPECIFICATION — المواصفات: The article does not resolve the specification/specifications collective-document question; leave review.","AI-assisted linguistic review","[]","3646:1","مواصفات","false"
"2094","0","MANAGE","ادارة","review","msa","medium","","","","","verb","orthography-review","MANAGE — ادارة: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","2094:0","إدارة","false"
"4026","2","SAND","ساند","review","uncertain","medium","","","","","uncertain","register-review","SAND — ساند: Register or status of this borrowing/form needs evidence. Neither automatic dialect rejection nor unsupported MSA approval.","AI-assisted linguistic review","[]","4026:2","الرمال","false"
"5188","1","ANNOUNCE","اعلن","review","msa","medium","","","","","verb","orthography-review","ANNOUNCE — اعلن: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","5188:1","إعلان","false"
"2341","0","REVENUE","ايرادات","review","msa","medium","","","","","noun","orthography-review","REVENUE — ايرادات: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","2341:0","الإيرادات","false"
"2341","1","REVENUE","الايرادات","review","msa","medium","","","","","noun","orthography-review","REVENUE — الايرادات: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","2341:1","الإيرادات","false"
"2341","2","REVENUE","ايراد","review","msa","medium","","","","","noun","orthography-review","REVENUE — ايراد: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","2341:2","الإيرادات","false"
"4437","1","IGNORE","اهمل","review","msa","medium","","","","","verb","orthography-review","IGNORE — اهمل: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","4437:1","تجاهل","false"
"4469","0","PLATES","لوحات","review","msa","medium","","","","","noun","construction-or-sense-review","PLATES — لوحات: لوحات can be plates/signs but not necessarily dishes; a specific sense needs confirmation.","AI-assisted linguistic review","[]","4469:0","لوحات","true"
"3554","2","ECHO","ايكو","review","uncertain","medium","","","","","uncertain","register-review","ECHO — ايكو: Register or status of this borrowing/form needs evidence. Neither automatic dialect rejection nor unsupported MSA approval.","AI-assisted linguistic review","[]","3554:2","صدى","false"
"3859","0","STEREO","المسجل","review","msa","medium","","","","","noun","construction-or-sense-review","STEREO — المسجل: المسجل denotes a recorder; stereo is a sound system/format and need not record.","AI-assisted linguistic review","[]","3859:0","ستيريو","false"
"3859","1","STEREO","ستيريو","review","uncertain","medium","","","","","noun","register-review","STEREO — ستيريو: Register or status of this borrowing/form needs evidence. Neither automatic dialect rejection nor unsupported MSA approval.","AI-assisted linguistic review","[]","3859:1","ستيريو","true"
"3127","1","COMEDY","كوميدي","review","msa","medium","","","","","adjective","construction-or-sense-review","COMEDY — كوميدي: كوميدي can be comedic or comedian. It does not straightforwardly supply comedy as a genre noun.","AI-assisted linguistic review","[]","3127:1","كوميديا","false"
"3412","0","SHELL","شيل","review","uncertain","medium","","","","","uncertain","register-review","SHELL — شيل: Register or status of this borrowing/form needs evidence. Neither automatic dialect rejection nor unsupported MSA approval.","AI-assisted linguistic review","[]","3412:0","قذيفة","false"
"3202","0","GENRE","النوع","review","msa","medium","","","","","noun","construction-or-sense-review","GENRE — النوع: النوع broadly means type; an artistic genre context is needed before treating this as a direct learner clue.","AI-assisted linguistic review","[]","3202:0","النوع","true"
"2666","0","FEAR","خو","review","msa","high","false","false","false","false","uncertain","unsuitable-pending-review","FEAR — خو: خو is truncated or unidentified, not a natural MSA fear noun. Preserve withheld for review.","AI-assisted linguistic review","[]","2666:0","الخوف","false"
"3206","0","TESTED","اختبارها","review","msa","medium","","","","","verb","construction-or-sense-review","TESTED — اختبارها: اختبارها is normally testing it/her; a supplied construction is needed for tested.","AI-assisted linguistic review","[]","3206:0","اختبارها","true"
"2515","0","ULTIMATE","نهاية المطاف","review","msa","high","false","false","false","false","noun","unsuitable-pending-review","ULTIMATE — نهاية المطاف: نهاية المطاف means the eventual endpoint, not the isolated ultimate adjective. Preserve without inventing a repair.","AI-assisted linguistic review","[]","2515:0","نهاية المطاف","true"
"3976","3","CRACK","الكراك","review","uncertain","medium","","","","","noun","register-review","CRACK — الكراك: Register or status of this borrowing/form needs evidence. Neither automatic dialect rejection nor unsupported MSA approval.","AI-assisted linguistic review","[]","3976:3","الكراك","true"
"1986","1","AUCTIONS","المناقصات","review","msa","high","false","false","false","false","noun","unsuitable-pending-review","A potentially misleading or malformed relationship remains excluded pending review; a categorical rejection is not sufficiently established. Second pass: Reverse auctions and procurement bidding complicate a categorical distinction. Ordinary tenders are not a direct learner equivalent, but defer final rejection pending a supported procurement sense.","AI-assisted linguistic review","[]","1986:1","المزادات","false"
"1991","1","SIGNED","توقيع","review","msa","medium","","","","","noun","construction-or-sense-review","SIGNED — توقيع: توقيع is signing/signature, not unambiguously the completed signed predicate; review the construction.","AI-assisted linguistic review","[]","1991:1","وقعت","false"
"3809","0","GRACE","جريس","review","uncertain","medium","","","","","uncertain","register-review","GRACE — جريس: Register or status of this borrowing/form needs evidence. Neither automatic dialect rejection nor unsupported MSA approval.","AI-assisted linguistic review","[]","3809:0","نعمة","false"
"3809","2","GRACE","غريس","review","uncertain","medium","","","","","uncertain","register-review","GRACE — غريس: Register or status of this borrowing/form needs evidence. Neither automatic dialect rejection nor unsupported MSA approval.","AI-assisted linguistic review","[]","3809:2","نعمة","false"
"3809","3","GRACE","غرايس","review","uncertain","medium","","","","","uncertain","register-review","GRACE — غرايس: Register or status of this borrowing/form needs evidence. Neither automatic dialect rejection nor unsupported MSA approval.","AI-assisted linguistic review","[]","3809:3","نعمة","false"
"2867","1","SALT","سولت","review","uncertain","medium","","","","","uncertain","register-review","SALT — سولت: Register or status of this borrowing/form needs evidence. Neither automatic dialect rejection nor unsupported MSA approval.","AI-assisted linguistic review","[]","2867:1","ملح","false"
"2425","1","ACID","حامض","review","msa","medium","","","","","adjective","construction-or-sense-review","ACID — حامض: حامض is also used as an acid noun but primarily reads sour here; leave noun/adjective terminology for review.","AI-assisted linguistic review","[]","2425:1","حمض","false"
"2554","1","CREATION","انشاء","review","msa","medium","","","","","noun","orthography-review","CREATION — انشاء: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","2554:1","إنشاء","false"
"2554","2","CREATION","الانشاء","review","msa","medium","","","","","noun","orthography-review","CREATION — الانشاء: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","2554:2","إنشاء","false"
"4079","1","ALIVE","احياء","review","msa","medium","","","","","adjective","orthography-review","ALIVE — احياء: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","4079:1","على قيد الحياة","false"
"3352","0","AVATAR","الأفاتار","review","uncertain","medium","","","","","noun","register-review","AVATAR — الأفاتار: Register or status of this borrowing/form needs evidence. Neither automatic dialect rejection nor unsupported MSA approval.","AI-assisted linguistic review","[]","3352:0","الأفاتار","true"
"7003","0","LIP","ليب","review","uncertain","medium","","","","","uncertain","register-review","LIP — ليب: Register or status of this borrowing/form needs evidence. Neither automatic dialect rejection nor unsupported MSA approval.","AI-assisted linguistic review","[]","7003:0","شفاه","false"
"7003","1","LIP","شفاه","review","msa","medium","","","","","noun","construction-or-sense-review","LIP — شفاه: شفاه is lips plural; isolated lip is singular. Retain a possible collective rendering for review.","AI-assisted linguistic review","[]","7003:1","شفاه","true"
"2624","0","IMPORT","الواردات","review","msa","medium","","","","","noun","construction-or-sense-review","IMPORT — الواردات: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","2624:0","استيراد","false"
"1912","3","CLAIM","ألف - المطالبة","review","msa","high","false","false","false","false","noun","unsuitable-pending-review","CLAIM — ألف - المطالبة: ألف - is an editorial enumeration label, not part of the Arabic claim expression.","AI-assisted linguistic review","[]","1912:3","ألف - المطالبة","true"
"5758","1","BOMB","بله","review","msa","high","false","false","false","false","uncertain","unsuitable-pending-review","BOMB — بله: بله is not an established bomb equivalent; preserve the unidentified/corrupted form withheld.","AI-assisted linguistic review","[]","5758:1","قنبلة","false"
"3374","0","CONTEST","مسابقه","review","msa","medium","","","","","noun","orthography-review","CONTEST — مسابقه: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","3374:0","مسابقة","false"
"2074","0","GOALS","اهداف","review","msa","medium","","","","","noun","orthography-review","GOALS — اهداف: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","2074:0","الأهداف","false"
"2074","1","GOALS","الاهداف","review","msa","medium","","","","","noun","orthography-review","GOALS — الاهداف: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","2074:1","الأهداف","false"
"3171","0","NEITHER","ولا حتى","review","msa","high","false","false","false","false","conjunction","unsuitable-pending-review","NEITHER — ولا حتى: ولا حتى means not even, not neither; the negative construction is materially different and needs review.","AI-assisted linguistic review","[]","3171:0","ولا حتى","true"
"1917","0","HEAT","الحراره","review","msa","medium","","","","","noun","orthography-review","HEAT — الحراره: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1917:0","الحرارة","false"
"1917","1","HEAT","هيت","review","uncertain","medium","","","","","uncertain","register-review","HEAT — هيت: Register or status of this borrowing/form needs evidence. Neither automatic dialect rejection nor unsupported MSA approval.","AI-assisted linguistic review","[]","1917:1","الحرارة","false"
"3715","0","GREY","غراي","review","uncertain","medium","","","","","uncertain","register-review","GREY — غراي: Register or status of this borrowing/form needs evidence. Neither automatic dialect rejection nor unsupported MSA approval.","AI-assisted linguistic review","[]","3715:0","رمادي","false"
"2028","0","TAGS","الاشارات","review","msa","medium","","","","","noun","orthography-review","TAGS — الاشارات: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","2028:0","الوسوم","false"
"2028","1","TAGS","اشارات","review","msa","medium","","","","","noun","orthography-review","TAGS — اشارات: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","2028:1","الوسوم","false"
"3048","2","LAUNCH","اطلاق","review","msa","medium","","","","","noun","orthography-review","LAUNCH — اطلاق: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","3048:2","الإطلاق","false"
"3048","3","LAUNCH","الاطلاق","review","msa","medium","","","","","noun","orthography-review","LAUNCH — الاطلاق: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","3048:3","الإطلاق","false"
"3845","0","FOREVER","للابد","review","msa","medium","","","","","adverb","orthography-review","FOREVER — للابد: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","3845:0","إلى الأبد","false"
"3845","1","FOREVER","الابد","review","msa","medium","","","","","noun","orthography-review","FOREVER — الابد: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","3845:1","إلى الأبد","false"
"1677","0","RESPECTIVE","كل منها","review","msa","medium","","","","","adjective","construction-or-sense-review","RESPECTIVE — كل منها: كل منها expresses each of them; the corresponding/distributive adjective requires a construction.","AI-assisted linguistic review","[]","1677:0","كل منها","true"
"2302","0","IRON","حديدي","review","msa","medium","","","","","adjective","construction-or-sense-review","IRON — حديدي: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","2302:0","الحديد","false"
"2400","0","ANIME","الانمي","review","msa","medium","","","","","noun","orthography-review","ANIME — الانمي: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","2400:0","أنيمي","false"
"2400","1","ANIME","أنيمي","review","uncertain","medium","","","","","noun","register-review","ANIME — أنيمي: Register or status of this borrowing/form needs evidence. Neither automatic dialect rejection nor unsupported MSA approval.","AI-assisted linguistic review","[]","2400:1","أنيمي","true"
"2671","0","SHARES","مشاركات","review","msa","medium","","","","","noun","construction-or-sense-review","SHARES — مشاركات: مشاركات may be sharing posts/participations, not necessarily shares in isolation; leave sense review.","AI-assisted linguistic review","[]","2671:0","أسهم","false"
"2671","1","SHARES","المشاركات","review","msa","medium","","","","","noun","construction-or-sense-review","SHARES — المشاركات: The article does not establish the intended web-sharing noun sense.","AI-assisted linguistic review","[]","2671:1","أسهم","false"
"2727","4","LUXURY","الفاخرة","review","msa","medium","","","","","adjective","construction-or-sense-review","LUXURY — الفاخرة: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","2727:4","الفخامة","false"
"1695","0","NETWORKING","للتواصل","review","msa","medium","","","","","noun","construction-or-sense-review","NETWORKING — للتواصل: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","1695:0","الربط الشبكي","false"
"1697","0","AUSTRALIAN","استراليا","review","msa","medium","","","","","noun","orthography-review","AUSTRALIAN — استراليا: استراليا denotes the country and has spelling issues; it is not the demonym/adjective. Leave unapproved for later review.","AI-assisted linguistic review","[]","1697:0","استرالي","false"
"1697","1","AUSTRALIAN","الاسترالية","review","msa","medium","","","","","adjective","orthography-review","AUSTRALIAN — الاسترالية: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1697:1","استرالي","false"
"1697","2","AUSTRALIAN","الاسترالي","review","msa","medium","","","","","adjective","orthography-review","AUSTRALIAN — الاسترالي: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1697:2","استرالي","false"
"1697","3","AUSTRALIAN","استرالي","review","msa","medium","","","","","adjective","orthography-review","AUSTRALIAN — استرالي: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1697:3","استرالي","true"
"1914","1","PERMISSION","الاذن","review","msa","medium","","","","","noun","orthography-review","PERMISSION — الاذن: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1914:1","إذن","false"
"4381","0","COUPLES","الازواج","review","msa","medium","","","","","noun","orthography-review","COUPLES — الازواج: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","4381:0","الأزواج","false"
"4381","1","COUPLES","ازواج","review","msa","medium","","","","","noun","orthography-review","COUPLES — ازواج: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","4381:1","الأزواج","false"
"1722","1","GUIDELINES","ارشادات","review","msa","medium","","","","","noun","orthography-review","GUIDELINES — ارشادات: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1722:1","المبادئ التوجيهية","false"
"1725","0","BIBLE","التوراة","review","msa","medium","","","","","noun","construction-or-sense-review","BIBLE — التوراة: التوراة is Torah, a subset/different canonical referent; do not broadly approve it as the entire Bible.","AI-assisted linguistic review","[]","1725:0","الكتاب المقدس","false"
"1725","1","BIBLE","الانجيل","review","msa","medium","","","","","noun","orthography-review","BIBLE — الانجيل: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1725:1","الكتاب المقدس","false"
"2006","0","INFORMED","علم","review","msa","medium","","","","","verb","construction-or-sense-review","INFORMED — علم: علم may mean knew or informed depending on vocalization/construction; the intended passive/active relationship needs context.","AI-assisted linguistic review","[]","2006:0","علم","true"
"1730","0","WEEKLY","اسبوعيا","review","msa","medium","","","","","adverb","orthography-review","WEEKLY — اسبوعيا: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1730:0","أسبوعي","false"
"1730","1","WEEKLY","الاسبوعية","review","msa","medium","","","","","adjective","orthography-review","WEEKLY — الاسبوعية: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1730:1","أسبوعي","false"
"1730","2","WEEKLY","اسبوعي","review","msa","medium","","","","","adjective","orthography-review","WEEKLY — اسبوعي: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1730:2","أسبوعي","false"
"1730","3","WEEKLY","الاسبوعي","review","msa","medium","","","","","adjective","orthography-review","WEEKLY — الاسبوعي: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1730:3","أسبوعي","false"
"1730","4","WEEKLY","اسبوعية","review","msa","medium","","","","","adjective","orthography-review","WEEKLY — اسبوعية: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1730:4","أسبوعي","false"
"1731","4","INSTALLATION","تركيب التثبيت","review","msa","high","false","false","false","false","noun","unsuitable-pending-review","INSTALLATION — تركيب التثبيت: تركيب التثبيت is a redundant compound, not a clean standalone installation label.","AI-assisted linguistic review","[]","1731:4","تركيب التثبيت","true"
"2812","2","PIECES","قطعه","review","msa","medium","","","","","uncertain","orthography-review","PIECES — قطعه: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","2812:2","قطعه","true"
"2953","0","AGES","اعمار","review","msa","medium","","","","","noun","orthography-review","AGES — اعمار: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","2953:0","الأعمار","false"
"2953","3","AGES","الاعمار","review","msa","medium","","","","","noun","orthography-review","AGES — الاعمار: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","2953:3","الأعمار","false"
"5528","2","RAT","رات","review","uncertain","medium","","","","","uncertain","register-review","RAT — رات: Register or status of this borrowing/form needs evidence. Neither automatic dialect rejection nor unsupported MSA approval.","AI-assisted linguistic review","[]","5528:2","فأر","false"
"5528","3","RAT","فار","review","msa","medium","","","","","noun","orthography-review","RAT — فار: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","5528:3","فأر","false"
"5528","4","RAT","فأر","review","msa","medium","","","","","noun","construction-or-sense-review","RAT — فأر: فأر most directly supplies mouse; broader rodent usage needs evidence before approval as rat.","AI-assisted linguistic review","[]","5528:4","فأر","true"
"6580","0","BUTLER","باتلر","review","uncertain","medium","","","","","uncertain","register-review","BUTLER — باتلر: Register or status of this borrowing/form needs evidence. Neither automatic dialect rejection nor unsupported MSA approval.","AI-assisted linguistic review","[]","6580:0","بتلر","false"
"6580","1","BUTLER","بتلر","review","uncertain","medium","","","","","uncertain","register-review","BUTLER — بتلر: Register or status of this borrowing/form needs evidence. Neither automatic dialect rejection nor unsupported MSA approval.","AI-assisted linguistic review","[]","6580:1","بتلر","true"
"3096","0","DENTAL","طب الأسنان","review","msa","medium","","","","","adjective","construction-or-sense-review","DENTAL — طب الأسنان: طب الأسنان is dentistry, not the isolated dental adjective; review a possible attributive construction.","AI-assisted linguistic review","[]","3096:0","طب الأسنان","true"
"1758","0","OLDER","الاقدم","review","msa","medium","","","","","adjective","orthography-review","OLDER — الاقدم: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1758:0","كبار السن","false"
"1758","1","OLDER","كبار السن","review","msa","medium","","","","","adjective","construction-or-sense-review","OLDER — كبار السن: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","1758:1","كبار السن","true"
"3655","0","AIRLINE","شركات الطيران","review","msa","medium","","","","","noun","construction-or-sense-review","AIRLINE — شركات الطيران: شركات الطيران is plural airline companies; keep the single-company presentation unresolved.","AI-assisted linguistic review","[]","3655:0","شركات الطيران","true"
"4519","0","ENABLES","تمكين","review","msa","medium","","","","","verb","construction-or-sense-review","ENABLES — تمكين: تمكين is enabling as an action noun; the finite enables relationship needs context, not automatic rejection of all verbal nouns.","AI-assisted linguistic review","[]","4519:0","تمكين","true"
"8693","1","DECLARE","اعلن","review","msa","medium","","","","","verb","orthography-review","DECLARE — اعلن: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","8693:1","إعلان","false"
"2310","0","DINING","الطعام","review","msa","medium","","","","","noun","construction-or-sense-review","DINING — الطعام: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","2310:0","الطعام","true"
