"headwordIndex","translationIndex","english","original","status","register","confidence","allowedForEnToAr","allowedForArToEn","preferredForEnToAr","preferredForArToEn","partOfSpeech","reasonCode","reason","reviewer","sources","sourceId","referenceArabic","referenceConflict","sense"
"2774","1","RELIEF","اغاثة","review","msa","medium","","","","","noun","orthography-review","RELIEF — اغاثة: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","2774:1","الإغاثة","false",""
"2774","2","RELIEF","الإغاثة","approved","msa","high","true","true","true","true","noun","natural-preferred","RELIEF — الإغاثة: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","2774:2","الإغاثة","false",""
"2001","0","ERRORS","الاخطاء","review","msa","medium","","","","","noun","orthography-review","ERRORS — الاخطاء: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","2001:0","أخطاء","false",""
"2001","1","ERRORS","اخطاء","review","msa","medium","","","","","noun","orthography-review","ERRORS — اخطاء: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","2001:1","أخطاء","false",""
"2001","2","ERRORS","أخطاء","approved","msa","high","true","true","true","true","noun","natural-preferred","ERRORS — أخطاء: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","2001:2","أخطاء","false",""
"2886","0","ACCURATE","دقيقا","approved","msa","high","true","true","false","false","adjective","valid-alternative","ACCURATE — دقيقا: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","2886:0","دقيقة","false",""
"2886","1","ACCURATE","دقيق","approved","msa","high","true","true","true","true","adjective","natural-preferred","ACCURATE — دقيق: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","2886:1","دقيقة","false",""
"2886","2","ACCURATE","دقيقة","approved","msa","high","true","true","false","false","adjective","valid-alternative","ACCURATE — دقيقة: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","2886:2","دقيقة","false",""
"1982","0","APARTMENTS","الشقق","approved","msa","high","true","true","false","false","noun","valid-alternative","APARTMENTS — الشقق: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","1982:0","شقق سكنية","false",""
"1982","1","APARTMENTS","شقق","approved","msa","high","true","true","true","true","noun","natural-preferred","APARTMENTS — شقق: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","1982:1","شقق سكنية","false",""
"1982","2","APARTMENTS","شقق سكنية","approved","msa","high","true","true","false","false","noun","valid-alternative","APARTMENTS — شقق سكنية: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","1982:2","شقق سكنية","false",""
"2551","0","BIRD","الطائر","approved","msa","high","true","true","false","false","noun","valid-alternative","BIRD — الطائر: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","2551:0","الطيور","false",""
"2551","1","BIRD","الطير","approved","msa","high","true","true","false","false","noun","valid-alternative","BIRD — الطير: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","2551:1","الطيور","false",""
"2551","2","BIRD","طائر","approved","msa","high","true","true","true","true","noun","natural-preferred","BIRD — طائر: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","2551:2","الطيور","false",""
"2551","3","BIRD","طير","approved","msa","high","true","true","false","false","noun","valid-alternative","BIRD — طير: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","2551:3","الطيور","false",""
"2551","4","BIRD","بيرد","review","uncertain","medium","","","","","uncertain","register-review","BIRD — بيرد: Register or status of this borrowing/form needs evidence. Neither automatic dialect rejection nor unsupported MSA approval.","AI-assisted linguistic review","[]","2551:4","الطيور","false",""
"2551","5","BIRD","عصفور","review","msa","medium","","","","","noun","construction-or-sense-review","BIRD — عصفور: عصفور is a narrower small bird/sparrow referent; review this species/general-category mapping.","AI-assisted linguistic review","[]","2551:5","الطيور","false",""
"2551","6","BIRD","الطيور","review","msa","medium","","","","","noun","construction-or-sense-review","BIRD — الطيور: الطيور is plural/class-level birds; presentation of an individual bird needs review.","AI-assisted linguistic review","[]","2551:6","الطيور","true",""
"5333","0","SING","غن","approved","msa","high","true","true","false","false","verb","valid-alternative","SING — غن: غن is the unvocalized imperative غنِّ. Final ي is correctly dropped in this imperative, not corruption.","AI-assisted linguistic review","[]","5333:0","الغناء","false",""
"5333","1","SING","اغني","review","msa","medium","","","","","verb","orthography-review","SING — اغني: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","5333:1","الغناء","false",""
"5333","2","SING","يغني","approved","msa","high","true","true","true","true","verb","natural-preferred","SING — يغني: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","5333:2","الغناء","false",""
"5333","3","SING","غني","approved","msa","high","true","true","false","false","verb","valid-alternative","SING — غني: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","5333:3","الغناء","false",""
"5333","4","SING","الغناء","approved","msa","high","true","true","false","false","verb","valid-alternative","SING — الغناء: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","5333:4","الغناء","false",""
"3203","0","SLIDE","انزلق","approved","msa","high","true","true","true","true","verb","natural-preferred","SLIDE — انزلق: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","3203:0","الشريحة","false",""
"3203","1","SLIDE","الشريحة","approved","msa","high","true","true","true","true","noun","natural-preferred","SLIDE — الشريحة: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","3203:1","الشريحة","false",""
"3203","2","SLIDE","انزلاق","approved","msa","high","true","true","false","false","noun","valid-alternative","SLIDE — انزلاق: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","3203:2","الشريحة","false",""
"3203","3","SLIDE","الانزلاق","approved","msa","high","true","true","false","false","noun","valid-alternative","SLIDE — الانزلاق: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","3203:3","الشريحة","false",""
"2508","0","POSTAL","البريدي","approved","msa","high","true","true","true","true","adjective","natural-preferred","POSTAL — البريدي: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","2508:0","البريد","false",""
"2508","1","POSTAL","البريد","review","msa","medium","","","","","noun","construction-or-sense-review","POSTAL — البريد: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","2508:1","البريد","true",""
"2910","0","EXTENT","مدى","approved","msa","high","true","true","true","true","noun","natural-preferred","EXTENT — مدى: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","2910:0","المدى","false",""
"2910","1","EXTENT","المدى","approved","msa","high","true","true","false","false","noun","valid-alternative","EXTENT — المدى: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","2910:1","المدى","false",""
"3854","0","NECK","الرقبة","approved","msa","high","true","true","false","false","noun","valid-alternative","NECK — الرقبة: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","3854:0","الرقبة","false",""
"3854","1","NECK","رقبة","approved","msa","high","true","true","false","false","noun","valid-alternative","NECK — رقبة: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","3854:1","الرقبة","false",""
"3854","2","NECK","عنق","approved","msa","high","true","true","true","true","noun","natural-preferred","NECK — عنق: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","3854:2","الرقبة","false",""
"3854","3","NECK","العنق","approved","msa","high","true","true","false","false","noun","valid-alternative","NECK — العنق: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","3854:3","الرقبة","false",""
"4166","0","COUPONS","قسائم","approved","msa","high","true","true","true","true","noun","natural-preferred","COUPONS — قسائم: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","4166:0","كوبونات","false",""
"4166","1","COUPONS","كوبونات","approved","msa","high","true","true","false","false","noun","valid-alternative","COUPONS — كوبونات: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","4166:1","كوبونات","false",""
"5227","0","SLEEVE","الكم","approved","msa","high","true","true","false","false","noun","valid-alternative","SLEEVE — الكم: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","5227:0","كم","false",""
"5227","1","SLEEVE","كم","approved","msa","high","true","true","true","true","noun","natural-preferred","SLEEVE — كم: كم is the ordinary sleeve noun كُمّ. The interrogative homograph does not make the relationship unsuitable.","AI-assisted linguistic review","[]","5227:1","كم","false",""
"2071","0","TOUCH","تلمس","approved","msa","high","true","true","false","false","verb","valid-alternative","TOUCH — تلمس: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","2071:0","لمسة اللمس","false",""
"2071","1","TOUCH","لمس","approved","msa","high","true","true","true","true","verb","natural-preferred","TOUCH — لمس: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","2071:1","لمسة اللمس","false",""
"2071","2","TOUCH","لمسة","approved","msa","high","true","true","true","true","noun","natural-preferred","TOUCH — لمسة: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","2071:2","لمسة اللمس","false",""
"2071","3","TOUCH","اللمس","approved","msa","high","true","true","false","false","noun","valid-alternative","TOUCH — اللمس: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","2071:3","لمسة اللمس","false",""
"2071","4","TOUCH","المس","approved","msa","high","true","true","false","false","verb","valid-alternative","TOUCH — المس: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","2071:4","لمسة اللمس","false",""
"2071","5","TOUCH","لمسة اللمس","review","msa","high","false","false","false","false","noun","unsuitable-pending-review","TOUCH — لمسة اللمس: لمسة اللمس is a redundant genitive label rather than a natural standalone equivalent; preserve pending review.","AI-assisted linguistic review","[]","2071:5","لمسة اللمس","true",""
"2357","0","DEPTH","عمق","approved","msa","high","true","true","true","true","noun","natural-preferred","DEPTH — عمق: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","2357:0","العمق","false",""
"2357","1","DEPTH","العمق","approved","msa","high","true","true","false","false","noun","valid-alternative","DEPTH — العمق: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","2357:1","العمق","false",""
"3439","0","EARN","تكسب","approved","msa","high","true","true","true","true","verb","natural-preferred","EARN — تكسب: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","3439:0","كسب","false",""
"3439","1","EARN","كسب","approved","msa","high","true","true","false","false","verb","valid-alternative","EARN — كسب: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","3439:1","كسب","false",""
"3439","2","EARN","اكسب","approved","msa","high","true","true","false","false","verb","valid-alternative","EARN — اكسب: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","3439:2","كسب","false",""
"2113","0","FACTS","الوقائع","approved","msa","high","true","true","false","false","noun","valid-alternative","FACTS — الوقائع: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","2113:0","حقائق","false",""
"2113","1","FACTS","وقائع","approved","msa","high","true","true","false","false","noun","valid-alternative","FACTS — وقائع: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","2113:1","حقائق","false",""
"2113","2","FACTS","الحقائق","approved","msa","high","true","true","false","false","noun","valid-alternative","FACTS — الحقائق: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","2113:2","حقائق","false",""
"2113","3","FACTS","حقائق","approved","msa","high","true","true","true","true","noun","natural-preferred","FACTS — حقائق: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","2113:3","حقائق","false",""
"1903","0","CRIME","جريمة","approved","msa","high","true","true","true","true","noun","natural-preferred","CRIME — جريمة: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","1903:0","الجريمة","false",""
"1903","1","CRIME","الجريمة","approved","msa","high","true","true","false","false","noun","valid-alternative","CRIME — الجريمة: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","1903:1","الجريمة","false",""
"1903","2","CRIME","الجرائم","review","msa","medium","","","","","noun","construction-or-sense-review","CRIME — الجرائم: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","1903:2","الجريمة","false",""
"1905","0","BREAST","الصدر","approved","msa","high","true","true","false","false","noun","valid-alternative","BREAST — الصدر: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","1905:0","الثدي","false",""
"1905","1","BREAST","الثدي","approved","msa","high","true","true","true","true","noun","natural-preferred","BREAST — الثدي: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","1905:1","الثدي","false",""
"2739","0","EASIER","اسهل","review","msa","medium","","","","","adjective","orthography-review","EASIER — اسهل: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","2739:0","أسهل","false",""
"2739","1","EASIER","أسهل","approved","msa","high","true","true","true","true","adjective","natural-preferred","EASIER — أسهل: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","2739:1","أسهل","false",""
"5184","0","INTENT","القصد","approved","msa","high","true","true","false","false","noun","valid-alternative","INTENT — القصد: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","5184:0","القصد","false",""
"5184","1","INTENT","نية","approved","msa","high","true","true","true","true","noun","natural-preferred","INTENT — نية: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","5184:1","القصد","false",""
"5184","2","INTENT","النية","approved","msa","high","true","true","false","false","noun","valid-alternative","INTENT — النية: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","5184:2","القصد","false",""
"3959","0","LUCK","حظ","approved","msa","high","true","true","true","true","noun","natural-preferred","LUCK — حظ: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","3959:0","حظ سعيد","false",""
"3959","1","LUCK","الحظ","approved","msa","high","true","true","false","false","noun","valid-alternative","LUCK — الحظ: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","3959:1","حظ سعيد","false",""
"3959","2","LUCK","حظ سعيد","review","msa","medium","","","","","noun","construction-or-sense-review","LUCK — حظ سعيد: حظ سعيد adds good to luck; suitable as a wish but the isolated noun mapping needs context.","AI-assisted linguistic review","[]","3959:2","حظ سعيد","true",""
"2304","0","SCRIPT","سيناريو","approved","msa","high","true","true","true","true","noun","natural-preferred","SCRIPT — سيناريو (screenplay): Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","2304:0","سكربت","false","screenplay"
"2304","1","SCRIPT","السيناريو","approved","msa","high","true","true","false","false","noun","valid-alternative","SCRIPT — السيناريو (screenplay): Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","2304:1","سكربت","false","screenplay"
"2304","2","SCRIPT","نص","approved","msa","high","true","true","false","false","noun","valid-alternative","SCRIPT — نص: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","2304:2","سكربت","false",""
"2304","3","SCRIPT","النص","approved","msa","high","true","true","false","false","noun","valid-alternative","SCRIPT — النص: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","2304:3","سكربت","false",""
"2304","4","SCRIPT","سكربت","review","uncertain","medium","","","","","noun","register-review","SCRIPT — سكربت: Register or status of this borrowing/form needs evidence. Neither automatic dialect rejection nor unsupported MSA approval.","AI-assisted linguistic review","[]","2304:4","سكربت","true",""
"2185","0","SHIRTS","قمصان","approved","msa","high","true","true","true","true","noun","natural-preferred","SHIRTS — قمصان: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","2185:0","قمصان","false",""
"2185","1","SHIRTS","القمصان","approved","msa","high","true","true","false","false","noun","valid-alternative","SHIRTS — القمصان: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","2185:1","قمصان","false",""
"1943","0","ALONE","لوحدي","review","uncertain","medium","","","","","adverb","register-review","ALONE — لوحدي: The prefixed form لوحدي needs register/construction evidence. Informality alone is not a dialect verdict.","AI-assisted linguistic review","[]","1943:0","وحيد","false",""
"1943","1","ALONE","وحده","approved","msa","high","true","true","false","false","adverb","valid-alternative","ALONE — وحده: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","1943:1","وحيد","false",""
"1943","2","ALONE","وحيد","approved","msa","high","true","true","true","true","adjective","natural-preferred","ALONE — وحيد: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","1943:2","وحيد","false",""
"1943","3","ALONE","وحيدة","approved","msa","high","true","true","false","false","adjective","valid-alternative","ALONE — وحيدة: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","1943:3","وحيد","false",""
"1943","4","ALONE","وحدي","review","msa","medium","","","","","adverb","construction-or-sense-review","ALONE — وحدي: وحدي adds first-person reference; retain for contextual learner review rather than universal approval.","AI-assisted linguistic review","[]","1943:4","وحيد","false",""
"4418","0","PRIDE","الكبرياء","approved","msa","high","true","true","false","false","noun","valid-alternative","PRIDE — الكبرياء: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","4418:0","الفخر","false",""
"4418","1","PRIDE","فخر","approved","msa","high","true","true","true","true","noun","natural-preferred","PRIDE — فخر: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","4418:1","الفخر","false",""
"4418","2","PRIDE","الفخر","approved","msa","high","true","true","false","false","noun","valid-alternative","PRIDE — الفخر: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","4418:2","الفخر","false",""
"4418","3","PRIDE","كبرياء","approved","msa","high","true","true","false","false","noun","valid-alternative","PRIDE — كبرياء: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","4418:3","الفخر","false",""
"2790","0","TENNIS","تنس","approved","msa","high","true","true","true","true","noun","natural-preferred","TENNIS — تنس: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","2790:0","التنس","false",""
"2790","1","TENNIS","التنس","approved","msa","high","true","true","false","false","noun","valid-alternative","TENNIS — التنس: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","2790:1","التنس","false",""
"3603","0","DEPOSIT","وديعة","approved","msa","high","true","true","true","true","noun","natural-preferred","DEPOSIT — وديعة: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","3603:0","إيداع الودائع","false",""
"3603","1","DEPOSIT","الودائع","review","msa","medium","","","","","noun","construction-or-sense-review","DEPOSIT — الودائع: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","3603:1","إيداع الودائع","false",""
"3603","2","DEPOSIT","إيداع الودائع","review","msa","medium","","","","","noun","construction-or-sense-review","DEPOSIT — إيداع الودائع: إيداع الودائع describes depositing deposits; the redundancy and action/object relationship need review.","AI-assisted linguistic review","[]","3603:2","إيداع الودائع","true",""
"2607","0","RINGS","الحلقات","approved","msa","high","true","true","false","false","noun","valid-alternative","RINGS — الحلقات (loops): Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","2607:0","حلقات","false","loops"
"2607","1","RINGS","خواتم","approved","msa","high","true","true","true","true","noun","natural-preferred","RINGS — خواتم (jewelry): Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","2607:1","حلقات","false","jewelry"
"2607","2","RINGS","حلقات","approved","msa","high","true","true","false","false","noun","valid-alternative","RINGS — حلقات (loops): Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","2607:2","حلقات","false","loops"
"2607","3","RINGS","الخواتم","approved","msa","high","true","true","false","false","noun","valid-alternative","RINGS — الخواتم (jewelry): Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","2607:3","حلقات","false","jewelry"
"3647","0","PEARL","اللؤلؤ","approved","msa","high","true","true","false","false","noun","valid-alternative","PEARL — اللؤلؤ: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","3647:0","لؤلؤ","false",""
"3647","1","PEARL","بيرل","review","uncertain","medium","","","","","uncertain","register-review","PEARL — بيرل: Register or status of this borrowing/form needs evidence. Neither automatic dialect rejection nor unsupported MSA approval.","AI-assisted linguistic review","[]","3647:1","لؤلؤ","false",""
"3647","2","PEARL","اللؤلؤة","approved","msa","high","true","true","false","false","noun","valid-alternative","PEARL — اللؤلؤة: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","3647:2","لؤلؤ","false",""
"3647","3","PEARL","لؤلؤ","approved","msa","high","true","true","true","true","noun","natural-preferred","PEARL — لؤلؤ: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","3647:3","لؤلؤ","false",""
"2243","0","ENDS","ينتهي","approved","msa","high","true","true","true","true","verb","natural-preferred","ENDS — ينتهي: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","2243:0","النهاية","false",""
"2243","1","ENDS","النهاية","review","msa","medium","","","","","noun","construction-or-sense-review","ENDS — النهاية: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","2243:1","النهاية","true",""
"3151","0","WONDER","عجب","approved","msa","high","true","true","true","true","noun","natural-preferred","WONDER — عجب: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","3151:0","عجب","false",""
"3686","0","MISSED","غاب","approved","msa","high","true","true","false","false","verb","valid-alternative","MISSED — غاب: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","3686:0","غاب","false",""
"3686","1","MISSED","فوت","approved","msa","high","true","true","true","true","verb","natural-preferred","MISSED — فوت (failed to catch or attend): Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","3686:1","غاب","false","failed to catch or attend"
"3686","2","MISSED","اشتقت","review","msa","medium","","","","","verb","construction-or-sense-review","MISSED — اشتقت: اشتقت expresses missing someone longingly, normally with a complement; the past transitive missed mapping needs construction support.","AI-assisted linguistic review","[]","3686:2","غاب","false",""
"2352","0","OCEAN","المحيطات","review","msa","medium","","","","","noun","construction-or-sense-review","OCEAN — المحيطات: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","2352:0","المحيط","false",""
"2352","1","OCEAN","المحيط","approved","msa","high","true","true","false","false","noun","valid-alternative","OCEAN — المحيط: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","2352:1","المحيط","false",""
"2352","2","OCEAN","محيط","approved","msa","high","true","true","true","true","noun","natural-preferred","OCEAN — محيط: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","2352:2","المحيط","false",""
"2272","0","STATED","صرح","approved","msa","high","true","true","true","true","verb","natural-preferred","STATED — صرح: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","2272:0","ذكر","false",""
"2272","1","STATED","ذكر","approved","msa","high","true","true","false","false","verb","valid-alternative","STATED — ذكر: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","2272:1","ذكر","false",""
"7695","0","TIDE","المد","approved","msa","high","true","true","false","false","noun","valid-alternative","TIDE — المد: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","7695:0","المد والجزر","false",""
"7695","1","TIDE","مد","approved","msa","high","true","true","true","true","noun","natural-preferred","TIDE — مد: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","7695:1","المد والجزر","false",""
"7695","2","TIDE","المد والجزر","approved","msa","high","true","true","false","false","noun","valid-alternative","TIDE — المد والجزر: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","7695:2","المد والجزر","false",""
