"sourceId","originalDecision","revisedDecision","reason","confidence"
"1046:1","{""headwordIndex"":1046,""translationIndex"":1,""english"":""LOWER"",""original"":""اخفض"",""status"":""review"",""register"":""msa"",""confidence"":""medium"",""allowedForEnToAr"":null,""allowedForArToEn"":null,""preferredForEnToAr"":null,""preferredForArToEn"":null,""partOfSpeech"":""adjective/verb"",""reasonCode"":""orthography-review"",""reason"":""LOWER — اخفض: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":1046,""translationIndex"":1,""english"":""LOWER"",""original"":""اخفض"",""status"":""review"",""register"":""msa"",""confidence"":""medium"",""allowedForEnToAr"":null,""allowedForArToEn"":null,""preferredForEnToAr"":null,""preferredForArToEn"":null,""partOfSpeech"":""adjective/verb"",""reasonCode"":""orthography-review"",""reason"":""اخفض requires an intended imperative or comparative reading and hamza; defer the written form."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","اخفض requires an intended imperative or comparative reading and hamza; defer the written form.","medium"
"959:1","{""headwordIndex"":959,""translationIndex"":1,""english"":""MONDAY"",""original"":""الأثنين"",""status"":""review"",""register"":""msa"",""confidence"":""medium"",""allowedForEnToAr"":null,""allowedForArToEn"":null,""preferredForEnToAr"":null,""preferredForArToEn"":null,""partOfSpeech"":""noun"",""reasonCode"":""orthography-review"",""reason"":""MONDAY — الأثنين: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":959,""translationIndex"":1,""english"":""MONDAY"",""original"":""الأثنين"",""status"":""review"",""register"":""msa"",""confidence"":""medium"",""allowedForEnToAr"":null,""allowedForArToEn"":null,""preferredForEnToAr"":null,""preferredForArToEn"":null,""partOfSpeech"":""noun"",""reasonCode"":""orthography-review"",""reason"":""الأثنين uses hamzat qat where the weekday convention is الاثنين; spelling review is appropriate."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","الأثنين uses hamzat qat where the weekday convention is الاثنين; spelling review is appropriate.","medium"
"825:1","{""headwordIndex"":825,""translationIndex"":1,""english"":""RISK"",""original"":""المخاطر"",""status"":""review"",""register"":""msa"",""confidence"":""medium"",""allowedForEnToAr"":null,""allowedForArToEn"":null,""preferredForEnToAr"":null,""preferredForArToEn"":null,""partOfSpeech"":""noun"",""reasonCode"":""construction-or-sense-review"",""reason"":""RISK — المخاطر: المخاطر is plural risks; a collective mapping may work in context but is not established here."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":825,""translationIndex"":1,""english"":""RISK"",""original"":""المخاطر"",""status"":""review"",""register"":""msa"",""confidence"":""medium"",""allowedForEnToAr"":null,""allowedForArToEn"":null,""preferredForEnToAr"":null,""preferredForArToEn"":null,""partOfSpeech"":""noun"",""reasonCode"":""construction-or-sense-review"",""reason"":""المخاطر can realize generic risk collectively. Do not reject merely for plural morphology, but leave the intended generic sense unresolved."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","المخاطر can realize generic risk collectively. Do not reject merely for plural morphology, but leave the intended generic sense unresolved.","medium"
"1068:3","{""headwordIndex"":1068,""translationIndex"":3,""english"":""DECISION"",""original"":""مقرر"",""status"":""review"",""register"":""msa"",""confidence"":""medium"",""allowedForEnToAr"":null,""allowedForArToEn"":null,""preferredForEnToAr"":null,""preferredForArToEn"":null,""partOfSpeech"":""noun"",""reasonCode"":""construction-or-sense-review"",""reason"":""DECISION — مقرر: مقرر can be decided/prescribed/course/rapporteur; the intended decision-noun reading is not clear enough to certify."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":1068,""translationIndex"":3,""english"":""DECISION"",""original"":""مقرر"",""status"":""review"",""register"":""msa"",""confidence"":""medium"",""allowedForEnToAr"":null,""allowedForArToEn"":null,""preferredForEnToAr"":null,""preferredForArToEn"":null,""partOfSpeech"":""noun"",""reasonCode"":""construction-or-sense-review"",""reason"":""مقرر may be a decision/resolution in some institutional uses, but also rapporteur/course/prescribed. Review this sense without a synonym-based ban."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","مقرر may be a decision/resolution in some institutional uses, but also rapporteur/course/prescribed. Review this sense without a synonym-based ban.","medium"
"1032:4","{""headwordIndex"":1032,""translationIndex"":4,""english"":""WISH"",""original"":""تمنياتي"",""status"":""review"",""register"":""msa"",""confidence"":""medium"",""allowedForEnToAr"":null,""allowedForArToEn"":null,""preferredForEnToAr"":null,""preferredForArToEn"":null,""partOfSpeech"":""verb/noun"",""reasonCode"":""construction-or-sense-review"",""reason"":""WISH — تمنياتي: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":1032,""translationIndex"":4,""english"":""WISH"",""original"":""تمنياتي"",""status"":""review"",""register"":""msa"",""confidence"":""medium"",""allowedForEnToAr"":null,""allowedForArToEn"":null,""preferredForEnToAr"":null,""preferredForArToEn"":null,""partOfSpeech"":""verb/noun"",""reasonCode"":""construction-or-sense-review"",""reason"":""تمنياتي means my wishes; WISH can occur in a greeting, but this added possession/number needs a supported construction."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","تمنياتي means my wishes; WISH can occur in a greeting, but this added possession/number needs a supported construction.","medium"
"987:4","{""headwordIndex"":987,""translationIndex"":4,""english"":""BAR"",""original"":""بار"",""status"":""review"",""register"":""uncertain"",""confidence"":""medium"",""allowedForEnToAr"":null,""allowedForArToEn"":null,""preferredForEnToAr"":null,""preferredForArToEn"":null,""partOfSpeech"":""noun"",""reasonCode"":""register-review"",""reason"":""BAR — بار: Register or status of this borrowing/form needs evidence. Neither automatic dialect rejection nor unsupported MSA approval."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":987,""translationIndex"":4,""english"":""BAR"",""original"":""بار"",""status"":""review"",""register"":""uncertain"",""confidence"":""medium"",""allowedForEnToAr"":null,""allowedForArToEn"":null,""preferredForEnToAr"":null,""preferredForArToEn"":null,""partOfSpeech"":""noun"",""reasonCode"":""register-review"",""reason"":""بار is a familiar loan for bar, but this pass has insufficient MSA-register evidence. Do not label it dialect merely because informal."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","بار is a familiar loan for bar, but this pass has insufficient MSA-register evidence. Do not label it dialect merely because informal.","medium"
"764:0","{""headwordIndex"":764,""translationIndex"":0,""english"":""BILL"",""original"":""بيل"",""status"":""review"",""register"":""uncertain"",""confidence"":""high"",""allowedForEnToAr"":false,""allowedForArToEn"":false,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""reasonCode"":""unsuitable-unclassified"",""reason"":""BILL — بيل: This rendering does not supply a natural learner equivalent of the English sense. Both directions withheld; register is unresolved so status remains review."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":764,""translationIndex"":0,""english"":""BILL"",""original"":""بيل"",""status"":""review"",""register"":""uncertain"",""confidence"":""high"",""allowedForEnToAr"":false,""allowedForArToEn"":false,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""reasonCode"":""unsuitable-unclassified"",""reason"":""بيل supplies a personal-name rendering of Bill, not the general bill/invoice sense. Exclude while register remains unclassified."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","بيل supplies a personal-name rendering of Bill, not the general bill/invoice sense. Exclude while register remains unclassified.","high"
"741:3","{""headwordIndex"":741,""translationIndex"":3,""english"":""DISTRICT"",""original"":""منطقة حي"",""status"":""review"",""register"":""msa"",""confidence"":""medium"",""allowedForEnToAr"":null,""allowedForArToEn"":null,""preferredForEnToAr"":null,""preferredForArToEn"":null,""partOfSpeech"":""noun"",""reasonCode"":""construction-or-sense-review"",""reason"":""DISTRICT — منطقة حي: منطقة حي is an awkward stacked phrase for district; preserve it for linguistic review without text editing."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":741,""translationIndex"":3,""english"":""DISTRICT"",""original"":""منطقة حي"",""status"":""review"",""register"":""msa"",""confidence"":""medium"",""allowedForEnToAr"":null,""allowedForArToEn"":null,""preferredForEnToAr"":null,""preferredForArToEn"":null,""partOfSpeech"":""noun"",""reasonCode"":""construction-or-sense-review"",""reason"":""منطقة حي is an awkward stacked district/neighborhood expression; preserve for review rather than rewriting."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","منطقة حي is an awkward stacked district/neighborhood expression; preserve for review rather than rewriting.","medium"
"763:2","{""headwordIndex"":763,""translationIndex"":2,""english"":""MATERIAL"",""original"":""مواد"",""status"":""review"",""register"":""msa"",""confidence"":""medium"",""allowedForEnToAr"":null,""allowedForArToEn"":null,""preferredForEnToAr"":null,""preferredForArToEn"":null,""partOfSpeech"":""noun"",""reasonCode"":""construction-or-sense-review"",""reason"":""MATERIAL — مواد: مواد is plural materials; retain potential collective use for review rather than rejecting number mechanically."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":763,""translationIndex"":2,""english"":""MATERIAL"",""original"":""مواد"",""status"":""review"",""register"":""msa"",""confidence"":""medium"",""allowedForEnToAr"":null,""allowedForArToEn"":null,""preferredForEnToAr"":null,""preferredForArToEn"":null,""partOfSpeech"":""noun"",""reasonCode"":""construction-or-sense-review"",""reason"":""مواد can naturally represent collective material, but the standalone intended sense remains uncertain. Do not reject plural morphology alone."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","مواد can naturally represent collective material, but the standalone intended sense remains uncertain. Do not reject plural morphology alone.","medium"
"680:1","{""headwordIndex"":680,""translationIndex"":1,""english"":""UPDATED"",""original"":""تحديث"",""status"":""review"",""register"":""msa"",""confidence"":""medium"",""allowedForEnToAr"":null,""allowedForArToEn"":null,""preferredForEnToAr"":null,""preferredForArToEn"":null,""partOfSpeech"":""adjective"",""reasonCode"":""construction-or-sense-review"",""reason"":""UPDATED — تحديث: تحديث is updating/update action; UPDATED may require a result-state reading. Defer rather than automatically reject Arabic masdar forms."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":680,""translationIndex"":1,""english"":""UPDATED"",""original"":""تحديث"",""status"":""review"",""register"":""msa"",""confidence"":""medium"",""allowedForEnToAr"":null,""allowedForArToEn"":null,""preferredForEnToAr"":null,""preferredForArToEn"":null,""partOfSpeech"":""adjective"",""reasonCode"":""construction-or-sense-review"",""reason"":""تحديث names updating; an action/result translation for UPDATED needs context. Hold for review rather than a blanket masdar ban."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","تحديث names updating; an action/result translation for UPDATED needs context. Hold for review rather than a blanket masdar ban.","medium"
"1029:1","{""headwordIndex"":1029,""translationIndex"":1,""english"":""HOPE"",""original"":""هوب"",""status"":""review"",""register"":""uncertain"",""confidence"":""high"",""allowedForEnToAr"":false,""allowedForArToEn"":false,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""reasonCode"":""unsuitable-unclassified"",""reason"":""HOPE — هوب: This rendering does not supply a natural learner equivalent of the English sense. Both directions withheld; register is unresolved so status remains review."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":1029,""translationIndex"":1,""english"":""HOPE"",""original"":""هوب"",""status"":""review"",""register"":""uncertain"",""confidence"":""high"",""allowedForEnToAr"":false,""allowedForArToEn"":false,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""reasonCode"":""unsuitable-unclassified"",""reason"":""هوب is not a certified MSA expression for hope; keep both exclusions without inventing a replacement."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","هوب is not a certified MSA expression for hope; keep both exclusions without inventing a replacement.","high"
"1076:0","{""headwordIndex"":1076,""translationIndex"":0,""english"":""ZIP"",""original"":""زيب"",""status"":""review"",""register"":""uncertain"",""confidence"":""high"",""allowedForEnToAr"":false,""allowedForArToEn"":false,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""reasonCode"":""unsuitable-unclassified"",""reason"":""ZIP — زيب: This rendering does not supply a natural learner equivalent of the English sense. Both directions withheld; register is unresolved so status remains review."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":1076,""translationIndex"":0,""english"":""ZIP"",""original"":""زيب"",""status"":""review"",""register"":""uncertain"",""confidence"":""high"",""allowedForEnToAr"":false,""allowedForArToEn"":false,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""reasonCode"":""unsuitable-unclassified"",""reason"":""زيب is phonetic and does not establish an MSA zip meaning; retain register review and exclusion."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","زيب is phonetic and does not establish an MSA zip meaning; retain register review and exclusion.","high"
"958:3","{""headwordIndex"":958,""translationIndex"":3,""english"":""KING"",""original"":""كينج"",""status"":""review"",""register"":""uncertain"",""confidence"":""high"",""allowedForEnToAr"":false,""allowedForArToEn"":false,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""reasonCode"":""unsuitable-unclassified"",""reason"":""KING — كينج: This rendering does not supply a natural learner equivalent of the English sense. Both directions withheld; register is unresolved so status remains review."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":958,""translationIndex"":3,""english"":""KING"",""original"":""كينج"",""status"":""review"",""register"":""uncertain"",""confidence"":""high"",""allowedForEnToAr"":false,""allowedForArToEn"":false,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""reasonCode"":""unsuitable-unclassified"",""reason"":""كينج is a name/transliteration rather than a certified general king equivalent; keep the valid ملك relationship separate."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","كينج is a name/transliteration rather than a certified general king equivalent; keep the valid ملك relationship separate.","high"
"1030:3","{""headwordIndex"":1030,""translationIndex"":3,""english"":""SILVER"",""original"":""سيلفر"",""status"":""review"",""register"":""uncertain"",""confidence"":""high"",""allowedForEnToAr"":false,""allowedForArToEn"":false,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun/adjective"",""reasonCode"":""unsuitable-unclassified"",""reason"":""SILVER — سيلفر: This rendering does not supply a natural learner equivalent of the English sense. Both directions withheld; register is unresolved so status remains review."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":1030,""translationIndex"":3,""english"":""SILVER"",""original"":""سيلفر"",""status"":""review"",""register"":""uncertain"",""confidence"":""high"",""allowedForEnToAr"":false,""allowedForArToEn"":false,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun/adjective"",""reasonCode"":""unsuitable-unclassified"",""reason"":""سيلفر is an English rendering not established as a natural MSA silver equivalent here."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","سيلفر is an English rendering not established as a natural MSA silver equivalent here.","high"
"1048:2","{""headwordIndex"":1048,""translationIndex"":2,""english"":""UNION"",""original"":""يونيون"",""status"":""review"",""register"":""uncertain"",""confidence"":""high"",""allowedForEnToAr"":false,""allowedForArToEn"":false,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""reasonCode"":""unsuitable-unclassified"",""reason"":""UNION — يونيون: This rendering does not supply a natural learner equivalent of the English sense. Both directions withheld; register is unresolved so status remains review."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":1048,""translationIndex"":2,""english"":""UNION"",""original"":""يونيون"",""status"":""review"",""register"":""uncertain"",""confidence"":""high"",""allowedForEnToAr"":false,""allowedForArToEn"":false,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""reasonCode"":""unsuitable-unclassified"",""reason"":""يونيون is not a certified general MSA union expression; الاتحاد and النقابة preserve valid meanings."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","يونيون is not a certified general MSA union expression; الاتحاد and النقابة preserve valid meanings.","high"
"962:1","{""headwordIndex"":962,""translationIndex"":1,""english"":""COPY"",""original"":""علم"",""status"":""rejected"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":false,""allowedForArToEn"":false,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun/verb"",""reasonCode"":""wrong-or-corrupt-relationship"",""reason"":""COPY — علم: علم means knowledge/science/flag or a distinct verb, not a natural copy equivalent."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":962,""translationIndex"":1,""english"":""COPY"",""original"":""علم"",""status"":""rejected"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":false,""allowedForArToEn"":false,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun/verb"",""reasonCode"":""wrong-or-corrupt-relationship"",""reason"":""علم denotes knowledge/science/flag or unrelated verbal meanings, not copy."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","علم denotes knowledge/science/flag or unrelated verbal meanings, not copy.","high"
"653:3","{""headwordIndex"":653,""translationIndex"":3,""english"":""SELF"",""original"":""سلف"",""status"":""review"",""register"":""uncertain"",""confidence"":""high"",""allowedForEnToAr"":false,""allowedForArToEn"":false,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""reasonCode"":""unsuitable-unclassified"",""reason"":""SELF — سلف: This rendering does not supply a natural learner equivalent of the English sense. Both directions withheld; register is unresolved so status remains review."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":653,""translationIndex"":3,""english"":""SELF"",""original"":""سلف"",""status"":""review"",""register"":""uncertain"",""confidence"":""high"",""allowedForEnToAr"":false,""allowedForArToEn"":false,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""reasonCode"":""unsuitable-unclassified"",""reason"":""سلف denotes predecessors/advance or a phonetic rendering, not self. Keep excluded while classification is unresolved."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","سلف denotes predecessors/advance or a phonetic rendering, not self. Keep excluded while classification is unresolved.","high"
"700:3","{""headwordIndex"":700,""translationIndex"":3,""english"":""SHORT"",""original"":""شورت"",""status"":""review"",""register"":""uncertain"",""confidence"":""high"",""allowedForEnToAr"":false,""allowedForArToEn"":false,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""adjective"",""reasonCode"":""unsuitable-unclassified"",""reason"":""SHORT — شورت: This rendering does not supply a natural learner equivalent of the English sense. Both directions withheld; register is unresolved so status remains review."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":700,""translationIndex"":3,""english"":""SHORT"",""original"":""شورت"",""status"":""review"",""register"":""uncertain"",""confidence"":""high"",""allowedForEnToAr"":false,""allowedForArToEn"":false,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""adjective"",""reasonCode"":""unsuitable-unclassified"",""reason"":""شورت usually refers to shorts, not the short property. Preserve it for review and retain the semantic exclusion."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","شورت usually refers to shorts, not the short property. Preserve it for review and retain the semantic exclusion.","high"
"715:0","{""headwordIndex"":715,""translationIndex"":0,""english"":""DUE"",""original"":""المستحقة"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""adjective"",""sense"":""owed"",""reasonCode"":""valid-alternative"",""reason"":""DUE — المستحقة (owed): Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":715,""translationIndex"":0,""english"":""DUE"",""original"":""المستحقة"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""adjective"",""sense"":""owed"",""reasonCode"":""valid-alternative"",""reason"":""المستحقة naturally expresses owed/due feminine; article and gender do not block either direction."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","المستحقة naturally expresses owed/due feminine; article and gender do not block either direction.","high"
"717:2","{""headwordIndex"":717,""translationIndex"":2,""english"":""FIVE"",""original"":""خمس"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""numeral"",""reasonCode"":""valid-alternative"",""reason"":""FIVE — خمس: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":717,""translationIndex"":2,""english"":""FIVE"",""original"":""خمس"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""numeral"",""reasonCode"":""valid-alternative"",""reason"":""خمس is a normal gender-conditioned five form; both directions valid despite خمسة alternative."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","خمس is a normal gender-conditioned five form; both directions valid despite خمسة alternative.","high"
"786:0","{""headwordIndex"":786,""translationIndex"":0,""english"":""ROCK"",""original"":""الصخرة"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""reasonCode"":""valid-alternative"",""reason"":""ROCK — الصخرة: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":786,""translationIndex"":0,""english"":""ROCK"",""original"":""الصخرة"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""reasonCode"":""valid-alternative"",""reason"":""الصخرة is a rock, valid with an article and no need for unique reverse translation."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","الصخرة is a rock, valid with an article and no need for unique reverse translation.","high"
"824:3","{""headwordIndex"":824,""translationIndex"":3,""english"":""BANK"",""original"":""البنك"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""sense"":""financial institution"",""reasonCode"":""valid-alternative"",""reason"":""BANK — البنك (financial institution): Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":824,""translationIndex"":3,""english"":""BANK"",""original"":""البنك"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""sense"":""financial institution"",""reasonCode"":""valid-alternative"",""reason"":""البنك is an ordinary financial bank; the article does not disallow it."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","البنك is an ordinary financial bank; the article does not disallow it.","high"
"860:1","{""headwordIndex"":860,""translationIndex"":1,""english"":""MAKES"",""original"":""يجعل"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""verb"",""sense"":""causes"",""reasonCode"":""valid-alternative"",""reason"":""MAKES — يجعل (causes): Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":860,""translationIndex"":1,""english"":""MAKES"",""original"":""يجعل"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""verb"",""sense"":""causes"",""reasonCode"":""valid-alternative"",""reason"":""يجعل means makes/causes; distinguish the causative sense from manufacturing, but allow reverse synonyms."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","يجعل means makes/causes; distinguish the causative sense from manufacturing, but allow reverse synonyms.","high"
"840:0","{""headwordIndex"":840,""translationIndex"":0,""english"":""CHOOSE"",""original"":""الاختيار"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""verb"",""reasonCode"":""valid-alternative"",""reason"":""CHOOSE — الاختيار: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":840,""translationIndex"":0,""english"":""CHOOSE"",""original"":""الاختيار"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""verb"",""reasonCode"":""valid-alternative"",""reason"":""الاختيار is an Arabic action noun for choosing, a natural action-label rendering of CHOOSE."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","الاختيار is an Arabic action noun for choosing, a natural action-label rendering of CHOOSE.","high"
"949:0","{""headwordIndex"":949,""translationIndex"":0,""english"":""ORDERS"",""original"":""الطلبات"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""sense"":""purchase orders"",""reasonCode"":""valid-alternative"",""reason"":""ORDERS — الطلبات (purchase orders): Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":949,""translationIndex"":0,""english"":""ORDERS"",""original"":""الطلبات"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""sense"":""purchase orders"",""reasonCode"":""valid-alternative"",""reason"":""الطلبات means orders/requests, including purchase orders; synonym ambiguity is fair with crossings."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","الطلبات means orders/requests, including purchase orders; synonym ambiguity is fair with crossings.","high"
"1018:2","{""headwordIndex"":1018,""translationIndex"":2,""english"":""MIND"",""original"":""العقل"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun/verb"",""sense"":""intellect"",""reasonCode"":""valid-alternative"",""reason"":""MIND — العقل (intellect): Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":1018,""translationIndex"":2,""english"":""MIND"",""original"":""العقل"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""sense"":""intellect"",""reasonCode"":""valid-alternative"",""reason"":""العقل expresses mind/intellect. Record the English noun sense rather than carrying the unrelated verb POS."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","العقل expresses mind/intellect. Record the English noun sense rather than carrying the unrelated verb POS.","high"
