"headwordIndex","translationIndex","english","original","status","register","confidence","allowedForEnToAr","allowedForArToEn","preferredForEnToAr","preferredForArToEn","partOfSpeech","reasonCode","reason","reviewer","sources","sourceId","referenceArabic","referenceConflict","effectiveTranslation"
"671","0","FRIENDS","اصدقاء","review","msa","medium","","","","","noun","orthography-review","FRIENDS — اصدقاء: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","671:0","الأصدقاء","false","{""arabic"":""اصدقاء"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}"
"671","1","FRIENDS","الاصدقاء","review","msa","medium","","","","","noun","orthography-review","FRIENDS — الاصدقاء: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","671:1","الأصدقاء","false","{""arabic"":""الاصدقاء"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}"
"671","2","FRIENDS","صديقان","review","msa","medium","","","","","noun","construction-or-sense-review","FRIENDS — صديقان: صديقان denotes two friends. Dual morphology is not intrinsically wrong, but the intended unqualified plural sense needs review.","AI-assisted linguistic review","[]","671:2","الأصدقاء","false","{""arabic"":""صديقان"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}"
"672","1","SURE","اكيد","review","msa","medium","","","","","adjective/adverb","orthography-review","SURE — اكيد: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","672:1","متأكد","false","{""arabic"":""اكيد"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""adjective/adverb""}"
"672","2","SURE","متاكد","review","msa","medium","","","","","adjective/adverb","orthography-review","SURE — متاكد: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","672:2","متأكد","false","{""arabic"":""متاكد"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""adjective/adverb""}"
"674","1","EDITION","اصدار","review","msa","medium","","","","","noun","orthography-review","EDITION — اصدار: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","674:1","الطبعة","false","{""arabic"":""اصدار"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}"
"674","3","EDITION","الاصدار","review","msa","medium","","","","","noun","orthography-review","EDITION — الاصدار: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","674:3","الطبعة","false","{""arabic"":""الاصدار"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}"
"678","0","TELL","اخبر","review","msa","medium","","","","","verb","orthography-review","TELL — اخبر: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","678:0","أخبر","false","{""arabic"":""اخبر"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""verb""}"
"680","1","UPDATED","تحديث","review","msa","medium","","","","","adjective","construction-or-sense-review","UPDATED — تحديث: تحديث is updating/update action; UPDATED may require a result-state reading. Defer rather than automatically reject Arabic masdar forms.","AI-assisted linguistic review","[]","680:1","تحديث","true","{""arabic"":""تحديث"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""adjective""}"
"683","0","HAVING","وجود","review","msa","medium","","","","","verb","construction-or-sense-review","HAVING — وجود: وجود denotes presence/existence; having can express possession and this relationship needs construction evidence.","AI-assisted linguistic review","[]","683:0","وجود","true","{""arabic"":""وجود"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""verb""}"
"688","0","GREEN","اخضر","review","msa","medium","","","","","adjective","orthography-review","GREEN — اخضر: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","688:0","أخضر","false","{""arabic"":""اخضر"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""adjective""}"
"688","3","GREEN","الاخضر","review","msa","medium","","","","","adjective","orthography-review","GREEN — الاخضر: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","688:3","أخضر","false","{""arabic"":""الاخضر"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""adjective""}"
"690","3","CLOSE","اغلاق","review","msa","medium","","","","","adjective/verb","orthography-review","CLOSE — اغلاق: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","690:3","إغلاق","false","{""arabic"":""اغلاق"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""adjective/verb""}"
"690","4","CLOSE","اغلق","review","msa","medium","","","","","adjective/verb","orthography-review","CLOSE — اغلق: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","690:4","إغلاق","false","{""arabic"":""اغلق"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""adjective/verb""}"
"695","1","GOLD","جولد","review","uncertain","high","false","false","false","false","noun/adjective","unsuitable-unclassified","GOLD — جولد: This rendering does not supply a natural learner equivalent of the English sense. Both directions withheld; register is unresolved so status remains review.","AI-assisted linguistic review","[]","695:1","ذهبي","false","{""arabic"":""جولد"",""status"":""review"",""register"":""uncertain"",""partOfSpeech"":""noun/adjective"",""allowedForEnToAr"":false,""allowedForArToEn"":false,""preferredForEnToAr"":false,""preferredForArToEn"":false}"
"695","2","GOLD","غولد","review","uncertain","high","false","false","false","false","noun/adjective","unsuitable-unclassified","GOLD — غولد: This rendering does not supply a natural learner equivalent of the English sense. Both directions withheld; register is unresolved so status remains review.","AI-assisted linguistic review","[]","695:2","ذهبي","false","{""arabic"":""غولد"",""status"":""review"",""register"":""uncertain"",""partOfSpeech"":""noun/adjective"",""allowedForEnToAr"":false,""allowedForArToEn"":false,""preferredForEnToAr"":false,""preferredForArToEn"":false}"
"699","2","CALLED","يسمى","review","msa","medium","","","","","verb","construction-or-sense-review","CALLED — يسمى: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","699:2","يسمى","true","{""arabic"":""يسمى"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""verb""}"
"700","3","SHORT","شورت","review","uncertain","high","false","false","false","false","adjective","unsuitable-unclassified","SHORT — شورت: This rendering does not supply a natural learner equivalent of the English sense. Both directions withheld; register is unresolved so status remains review.","AI-assisted linguistic review","[]","700:3","قصيرة","false","{""arabic"":""شورت"",""status"":""review"",""register"":""uncertain"",""partOfSpeech"":""adjective"",""allowedForEnToAr"":false,""allowedForArToEn"":false,""preferredForEnToAr"":false,""preferredForArToEn"":false}"
"703","0","ASK","اسال","review","msa","medium","","","","","verb","orthography-review","ASK — اسال: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","703:0","اسأل","false","{""arabic"":""اسال"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""verb""}"
"705","4","LIMITED","محدودية","review","msa","medium","","","","","adjective","construction-or-sense-review","LIMITED — محدودية: محدودية is limitedness; a property noun may be natural in context, but the standalone adjective mapping is unresolved.","AI-assisted linguistic review","[]","705:4","محدودة","false","{""arabic"":""محدودية"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""adjective""}"
"706","0","POWERED","مدعوم","review","msa","medium","","","","","adjective","construction-or-sense-review","POWERED — مدعوم: مدعوم is supported; powered by can have that figurative sense, but the intended construction remains unresolved.","AI-assisted linguistic review","[]","706:0","مدعوم","true","{""arabic"":""مدعوم"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""adjective""}"
"708","1","MEANS","يعنى","review","msa","medium","","","","","noun/verb","orthography-review","MEANS — يعنى: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","708:1","يعني","false","{""arabic"":""يعنى"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun/verb""}"
"711","1","BEACH","شاطيء","review","msa","medium","","","","","noun","orthography-review","BEACH — شاطيء: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","711:1","الشاطئ","false","{""arabic"":""شاطيء"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}"
"711","3","BEACH","بيتش","review","uncertain","high","false","false","false","false","noun","unsuitable-unclassified","BEACH — بيتش: This rendering does not supply a natural learner equivalent of the English sense. Both directions withheld; register is unresolved so status remains review.","AI-assisted linguistic review","[]","711:3","الشاطئ","false","{""arabic"":""بيتش"",""status"":""review"",""register"":""uncertain"",""partOfSpeech"":""noun"",""allowedForEnToAr"":false,""allowedForArToEn"":false,""preferredForEnToAr"":false,""preferredForArToEn"":false}"
"711","4","BEACH","الشاطيء","review","msa","medium","","","","","noun","orthography-review","BEACH — الشاطيء: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","711:4","الشاطئ","false","{""arabic"":""الشاطيء"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}"
"712","0","PAST","الماضى","review","msa","medium","","","","","noun/adjective","orthography-review","PAST — الماضى: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","712:0","الماضي","false","{""arabic"":""الماضى"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun/adjective""}"
"716","0","ELECTRONICS","الالكترونيات","review","msa","medium","","","","","noun","orthography-review","ELECTRONICS — الالكترونيات: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","716:0","الإلكترونيات","false","{""arabic"":""الالكترونيات"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}"
"717","1","FIVE","خمسه","review","msa","medium","","","","","numeral","orthography-review","FIVE — خمسه: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","717:1","خمسة.","false","{""arabic"":""خمسه"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""numeral""}"
"726","0","LAND","ارض","review","msa","medium","","","","","noun","orthography-review","LAND — ارض: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","726:0","الأرض","false","{""arabic"":""ارض"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}"
"726","1","LAND","اراض","review","msa","medium","","","","","noun","orthography-review","LAND — اراض: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","726:1","الأرض","false","{""arabic"":""اراض"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}"
"726","2","LAND","الارض","review","msa","medium","","","","","noun","orthography-review","LAND — الارض: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","726:2","الأرض","false","{""arabic"":""الارض"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}"
"726","3","LAND","الاراضي","review","msa","medium","","","","","noun","orthography-review","LAND — الاراضي: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","726:3","الأرض","false","{""arabic"":""الاراضي"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}"
"728","0","DONE","معمول","review","msa","medium","","","","","verb/adjective","construction-or-sense-review","DONE — معمول: معمول can mean made/done but also denotes a pastry; its intended grammatical reading needs clarification.","AI-assisted linguistic review","[]","728:0","أُنجز","false","{""arabic"":""معمول"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""verb/adjective""}"
"733","0","REGION","الاقليم","review","msa","medium","","","","","noun","orthography-review","REGION — الاقليم: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","733:0","المنطقة","false","{""arabic"":""الاقليم"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}"
"733","1","REGION","اقليم","review","msa","medium","","","","","noun","orthography-review","REGION — اقليم: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","733:1","المنطقة","false","{""arabic"":""اقليم"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}"
"741","3","DISTRICT","منطقة حي","review","msa","medium","","","","","noun","construction-or-sense-review","DISTRICT — منطقة حي: منطقة حي is an awkward stacked phrase for district; preserve it for linguistic review without text editing.","AI-assisted linguistic review","[]","741:3","منطقة حي","true","{""arabic"":""منطقة حي"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}"
"744","0","STYLE","ستايل","review","uncertain","medium","","","","","noun","register-review","STYLE — ستايل: Register or status of this borrowing/form needs evidence. Neither automatic dialect rejection nor unsupported MSA approval.","AI-assisted linguistic review","[]","744:0","الاسلوب","false","{""arabic"":""ستايل"",""status"":""review"",""register"":""uncertain"",""partOfSpeech"":""noun""}"
"744","1","STYLE","اسلوب","review","msa","medium","","","","","noun","orthography-review","STYLE — اسلوب: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","744:1","الاسلوب","false","{""arabic"":""اسلوب"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}"
"744","3","STYLE","الاسلوب","review","msa","medium","","","","","noun","orthography-review","STYLE — الاسلوب: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","744:3","الاسلوب","true","{""arabic"":""الاسلوب"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}"
"748","0","PARTS","اجزاء","review","msa","medium","","","","","noun","orthography-review","PARTS — اجزاء: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","748:0","أجزاء","false","{""arabic"":""اجزاء"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}"
"748","1","PARTS","الاجزاء","review","msa","medium","","","","","noun","orthography-review","PARTS — الاجزاء: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","748:1","أجزاء","false","{""arabic"":""الاجزاء"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}"
"750","0","EVER","أبداً","review","msa","medium","","","","","adverb","construction-or-sense-review","EVER — أبداً: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","750:0","أبداً","true","{""arabic"":""أبداً"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""adverb""}"
"752","2","EARLY","اوائل","review","msa","medium","","","","","adjective/adverb","orthography-review","EARLY — اوائل: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","752:2","مبكر","false","{""arabic"":""اوائل"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""adjective/adverb""}"
"753","0","MILES","ميل","review","msa","medium","","","","","noun","construction-or-sense-review","MILES — ميل: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","753:0","أميال","false","{""arabic"":""ميل"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}"
"753","1","MILES","مايلز","review","uncertain","high","false","false","false","false","noun","unsuitable-unclassified","MILES — مايلز: This rendering does not supply a natural learner equivalent of the English sense. Both directions withheld; register is unresolved so status remains review.","AI-assisted linguistic review","[]","753:1","أميال","false","{""arabic"":""مايلز"",""status"":""review"",""register"":""uncertain"",""partOfSpeech"":""noun"",""allowedForEnToAr"":false,""allowedForArToEn"":false,""preferredForEnToAr"":false,""preferredForArToEn"":false}"
"753","2","MILES","اميال","review","msa","medium","","","","","noun","orthography-review","MILES — اميال: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","753:2","أميال","false","{""arabic"":""اميال"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}"
"755","1","RESOURCE","الموارد","review","msa","medium","","","","","noun","construction-or-sense-review","RESOURCE — الموارد: الموارد denotes resources; no supported singular/collective construction is established here.","AI-assisted linguistic review","[]","755:1","مورد","false","{""arabic"":""الموارد"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}"
"758","0","EITHER","فاما","review","msa","medium","","","","","determiner/conjunction","orthography-review","EITHER — فاما: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","758:0","إما","false","{""arabic"":""فاما"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""determiner/conjunction""}"
"758","1","EITHER","اما","review","msa","medium","","","","","determiner/conjunction","orthography-review","EITHER — اما: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","758:1","إما","false","{""arabic"":""اما"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""determiner/conjunction""}"
"762","2","WORKS","اشغال","review","msa","medium","","","","","verb/noun","orthography-review","WORKS — اشغال: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","762:2","أعمال","false","{""arabic"":""اشغال"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""verb/noun""}"
"763","1","MATERIAL","المواد","review","msa","medium","","","","","noun","construction-or-sense-review","MATERIAL — المواد: المواد is plural materials; MATERIAL may be collective, but this specific isolated mapping needs review.","AI-assisted linguistic review","[]","763:1","مواد","false","{""arabic"":""المواد"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}"
"763","2","MATERIAL","مواد","review","msa","medium","","","","","noun","construction-or-sense-review","MATERIAL — مواد: مواد is plural materials; retain potential collective use for review rather than rejecting number mechanically.","AI-assisted linguistic review","[]","763:2","مواد","true","{""arabic"":""مواد"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}"
"764","0","BILL","بيل","review","uncertain","high","false","false","false","false","noun","unsuitable-unclassified","BILL — بيل: This rendering does not supply a natural learner equivalent of the English sense. Both directions withheld; register is unresolved so status remains review.","AI-assisted linguistic review","[]","764:0","بيل","true","{""arabic"":""بيل"",""status"":""review"",""register"":""uncertain"",""partOfSpeech"":""noun"",""allowedForEnToAr"":false,""allowedForArToEn"":false,""preferredForEnToAr"":false,""preferredForArToEn"":false}"
"771","3","ADULT","الكبار","review","msa","medium","","","","","noun/adjective","construction-or-sense-review","ADULT — الكبار: الكبار is adults/elders; a singular headword needs a supported collective construction before approval.","AI-assisted linguistic review","[]","771:3","الكبار","true","{""arabic"":""الكبار"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun/adjective""}"
"779","0","KIDS","الاولاد","review","msa","medium","","","","","noun","orthography-review","KIDS — الاولاد: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","779:0","الأطفال","false","{""arabic"":""الاولاد"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}"
"779","1","KIDS","الاطفال","review","msa","medium","","","","","noun","orthography-review","KIDS — الاطفال: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","779:1","الأطفال","false","{""arabic"":""الاطفال"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}"
"779","2","KIDS","اطفال","review","msa","medium","","","","","noun","orthography-review","KIDS — اطفال: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","779:2","الأطفال","false","{""arabic"":""اطفال"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}"
"784","1","MARK","مارك","review","uncertain","high","false","false","false","false","noun/verb","unsuitable-unclassified","MARK — مارك: This rendering does not supply a natural learner equivalent of the English sense. Both directions withheld; register is unresolved so status remains review.","AI-assisted linguistic review","[]","784:1","علامة العلامة","false","{""arabic"":""مارك"",""status"":""review"",""register"":""uncertain"",""partOfSpeech"":""noun/verb"",""allowedForEnToAr"":false,""allowedForArToEn"":false,""preferredForEnToAr"":false,""preferredForArToEn"":false}"
"786","1","ROCK","روك","review","uncertain","medium","","","","","noun","register-review","ROCK — روك: Register or status of this borrowing/form needs evidence. Neither automatic dialect rejection nor unsupported MSA approval.","AI-assisted linguistic review","[]","786:1","روك","true","{""arabic"":""روك"",""status"":""review"",""register"":""uncertain"",""partOfSpeech"":""noun""}"
"786","3","ROCK","الروك","review","uncertain","medium","","","","","noun","register-review","ROCK — الروك: Register or status of this borrowing/form needs evidence. Neither automatic dialect rejection nor unsupported MSA approval.","AI-assisted linguistic review","[]","786:3","روك","false","{""arabic"":""الروك"",""status"":""review"",""register"":""uncertain"",""partOfSpeech"":""noun""}"
"789","2","READING","يقرا","review","msa","medium","","","","","noun/verb","orthography-review","READING — يقرا: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","789:2","القراءة","false","{""arabic"":""يقرا"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun/verb""}"
"789","3","READING","اقرا","review","msa","medium","","","","","noun/verb","orthography-review","READING — اقرا: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","789:3","القراءة","false","{""arabic"":""اقرا"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun/verb""}"
"791","1","BAD","باد","review","uncertain","high","false","false","false","false","adjective","unsuitable-unclassified","BAD — باد: This rendering does not supply a natural learner equivalent of the English sense. Both directions withheld; register is unresolved so status remains review.","AI-assisted linguistic review","[]","791:1","سيئة","false","{""arabic"":""باد"",""status"":""review"",""register"":""uncertain"",""partOfSpeech"":""adjective"",""allowedForEnToAr"":false,""allowedForArToEn"":false,""preferredForEnToAr"":false,""preferredForArToEn"":false}"
"791","4","BAD","سئ","review","msa","medium","","","","","adjective","orthography-review","BAD — سئ: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","791:4","سيئة","false","{""arabic"":""سئ"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""adjective""}"
"794","0","PLUS","زايد","review","msa","medium","","","","","preposition/conjunction","orthography-review","PLUS — زايد: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","794:0","زائد","false","{""arabic"":""زايد"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""preposition/conjunction""}"
"794","2","PLUS","بالاضافة","review","msa","medium","","","","","preposition/conjunction","orthography-review","PLUS — بالاضافة: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","794:2","زائد","false","{""arabic"":""بالاضافة"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""preposition/conjunction""}"
"801","0","PERCENT","النسبة المئوية","review","msa","medium","","","","","noun","construction-or-sense-review","PERCENT — النسبة المئوية: النسبة المئوية names percentage, whereas percent conventionally expresses per hundred. Keep the noun usage question unresolved rather than rewriting.","AI-assisted linguistic review","[]","801:0","النسبة المئوية","true","{""arabic"":""النسبة المئوية"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}"
"814","0","LYRICS","كلمات","review","msa","medium","","","","","noun","construction-or-sense-review","LYRICS — كلمات: كلمات alone is words; lyrics normally needs a song context. This is a potential materially broad clue, not merely a shared synonym.","AI-assisted linguistic review","[]","814:0","كلمات","true","{""arabic"":""كلمات"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}"
"817","1","SUBMIT","قُدم","review","msa","medium","","","","","verb","construction-or-sense-review","SUBMIT — قُدم: قُدم is a passive past submitted form; whether it is an appropriate citation of submit needs contextual judgment.","AI-assisted linguistic review","[]","817:1","قُدم","true","{""arabic"":""قُدم"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""verb""}"
"821","4","INCLUDED","وشملت","review","msa","medium","","","","","verb/adjective","construction-or-sense-review","INCLUDED — وشملت: وشملت includes an added conjunction and finite construction; retain review rather than dropping characters.","AI-assisted linguistic review","[]","821:4","وشملت","true","{""arabic"":""وشملت"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""verb/adjective""}"
"822","2","FEEL","اشعر","review","msa","medium","","","","","verb","orthography-review","FEEL — اشعر: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","822:2","شعور","false","{""arabic"":""اشعر"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""verb""}"
"825","1","RISK","المخاطر","review","msa","medium","","","","","noun","construction-or-sense-review","RISK — المخاطر: المخاطر is plural risks; a collective mapping may work in context but is not established here.","AI-assisted linguistic review","[]","825:1","المخاطر","true","{""arabic"":""المخاطر"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}"
"826","1","THANKS","اشكرك","review","msa","medium","","","","","noun/interjection","orthography-review","THANKS — اشكرك: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","826:1","شكرًا","false","{""arabic"":""اشكرك"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun/interjection""}"
"832","0","PRODUCTION","الانتاج","review","msa","medium","","","","","noun","orthography-review","PRODUCTION — الانتاج: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","832:0","الإنتاج","false","{""arabic"":""الانتاج"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}"
"832","1","PRODUCTION","انتاج","review","msa","medium","","","","","noun","orthography-review","PRODUCTION — انتاج: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","832:1","الإنتاج","false","{""arabic"":""انتاج"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}"
