"seed","size","mode","template","attempt","row","col","direction","length","pattern","constraints","liveDomain","fullPoolMatches","fullPoolUnused","sampledUnused","reason","observerReason"
"4","13","en_to_ar","0110110110011/1111110110111/1101101101100/0110011001110/0011011011111/1101101110111/1111111111111/1110111011011/1111101101100/0111001100110/0011011011011/1110110111111/1100110110110","1","3","2","down","2","?ج","[{""position"":0,""characters"":[""ا"",""ب"",""ح"",""د"",""ش"",""ط"",""ف"",""ل"",""م"",""ن"",""ه""]},{""position"":1,""characters"":[""ج""]}]","0","1","0","0","used-word exhaustion","arc-support"
"4","13","en_to_ar","0110110110011/1111110110111/1101101101100/0110011001110/0011011011111/1101101110111/1111111111111/1110111011011/1111101101100/0111001100110/0011011011011/1110110111111/1100110110110","1","2","3","across","2","?م","[{""position"":1,""characters"":[""م""]},{""position"":0,""characters"":[""ط"",""م"",""و""]}]","0","0","0","0","full-pool support absent","arc-support"
"4","13","en_to_ar","0110110110011/1111110110111/1101101101100/0110011001110/0011011011111/1101101110111/1111111111111/1110111011011/1111101101100/0111001100110/0011011011011/1110110111111/1100110110110","1","0","4","across","2","و?","[{""position"":1,""characters"":[""ج"",""ع"",""ك"",""و""]},{""position"":0,""characters"":[""و""]}]","0","0","0","0","full-pool support absent","arc-support"
"4","13","en_to_ar","0110110110011/1111110110111/1101101101100/0110011001110/0011011011111/1101101110111/1111111111111/1110111011011/1111101101100/0111001100110/0011011011011/1110110111111/1100110110110","1","0","2","down","2","ن?","[{""position"":0,""characters"":[""ن""]},{""position"":1,""characters"":[""ا"",""ح""]}]","0","0","0","0","full-pool support absent","arc-support"
"4","13","en_to_ar","0110110110011/1111110110111/1101101101100/0110011001110/0011011011111/1101101110111/1111111111111/1110111011011/1111101101100/0111001100110/0011011011011/1110110111111/1100110110110","1","0","2","down","2","?ا","[{""position"":0,""characters"":[""ح"",""د"",""ز""]},{""position"":1,""characters"":[""ا""]}]","0","0","0","0","full-pool support absent","arc-support"
"4","13","en_to_ar","0110110110011/1111110110111/1101101101100/0110011001110/0011011011111/1101101110111/1111111111111/1110111011011/1111101101100/0111001100110/0011011011011/1110110111111/1100110110110","1","0","4","down","3","لو?","[{""position"":0,""characters"":[""ل""]},{""position"":1,""characters"":[""و""]},{""position"":2,""characters"":[""ب"",""د"",""ف"",""ل"",""م"",""ن""]}]","0","2","2","0","sampled-pool support absent","arc-support"
"4","13","en_to_ar","0110110110011/1111110110111/1101101101100/0110011001110/0011011011111/1101101110111/1111111111111/1110111011011/1111101101100/0111001100110/0011011011011/1110110111111/1100110110110","1","0","2","down","2","??","[{""position"":0,""characters"":[""ع"",""ق"",""ك""]},{""position"":1,""characters"":[""و"",""ي""]}]","0","0","0","0","full-pool support absent","arc-support"
"4","13","en_to_ar","0110110110011/1111110110111/1101101101100/0110011001110/0011011011111/1101101110111/1111111111111/1110111011011/1111101101100/0111001100110/0011011011011/1110110111111/1100110110110","1","0","2","down","2","ن?","[{""position"":0,""characters"":[""ن""]},{""position"":1,""characters"":[""ا"",""ر"",""ل""]}]","0","0","0","0","full-pool support absent","arc-support"
"4","13","en_to_ar","0110110110011/1111110110111/1101101101100/0110011001110/0011011011111/1101101110111/1111111111111/1110111011011/1111101101100/0111001100110/0011011011011/1110110111111/1100110110110","1","0","2","down","2","?ا","[{""position"":0,""characters"":[""د"",""ز""]},{""position"":1,""characters"":[""ا""]}]","0","0","0","0","full-pool support absent","arc-support"
"4","13","en_to_ar","0110110110011/1111110110111/1101101101100/0110011001110/0011011011111/1101101110111/1111111111111/1110111011011/1111101101100/0111001100110/0011011011011/1110110111111/1100110110110","1","3","1","across","2","ي?","[{""position"":1,""characters"":[""ح"",""د"",""ش"",""ط"",""ل""]},{""position"":0,""characters"":[""ي""]}]","0","3","0","0","used-word exhaustion","arc-support"
"4","13","en_to_ar","0110110110011/1111110110111/1101101101100/0110011001110/0011011011111/1101101110111/1111111111111/1110111011011/1111101101100/0111001100110/0011011011011/1110110111111/1100110110110","1","3","2","down","2","?ز","[{""position"":0,""characters"":[""ر"",""ض"",""ع"",""ق"",""ي""]},{""position"":1,""characters"":[""ز""]}]","0","1","0","0","used-word exhaustion","arc-support"
"4","13","en_to_ar","0110110110011/1111110110111/1101101101100/0110011001110/0011011011111/1101101110111/1111111111111/1110111011011/1111101101100/0111001100110/0011011011011/1110110111111/1100110110110","1","3","2","down","2","?ز","[{""position"":0,""characters"":[""ر"",""ض"",""ع"",""ق""]},{""position"":1,""characters"":[""ز""]}]","0","1","0","0","used-word exhaustion","arc-support"
"4","13","en_to_ar","0110110110011/1111110110111/1101101101100/0110011001110/0011011011111/1101101110111/1111111111111/1110111011011/1111101101100/0111001100110/0011011011011/1110110111111/1100110110110","1","0","4","across","2","و?","[{""position"":1,""characters"":[""ب"",""خ"",""د"",""ع"",""ف"",""ك"",""م""]},{""position"":0,""characters"":[""و""]}]","0","0","0","0","full-pool support absent","arc-support"
"4","13","en_to_ar","0110110110011/1111110110111/1101101101100/0110011001110/0011011011111/1101101110111/1111111111111/1110111011011/1111101101100/0111001100110/0011011011011/1110110111111/1100110110110","1","1","0","down","2","?و","[{""position"":0,""characters"":[""ب"",""د"",""ش"",""ل"",""م""]},{""position"":1,""characters"":[""و""]}]","0","1","0","0","used-word exhaustion","arc-support"
"4","13","en_to_ar","0110110110011/1111110110111/1101101101100/0110011001110/0011011011111/1101101110111/1111111111111/1110111011011/1111101101100/0111001100110/0011011011011/1110110111111/1100110110110","1","1","0","down","2","?ج","[{""position"":0,""characters"":[""ب"",""د"",""ش"",""ل"",""م""]},{""position"":1,""characters"":[""ج""]}]","0","1","0","0","used-word exhaustion","arc-support"
"4","13","en_to_ar","0110110110011/1111110110111/1101101101100/0110011001110/0011011011111/1101101110111/1111111111111/1110111011011/1111101101100/0111001100110/0011011011011/1110110111111/1100110110110","1","0","4","across","2","و?","[{""position"":1,""characters"":[""خ"",""د"",""ط"",""ع"",""ك"",""م""]},{""position"":0,""characters"":[""و""]}]","0","0","0","0","full-pool support absent","arc-support"
"4","13","en_to_ar","0110110110011/1111110110111/1101101101100/0110011001110/0011011011111/1101101110111/1111111111111/1110111011011/1111101101100/0111001100110/0011011011011/1110110111111/1100110110110","1","0","4","across","2","و?","[{""position"":1,""characters"":[""ب"",""ج"",""خ"",""ط"",""ع"",""ق"",""ك"",""و"",""ي""]},{""position"":0,""characters"":[""و""]}]","0","0","0","0","full-pool support absent","arc-support"
"4","13","en_to_ar","0110110110011/1111110110111/1101101101100/0110011001110/0011011011111/1101101110111/1111111111111/1110111011011/1111101101100/0111001100110/0011011011011/1110110111111/1100110110110","1","1","3","down","2","لظ","[{""position"":0,""characters"":[""ل""]},{""position"":1,""characters"":[""ظ""]}]","0","1","0","0","used-word exhaustion","arc-support"
"4","13","en_to_ar","0110110110011/1111110110111/1101101101100/0110011001110/0011011011111/1101101110111/1111111111111/1110111011011/1111101101100/0111001100110/0011011011011/1110110111111/1100110110110","1","1","3","down","2","لو","[{""position"":0,""characters"":[""ل""]},{""position"":1,""characters"":[""و""]}]","0","1","0","0","used-word exhaustion","arc-support"
"4","13","en_to_ar","0110110110011/1111110110111/1101101101100/0110011001110/0011011011111/1101101110111/1111111111111/1110111011011/1111101101100/0111001100110/0011011011011/1110110111111/1100110110110","1","1","3","down","2","لج","[{""position"":0,""characters"":[""ل""]},{""position"":1,""characters"":[""ج""]}]","0","1","0","0","used-word exhaustion","arc-support"
"4","13","en_to_ar","0110110110011/1111110110111/1101101101100/0110011001110/0011011011111/1101101110111/1111111111111/1110111011011/1111101101100/0111001100110/0011011011011/1110110111111/1100110110110","1","1","0","down","2","?و","[{""position"":0,""characters"":[""ب"",""ش"",""ل"",""م""]},{""position"":1,""characters"":[""و""]}]","0","1","0","0","used-word exhaustion","arc-support"
"4","13","en_to_ar","0110110110011/1111110110111/1101101101100/0110011001110/0011011011111/1101101110111/1111111111111/1110111011011/1111101101100/0111001100110/0011011011011/1110110111111/1100110110110","1","1","0","down","2","?ج","[{""position"":0,""characters"":[""ب"",""ش"",""ل"",""م""]},{""position"":1,""characters"":[""ج""]}]","0","1","0","0","used-word exhaustion","arc-support"
"4","13","en_to_ar","0110110110011/1111110110111/1101101101100/0110011001110/0011011011111/1101101110111/1111111111111/1110111011011/1111101101100/0111001100110/0011011011011/1110110111111/1100110110110","1","2","3","across","2","??","[{""position"":1,""characters"":[""ظ"",""ق"",""ي""]},{""position"":0,""characters"":[""ب"",""ج"",""ف"",""ق"",""و""]}]","0","1","0","0","used-word exhaustion","arc-support"
"4","13","en_to_ar","0110110110011/1111110110111/1101101101100/0110011001110/0011011011111/1101101110111/1111111111111/1110111011011/1111101101100/0111001100110/0011011011011/1110110111111/1100110110110","1","2","3","across","2","?م","[{""position"":1,""characters"":[""م""]},{""position"":0,""characters"":[""ج"",""س"",""ف"",""و""]}]","0","1","0","0","used-word exhaustion","arc-support"
"4","13","en_to_ar","0110110110011/1111110110111/1101101101100/0110011001110/0011011011111/1101101110111/1111111111111/1110111011011/1111101101100/0111001100110/0011011011011/1110110111111/1100110110110","1","0","4","across","2","و?","[{""position"":1,""characters"":[""خ"",""د"",""ع"",""ك"",""م""]},{""position"":0,""characters"":[""و""]}]","0","0","0","0","full-pool support absent","arc-support"
"4","13","en_to_ar","0110110110011/1111110110111/1101101101100/0110011001110/0011011011111/1101101110111/1111111111111/1110111011011/1111101101100/0111001100110/0011011011011/1110110111111/1100110110110","1","2","3","across","2","??","[{""position"":1,""characters"":[""ب"",""خ"",""ق""]},{""position"":0,""characters"":[""س"",""ف""]}]","0","1","0","0","used-word exhaustion","arc-support"
"4","13","en_to_ar","0110110110011/1111110110111/1101101101100/0110011001110/0011011011111/1101101110111/1111111111111/1110111011011/1111101101100/0111001100110/0011011011011/1110110111111/1100110110110","1","0","5","down","2","من","[{""position"":0,""characters"":[""م""]},{""position"":1,""characters"":[""ن""]}]","0","2","0","0","used-word exhaustion","all-different"
"4","13","en_to_ar","0110110110011/1111110110111/1101101101100/0110011001110/0011011011111/1101101110111/1111111111111/1110111011011/1111101101100/0111001100110/0011011011011/1110110111111/1100110110110","1","0","4","across","2","و?","[{""position"":1,""characters"":[""ب"",""خ"",""ط"",""ع"",""ق"",""ك"",""ي""]},{""position"":0,""characters"":[""و""]}]","0","0","0","0","full-pool support absent","arc-support"
"4","13","en_to_ar","0110110110011/1111110110111/1101101101100/0110011001110/0011011011111/1101101110111/1111111111111/1110111011011/1111101101100/0111001100110/0011011011011/1110110111111/1100110110110","1","2","3","across","2","?و","[{""position"":1,""characters"":[""و""]},{""position"":0,""characters"":[""ح"",""ل"",""م"",""ن""]}]","0","1","0","0","used-word exhaustion","arc-support"
"4","13","en_to_ar","0110110110011/1111110110111/1101101101100/0110011001110/0011011011111/1101101110111/1111111111111/1110111011011/1111101101100/0111001100110/0011011011011/1110110111111/1100110110110","1","2","3","across","2","?ج","[{""position"":1,""characters"":[""ج""]},{""position"":0,""characters"":[""ح"",""ل"",""م"",""ن""]}]","0","1","0","0","used-word exhaustion","arc-support"
"4","13","ar_to_en","0111001110111/1111111111111/1111111111111/1110111011100/0111001110111/0011101110111/1111110111111/1110111011100/1110111001110/0011101110111/1111111111111/1111111111111/1110111001110","1","2","0","across","13","??E?N?????R??","[{""position"":0,""characters"":[""A"",""O"",""R"",""U""]},{""position"":1,""characters"":[""A"",""D"",""E"",""L"",""N"",""O"",""P"",""R"",""V""]},{""position"":2,""characters"":[""E""]},{""position"":3,""characters"":[""A"",""E""]},{""position"":4,""characters"":[""N""]},{""position"":5,""characters"":[""A"",""E"",""I"",""O"",""U""]},{""position"":6,""characters"":[""A"",""H"",""N"",""S"",""T""]},{""position"":7,""characters"":[""A"",""E"",""I"",""T""]},{""position"":8,""characters"":[""E"",""I"",""M"",""N"",""R"",""T""]},{""position"":9,""characters"":[""A"",""C"",""E"",""I"",""N"",""O"",""P"",""U""]},{""position"":10,""characters"":[""R""]},{""position"":11,""characters"":[""C"",""D"",""N"",""O"",""P"",""R"",""T""]},{""position"":12,""characters"":[""A"",""D"",""E"",""I"",""N"",""O""]}]","0","0","0","0","full-pool support absent","arc-support"
"4","13","ar_to_en","0111001110111/1111111111111/1111111111111/1110111011100/0111001110111/0011101110111/1111110111111/1110111011100/1110111001110/0011101110111/1111111111111/1111111111111/1110111001110","1","0","2","down","13","?P???????????","[{""position"":0,""characters"":[""A"",""C"",""D"",""E"",""G"",""I"",""L"",""N"",""O"",""P"",""R"",""S"",""T"",""U"",""Y""]},{""position"":1,""characters"":[""P""]},{""position"":2,""characters"":[""A"",""C"",""D"",""E"",""I"",""M"",""N"",""O"",""R"",""T"",""V""]},{""position"":3,""characters"":[""A"",""C"",""D"",""E"",""F"",""I"",""M"",""N"",""O"",""R"",""S"",""T""]},{""position"":4,""characters"":[""A"",""E"",""I"",""N"",""O"",""R"",""T"",""U""]},{""position"":5,""characters"":[""A"",""C"",""D"",""E"",""F"",""G"",""I"",""M"",""N"",""O"",""P"",""R"",""S"",""T"",""U""]},{""position"":6,""characters"":[""A"",""B"",""C"",""H"",""I"",""N"",""O"",""S"",""T"",""U""]},{""position"":7,""characters"":[""A"",""C"",""E"",""F"",""G"",""I"",""M"",""N"",""O"",""P"",""R"",""S"",""T"",""U"",""X""]},{""position"":8,""characters"":[""A"",""E"",""F"",""I"",""M"",""N"",""O"",""R"",""T"",""U""]},{""position"":9,""characters"":[""A"",""C"",""D"",""E"",""F"",""I"",""M"",""N"",""O"",""P"",""R"",""S"",""T"",""U""]},{""position"":10,""characters"":[""C"",""D"",""E"",""I"",""M"",""N"",""O"",""R"",""T"",""V""]},{""position"":11,""characters"":[""A"",""C"",""D"",""E"",""I"",""N"",""O"",""R"",""T""]},{""position"":12,""characters"":[""A"",""C"",""D"",""E"",""G"",""I"",""L"",""M"",""N"",""O"",""P"",""R"",""S"",""T"",""U""]}]","0","0","0","0","full-pool support absent","arc-support"
"4","13","ar_to_en","0111001110111/1111111111111/1111111111111/1110111011100/0111001110111/0011101110111/1111110111111/1110111011100/1110111001110/0011101110111/1111111111111/1111111111111/1110111001110","1","2","0","across","13","??E?O?????C??","[{""position"":0,""characters"":[""A"",""O"",""R"",""U""]},{""position"":1,""characters"":[""A"",""D"",""E"",""L"",""N"",""P"",""R"",""V""]},{""position"":2,""characters"":[""E""]},{""position"":3,""characters"":[""A"",""E"",""I"",""T""]},{""position"":4,""characters"":[""O""]},{""position"":5,""characters"":[""A"",""E"",""I"",""R"",""U""]},{""position"":6,""characters"":[""A"",""I"",""O"",""S"",""T"",""U""]},{""position"":7,""characters"":[""A"",""E""]},{""position"":8,""characters"":[""E"",""I"",""M"",""N"",""R"",""T""]},{""position"":9,""characters"":[""A"",""E"",""I"",""N"",""O"",""U""]},{""position"":10,""characters"":[""C""]},{""position"":11,""characters"":[""A"",""D"",""E"",""N"",""P"",""R"",""T""]},{""position"":12,""characters"":[""A"",""E"",""U""]}]","0","0","0","0","full-pool support absent","arc-support"
"4","13","ar_to_en","0111001110111/1111111111111/1111111111111/1110111011100/0111001110111/0011101110111/1111110111111/1110111011100/1110111001110/0011101110111/1111111111111/1111111111111/1110111001110","1","10","0","across","13","??????????C??","[{""position"":0,""characters"":[""A"",""C"",""D"",""E"",""G"",""I"",""L"",""M"",""N"",""O"",""P"",""R"",""S"",""U""]},{""position"":1,""characters"":[""A"",""C"",""D"",""E"",""I"",""N"",""O"",""P"",""R"",""T""]},{""position"":2,""characters"":[""D"",""E"",""I"",""N"",""T"",""V""]},{""position"":3,""characters"":[""A"",""C"",""D"",""E"",""F"",""I"",""N"",""O"",""P"",""S"",""T"",""U""]},{""position"":4,""characters"":[""A"",""E"",""F"",""I"",""M"",""N"",""R"",""T"",""U""]},{""position"":5,""characters"":[""A"",""C"",""E"",""F"",""G"",""I"",""M"",""N"",""P"",""R"",""S"",""T"",""U""]},{""position"":6,""characters"":[""A"",""B"",""C"",""H"",""I"",""N"",""O"",""S"",""T"",""U""]},{""position"":7,""characters"":[""A"",""C"",""D"",""E"",""F"",""G"",""I"",""N"",""O"",""P"",""R"",""S"",""T"",""U""]},{""position"":8,""characters"":[""A"",""E"",""I"",""N"",""O"",""R"",""T"",""U""]},{""position"":9,""characters"":[""A"",""D"",""E"",""F"",""I"",""M"",""N"",""O"",""R"",""S"",""T""]},{""position"":10,""characters"":[""C""]},{""position"":11,""characters"":[""A"",""D"",""E"",""L"",""N"",""O"",""P"",""R"",""V""]},{""position"":12,""characters"":[""A"",""C"",""E"",""G"",""I"",""L"",""N"",""O"",""P"",""R"",""S"",""T"",""U""]}]","0","0","0","0","full-pool support absent","arc-support"
"4","13","ar_to_en","0111001110111/1111111111111/1111111111111/1110111011100/0111001110111/0011101110111/1111110111111/1110111011100/1110111001110/0011101110111/1111111111111/1111111111111/1110111001110","1","2","0","across","13","??E?N?????R??","[{""position"":0,""characters"":[""A"",""E"",""I"",""O"",""P"",""U""]},{""position"":1,""characters"":[""D"",""E"",""L"",""N"",""P"",""R""]},{""position"":2,""characters"":[""E""]},{""position"":3,""characters"":[""A"",""E""]},{""position"":4,""characters"":[""N""]},{""position"":5,""characters"":[""A"",""O"",""R"",""U""]},{""position"":6,""characters"":[""A"",""H"",""N"",""S"",""T""]},{""position"":7,""characters"":[""A"",""S"",""T""]},{""position"":8,""characters"":[""E"",""I"",""M"",""N"",""R"",""T""]},{""position"":9,""characters"":[""A"",""C"",""E"",""I"",""N"",""O"",""P"",""U""]},{""position"":10,""characters"":[""R""]},{""position"":11,""characters"":[""C"",""D"",""N"",""O"",""P"",""R"",""T""]},{""position"":12,""characters"":[""A"",""D"",""E"",""I"",""N"",""O""]}]","0","0","0","0","full-pool support absent","arc-support"
"4","13","ar_to_en","0111001110111/1111111111111/1111111111111/1110111011100/0111001110111/0011101110111/1111110111111/1110111011100/1110111001110/0011101110111/1111111111111/1111111111111/1110111001110","1","10","0","across","13","??????????C??","[{""position"":0,""characters"":[""A"",""C"",""D"",""E"",""G"",""I"",""L"",""M"",""N"",""O"",""P"",""R"",""S"",""U""]},{""position"":1,""characters"":[""A"",""C"",""D"",""E"",""I"",""N"",""O"",""P"",""R"",""T""]},{""position"":2,""characters"":[""D"",""E"",""I"",""N"",""T"",""V""]},{""position"":3,""characters"":[""A"",""C"",""D"",""E"",""F"",""I"",""N"",""O"",""P"",""S"",""T"",""U""]},{""position"":4,""characters"":[""A"",""E"",""F"",""I"",""M"",""N"",""R"",""T"",""U""]},{""position"":5,""characters"":[""A"",""C"",""E"",""F"",""I"",""M"",""N"",""P"",""S"",""T"",""U""]},{""position"":6,""characters"":[""A"",""B"",""C"",""H"",""I"",""N"",""O"",""S"",""T"",""U""]},{""position"":7,""characters"":[""A"",""C"",""D"",""E"",""F"",""I"",""N"",""O"",""P"",""S"",""T"",""U""]},{""position"":8,""characters"":[""A"",""E"",""I"",""N"",""O"",""R"",""T"",""U""]},{""position"":9,""characters"":[""A"",""D"",""E"",""I"",""M"",""N"",""O"",""R"",""S"",""T""]},{""position"":10,""characters"":[""C""]},{""position"":11,""characters"":[""A"",""D"",""E"",""L"",""N"",""O"",""P"",""R"",""V""]},{""position"":12,""characters"":[""A"",""C"",""E"",""G"",""I"",""L"",""N"",""O"",""P"",""R"",""S"",""T"",""U""]}]","0","0","0","0","full-pool support absent","arc-support"
"4","13","ar_to_en","1111100111100/1111100111111/1111111111111/0111011100111/1110111001110/1110111011111/1111100111111/1111101110111/0011111101110/0111011101110/1111111111111/1110111011111/1110111011111","16","0","10","down","13","?AA?????N????","[{""position"":0,""characters"":[""A"",""C"",""D"",""E"",""G"",""I"",""L"",""M"",""N"",""O"",""P"",""R"",""S"",""T"",""U"",""Y""]},{""position"":1,""characters"":[""A""]},{""position"":2,""characters"":[""A""]},{""position"":3,""characters"":[""A"",""C"",""E"",""M"",""T""]},{""position"":4,""characters"":[""E"",""I"",""N"",""R"",""T""]},{""position"":5,""characters"":[""A"",""C"",""E"",""I"",""O"",""P"",""R"",""T"",""U""]},{""position"":6,""characters"":[""B"",""I"",""S"",""T""]},{""position"":7,""characters"":[""A"",""E"",""I"",""T""]},{""position"":8,""characters"":[""N""]},{""position"":9,""characters"":[""A"",""C"",""E"",""I"",""N"",""O"",""P"",""R"",""U""]},{""position"":10,""characters"":[""E"",""O""]},{""position"":11,""characters"":[""D"",""E"",""I"",""L"",""N"",""P"",""R""]},{""position"":12,""characters"":[""A"",""E"",""I"",""O"",""P"",""R""]}]","0","0","0","0","full-pool support absent","arc-support"
"4","13","ar_to_en","1111100111100/1111100111111/1111111111111/0111011100111/1110111001110/1110111011111/1111100111111/1111101110111/0011111101110/0111011101110/1111111111111/1110111011111/1110111011111","16","0","10","down","13","????N???N?P??","[{""position"":0,""characters"":[""A"",""C"",""D"",""E"",""G"",""I"",""L"",""M"",""N"",""O"",""P"",""R"",""S"",""T"",""U"",""Y""]},{""position"":1,""characters"":[""A"",""E"",""I"",""L"",""O"",""P"",""U""]},{""position"":2,""characters"":[""D"",""E"",""I"",""N"",""O"",""T"",""V""]},{""position"":3,""characters"":[""C"",""D"",""F"",""N"",""O"",""P"",""R"",""S"",""T"",""U""]},{""position"":4,""characters"":[""N""]},{""position"":5,""characters"":[""A"",""C"",""E"",""F"",""I"",""N"",""O"",""P"",""R"",""S"",""U""]},{""position"":6,""characters"":[""B"",""C"",""I"",""L"",""N"",""S"",""T"",""U""]},{""position"":7,""characters"":[""A"",""E"",""I"",""T""]},{""position"":8,""characters"":[""N""]},{""position"":9,""characters"":[""A"",""E"",""I"",""O""]},{""position"":10,""characters"":[""P""]},{""position"":11,""characters"":[""A"",""E"",""I"",""O"",""P"",""R""]},{""position"":12,""characters"":[""C"",""D"",""E"",""G"",""I"",""L"",""M"",""N"",""P"",""R"",""S"",""U"",""Y""]}]","0","0","0","0","full-pool support absent","arc-support"
"4","13","ar_to_en","1111100111100/1111100111111/1111111111111/0111011100111/1110111001110/1110111011111/1111100111111/1111101110111/0011111101110/0111011101110/1111111111111/1110111011111/1110111011111","16","0","10","down","13","??????????C??","[{""position"":0,""characters"":[""A"",""C"",""D"",""E"",""G"",""I"",""L"",""M"",""N"",""O"",""P"",""R"",""S"",""T"",""U"",""Y""]},{""position"":1,""characters"":[""A"",""E"",""I"",""L"",""O"",""P"",""U""]},{""position"":2,""characters"":[""C"",""I"",""R"",""T""]},{""position"":3,""characters"":[""A"",""D"",""E"",""F"",""M"",""N"",""O"",""P"",""R"",""S"",""T""]},{""position"":4,""characters"":[""A"",""E"",""I"",""O"",""U""]},{""position"":5,""characters"":[""A"",""C"",""G"",""I"",""M"",""N"",""O"",""P"",""R"",""S"",""T"",""U"",""X""]},{""position"":6,""characters"":[""A"",""B"",""C"",""H"",""I"",""L"",""T"",""U""]},{""position"":7,""characters"":[""C"",""F"",""G"",""L"",""N"",""O"",""P"",""R"",""S"",""T"",""U"",""X""]},{""position"":8,""characters"":[""A"",""E"",""I"",""N"",""O"",""U""]},{""position"":9,""characters"":[""A"",""E"",""I"",""O"",""U""]},{""position"":10,""characters"":[""C""]},{""position"":11,""characters"":[""A"",""D"",""E"",""I"",""L"",""N"",""O"",""P"",""R"",""V""]},{""position"":12,""characters"":[""A"",""C"",""D"",""E"",""I"",""L"",""N"",""O"",""P"",""R"",""S"",""U"",""Y""]}]","0","0","0","0","full-pool support absent","arc-support"
"4","13","ar_to_en","1111100111100/1111100111111/1111111111111/0111011100111/1110111001110/1110111011111/1111100111111/1111101110111/0011111101110/0111011101110/1111111111111/1110111011111/1110111011111","16","0","10","down","13","????O????????","[{""position"":0,""characters"":[""A"",""C"",""D"",""E"",""G"",""I"",""L"",""M"",""N"",""O"",""P"",""R"",""S"",""T"",""U"",""Y""]},{""position"":1,""characters"":[""A"",""E"",""I"",""O"",""P"",""U""]},{""position"":2,""characters"":[""N"",""R"",""T""]},{""position"":3,""characters"":[""A"",""D"",""E"",""I"",""N"",""O"",""T""]},{""position"":4,""characters"":[""O""]},{""position"":5,""characters"":[""A"",""F"",""T""]},{""position"":6,""characters"":[""B"",""C"",""I"",""L"",""N"",""S"",""T"",""U""]},{""position"":7,""characters"":[""A"",""E"",""I"",""T""]},{""position"":8,""characters"":[""A"",""E"",""I"",""N"",""O"",""R"",""U""]},{""position"":9,""characters"":[""O"",""S""]},{""position"":10,""characters"":[""E"",""O""]},{""position"":11,""characters"":[""A"",""D"",""E"",""I"",""L"",""N"",""O"",""P"",""R"",""V""]},{""position"":12,""characters"":[""A"",""D"",""E"",""I"",""N"",""O"",""R"",""U""]}]","0","0","0","0","full-pool support absent","arc-support"
"4","13","ar_to_en","1111100111100/1111100111111/1111111111111/0111011100111/1110111001110/1110111011111/1111100111111/1111101110111/0011111101110/0111011101110/1111111111111/1110111011111/1110111011111","16","0","10","down","13","????O????????","[{""position"":0,""characters"":[""A"",""C"",""D"",""E"",""G"",""I"",""L"",""M"",""N"",""O"",""P"",""R"",""S"",""T"",""U"",""Y""]},{""position"":1,""characters"":[""A"",""D"",""E"",""I"",""O"",""R"",""U""]},{""position"":2,""characters"":[""C"",""I"",""R"",""T""]},{""position"":3,""characters"":[""A"",""C"",""E"",""M"",""T""]},{""position"":4,""characters"":[""O""]},{""position"":5,""characters"":[""A"",""C"",""E"",""F"",""I"",""N"",""O"",""P"",""R"",""S"",""U""]},{""position"":6,""characters"":[""A"",""C"",""H"",""I"",""N"",""T"",""U""]},{""position"":7,""characters"":[""C"",""E"",""F"",""G"",""L"",""M"",""N"",""O"",""P"",""R"",""S"",""T"",""X""]},{""position"":8,""characters"":[""A"",""E"",""F"",""I"",""O"",""U""]},{""position"":9,""characters"":[""O"",""S""]},{""position"":10,""characters"":[""D"",""E"",""I"",""N"",""O"",""T"",""V""]},{""position"":11,""characters"":[""D"",""E"",""I"",""L"",""N"",""P"",""R""]},{""position"":12,""characters"":[""A"",""E"",""I"",""O"",""R""]}]","0","0","0","0","full-pool support absent","arc-support"
"4","13","ar_to_en","1111100111100/1111100111111/1111111111111/0111011100111/1110111001110/1110111011111/1111100111111/1111101110111/0011111101110/0111011101110/1111111111111/1110111011111/1110111011111","16","0","8","down","3","??U","[{""position"":0,""characters"":[""A"",""B"",""C"",""D"",""E"",""F"",""G"",""H"",""I"",""K"",""L"",""M"",""N"",""O"",""P"",""R"",""S"",""T"",""U"",""W"",""X"",""Y""]},{""position"":1,""characters"":[""A"",""C"",""I"",""N"",""R"",""T""]},{""position"":2,""characters"":[""U""]}]","0","0","0","0","full-pool support absent","arc-support"
"4","13","ar_to_en","1110111100111/1110111101111/1111111111111/0111001111111/0011101110111/1110111110111/1111110011100/1111111001110/0111011101111/1110011110111/1111111111111/1111111011110/0011111001110","29","5","0","down","3","??G","[{""position"":0,""characters"":[""A"",""Y""]},{""position"":1,""characters"":[""D"",""L"",""R""]},{""position"":2,""characters"":[""G""]}]","0","0","0","0","full-pool support absent","arc-support"
"4","13","ar_to_en","1110111100111/1110111101111/1111111111111/0111001111111/0011101110111/1110111110111/1111110011100/1111111001110/0111011101111/1110011110111/1111111111111/1111111011110/0011111001110","29","5","1","down","7","?????NI","[{""position"":0,""characters"":[""D"",""E"",""G"",""I"",""L"",""P"",""R"",""S"",""T""]},{""position"":1,""characters"":[""A"",""E"",""I"",""L"",""N"",""O"",""R"",""S"",""T"",""X""]},{""position"":2,""characters"":[""A"",""C"",""E"",""I"",""O"",""S"",""U"",""Y""]},{""position"":3,""characters"":[""D"",""F"",""L"",""M"",""N"",""P"",""S"",""T"",""W""]},{""position"":4,""characters"":[""E"",""U""]},{""position"":5,""characters"":[""N""]},{""position"":6,""characters"":[""I""]}]","0","0","0","0","full-pool support absent","arc-support"
