"headwordIndex","translationIndex","english","original","status","register","confidence","allowedForEnToAr","allowedForArToEn","preferredForEnToAr","preferredForArToEn","partOfSpeech","reasonCode","reason","reviewer","sources","sourceId","referenceArabic","referenceConflict"
"726","3","LAND","الاراضي","review","msa","medium","","","","","noun","orthography-review","LAND — الاراضي: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","726:3","الأرض","false"
"728","0","DONE","معمول","review","msa","medium","","","","","verb/adjective","construction-or-sense-review","DONE — معمول: معمول can mean made/done but also denotes a pastry; its intended grammatical reading needs clarification.","AI-assisted linguistic review","[]","728:0","أُنجز","false"
"733","0","REGION","الاقليم","review","msa","medium","","","","","noun","orthography-review","REGION — الاقليم: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","733:0","المنطقة","false"
"733","1","REGION","اقليم","review","msa","medium","","","","","noun","orthography-review","REGION — اقليم: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","733:1","المنطقة","false"
"741","3","DISTRICT","منطقة حي","review","msa","medium","","","","","noun","construction-or-sense-review","DISTRICT — منطقة حي: منطقة حي is an awkward stacked phrase for district; preserve it for linguistic review without text editing.","AI-assisted linguistic review","[]","741:3","منطقة حي","true"
"744","0","STYLE","ستايل","review","uncertain","medium","","","","","noun","register-review","STYLE — ستايل: Register or status of this borrowing/form needs evidence. Neither automatic dialect rejection nor unsupported MSA approval.","AI-assisted linguistic review","[]","744:0","الاسلوب","false"
"744","1","STYLE","اسلوب","review","msa","medium","","","","","noun","orthography-review","STYLE — اسلوب: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","744:1","الاسلوب","false"
"744","3","STYLE","الاسلوب","review","msa","medium","","","","","noun","orthography-review","STYLE — الاسلوب: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","744:3","الاسلوب","true"
"748","0","PARTS","اجزاء","review","msa","medium","","","","","noun","orthography-review","PARTS — اجزاء: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","748:0","أجزاء","false"
"748","1","PARTS","الاجزاء","review","msa","medium","","","","","noun","orthography-review","PARTS — الاجزاء: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","748:1","أجزاء","false"
"750","0","EVER","أبداً","review","msa","medium","","","","","adverb","construction-or-sense-review","EVER — أبداً: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","750:0","أبداً","true"
"752","2","EARLY","اوائل","review","msa","medium","","","","","adjective/adverb","orthography-review","EARLY — اوائل: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","752:2","مبكر","false"
"753","0","MILES","ميل","review","msa","medium","","","","","noun","construction-or-sense-review","MILES — ميل: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","753:0","أميال","false"
"753","1","MILES","مايلز","review","uncertain","high","false","false","false","false","noun","unsuitable-unclassified","MILES — مايلز: This rendering does not supply a natural learner equivalent of the English sense. Both directions withheld; register is unresolved so status remains review.","AI-assisted linguistic review","[]","753:1","أميال","false"
"753","2","MILES","اميال","review","msa","medium","","","","","noun","orthography-review","MILES — اميال: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","753:2","أميال","false"
"755","1","RESOURCE","الموارد","review","msa","medium","","","","","noun","construction-or-sense-review","RESOURCE — الموارد: الموارد denotes resources; no supported singular/collective construction is established here.","AI-assisted linguistic review","[]","755:1","مورد","false"
"758","0","EITHER","فاما","review","msa","medium","","","","","determiner/conjunction","orthography-review","EITHER — فاما: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","758:0","إما","false"
"758","1","EITHER","اما","review","msa","medium","","","","","determiner/conjunction","orthography-review","EITHER — اما: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","758:1","إما","false"
"762","2","WORKS","اشغال","review","msa","medium","","","","","verb/noun","orthography-review","WORKS — اشغال: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","762:2","أعمال","false"
"763","1","MATERIAL","المواد","review","msa","medium","","","","","noun","construction-or-sense-review","MATERIAL — المواد: المواد is plural materials; MATERIAL may be collective, but this specific isolated mapping needs review.","AI-assisted linguistic review","[]","763:1","مواد","false"
"763","2","MATERIAL","مواد","review","msa","medium","","","","","noun","construction-or-sense-review","MATERIAL — مواد: مواد is plural materials; retain potential collective use for review rather than rejecting number mechanically.","AI-assisted linguistic review","[]","763:2","مواد","true"
"764","0","BILL","بيل","review","uncertain","high","false","false","false","false","noun","unsuitable-unclassified","BILL — بيل: This rendering does not supply a natural learner equivalent of the English sense. Both directions withheld; register is unresolved so status remains review.","AI-assisted linguistic review","[]","764:0","بيل","true"
"771","3","ADULT","الكبار","review","msa","medium","","","","","noun/adjective","construction-or-sense-review","ADULT — الكبار: الكبار is adults/elders; a singular headword needs a supported collective construction before approval.","AI-assisted linguistic review","[]","771:3","الكبار","true"
"779","0","KIDS","الاولاد","review","msa","medium","","","","","noun","orthography-review","KIDS — الاولاد: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","779:0","الأطفال","false"
"779","1","KIDS","الاطفال","review","msa","medium","","","","","noun","orthography-review","KIDS — الاطفال: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","779:1","الأطفال","false"
"779","2","KIDS","اطفال","review","msa","medium","","","","","noun","orthography-review","KIDS — اطفال: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","779:2","الأطفال","false"
"784","1","MARK","مارك","review","uncertain","high","false","false","false","false","noun/verb","unsuitable-unclassified","MARK — مارك: This rendering does not supply a natural learner equivalent of the English sense. Both directions withheld; register is unresolved so status remains review.","AI-assisted linguistic review","[]","784:1","علامة العلامة","false"
"786","1","ROCK","روك","review","uncertain","medium","","","","","noun","register-review","ROCK — روك: Register or status of this borrowing/form needs evidence. Neither automatic dialect rejection nor unsupported MSA approval.","AI-assisted linguistic review","[]","786:1","روك","true"
"786","3","ROCK","الروك","review","uncertain","medium","","","","","noun","register-review","ROCK — الروك: Register or status of this borrowing/form needs evidence. Neither automatic dialect rejection nor unsupported MSA approval.","AI-assisted linguistic review","[]","786:3","روك","false"
"789","2","READING","يقرا","review","msa","medium","","","","","noun/verb","orthography-review","READING — يقرا: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","789:2","القراءة","false"
"789","3","READING","اقرا","review","msa","medium","","","","","noun/verb","orthography-review","READING — اقرا: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","789:3","القراءة","false"
"791","1","BAD","باد","review","uncertain","high","false","false","false","false","adjective","unsuitable-unclassified","BAD — باد: This rendering does not supply a natural learner equivalent of the English sense. Both directions withheld; register is unresolved so status remains review.","AI-assisted linguistic review","[]","791:1","سيئة","false"
"791","4","BAD","سئ","review","msa","medium","","","","","adjective","orthography-review","BAD — سئ: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","791:4","سيئة","false"
"794","0","PLUS","زايد","review","msa","medium","","","","","preposition/conjunction","orthography-review","PLUS — زايد: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","794:0","زائد","false"
"794","2","PLUS","بالاضافة","review","msa","medium","","","","","preposition/conjunction","orthography-review","PLUS — بالاضافة: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","794:2","زائد","false"
"801","0","PERCENT","النسبة المئوية","review","msa","medium","","","","","noun","construction-or-sense-review","PERCENT — النسبة المئوية: النسبة المئوية names percentage, whereas percent conventionally expresses per hundred. Keep the noun usage question unresolved rather than rewriting.","AI-assisted linguistic review","[]","801:0","النسبة المئوية","true"
"814","0","LYRICS","كلمات","review","msa","medium","","","","","noun","construction-or-sense-review","LYRICS — كلمات: كلمات alone is words; lyrics normally needs a song context. This is a potential materially broad clue, not merely a shared synonym.","AI-assisted linguistic review","[]","814:0","كلمات","true"
"817","1","SUBMIT","قُدم","review","msa","medium","","","","","verb","construction-or-sense-review","SUBMIT — قُدم: قُدم is a passive past submitted form; whether it is an appropriate citation of submit needs contextual judgment.","AI-assisted linguistic review","[]","817:1","قُدم","true"
"821","4","INCLUDED","وشملت","review","msa","medium","","","","","verb/adjective","construction-or-sense-review","INCLUDED — وشملت: وشملت includes an added conjunction and finite construction; retain review rather than dropping characters.","AI-assisted linguistic review","[]","821:4","وشملت","true"
"822","2","FEEL","اشعر","review","msa","medium","","","","","verb","orthography-review","FEEL — اشعر: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","822:2","شعور","false"
"825","1","RISK","المخاطر","review","msa","medium","","","","","noun","construction-or-sense-review","RISK — المخاطر: المخاطر is plural risks; a collective mapping may work in context but is not established here.","AI-assisted linguistic review","[]","825:1","المخاطر","true"
"826","1","THANKS","اشكرك","review","msa","medium","","","","","noun/interjection","orthography-review","THANKS — اشكرك: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","826:1","شكرًا","false"
"832","0","PRODUCTION","الانتاج","review","msa","medium","","","","","noun","orthography-review","PRODUCTION — الانتاج: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","832:0","الإنتاج","false"
"832","1","PRODUCTION","انتاج","review","msa","medium","","","","","noun","orthography-review","PRODUCTION — انتاج: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","832:1","الإنتاج","false"
"836","0","TOWN","تاون","review","uncertain","high","false","false","false","false","noun","unsuitable-unclassified","TOWN — تاون: This rendering does not supply a natural learner equivalent of the English sense. Both directions withheld; register is unresolved so status remains review.","AI-assisted linguistic review","[]","836:0","المدينة","false"
"836","2","TOWN","المدينة","review","msa","medium","","","","","noun","construction-or-sense-review","TOWN — المدينة: المدينة can cover an urban settlement, but the town/city distinction and intended scope need review.","AI-assisted linguistic review","[]","836:2","المدينة","true"
"838","1","ADVERTISING","الاعلانات","review","msa","medium","","","","","noun","orthography-review","ADVERTISING — الاعلانات: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","838:1","الإعلانات","false"
"838","2","ADVERTISING","الاعلان","review","msa","medium","","","","","noun","orthography-review","ADVERTISING — الاعلان: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","838:2","الإعلانات","false"
"838","3","ADVERTISING","اعلان","review","msa","medium","","","","","noun","orthography-review","ADVERTISING — اعلان: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","838:3","الإعلانات","false"
"838","4","ADVERTISING","اعلانات","review","msa","medium","","","","","noun","orthography-review","ADVERTISING — اعلانات: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","838:4","الإعلانات","false"
"843","2","ARCHIVES","الارشيف","review","msa","medium","","","","","noun","orthography-review","ARCHIVES — الارشيف: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","843:2","المحفوظات","false"
"847","0","ERROR","الخطا","review","msa","medium","","","","","noun","orthography-review","ERROR — الخطا: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","847:0","خطأ","false"
"847","1","ERROR","خطا","review","msa","medium","","","","","noun","orthography-review","ERROR — خطا: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","847:1","خطأ","false"
"851","4","CONSTRUCTION","الانشاءات","review","msa","medium","","","","","noun","orthography-review","CONSTRUCTION — الانشاءات: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","851:4","البناء","false"
"851","5","CONSTRUCTION","الانشاء","review","msa","medium","","","","","noun","orthography-review","CONSTRUCTION — الانشاء: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","851:5","البناء","false"
"852","0","TOYS","العاب","review","msa","medium","","","","","noun","orthography-review","TOYS — العاب: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","852:0","لعب اطفال","false"
"852","1","TOYS","لعب اطفال","review","msa","medium","","","","","noun","orthography-review","TOYS — لعب اطفال: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","852:1","لعب اطفال","true"
"854","2","CLEAR","خال","review","msa","medium","","","","","adjective","construction-or-sense-review","CLEAR — خال: خال can mean empty/free or maternal uncle depending on vocalization; the intended clear-of construction is unresolved.","AI-assisted linguistic review","[]","854:2","واضح","false"
"858","0","METHODS","اساليب","review","msa","medium","","","","","noun","orthography-review","METHODS — اساليب: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","858:0","الأساليب","false"
"858","1","METHODS","الاساليب","review","msa","medium","","","","","noun","orthography-review","METHODS — الاساليب: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","858:1","الأساليب","false"
"869","0","TAKEN","اخذ","review","msa","medium","","","","","verb/adjective","orthography-review","TAKEN — اخذ: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","869:0","متخذ","false"
"869","1","TAKEN","ماخوذ","review","msa","medium","","","","","verb/adjective","orthography-review","TAKEN — ماخوذ: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","869:1","متخذ","false"
"869","2","TAKEN","تؤخذ","review","msa","medium","","","","","verb/adjective","construction-or-sense-review","TAKEN — تؤخذ: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","869:2","متخذ","false"
"872","0","MODELS","موديلات","review","uncertain","medium","","","","","noun","register-review","MODELS — موديلات: Register or status of this borrowing/form needs evidence. Neither automatic dialect rejection nor unsupported MSA approval.","AI-assisted linguistic review","[]","872:0","نماذج","false"
"872","3","MODELS","الموديلات","review","uncertain","medium","","","","","noun","register-review","MODELS — الموديلات: Register or status of this borrowing/form needs evidence. Neither automatic dialect rejection nor unsupported MSA approval.","AI-assisted linguistic review","[]","872:3","نماذج","false"
"880","0","SIMPLE","بسيطه","review","msa","medium","","","","","adjective","orthography-review","SIMPLE — بسيطه: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","880:0","بسيطة","false"
"886","0","FRIDAY","الجمعه","review","msa","medium","","","","","noun","orthography-review","FRIDAY — الجمعه: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","886:0","جمعة","false"
"887","0","LAKE","ليك","review","uncertain","high","false","false","false","false","noun","unsuitable-unclassified","LAKE — ليك: This rendering does not supply a natural learner equivalent of the English sense. Both directions withheld; register is unresolved so status remains review.","AI-assisted linguistic review","[]","887:0","بحيرة","false"
"887","2","LAKE","لايك","review","uncertain","high","false","false","false","false","noun","unsuitable-unclassified","LAKE — لايك: This rendering does not supply a natural learner equivalent of the English sense. Both directions withheld; register is unresolved so status remains review.","AI-assisted linguistic review","[]","887:2","بحيرة","false"
"892","0","BASIC","اساسي","review","msa","medium","","","","","adjective","orthography-review","BASIC — اساسي: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","892:0","الأساسي","false"
"892","1","BASIC","اساسية","review","msa","medium","","","","","adjective","orthography-review","BASIC — اساسية: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","892:1","الأساسي","false"
"892","2","BASIC","الاساسية","review","msa","medium","","","","","adjective","orthography-review","BASIC — الاساسية: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","892:2","الأساسي","false"
"895","0","CORPORATE","الشركة","review","msa","medium","","","","","adjective","construction-or-sense-review","CORPORATE — الشركة: الشركة is company; an attributive English corporate/Arabic genitive construction may be natural, but the isolated mapping needs review.","AI-assisted linguistic review","[]","895:0","الشركات","false"
"895","1","CORPORATE","الشركات","review","msa","medium","","","","","adjective","construction-or-sense-review","CORPORATE — الشركات: الشركات is companies; a corporate genitive construction may be natural but is not established by this bare record.","AI-assisted linguistic review","[]","895:1","الشركات","true"
"897","0","CHURCH","كنيسه","review","msa","medium","","","","","noun","orthography-review","CHURCH — كنيسه: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","897:0","الكنيسة","false"
"898","3","METHOD","اسلوب","review","msa","medium","","","","","noun","orthography-review","METHOD — اسلوب: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","898:3","الطريقة","false"
"898","4","METHOD","الاسلوب","review","msa","medium","","","","","noun","orthography-review","METHOD — الاسلوب: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","898:4","الطريقة","false"
"904","1","HARDWARE","الاجهزة","review","msa","medium","","","","","noun","orthography-review","HARDWARE — الاجهزة: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","904:1","الأجهزة","false"
"904","2","HARDWARE","اجهزة","review","msa","medium","","","","","noun","orthography-review","HARDWARE — اجهزة: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","904:2","الأجهزة","false"
"908","0","HOLIDAY","الاجازة","review","msa","medium","","","","","noun","orthography-review","HOLIDAY — الاجازة: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","908:0","عطلة","false"
"908","1","HOLIDAY","اجازة","review","msa","medium","","","","","noun","orthography-review","HOLIDAY — اجازة: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","908:1","عطلة","false"
"909","0","CHAT","شات","review","uncertain","medium","","","","","noun/verb","register-review","CHAT — شات: Register or status of this borrowing/form needs evidence. Neither automatic dialect rejection nor unsupported MSA approval.","AI-assisted linguistic review","[]","909:0","دردشة","false"
"915","0","WRITING","الكتابه","review","msa","medium","","","","","noun/verb","orthography-review","WRITING — الكتابه: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","915:0","الكتابة","false"
"915","2","WRITING","اكتب","review","msa","medium","","","","","noun/verb","construction-or-sense-review","WRITING — اكتب: اكتب is an imperative write. A natural action label may be possible, but the standalone WRITING mapping needs review.","AI-assisted linguistic review","[]","915:2","الكتابة","false"
"916","0","SPEED","سبيد","review","uncertain","high","false","false","false","false","noun","unsuitable-unclassified","SPEED — سبيد: This rendering does not supply a natural learner equivalent of the English sense. Both directions withheld; register is unresolved so status remains review.","AI-assisted linguistic review","[]","916:0","السرعة","false"
"921","0","BRAND","براند","review","uncertain","medium","","","","","noun","register-review","BRAND — براند: Register or status of this borrowing/form needs evidence. Neither automatic dialect rejection nor unsupported MSA approval.","AI-assisted linguistic review","[]","921:0","العلامة التجارية","false"
"922","4","DISCOUNT","خصومات","review","msa","medium","","","","","noun","construction-or-sense-review","DISCOUNT — خصومات: خصومات denotes discounts or disputes; collective discount usage needs a supported sense.","AI-assisted linguistic review","[]","922:4","خصم","false"
"923","0","HIGHER","اعلى","review","msa","medium","","","","","adjective","orthography-review","HIGHER — اعلى: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","923:0","أعلى","false"
"923","1","HIGHER","الاعلى","review","msa","medium","","","","","adjective","orthography-review","HIGHER — الاعلى: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","923:1","أعلى","false"
"924","0","EFFECTS","التاثيرات","review","msa","medium","","","","","noun","orthography-review","EFFECTS — التاثيرات: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","924:0","الآثار","false"
"924","1","EFFECTS","تاثيرات","review","msa","medium","","","","","noun","orthography-review","EFFECTS — تاثيرات: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","924:1","الآثار","false"
"926","0","REMEMBER","اتذكر","review","msa","medium","","","","","verb","orthography-review","REMEMBER — اتذكر: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","926:0","تذكر","false"
"930","0","YELLOW","الاصفر","review","msa","medium","","","","","adjective","orthography-review","YELLOW — الاصفر: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","930:0","أصفر","false"
"930","2","YELLOW","اصفر","review","msa","medium","","","","","adjective","orthography-review","YELLOW — اصفر: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","930:2","أصفر","false"
"933","0","ADVERTISE","الاعلان","review","msa","medium","","","","","verb","orthography-review","ADVERTISE — الاعلان: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","933:0","الإعلان","false"
"937","1","ENVIRONMENTAL","البيئة","review","msa","medium","","","","","adjective","construction-or-sense-review","ENVIRONMENTAL — البيئة: البيئة is environment; an Arabic genitive may translate an English adjective, but the standalone relationship remains contextual.","AI-assisted linguistic review","[]","937:1","البيئة","true"
"939","0","STUFF","اشياء","review","msa","medium","","","","","noun","orthography-review","STUFF — اشياء: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","939:0","الاشياء","false"
"939","1","STUFF","الاشياء","review","msa","medium","","","","","noun","orthography-review","STUFF — الاشياء: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","939:1","الاشياء","true"
"941","0","STORAGE","مخزن","review","msa","medium","","","","","noun","construction-or-sense-review","STORAGE — مخزن: مخزن is a storage place; storage can be space, but the intended place/activity distinction needs confirmation.","AI-assisted linguistic review","[]","941:0","التخزين","false"
"941","1","STORAGE","المخزن","review","msa","medium","","","","","noun","construction-or-sense-review","STORAGE — المخزن: المخزن is the storehouse; leave the storage-space construction for review.","AI-assisted linguistic review","[]","941:1","التخزين","false"
"943","0","DOING","القيام به","review","msa","medium","","","","","verb","construction-or-sense-review","DOING — القيام به: القيام به contains an object pronoun. Do not approve or reject solely on inflection; review the implicit object construction.","AI-assisted linguistic review","[]","943:0","القيام به","true"
"945","0","SHOES","احذية","review","msa","medium","","","","","noun","orthography-review","SHOES — احذية: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","945:0","أحذية","false"
"945","1","SHOES","حذاء","review","msa","medium","","","","","noun","construction-or-sense-review","SHOES — حذاء: حذاء is a shoe; an unqualified shoes mapping needs a supported collective reading.","AI-assisted linguistic review","[]","945:1","أحذية","false"
"945","2","SHOES","الحذاء","review","msa","medium","","","","","noun","construction-or-sense-review","SHOES — الحذاء: الحذاء is a shoe; retain possible collective usage for review.","AI-assisted linguistic review","[]","945:2","أحذية","false"
"945","3","SHOES","الاحذية","review","msa","medium","","","","","noun","orthography-review","SHOES — الاحذية: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","945:3","أحذية","false"
"947","0","STAY","ابقي","review","msa","medium","","","","","verb","orthography-review","STAY — ابقي: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","947:0","البقاء","false"
"949","1","ORDERS","الاوامر","review","msa","medium","","","","","noun","orthography-review","ORDERS — الاوامر: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","949:1","أوامر","false"
"949","2","ORDERS","اوامر","review","msa","medium","","","","","noun","orthography-review","ORDERS — اوامر: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","949:2","أوامر","false"
