"headwordIndex","translationIndex","english","original","status","register","confidence","allowedForEnToAr","allowedForArToEn","preferredForEnToAr","preferredForArToEn","partOfSpeech","reasonCode","reason","reviewer","sources","sourceId","referenceArabic","referenceConflict","sense"
"4433","0","PLENTY","الكثير","approved","msa","high","true","true","true","true","noun","natural-preferred","PLENTY — الكثير: The Arabic nominal quantity expression naturally conveys plenty; do not assume an adverb merely from English usage elsewhere.","AI-assisted linguistic review","[]","4433:0","الكثير","false",""
"6824","0","RETRO","الرجعية","review","msa","medium","","","","","adjective","construction-or-sense-review","RETRO — الرجعية: The political reactionary sense may mislead a learner expecting retrospective design/style; leave the sense unresolved.","AI-assisted linguistic review","[]","6824:0","الرجعية","true",""
"6824","1","RETRO","رجعي","review","msa","medium","","","","","adjective","construction-or-sense-review","RETRO — رجعي: Reactionary/backward-looking and retro style are not automatically equivalent; secondary uses require evidence.","AI-assisted linguistic review","[]","6824:1","الرجعية","false",""
"6824","2","RETRO","ريترو","review","uncertain","medium","","","","","adjective","register-review","RETRO — ريترو: Retrospective style is not automatically equivalent to political reactionary meaning; borrowing register also needs support.","AI-assisted linguistic review","[]","6824:2","الرجعية","false",""
"4371","0","YOGA","اليوغا","approved","msa","high","true","true","false","false","noun","valid-alternative","YOGA — اليوغا: Established learner-facing borrowing with familiar Arabic spelling variants; no dialect classification is inferred from variant orthography.","AI-assisted linguistic review","[]","4371:0","اليوغا","false",""
"4371","1","YOGA","يوغا","approved","msa","high","true","true","true","true","noun","natural-preferred","YOGA — يوغا: Established learner-facing borrowing with familiar Arabic spelling variants; no dialect classification is inferred from variant orthography.","AI-assisted linguistic review","[]","4371:1","اليوغا","false",""
"4371","2","YOGA","اليوجا","approved","msa","high","true","true","false","false","noun","valid-alternative","YOGA — اليوجا: Established learner-facing borrowing with familiar Arabic spelling variants; no dialect classification is inferred from variant orthography.","AI-assisted linguistic review","[]","4371:2","اليوغا","false",""
"4899","0","LOOSE","طليق","approved","msa","high","true","true","true","true","adjective","natural-preferred","LOOSE — طليق: Free/unconfined and loose-fitting are legitimate adjectival readings; Arabic gender agreement is allowed.","AI-assisted linguistic review","[]","4899:0","فضفاضة","false",""
"4899","1","LOOSE","فضفاضة","approved","msa","high","true","true","false","false","adjective","valid-alternative","LOOSE — فضفاضة: Free/unconfined and loose-fitting are legitimate adjectival readings; Arabic gender agreement is allowed.","AI-assisted linguistic review","[]","4899:1","فضفاضة","false",""
"5684","0","RANGING","تتراوح","approved","msa","high","true","true","true","true","verb","natural-preferred","RANGING — تتراوح: The finite Arabic verb expresses ranging or varying across a range naturally.","AI-assisted linguistic review","[]","5684:0","تتراوح","false",""
"8883","0","MONITORED","رصدت","approved","msa","high","true","true","true","true","verb","natural-preferred","MONITORED — رصدت: The finite Arabic past expresses monitoring/observing; English and Arabic morphology need not be identical.","AI-assisted linguistic review","[]","8883:0","رصدت","false",""
"6599","0","TECHNO","كنو","review","uncertain","medium","","","","","noun","register-review","TECHNO — كنو: The music borrowing and apparently incomplete spelling need register/orthographic evidence before approval; no automatic repair.","AI-assisted linguistic review","[]","6599:0","تكنو","false",""
"6599","1","TECHNO","تكنو","review","uncertain","medium","","","","","noun","register-review","TECHNO — تكنو: The music borrowing and apparently incomplete spelling need register/orthographic evidence before approval; no automatic repair.","AI-assisted linguistic review","[]","6599:1","تكنو","true",""
"4502","0","OPENS","يفتح","approved","msa","high","true","true","true","true","verb","natural-preferred","OPENS — يفتح: Natural Arabic finite verb expressing opens.","AI-assisted linguistic review","[]","4502:0","يفتح","false",""
"4852","0","MINT","نعناع","approved","msa","high","true","true","true","true","noun","natural-preferred","MINT — نعناع: The herb noun is valid; the bare name-like borrowing does not establish a general herb or coinage equivalent.","AI-assisted linguistic review","[]","4852:0","النعناع","false",""
"4852","1","MINT","منت","review","uncertain","high","false","false","false","false","noun","unsuitable-unclassified","MINT — منت: The herb noun is valid; the bare name-like borrowing does not establish a general herb or coinage equivalent.","AI-assisted linguistic review","[]","4852:1","النعناع","false",""
"4852","2","MINT","النعناع","approved","msa","high","true","true","false","false","noun","valid-alternative","MINT — النعناع: The herb noun is valid; the bare name-like borrowing does not establish a general herb or coinage equivalent.","AI-assisted linguistic review","[]","4852:2","النعناع","false",""
"7053","0","BEANS","الفاصولياء","approved","msa","high","true","true","false","false","noun","valid-alternative","BEANS — الفاصولياء: Generic bean forms and broad beans are valid related readings; keep the broad-bean sense distinct without excluding it.","AI-assisted linguistic review","[]","7053:0","الفاصوليا","false",""
"7053","1","BEANS","الفول","approved","msa","high","true","true","false","false","noun","valid-alternative","BEANS — الفول (broad beans): Generic bean forms and broad beans are valid related readings; keep the broad-bean sense distinct without excluding it.","AI-assisted linguistic review","[]","7053:1","الفاصوليا","false","broad beans"
"7053","2","BEANS","الفاصوليا","approved","msa","high","true","true","true","true","noun","natural-preferred","BEANS — الفاصوليا: Generic bean forms and broad beans are valid related readings; keep the broad-bean sense distinct without excluding it.","AI-assisted linguistic review","[]","7053:2","الفاصوليا","false",""
"7053","3","BEANS","فول","approved","msa","high","true","true","false","false","noun","valid-alternative","BEANS — فول (broad beans): Generic bean forms and broad beans are valid related readings; keep the broad-bean sense distinct without excluding it.","AI-assisted linguistic review","[]","7053:3","الفاصوليا","false","broad beans"
"4611","0","LOCATE","حدد موقع","approved","msa","high","true","true","true","true","verb","natural-preferred","LOCATE — حدد موقع: Natural multiword command meaning determine the location; preserve spacing.","AI-assisted linguistic review","[]","4611:0","حدد موقع","false",""
