"sampleStratum","baselineStatus","baselineRegister","baselinePos","baselineSense","baselineEnPreference","baselineArPreference","baselineReverseReason","referenceConflict","sampleIndex","headwordIndex","translationIndex","english","arabic","headwordSuitability","semanticAssessment","naturalDisplayAssessment","qaStatus","qaRegister","statusAgreement","registerAgreement","posAgreement","senseAgreement","enPreferenceAgreement","arPreferenceAgreement","reverseClassification","reverseRestrictionAgreement","reason","reviewer","sources","changes"
"rejected","rejected","msa","","","false","false","","true","46","430","2","GALLERY","معرض الصور","suitable general vocabulary","correct in the identified sense","standard Arabic expression","approved","msa","false","true","","","","","","","A gallery may be a collection/display of pictures, including online. معرض الصور is legitimate in that sense and should not be rejected merely for two words.","Fresh AI-assisted QA pass by the same assistant; not independent human or blinded certification","[""https://dictionary.cambridge.org/us/dictionary/english/gallery""]","[{""field"":""status"",""before"":""rejected"",""after"":""approved"",""category"":""serious approval/rejection error"",""confidence"":""high"",""reason"":""A gallery may be a collection/display of pictures, including online. معرض الصور is legitimate in that sense and should not be rejected merely for two words."",""applied"":true},{""field"":""partOfSpeech"",""before"":null,""after"":""noun"",""category"":""POS/sense issue"",""confidence"":""high"",""reason"":""A gallery may be a collection/display of pictures, including online. معرض الصور is legitimate in that sense and should not be rejected merely for two words."",""applied"":true},{""field"":""sense"",""before"":null,""after"":""display or collection of pictures"",""category"":""POS/sense issue"",""confidence"":""high"",""reason"":""A gallery may be a collection/display of pictures, including online. معرض الصور is legitimate in that sense and should not be rejected merely for two words."",""applied"":true},{""field"":""preferredForEnToAr"",""before"":false,""after"":null,""category"":""preferred-direction issue"",""confidence"":""high"",""reason"":""A gallery may be a collection/display of pictures, including online. معرض الصور is legitimate in that sense and should not be rejected merely for two words."",""applied"":true},{""field"":""preferredForArToEn"",""before"":false,""after"":null,""category"":""preferred-direction issue"",""confidence"":""high"",""reason"":""A gallery may be a collection/display of pictures, including online. معرض الصور is legitimate in that sense and should not be rejected merely for two words."",""applied"":true}]"
"rejected","rejected","uncertain","","","false","false","","true","47","88","0","ITS","هاته","suitable general vocabulary","incorrect as an isolated equivalent","not certified as natural MSA","rejected","uncertain","true","true","","","","","","","هاته is a demonstrative form, not an English possessive its; the relationship is wrong even if a demonstrative reading is possible.","Fresh AI-assisted QA pass by the same assistant; not independent human or blinded certification","[]","[]"
"rejected","rejected","uncertain","","","false","false","","false","48","264","4","SOUTH","ساوث","suitable general vocabulary","incorrect as an isolated equivalent","not certified as natural MSA","rejected","uncertain","true","true","","","","","","","ساوث transliterates the English sound; it is not a natural Arabic direction word in this relationship.","Fresh AI-assisted QA pass by the same assistant; not independent human or blinded certification","[]","[]"
"rejected","rejected","dialect","","","false","false","","false","49","452","2","SECOND","تاني","suitable general vocabulary","incorrect as an isolated equivalent","dialect","rejected","dialect","true","true","","","","","","","تاني is colloquial second/other; it does not satisfy the standard Arabic policy as written.","Fresh AI-assisted QA pass by the same assistant; not independent human or blinded certification","[]","[]"
"rejected","rejected","uncertain","","","false","false","","true","50","63","0","SO","أجل.","suitable general vocabulary","incorrect as an isolated equivalent","standard Arabic expression","rejected","msa","true","false","","","","","","","أجل is standard affirmative yes, not a general translation of so. Register and semantic correctness must be assessed separately.","Fresh AI-assisted QA pass by the same assistant; not independent human or blinded certification","[]","[{""field"":""register"",""before"":""uncertain"",""after"":""msa"",""category"":""register issue"",""confidence"":""high"",""reason"":""أجل is standard affirmative yes, not a general translation of so. Register and semantic correctness must be assessed separately."",""applied"":true}]"
"rejected","rejected","msa","","","false","false","","false","51","209","2","DETAILS","للتفاصيل","suitable general vocabulary","incorrect as an isolated equivalent","standard Arabic expression","rejected","msa","true","true","","","","","","","للتفاصيل adds for/to; the bare plural DETAILS does not include that prepositional relation.","Fresh AI-assisted QA pass by the same assistant; not independent human or blinded certification","[]","[]"
"rejected","rejected","msa","","","false","false","","false","52","152","3","SCHOOL","المدارس","suitable general vocabulary","incorrect as an isolated equivalent","standard Arabic expression","rejected","msa","true","true","","","","","","","المدارس is plural schools, not the singular SCHOOL noun.","Fresh AI-assisted QA pass by the same assistant; not independent human or blinded certification","[]","[]"
"rejected","rejected","msa","","","false","false","","true","53","271","1","OWN","الخاصة بك","suitable general vocabulary","context, inflection or written form requires review","standard Arabic expression","review","msa","false","true","","","","","","","الخاصة بك can express your own in a possessive construction. It is context-bound, but categorical rejection solely for the possessive is too strong.","Fresh AI-assisted QA pass by the same assistant; not independent human or blinded certification","[]","[{""field"":""status"",""before"":""rejected"",""after"":""review"",""category"":""semantic translation issue"",""confidence"":""high"",""reason"":""الخاصة بك can express your own in a possessive construction. It is context-bound, but categorical rejection solely for the possessive is too strong."",""applied"":true}]"
"rejected","rejected","uncertain","","","false","false","","false","54","487","0","STREET","ستريت","suitable general vocabulary","incorrect as an isolated equivalent","not certified as natural MSA","rejected","uncertain","true","true","","","","","","","ستريت is an English transliteration/name rather than the Arabic common noun street.","Fresh AI-assisted QA pass by the same assistant; not independent human or blinded certification","[]","[]"
"rejected","rejected","dialect","","","false","false","","false","55","14","1","YOU","انتي","suitable general vocabulary","context, inflection or written form requires review","not certified as natural MSA","review","uncertain","false","false","","","","","","","انتي may represent a colloquial spelling or a misspelling of standard أنتِ. Script alone does not establish dialect with high confidence; keep unresolved.","Fresh AI-assisted QA pass by the same assistant; not independent human or blinded certification","[]","[{""field"":""status"",""before"":""rejected"",""after"":""review"",""category"":""semantic translation issue"",""confidence"":""high"",""reason"":""انتي may represent a colloquial spelling or a misspelling of standard أنتِ. Script alone does not establish dialect with high confidence; keep unresolved."",""applied"":true},{""field"":""register"",""before"":""dialect"",""after"":""uncertain"",""category"":""register issue"",""confidence"":""high"",""reason"":""انتي may represent a colloquial spelling or a misspelling of standard أنتِ. Script alone does not establish dialect with high confidence; keep unresolved."",""applied"":true}]"
"rejected","rejected","msa","","","false","false","","false","56","327","1","GOVERNMENT","الحكومات","suitable general vocabulary","incorrect as an isolated equivalent","standard Arabic expression","rejected","msa","true","true","","","","","","","الحكومات is plural governments; it mismatches the singular headword GOVERNMENT.","Fresh AI-assisted QA pass by the same assistant; not independent human or blinded certification","[]","[]"
"rejected","rejected","dialect","","","false","false","","false","57","41","1","BUT","بس","suitable general vocabulary","incorrect as an isolated equivalent","dialect","rejected","dialect","true","true","","","","","","","بس in the adversative but sense is colloquial. This is a relationship-specific dialect judgment, not a ban on every homograph.","Fresh AI-assisted QA pass by the same assistant; not independent human or blinded certification","[]","[]"
"rejected","rejected","msa","","","false","false","","false","58","256","1","WOMEN","المراة","suitable general vocabulary","incorrect as an isolated equivalent","standard Arabic expression","rejected","msa","true","true","","","","","","","المراة intends singular woman and also has a hamza issue; neither spelling repair alone nor register classification fixes the plural WOMEN mismatch.","Fresh AI-assisted QA pass by the same assistant; not independent human or blinded certification","[]","[]"
"rejected","rejected","dialect","","","false","false","","false","59","64","0","HIS","ده","suitable general vocabulary","incorrect as an isolated equivalent","dialect","rejected","dialect","true","true","","","","","","","ده is an Egyptian demonstrative, not his. Both register and meaning support rejection.","Fresh AI-assisted QA pass by the same assistant; not independent human or blinded certification","[]","[]"
"review","review","uncertain","","","","","","false","60","279","3","AMERICAN","الامريكي","suitable general vocabulary","context, inflection or written form requires review","orthography requires review","review","msa","true","false","","","","","","","الامريكي has a recoverable hamza omission in a standard adjective. Keep orthography review, but the missing hamza is not evidence of uncertain register.","Fresh AI-assisted QA pass by the same assistant; not independent human or blinded certification","[]","[{""field"":""register"",""before"":""uncertain"",""after"":""msa"",""category"":""register issue"",""confidence"":""high"",""reason"":""الامريكي has a recoverable hamza omission in a standard adjective. Keep orthography review, but the missing hamza is not evidence of uncertain register."",""applied"":true}]"
"review","review","uncertain","","","","","","false","61","300","1","NORTH","شمالي","suitable general vocabulary","context, inflection or written form requires review","standard Arabic expression","review","msa","true","false","","","","","","","شمالي is northern/northerly. NORTH can be attributive, but that convention is not settled; the Arabic adjective itself is standard.","Fresh AI-assisted QA pass by the same assistant; not independent human or blinded certification","[]","[{""field"":""register"",""before"":""uncertain"",""after"":""msa"",""category"":""register issue"",""confidence"":""high"",""reason"":""شمالي is northern/northerly. NORTH can be attributive, but that convention is not settled; the Arabic adjective itself is standard."",""applied"":true}]"
"review","review","uncertain","","","","","","false","62","77","0","FIRST","اول","suitable general vocabulary","context, inflection or written form requires review","orthography requires review","review","msa","true","false","","","","","","","اول intends أول. Standard-register adjective with unresolved written hamza, not an unknown register.","Fresh AI-assisted QA pass by the same assistant; not independent human or blinded certification","[]","[{""field"":""register"",""before"":""uncertain"",""after"":""msa"",""category"":""register issue"",""confidence"":""high"",""reason"":""اول intends أول. Standard-register adjective with unresolved written hamza, not an unknown register."",""applied"":true}]"
"review","review","uncertain","","","","","","false","63","252","0","PRICES","اسعار","suitable general vocabulary","context, inflection or written form requires review","orthography requires review","review","msa","true","false","","","","","","","اسعار intends أسعار, a standard plural noun; retain spelling review separately from register.","Fresh AI-assisted QA pass by the same assistant; not independent human or blinded certification","[]","[{""field"":""register"",""before"":""uncertain"",""after"":""msa"",""category"":""register issue"",""confidence"":""high"",""reason"":""اسعار intends أسعار, a standard plural noun; retain spelling review separately from register."",""applied"":true}]"
"review","review","uncertain","","","","","","true","64","215","1","SEND","ارسال","suitable general vocabulary","context, inflection or written form requires review","orthography requires review","review","msa","true","false","","","","","","","ارسال intends إرسال, a verbal noun. Both hamza and verb-versus-masdar convention need review; register is standard.","Fresh AI-assisted QA pass by the same assistant; not independent human or blinded certification","[]","[{""field"":""register"",""before"":""uncertain"",""after"":""msa"",""category"":""register issue"",""confidence"":""high"",""reason"":""ارسال intends إرسال, a verbal noun. Both hamza and verb-versus-masdar convention need review; register is standard."",""applied"":true}]"
"review","review","uncertain","","","","","","false","65","369","0","SAVE","حفظ","suitable general vocabulary","context, inflection or written form requires review","standard Arabic expression","review","msa","true","false","","","","","","","حفظ can be saving/preservation or a past-form verb. It is standard Arabic, but bare SAVE needs a consistent verb-entry convention.","Fresh AI-assisted QA pass by the same assistant; not independent human or blinded certification","[]","[{""field"":""register"",""before"":""uncertain"",""after"":""msa"",""category"":""register issue"",""confidence"":""high"",""reason"":""حفظ can be saving/preservation or a past-form verb. It is standard Arabic, but bare SAVE needs a consistent verb-entry convention."",""applied"":true}]"
"review","review","uncertain","","","","","","false","66","112","3","USED","استخدمت","suitable general vocabulary","context, inflection or written form requires review","standard Arabic expression","review","msa","true","false","","","","","","","استخدمت is a standard person-marked past form. USED can be past or adjective; context is missing, not register evidence.","Fresh AI-assisted QA pass by the same assistant; not independent human or blinded certification","[]","[{""field"":""register"",""before"":""uncertain"",""after"":""msa"",""category"":""register issue"",""confidence"":""high"",""reason"":""استخدمت is a standard person-marked past form. USED can be past or adjective; context is missing, not register evidence."",""applied"":true}]"
"review","review","uncertain","","","","","","false","67","42","3","ONE","واحده","suitable general vocabulary","context, inflection or written form requires review","orthography requires review","review","uncertain","true","true","","","","","","","واحده may be a spelling error for واحدة or a possessive form. Do not certify intended morphology or register without resolving the writing.","Fresh AI-assisted QA pass by the same assistant; not independent human or blinded certification","[]","[]"
"review","review","uncertain","","","","","","false","68","176","2","RESEARCH","ابحاث","suitable general vocabulary","context, inflection or written form requires review","orthography requires review","review","msa","true","false","","","","","","","ابحاث intends أبحاث. It is a standard research noun with an orthographic omission, so register uncertainty conflates two different questions.","Fresh AI-assisted QA pass by the same assistant; not independent human or blinded certification","[]","[{""field"":""register"",""before"":""uncertain"",""after"":""msa"",""category"":""register issue"",""confidence"":""high"",""reason"":""ابحاث intends أبحاث. It is a standard research noun with an orthographic omission, so register uncertainty conflates two different questions."",""applied"":true}]"
"review","review","uncertain","","","","","","true","69","186","3","GAMES","العاب","suitable general vocabulary","context, inflection or written form requires review","orthography requires review","review","msa","true","false","","","","","","","العاب intends ألعاب; missing hamza merits spelling review, not a dialect/unknown-register conclusion.","Fresh AI-assisted QA pass by the same assistant; not independent human or blinded certification","[]","[{""field"":""register"",""before"":""uncertain"",""after"":""msa"",""category"":""register issue"",""confidence"":""high"",""reason"":""العاب intends ألعاب; missing hamza merits spelling review, not a dialect/unknown-register conclusion."",""applied"":true}]"
"review","review","msa","","","","","","false","70","25","1","NEW","جدد","suitable general vocabulary","correct in the identified sense","standard Arabic expression","approved","msa","false","true","","","","","","","جدد is the legitimate masculine plural adjective new, as with new teachers. Gender/number alternatives were accepted elsewhere and should be treated consistently.","Fresh AI-assisted QA pass by the same assistant; not independent human or blinded certification","[]","[{""field"":""status"",""before"":""review"",""after"":""approved"",""category"":""semantic translation issue"",""confidence"":""high"",""reason"":""جدد is the legitimate masculine plural adjective new, as with new teachers. Gender/number alternatives were accepted elsewhere and should be treated consistently."",""applied"":true},{""field"":""partOfSpeech"",""before"":null,""after"":""adjective"",""category"":""POS/sense issue"",""confidence"":""high"",""reason"":""جدد is the legitimate masculine plural adjective new, as with new teachers. Gender/number alternatives were accepted elsewhere and should be treated consistently."",""applied"":true}]"
"review","review","uncertain","","","","","","false","71","452","0","SECOND","ثانيا","suitable general vocabulary","context, inflection or written form requires review","standard Arabic expression","review","msa","true","false","","","","","","","ثانيا is the adverb secondly rather than a simple ordinal noun. The Arabic is standard; grammatical correspondence still needs context.","Fresh AI-assisted QA pass by the same assistant; not independent human or blinded certification","[]","[{""field"":""register"",""before"":""uncertain"",""after"":""msa"",""category"":""register issue"",""confidence"":""high"",""reason"":""ثانيا is the adverb secondly rather than a simple ordinal noun. The Arabic is standard; grammatical correspondence still needs context."",""applied"":true}]"
"review","review","uncertain","","","","","","false","72","354","1","ANOTHER","اخرى","suitable general vocabulary","context, inflection or written form requires review","orthography requires review","review","msa","true","false","","","","","","","اخرى intends أخرى, a standard feminine adjective. Orthography review remains appropriate.","Fresh AI-assisted QA pass by the same assistant; not independent human or blinded certification","[]","[{""field"":""register"",""before"":""uncertain"",""after"":""msa"",""category"":""register issue"",""confidence"":""high"",""reason"":""اخرى intends أخرى, a standard feminine adjective. Orthography review remains appropriate."",""applied"":true}]"
"review","review","uncertain","","","","","","false","73","26","2","MORE","اكثر","suitable general vocabulary","context, inflection or written form requires review","orthography requires review","review","msa","true","false","","","","","","","اكثر intends أكثر, a standard comparative/quantifier. Review the hamza without treating register as unknown.","Fresh AI-assisted QA pass by the same assistant; not independent human or blinded certification","[]","[{""field"":""register"",""before"":""uncertain"",""after"":""msa"",""category"":""register issue"",""confidence"":""high"",""reason"":""اكثر intends أكثر, a standard comparative/quantifier. Review the hamza without treating register as unknown."",""applied"":true}]"
"review","review","uncertain","","","","","","false","74","321","3","CHANGE","غير","suitable general vocabulary","context, inflection or written form requires review","standard Arabic expression","review","msa","true","false","","","","","","","غير has standard adjective/noun/verb readings including other/change depending on vocalization. Unresolved POS is not uncertain register.","Fresh AI-assisted QA pass by the same assistant; not independent human or blinded certification","[]","[{""field"":""register"",""before"":""uncertain"",""after"":""msa"",""category"":""register issue"",""confidence"":""high"",""reason"":""غير has standard adjective/noun/verb readings including other/change depending on vocalization. Unresolved POS is not uncertain register."",""applied"":true}]"
"review","review","uncertain","","","","","","false","75","6","0","FOR","لاجل","suitable general vocabulary","context, inflection or written form requires review","orthography requires review","review","msa","true","false","","","","","","","لاجل intends لأجل, a standard prepositional expression. Keep orthography review; do not rewrite automatically.","Fresh AI-assisted QA pass by the same assistant; not independent human or blinded certification","[]","[{""field"":""register"",""before"":""uncertain"",""after"":""msa"",""category"":""register issue"",""confidence"":""high"",""reason"":""لاجل intends لأجل, a standard prepositional expression. Keep orthography review; do not rewrite automatically."",""applied"":true}]"
"review","review","uncertain","","","","","","false","76","96","3","TOP","الاعلى","suitable general vocabulary","context, inflection or written form requires review","orthography requires review","review","msa","true","false","","","","","","","الاعلى intends الأعلى, a standard superlative adjective. Missing hamza is a written-form issue.","Fresh AI-assisted QA pass by the same assistant; not independent human or blinded certification","[]","[{""field"":""register"",""before"":""uncertain"",""after"":""msa"",""category"":""register issue"",""confidence"":""high"",""reason"":""الاعلى intends الأعلى, a standard superlative adjective. Missing hamza is a written-form issue."",""applied"":true}]"
"review","review","uncertain","","","","","","false","77","491","0","THINGS","اشياء","suitable general vocabulary","context, inflection or written form requires review","orthography requires review","review","msa","true","false","","","","","","","اشياء intends أشياء, a standard plural noun. Retain spelling review with MSA register.","Fresh AI-assisted QA pass by the same assistant; not independent human or blinded certification","[]","[{""field"":""register"",""before"":""uncertain"",""after"":""msa"",""category"":""register issue"",""confidence"":""high"",""reason"":""اشياء intends أشياء, a standard plural noun. Retain spelling review with MSA register."",""applied"":true}]"
"review","review","msa","","","","","","false","78","360","0","MONEY","فلوس","suitable general vocabulary","context, inflection or written form requires review","standard Arabic expression","review","msa","true","true","","","","","","","فلوس has a standard currency-unit plural basis; the broad everyday money sense is register-sensitive. Retaining review without a dialect rejection is appropriate.","Fresh AI-assisted QA pass by the same assistant; not independent human or blinded certification","[""https://www.arabicacademy.gov.eg/ar/محرك-البحث/معجم/dic-19/فلس""]","[]"
"review","review","uncertain","","","","","","true","79","76","1","ONLINE","على الانترنت","suitable general vocabulary","context, inflection or written form requires review","orthography requires review","review","msa","true","false","","","","","","","على الانترنت is an ordinary online phrase with hamza omission. Multiword form is valid; only orthography remains uncertified.","Fresh AI-assisted QA pass by the same assistant; not independent human or blinded certification","[]","[{""field"":""register"",""before"":""uncertain"",""after"":""msa"",""category"":""register issue"",""confidence"":""high"",""reason"":""على الانترنت is an ordinary online phrase with hamza omission. Multiword form is valid; only orthography remains uncertified."",""applied"":true}]"
"reverse-restricted","approved","msa","noun","","true","false","Conservative reverse-clue restriction: the same Arabic expression (ignoring article/punctuation/diacritics for review only) also maps to PRICED. Does not restrict EN → AR.","false","80","93","3","PRICE","سعر","suitable general vocabulary","correct in the identified sense","standard Arabic expression","approved","msa","true","true","true","","true","","clearly too restrictive","false","سعر is the ordinary price noun; the past participle PRICED cannot by itself justify reverse exclusion.","Fresh AI-assisted QA pass by the same assistant; not independent human or blinded certification","[]","[{""field"":""preferredForArToEn"",""before"":false,""after"":null,""category"":""preferred-direction issue"",""confidence"":""high"",""reason"":""سعر is the ordinary price noun; the past participle PRICED cannot by itself justify reverse exclusion."",""applied"":true}]"
"reverse-restricted","approved","msa","noun","","true","false","Conservative reverse-clue restriction: the same Arabic expression (ignoring article/punctuation/diacritics for review only) also maps to MARK, MARKED, MARKER. Does not restrict EN → AR.","false","81","258","0","SIGN","علامة","suitable general vocabulary","correct in the identified sense","standard Arabic expression","approved","msa","true","true","true","","true","","clearly justified","true","علامة is a sign or mark. SIGN and MARK are both natural four-letter answers.","Fresh AI-assisted QA pass by the same assistant; not independent human or blinded certification","[]","[]"
"reverse-restricted","approved","msa","noun","","","false","Conservative reverse-clue restriction: the same Arabic expression (ignoring article/punctuation/diacritics for review only) also maps to CARING, SPONSORSHIP. Does not restrict EN → AR.","false","82","285","3","CARE","الرعاية","suitable general vocabulary","correct in the identified sense","standard Arabic expression","approved","msa","true","true","true","","","","probably too restrictive","false","الرعاية is care; sponsorship is a contextual extension, not enough alone to reject CARE as a clue answer.","Fresh AI-assisted QA pass by the same assistant; not independent human or blinded certification","[]","[{""field"":""preferredForArToEn"",""before"":false,""after"":null,""category"":""preferred-direction issue"",""confidence"":""medium"",""reason"":""الرعاية is care; sponsorship is a contextual extension, not enough alone to reject CARE as a clue answer."",""applied"":false}]"
"reverse-restricted","approved","msa","verb","","true","false","Conservative reverse-clue restriction: the same Arabic expression (ignoring article/punctuation/diacritics for review only) also maps to BEEN, HAD. Does not restrict EN → AR.","false","83","28","1","WAS","كان","suitable general vocabulary","correct in the identified sense","standard Arabic expression","approved","msa","true","true","true","","true","","clearly too restrictive","false","كان is an ordinary was equivalent. HAD without possession/perfect context is not an independent same-sense competitor.","Fresh AI-assisted QA pass by the same assistant; not independent human or blinded certification","[]","[{""field"":""preferredForArToEn"",""before"":false,""after"":null,""category"":""preferred-direction issue"",""confidence"":""high"",""reason"":""كان is an ordinary was equivalent. HAD without possession/perfect context is not an independent same-sense competitor."",""applied"":true}]"
"reverse-restricted","approved","msa","noun","","","false","Conservative reverse-clue restriction: the same Arabic expression (ignoring article/punctuation/diacritics for review only) also maps to CALL, CALLING, COMMUNICATION, CONNECT, CONNECTION, CONNECTIVITY, CONTACTING. Does not restrict EN → AR.","false","84","66","2","CONTACT","الاتصال","suitable general vocabulary","correct in the identified sense","standard Arabic expression","approved","msa","true","true","true","","","","probably justified","true","الاتصال covers contact/connection. CONNECT is a verb but seven letters like CONTACT; bare noun/verb Arabic ambiguity still warrants caution.","Fresh AI-assisted QA pass by the same assistant; not independent human or blinded certification","[]","[]"
"reverse-restricted","approved","msa","noun","","","false","Conservative reverse-clue restriction: the same Arabic expression (ignoring article/punctuation/diacritics for review only) also maps to EMPLOYED. Does not restrict EN → AR.","false","85","485","0","USERS","المستخدمون","suitable general vocabulary","correct in the identified sense","standard Arabic expression","approved","msa","true","true","true","","","","clearly too restrictive","false","المستخدمون is users. An unvowelled employed reading does not justify rejecting the plural noun USERS categorically.","Fresh AI-assisted QA pass by the same assistant; not independent human or blinded certification","[]","[{""field"":""preferredForArToEn"",""before"":false,""after"":null,""category"":""preferred-direction issue"",""confidence"":""high"",""reason"":""المستخدمون is users. An unvowelled employed reading does not justify rejecting the plural noun USERS categorically."",""applied"":true}]"
"reverse-restricted","approved","msa","verb","look (imperative)","","false","Conservative reverse-clue restriction: the same Arabic expression (ignoring article/punctuation/diacritics for review only) also maps to LO, SEE. Does not restrict EN → AR.","false","86","413","3","LOOK","انظر","suitable general vocabulary","correct in the identified sense","standard Arabic expression","approved","msa","true","true","true","true","","","probably too restrictive","false","انظر is a standard look imperative. SEE and archaic LO have different lengths; the logged list exaggerates ambiguity.","Fresh AI-assisted QA pass by the same assistant; not independent human or blinded certification","[]","[{""field"":""preferredForArToEn"",""before"":false,""after"":null,""category"":""preferred-direction issue"",""confidence"":""medium"",""reason"":""انظر is a standard look imperative. SEE and archaic LO have different lengths; the logged list exaggerates ambiguity."",""applied"":false}]"
"reverse-restricted","approved","msa","noun","","","false","Conservative reverse-clue restriction: the same Arabic expression (ignoring article/punctuation/diacritics for review only) also maps to BACK, COMEBACK, RETURNING. Does not restrict EN → AR.","false","87","331","0","RETURN","العودة","suitable general vocabulary","correct in the identified sense","standard Arabic expression","approved","msa","true","true","true","","","","probably too restrictive","false","العودة is return or comeback; the word-length distinction makes a blanket ban unnecessarily cautious.","Fresh AI-assisted QA pass by the same assistant; not independent human or blinded certification","[]","[{""field"":""preferredForArToEn"",""before"":false,""after"":null,""category"":""preferred-direction issue"",""confidence"":""medium"",""reason"":""العودة is return or comeback; the word-length distinction makes a blanket ban unnecessarily cautious."",""applied"":false}]"
"reverse-restricted","approved","msa","noun","flow","","false","Conservative reverse-clue restriction: the same Arabic expression (ignoring article/punctuation/diacritics for review only) also maps to STREAM. Does not restrict EN → AR.","false","88","302","1","CURRENT","تيار","suitable general vocabulary","correct in the identified sense","standard Arabic expression","approved","msa","true","true","true","true","","","probably too restrictive","false","تيار denotes a current or stream. The clue is broad, but these English nouns have different lengths.","Fresh AI-assisted QA pass by the same assistant; not independent human or blinded certification","[]","[{""field"":""preferredForArToEn"",""before"":false,""after"":null,""category"":""preferred-direction issue"",""confidence"":""medium"",""reason"":""تيار denotes a current or stream. The clue is broad, but these English nouns have different lengths."",""applied"":false}]"
"reverse-restricted","approved","msa","adverb","","true","false","Conservative reverse-clue restriction: the same Arabic expression (ignoring article/punctuation/diacritics for review only) also maps to OKAY. Does not restrict EN → AR.","false","89","145","0","WELL","حسنا","suitable general vocabulary","correct in the identified sense","standard Arabic expression","approved","msa","true","true","true","","true","","probably too restrictive","false","حسنا can be well/all right; OKAY alone is not grounds to ban a different-length WELL clue.","Fresh AI-assisted QA pass by the same assistant; not independent human or blinded certification","[]","[{""field"":""preferredForArToEn"",""before"":false,""after"":null,""category"":""preferred-direction issue"",""confidence"":""medium"",""reason"":""حسنا can be well/all right; OKAY alone is not grounds to ban a different-length WELL clue."",""applied"":false}]"
"reverse-restricted","approved","msa","noun","","","false","Conservative reverse-clue restriction: the same Arabic expression (ignoring article/punctuation/diacritics for review only) also maps to NISSAN. Does not restrict EN → AR.","false","90","483","1","APRIL","نيسان","suitable general vocabulary","correct in the identified sense","standard Arabic expression","approved","msa","true","true","true","","","","clearly too restrictive","false","نيسان is standard April. NISSAN is a brand and has a different length; neither is good evidence for excluding APRIL.","Fresh AI-assisted QA pass by the same assistant; not independent human or blinded certification","[]","[{""field"":""preferredForArToEn"",""before"":false,""after"":null,""category"":""preferred-direction issue"",""confidence"":""high"",""reason"":""نيسان is standard April. NISSAN is a brand and has a different length; neither is good evidence for excluding APRIL."",""applied"":true}]"
"reverse-restricted","approved","msa","noun","","","false","Conservative reverse-clue restriction: the same Arabic expression (ignoring article/punctuation/diacritics for review only) also maps to CHANGED. Does not restrict EN → AR.","false","91","321","4","CHANGE","تغير","suitable general vocabulary","correct in the identified sense","standard Arabic expression","approved","msa","true","true","true","","","","clearly too restrictive","false","تغير is a standard change noun when read تغيّر. The English past form CHANGED alone is not a valid exclusion argument.","Fresh AI-assisted QA pass by the same assistant; not independent human or blinded certification","[]","[{""field"":""preferredForArToEn"",""before"":false,""after"":null,""category"":""preferred-direction issue"",""confidence"":""high"",""reason"":""تغير is a standard change noun when read تغيّر. The English past form CHANGED alone is not a valid exclusion argument."",""applied"":true}]"
"reverse-restricted","approved","msa","noun","advantages or capabilities","","false","Conservative reverse-clue restriction: the same Arabic expression (ignoring article/punctuation/diacritics for review only) also maps to FEATURED, FEATURING. Does not restrict EN → AR.","false","92","444","5","FEATURES","المميزات","suitable general vocabulary","correct in the identified sense","standard Arabic expression","approved","msa","true","true","true","true","","","probably justified","true","المميزات can mean features or benefits in the recorded advantages sense. FEATURES and BENEFITS both have eight letters. Although FEATURED/FEATURING were weak original evidence, this separate genuine competitor makes retaining reverse caution probably justified.","Fresh AI-assisted QA pass by the same assistant; not independent human or blinded certification","[]","[]"
"reverse-restricted","approved","msa","noun","","","false","Conservative reverse-clue restriction: the same Arabic expression (ignoring article/punctuation/diacritics for review only) also maps to ICON, SYMBOL. Does not restrict EN → AR.","false","93","246","3","CODE","الرمز","suitable general vocabulary","correct in the identified sense","standard Arabic expression","approved","msa","true","true","true","","","","clearly justified","true","الرمز can be a code or symbol/icon; ICON and CODE have the same length and are genuine competing readings.","Fresh AI-assisted QA pass by the same assistant; not independent human or blinded certification","[]","[]"
"reverse-restricted","approved","msa","noun","","","false","Conservative reverse-clue restriction: the same Arabic expression (ignoring article/punctuation/diacritics for review only) also maps to ADOLESCENT, TEENAGE, TEENAGER. Does not restrict EN → AR.","false","94","399","0","TEEN","المراهق","suitable general vocabulary","correct in the identified sense","standard Arabic expression","approved","msa","true","true","true","","","","probably too restrictive","false","المراهق is a teen/teenager, an age-category noun. Adolescent and teenager have different lengths, so the exclusion is excessive.","Fresh AI-assisted QA pass by the same assistant; not independent human or blinded certification","[]","[{""field"":""preferredForArToEn"",""before"":false,""after"":null,""category"":""preferred-direction issue"",""confidence"":""medium"",""reason"":""المراهق is a teen/teenager, an age-category noun. Adolescent and teenager have different lengths, so the exclusion is excessive."",""applied"":false}]"
