"sourceId","english","original","categories","status","register","confidence","reasonCode","reason","proposedReplacement","applied","reviewer","sources","headwordIndex","translationIndex","beforeStatus","beforeRegister","finalArabic","beforeGrid","afterGrid","metadataChanged","repetitionAssessment"
"h3058:t3","TRAIL","درب درب","[""repeated-word""]","rejected","msa","high","redundant-repetition","In this TRAIL sense, doubling is accidental. The valid counterpart 'درب' already exists under this headword, so reject the malformed duplicate without adding another relationship.","درب","false","AI-assisted linguistic review","[]","3058","3","review","uncertain","درب درب","دربدرب","دربدرب","true","accidental"
"h3135:t0","JEAN","جين جين","[""repeated-word""]","review","uncertain","medium","unresolved-sense","JEAN can be a fabric term or a personal name; the Arabic does not disambiguate.","","false","AI-assisted linguistic review","[]","3135","0","review","uncertain","جين جين","جينجين","جينجين","false","uncertain"
"h3147:t1","GUN","بندقية بندقية","[""repeated-word""]","approved","msa","high","accidental-repetition","The single form 'بندقية' is a natural MSA rendering of the identified GUN sense. The second identical word adds no intended meaning here.","بندقية","true","AI-assisted linguistic review","[]","3147","1","review","uncertain","بندقية","بندقيةبندقية","بندقية","true","accidental"
"h3170:t2","WARM","دافئ دافئ","[""repeated-word""]","rejected","msa","high","redundant-repetition","In this WARM sense, doubling is accidental. The valid counterpart 'دافئ' already exists under this headword, so reject the malformed duplicate without adding another relationship.","دافئ","false","AI-assisted linguistic review","[]","3170","2","review","uncertain","دافئ دافئ","دافئدافئ","دافئدافئ","true","accidental"
"h3172:t0","LEWIS","لويس لويس","[""repeated-word""]","review","uncertain","medium","unresolved-sense","LEWIS also has a technical noun sense; this repeated name rendering remains unresolved.","","false","AI-assisted linguistic review","[]","3172","0","review","uncertain","لويس لويس","لويسلويس","لويسلويس","false","uncertain"
"h3207:t0","REAR","الخلفية الخلفية","[""repeated-word""]","review","uncertain","medium","unresolved-sense","Removing repetition alone does not settle the word sense, grammatical form, or whether emphasis was intended; no confident correction applied.","","false","AI-assisted linguistic review","[]","3207","0","review","uncertain","الخلفية الخلفية","الخلفيةالخلفية","الخلفيةالخلفية","false","uncertain"
"h3217:t3","FORMAL","رسمي رسمي","[""repeated-word""]","rejected","msa","high","redundant-repetition","In this FORMAL sense, doubling is accidental. The valid counterpart 'رسمي' already exists under this headword, so reject the malformed duplicate without adding another relationship.","رسمي","false","AI-assisted linguistic review","[]","3217","3","review","uncertain","رسمي رسمي","رسميرسمي","رسميرسمي","true","accidental"
"h3220:t2","LOCK","قفل قفل","[""repeated-word""]","rejected","msa","high","redundant-repetition","In this LOCK sense, doubling is accidental. The valid counterpart 'قفل' already exists under this headword, so reject the malformed duplicate without adding another relationship.","قفل","false","AI-assisted linguistic review","[]","3220","2","review","uncertain","قفل قفل","قفلقفل","قفلقفل","true","accidental"
"h3222:t3","STORM","عاصفة عاصفة","[""repeated-word""]","rejected","msa","high","redundant-repetition","In this STORM sense, doubling is accidental. The valid counterpart 'عاصفة' already exists under this headword, so reject the malformed duplicate without adding another relationship.","عاصفة","false","AI-assisted linguistic review","[]","3222","3","review","uncertain","عاصفة عاصفة","عاصفةعاصفة","عاصفةعاصفة","true","accidental"
"h3233:t1","SUPREME","العليا العليا","[""repeated-word""]","review","uncertain","medium","unresolved-sense","Removing repetition alone does not settle the word sense, grammatical form, or whether emphasis was intended; no confident correction applied.","","false","AI-assisted linguistic review","[]","3233","1","review","uncertain","العليا العليا","العلياالعليا","العلياالعليا","false","uncertain"
"h3254:t4","PAINT","الطلاء الطلاء","[""repeated-word""]","rejected","msa","high","redundant-repetition","In this PAINT sense, doubling is accidental. The valid counterpart 'الطلاء' already exists under this headword, so reject the malformed duplicate without adding another relationship.","الطلاء","false","AI-assisted linguistic review","[]","3254","4","review","uncertain","الطلاء الطلاء","الطلاءالطلاء","الطلاءالطلاء","true","accidental"
"h3257:t0","OUTLET","منفذ منفذ","[""repeated-word""]","approved","msa","high","accidental-repetition","The single form 'منفذ' is a natural MSA rendering of the identified OUTLET sense. The second identical word adds no intended meaning here.","منفذ","true","AI-assisted linguistic review","[]","3257","0","review","uncertain","منفذ","منفذمنفذ","منفذ","true","accidental"
"h3276:t4","DISH","طبق طبق","[""repeated-word""]","rejected","msa","high","redundant-repetition","In this DISH sense, doubling is accidental. The valid counterpart 'طبق' already exists under this headword, so reject the malformed duplicate without adding another relationship.","طبق","false","AI-assisted linguistic review","[]","3276","4","review","uncertain","طبق طبق","طبقطبق","طبقطبق","true","accidental"
"h3366:t5","MILK","حليب حليب","[""repeated-word""]","rejected","msa","high","redundant-repetition","In this MILK sense, doubling is accidental. The valid counterpart 'حليب' already exists under this headword, so reject the malformed duplicate without adding another relationship.","حليب","false","AI-assisted linguistic review","[]","3366","5","review","uncertain","حليب حليب","حليبحليب","حليبحليب","true","accidental"
"h3401:t3","CHICKEN","دجاج دجاج","[""repeated-word""]","rejected","msa","high","redundant-repetition","In this CHICKEN sense, doubling is accidental. The valid counterpart 'دجاج' already exists under this headword, so reject the malformed duplicate without adding another relationship.","دجاج","false","AI-assisted linguistic review","[]","3401","3","review","uncertain","دجاج دجاج","دجاجدجاج","دجاجدجاج","true","accidental"
"h3532:t1","MOORE","مور مور","[""repeated-word""]","rejected","uncertain","high","personal-or-geographic-name","This relationship renders an identified personal name, surname, month abbreviation/name or geographic proper noun, outside the standard general-vocabulary pool. No spelling rewrite is needed for exclusion.","","false","AI-assisted linguistic review","[]","3532","1","review","uncertain","مور مور","مورمور","مورمور","true","uncertain"
"h3538:t1","MAGNETIC","المغناطيسي المغناطيسي","[""repeated-word""]","review","uncertain","medium","unresolved-sense","Removing repetition alone does not settle the word sense, grammatical form, or whether emphasis was intended; no confident correction applied.","","false","AI-assisted linguistic review","[]","3538","1","review","uncertain","المغناطيسي المغناطيسي","المغناطيسيالمغناطيسي","المغناطيسيالمغناطيسي","false","uncertain"
"h3548:t4","BRIGHT","مشرق مشرق","[""repeated-word""]","rejected","msa","high","redundant-repetition","In this BRIGHT sense, doubling is accidental. The valid counterpart 'مشرق' already exists under this headword, so reject the malformed duplicate without adding another relationship.","مشرق","false","AI-assisted linguistic review","[]","3548","4","review","uncertain","مشرق مشرق","مشرقمشرق","مشرقمشرق","true","accidental"
"h3558:t2","EXPERIMENTAL","تجريبي تجريبي","[""repeated-word""]","rejected","msa","high","redundant-repetition","In this EXPERIMENTAL sense, doubling is accidental. The valid counterpart 'تجريبي' already exists under this headword, so reject the malformed duplicate without adding another relationship.","تجريبي","false","AI-assisted linguistic review","[]","3558","2","review","uncertain","تجريبي تجريبي","تجريبيتجريبي","تجريبيتجريبي","true","accidental"
"h3586:t0","DIRECTORIES","الدلائل الدلائل","[""repeated-word""]","review","uncertain","medium","unresolved-sense","Removing repetition alone does not settle the word sense, grammatical form, or whether emphasis was intended; no confident correction applied.","","false","AI-assisted linguistic review","[]","3586","0","review","uncertain","الدلائل الدلائل","الدلائلالدلائل","الدلائلالدلائل","false","uncertain"
"h3620:t3","CONCRETE","ملموسة ملموسة","[""repeated-word""]","review","uncertain","medium","unresolved-sense","Removing repetition alone does not settle the word sense, grammatical form, or whether emphasis was intended; no confident correction applied.","","false","AI-assisted linguistic review","[]","3620","3","review","uncertain","ملموسة ملموسة","ملموسةملموسة","ملموسةملموسة","false","uncertain"
"h3630:t2","TECHNIQUE","تقنية تقنية","[""repeated-word""]","rejected","msa","high","redundant-repetition","In this TECHNIQUE sense, doubling is accidental. The valid counterpart 'تقنية' already exists under this headword, so reject the malformed duplicate without adding another relationship.","تقنية","false","AI-assisted linguistic review","[]","3630","2","review","uncertain","تقنية تقنية","تقنيةتقنية","تقنيةتقنية","true","accidental"
"h3648:t3","ACCIDENT","حادث حادث","[""repeated-word""]","rejected","msa","high","redundant-repetition","In this ACCIDENT sense, doubling is accidental. The valid counterpart 'حادث' already exists under this headword, so reject the malformed duplicate without adding another relationship.","حادث","false","AI-assisted linguistic review","[]","3648","3","review","uncertain","حادث حادث","حادثحادث","حادثحادث","true","accidental"
"h3649:t2","NICK","نيك نيك","[""repeated-word""]","rejected","uncertain","high","unusable-lexical-rendering","The doubled name-like/phonetic string does not provide a natural MSA translation of the ordinary English lexical sense. Exclude this relationship without inventing a replacement or rejecting unreviewed senses.","","false","AI-assisted linguistic review","[]","3649","2","review","uncertain","نيك نيك","نيكنيك","نيكنيك","true","wrong-or-incomplete"
"h3659:t3","PUMP","مضخة مضخة","[""repeated-word""]","rejected","msa","high","redundant-repetition","In this PUMP sense, doubling is accidental. The valid counterpart 'مضخة' already exists under this headword, so reject the malformed duplicate without adding another relationship.","مضخة","false","AI-assisted linguistic review","[]","3659","3","review","uncertain","مضخة مضخة","مضخةمضخة","مضخةمضخة","true","accidental"
"h3669:t2","NARROW","ضيق ضيق","[""repeated-word""]","rejected","msa","high","redundant-repetition","In this NARROW sense, doubling is accidental. The valid counterpart 'ضيق' already exists under this headword, so reject the malformed duplicate without adding another relationship.","ضيق","false","AI-assisted linguistic review","[]","3669","2","review","uncertain","ضيق ضيق","ضيقضيق","ضيقضيق","true","accidental"
"h3676:t1","CONTROLLER","تحكم تحكم","[""repeated-word""]","review","uncertain","medium","unresolved-sense","Removing repetition alone does not settle the word sense, grammatical form, or whether emphasis was intended; no confident correction applied.","","false","AI-assisted linguistic review","[]","3676","1","review","uncertain","تحكم تحكم","تحكمتحكم","تحكمتحكم","false","uncertain"
"h3723:t2","STABLE","مستقرة مستقرة","[""repeated-word""]","review","uncertain","medium","unresolved-sense","Removing repetition alone does not settle the word sense, grammatical form, or whether emphasis was intended; no confident correction applied.","","false","AI-assisted linguistic review","[]","3723","2","review","uncertain","مستقرة مستقرة","مستقرةمستقرة","مستقرةمستقرة","false","uncertain"
"h3796:t4","BOTTLE","زجاجة زجاجة","[""repeated-word""]","rejected","msa","high","redundant-repetition","In this BOTTLE sense, doubling is accidental. The valid counterpart 'زجاجة' already exists under this headword, so reject the malformed duplicate without adding another relationship.","زجاجة","false","AI-assisted linguistic review","[]","3796","4","review","uncertain","زجاجة زجاجة","زجاجةزجاجة","زجاجةزجاجة","true","accidental"
"h3825:t4","INNER","الداخلية الداخلية","[""repeated-word""]","review","uncertain","medium","unresolved-sense","Removing repetition alone does not settle the word sense, grammatical form, or whether emphasis was intended; no confident correction applied.","","false","AI-assisted linguistic review","[]","3825","4","review","uncertain","الداخلية الداخلية","الداخليةالداخلية","الداخليةالداخلية","false","uncertain"
"h3826:t2","FORMATION","تشكيل تشكيل","[""repeated-word""]","rejected","msa","high","redundant-repetition","In this FORMATION sense, doubling is accidental. The valid counterpart 'تشكيل' already exists under this headword, so reject the malformed duplicate without adding another relationship.","تشكيل","false","AI-assisted linguistic review","[]","3826","2","review","uncertain","تشكيل تشكيل","تشكيلتشكيل","تشكيلتشكيل","true","accidental"
"h3876:t1","CORRESPONDING","المقابلة المقابلة","[""repeated-word""]","review","uncertain","medium","unresolved-sense","Removing repetition alone does not settle the word sense, grammatical form, or whether emphasis was intended; no confident correction applied.","","false","AI-assisted linguistic review","[]","3876","1","review","uncertain","المقابلة المقابلة","المقابلةالمقابلة","المقابلةالمقابلة","false","uncertain"
"h3903:t3","ALARM","إنذار إنذار","[""repeated-word""]","approved","msa","high","accidental-repetition","The single form 'إنذار' is a natural MSA rendering of the identified ALARM sense. The second identical word adds no intended meaning here.","إنذار","true","AI-assisted linguistic review","[]","3903","3","review","uncertain","إنذار","إنذارإنذار","إنذار","true","accidental"
"h4003:t2","GROSS","الإجمالي الإجمالي","[""repeated-word""]","review","uncertain","medium","unresolved-sense","Removing repetition alone does not settle the word sense, grammatical form, or whether emphasis was intended; no confident correction applied.","","false","AI-assisted linguistic review","[]","4003","2","review","uncertain","الإجمالي الإجمالي","الإجماليالإجمالي","الإجماليالإجمالي","false","uncertain"
"h4025:t4","VICTORY","النصر النصر","[""repeated-word""]","rejected","msa","high","redundant-repetition","In this VICTORY sense, doubling is accidental. The valid counterpart 'النصر' already exists under this headword, so reject the malformed duplicate without adding another relationship.","النصر","false","AI-assisted linguistic review","[]","4025","4","review","uncertain","النصر النصر","النصرالنصر","النصرالنصر","true","accidental"
"h4044:t2","STRUCTURAL","الهيكلية الهيكلية","[""repeated-word""]","review","uncertain","medium","unresolved-sense","Removing repetition alone does not settle the word sense, grammatical form, or whether emphasis was intended; no confident correction applied.","","false","AI-assisted linguistic review","[]","4044","2","review","uncertain","الهيكلية الهيكلية","الهيكليةالهيكلية","الهيكليةالهيكلية","false","uncertain"
"h4090:t4","PROMISE","وعد وعد","[""repeated-word""]","rejected","msa","high","redundant-repetition","In this PROMISE sense, doubling is accidental. The valid counterpart 'وعد' already exists under this headword, so reject the malformed duplicate without adding another relationship.","وعد","false","AI-assisted linguistic review","[]","4090","4","review","uncertain","وعد وعد","وعدوعد","وعدوعد","true","accidental"
"h4103:t1","TROPICAL","الاستوائية الاستوائية","[""repeated-word""]","review","uncertain","medium","unresolved-sense","Removing repetition alone does not settle the word sense, grammatical form, or whether emphasis was intended; no confident correction applied.","","false","AI-assisted linguistic review","[]","4103","1","review","uncertain","الاستوائية الاستوائية","الاستوائيةالاستوائية","الاستوائيةالاستوائية","false","uncertain"
"h4124:t3","MUTUAL","المتبادلة المتبادلة","[""repeated-word""]","review","uncertain","medium","unresolved-sense","Removing repetition alone does not settle the word sense, grammatical form, or whether emphasis was intended; no confident correction applied.","","false","AI-assisted linguistic review","[]","4124","3","review","uncertain","المتبادلة المتبادلة","المتبادلةالمتبادلة","المتبادلةالمتبادلة","false","uncertain"
"h4229:t2","CRASH","تحطم تحطم","[""repeated-word""]","rejected","msa","high","redundant-repetition","In this CRASH sense, doubling is accidental. The valid counterpart 'تحطم' already exists under this headword, so reject the malformed duplicate without adding another relationship.","تحطم","false","AI-assisted linguistic review","[]","4229","2","review","uncertain","تحطم تحطم","تحطمتحطم","تحطمتحطم","true","accidental"
"h4244:t0","VENTURE","مشروع مشروع","[""repeated-word""]","approved","msa","high","accidental-repetition","The single form 'مشروع' is a natural MSA rendering of the identified VENTURE sense. The second identical word adds no intended meaning here.","مشروع","true","AI-assisted linguistic review","[]","4244","0","review","uncertain","مشروع","مشروعمشروع","مشروع","true","accidental"
"h4283:t0","SEAN","شون شون","[""repeated-word""]","rejected","uncertain","high","personal-or-geographic-name","This relationship renders an identified personal name, surname, month abbreviation/name or geographic proper noun, outside the standard general-vocabulary pool. No spelling rewrite is needed for exclusion.","","false","AI-assisted linguistic review","[]","4283","0","review","uncertain","شون شون","شونشون","شونشون","true","uncertain"
"h4321:t1","EAR","الأذن الأذن","[""repeated-word""]","approved","msa","high","accidental-repetition","The single form 'الأذن' is a natural MSA rendering of the identified EAR sense. The second identical word adds no intended meaning here.","الأذن","true","AI-assisted linguistic review","[]","4321","1","review","uncertain","الأذن","الأذنالأذن","الأذن","true","accidental"
"h4400:t2","RACK","رف رف","[""repeated-word""]","rejected","msa","high","redundant-repetition","In this RACK sense, doubling is accidental. The valid counterpart 'رف' already exists under this headword, so reject the malformed duplicate without adding another relationship.","رف","false","AI-assisted linguistic review","[]","4400","2","review","uncertain","رف رف","رفرف","رفرف","true","accidental"
"h4429:t1","ROSS","روس روس","[""repeated-word""]","rejected","uncertain","high","personal-or-geographic-name","This relationship renders an identified personal name, surname, month abbreviation/name or geographic proper noun, outside the standard general-vocabulary pool. No spelling rewrite is needed for exclusion.","","false","AI-assisted linguistic review","[]","4429","1","review","uncertain","روس روس","روسروس","روسروس","true","uncertain"
"h4438:t1","MARIA","ماريا ماريا","[""repeated-word""]","rejected","uncertain","high","personal-or-geographic-name","This relationship renders an identified personal name, surname, month abbreviation/name or geographic proper noun, outside the standard general-vocabulary pool. No spelling rewrite is needed for exclusion.","","false","AI-assisted linguistic review","[]","4438","1","review","uncertain","ماريا ماريا","مارياماريا","مارياماريا","true","uncertain"
"h4463:t1","NOVA","نوفا نوفا","[""repeated-word""]","review","uncertain","medium","unresolved-sense","Removing repetition alone does not settle the word sense, grammatical form, or whether emphasis was intended; no confident correction applied.","","false","AI-assisted linguistic review","[]","4463","1","review","uncertain","نوفا نوفا","نوفانوفا","نوفانوفا","false","uncertain"
"h4472:t1","ATHLETIC","رياضي رياضي","[""repeated-word""]","rejected","msa","high","redundant-repetition","The single form 'رياضي' expresses the ordinary ATHLETIC sense; the second identical token adds no intended meaning here. The correct counterpart already exists; reject only the malformed duplicate.","رياضي","false","AI-assisted linguistic review","[]","4472","1","review","uncertain","رياضي رياضي","رياضيرياضي","رياضيرياضي","true","accidental"
"h4474:t2","ESSAYS","مقالات مقالات","[""repeated-word""]","rejected","msa","high","redundant-repetition","In this ESSAYS sense, doubling is accidental. The valid counterpart 'مقالات' already exists under this headword, so reject the malformed duplicate without adding another relationship.","مقالات","false","AI-assisted linguistic review","[]","4474","2","review","uncertain","مقالات مقالات","مقالاتمقالات","مقالاتمقالات","true","accidental"
"h4482:t2","INTELLIGENT","ذكي ذكي","[""repeated-word""]","rejected","msa","high","redundant-repetition","In this INTELLIGENT sense, doubling is accidental. The valid counterpart 'ذكي' already exists under this headword, so reject the malformed duplicate without adding another relationship.","ذكي","false","AI-assisted linguistic review","[]","4482","2","review","uncertain","ذكي ذكي","ذكيذكي","ذكيذكي","true","accidental"
"h4525:t1","TERRY","تيري تيري","[""repeated-word""]","rejected","uncertain","high","personal-or-geographic-name","This relationship renders an identified personal name, surname, month abbreviation/name or geographic proper noun, outside the standard general-vocabulary pool. No spelling rewrite is needed for exclusion.","","false","AI-assisted linguistic review","[]","4525","1","review","uncertain","تيري تيري","تيريتيري","تيريتيري","true","uncertain"
"h4542:t2","POLISH","البولندية البولندية","[""repeated-word""]","review","uncertain","medium","unresolved-sense","Removing repetition alone does not settle the word sense, grammatical form, or whether emphasis was intended; no confident correction applied.","","false","AI-assisted linguistic review","[]","4542","2","review","uncertain","البولندية البولندية","البولنديةالبولندية","البولنديةالبولندية","false","uncertain"
"h4546:t1","JERRY","جيري جيري","[""repeated-word""]","rejected","uncertain","high","personal-or-geographic-name","This relationship renders an identified personal name, surname, month abbreviation/name or geographic proper noun, outside the standard general-vocabulary pool. No spelling rewrite is needed for exclusion.","","false","AI-assisted linguistic review","[]","4546","1","review","uncertain","جيري جيري","جيريجيري","جيريجيري","true","uncertain"
"h4551:t0","INDOOR","داخلي داخلي","[""repeated-word""]","approved","msa","high","accidental-repetition","The single form 'داخلي' is a natural MSA rendering of the identified INDOOR sense. The second identical word adds no intended meaning here.","داخلي","true","AI-assisted linguistic review","[]","4551","0","review","uncertain","داخلي","داخليداخلي","داخلي","true","accidental"
"h4600:t1","MILL","مطحنة مطحنة","[""repeated-word""]","approved","msa","high","accidental-repetition","The single form 'مطحنة' is a natural MSA rendering of the identified MILL sense. The second identical word adds no intended meaning here.","مطحنة","true","AI-assisted linguistic review","[]","4600","1","review","uncertain","مطحنة","مطحنةمطحنة","مطحنة","true","accidental"
"h4633:t2","BILLY","بيلي بيلي","[""repeated-word""]","rejected","uncertain","high","personal-or-geographic-name","This relationship renders an identified personal name, surname, month abbreviation/name or geographic proper noun, outside the standard general-vocabulary pool. No spelling rewrite is needed for exclusion.","","false","AI-assisted linguistic review","[]","4633","2","review","uncertain","بيلي بيلي","بيليبيلي","بيليبيلي","true","uncertain"
"h4655:t0","RECORDER","مسجل مسجل","[""repeated-word""]","approved","msa","high","accidental-repetition","The single form 'مسجل' is a natural MSA rendering of the identified RECORDER sense. The second identical word adds no intended meaning here.","مسجل","true","AI-assisted linguistic review","[]","4655","0","review","uncertain","مسجل","مسجلمسجل","مسجل","true","accidental"
"h4695:t0","MARC","مارك مارك","[""repeated-word""]","rejected","uncertain","high","personal-or-geographic-name","This relationship renders an identified personal name, surname, month abbreviation/name or geographic proper noun, outside the standard general-vocabulary pool. No spelling rewrite is needed for exclusion.","","false","AI-assisted linguistic review","[]","4695","0","review","uncertain","مارك مارك","ماركمارك","ماركمارك","true","uncertain"
"h4711:t2","EMOTIONAL","عاطفي عاطفي","[""repeated-word""]","rejected","msa","high","redundant-repetition","In this EMOTIONAL sense, doubling is accidental. The valid counterpart 'عاطفي' already exists under this headword, so reject the malformed duplicate without adding another relationship.","عاطفي","false","AI-assisted linguistic review","[]","4711","2","review","uncertain","عاطفي عاطفي","عاطفيعاطفي","عاطفيعاطفي","true","accidental"
"h4714:t0","PAD","وسادة وسادة","[""repeated-word""]","approved","msa","high","accidental-repetition","The single form 'وسادة' is a natural MSA rendering of the identified PAD sense. The second identical word adds no intended meaning here.","وسادة","true","AI-assisted linguistic review","[]","4714","0","review","uncertain","وسادة","وسادةوسادة","وسادة","true","accidental"
"h4753:t4","WOLF","الذئب الذئب","[""repeated-word""]","rejected","msa","high","redundant-repetition","In this WOLF sense, doubling is accidental. The valid counterpart 'الذئب' already exists under this headword, so reject the malformed duplicate without adding another relationship.","الذئب","false","AI-assisted linguistic review","[]","4753","4","review","uncertain","الذئب الذئب","الذئبالذئب","الذئبالذئب","true","accidental"
"h4762:t3","INFANT","رضيع رضيع","[""repeated-word""]","rejected","msa","high","redundant-repetition","In this INFANT sense, doubling is accidental. The valid counterpart 'رضيع' already exists under this headword, so reject the malformed duplicate without adding another relationship.","رضيع","false","AI-assisted linguistic review","[]","4762","3","review","uncertain","رضيع رضيع","رضيعرضيع","رضيعرضيع","true","accidental"
"h4798:t0","MARIE","ماري ماري","[""repeated-word""]","rejected","uncertain","high","personal-or-geographic-name","This relationship renders an identified personal name, surname, month abbreviation/name or geographic proper noun, outside the standard general-vocabulary pool. No spelling rewrite is needed for exclusion.","","false","AI-assisted linguistic review","[]","4798","0","review","uncertain","ماري ماري","ماريماري","ماريماري","true","uncertain"
"h4843:t0","FACIAL","الوجه الوجه","[""repeated-word""]","review","uncertain","medium","wrong-or-incomplete-sense","FACIAL is adjectival or a treatment noun; الوجه is simply the face. Removing repetition would not supply a verified sense.","وجهي","false","AI-assisted linguistic review","[]","4843","0","review","uncertain","الوجه الوجه","الوجهالوجه","الوجهالوجه","false","wrong-or-incomplete"
"h4856:t1","PHILIP","فيليب فيليب","[""repeated-word""]","rejected","uncertain","high","personal-or-geographic-name","This relationship renders an identified personal name, surname, month abbreviation/name or geographic proper noun, outside the standard general-vocabulary pool. No spelling rewrite is needed for exclusion.","","false","AI-assisted linguistic review","[]","4856","1","review","uncertain","فيليب فيليب","فيليبفيليب","فيليبفيليب","true","uncertain"
"h4878:t3","WASH","غسل غسل","[""repeated-word""]","rejected","msa","high","redundant-repetition","In this WASH sense, doubling is accidental. The valid counterpart 'غسل' already exists under this headword, so reject the malformed duplicate without adding another relationship.","غسل","false","AI-assisted linguistic review","[]","4878","3","review","uncertain","غسل غسل","غسلغسل","غسلغسل","true","accidental"
"h4916:t2","LEBANON","لبنان”","[""possibly-malformed""]","rejected","uncertain","high","geographic-name","The supplied Arabic denotes a geographic proper name, not a general lexical sense; exclude this relationship without rewriting it.","","false","AI-assisted linguistic review","[]","4916","2","review","uncertain","لبنان”","لبنان”","لبنان”","true",""
"h4917:t1","CORP","كورب كورب","[""repeated-word""]","review","uncertain","medium","unresolved-sense","Removing repetition alone does not settle the word sense, grammatical form, or whether emphasis was intended; no confident correction applied.","","false","AI-assisted linguistic review","[]","4917","1","review","uncertain","كورب كورب","كوربكورب","كوربكورب","false","uncertain"
"h4925:t2","COOPER","كوبر كوبر","[""repeated-word""]","review","uncertain","medium","unresolved-sense","COOPER can mean a barrel maker or a name; intended sense is unresolved.","","false","AI-assisted linguistic review","[]","4925","2","review","uncertain","كوبر كوبر","كوبركوبر","كوبركوبر","false","uncertain"
"h4984:t1","WALTER","والتر والتر","[""repeated-word""]","rejected","uncertain","high","personal-or-geographic-name","This relationship renders an identified personal name, surname, month abbreviation/name or geographic proper noun, outside the standard general-vocabulary pool. No spelling rewrite is needed for exclusion.","","false","AI-assisted linguistic review","[]","4984","1","review","uncertain","والتر والتر","والتروالتر","والتروالتر","true","uncertain"
"h5002:t1","CARL","كارل كارل","[""repeated-word""]","rejected","uncertain","high","personal-or-geographic-name","This relationship renders an identified personal name, surname, month abbreviation/name or geographic proper noun, outside the standard general-vocabulary pool. No spelling rewrite is needed for exclusion.","","false","AI-assisted linguistic review","[]","5002","1","review","uncertain","كارل كارل","كارلكارل","كارلكارل","true","uncertain"
"h5028:t0","MORRIS","موريس موريس","[""repeated-word""]","rejected","uncertain","high","personal-or-geographic-name","This relationship renders an identified personal name, surname, month abbreviation/name or geographic proper noun, outside the standard general-vocabulary pool. No spelling rewrite is needed for exclusion.","","false","AI-assisted linguistic review","[]","5028","0","review","uncertain","موريس موريس","موريسموريس","موريسموريس","true","uncertain"
"h5052:t2","DOLL","دمية دمية","[""repeated-word""]","rejected","msa","high","redundant-repetition","In this DOLL sense, doubling is accidental. The valid counterpart 'دمية' already exists under this headword, so reject the malformed duplicate without adding another relationship.","دمية","false","AI-assisted linguistic review","[]","5052","2","review","uncertain","دمية دمية","دميةدمية","دميةدمية","true","accidental"
"h5091:t1","INTRO","مقدمة مقدمة","[""repeated-word""]","rejected","msa","high","redundant-repetition","In this INTRO sense, doubling is accidental. The valid counterpart 'مقدمة' already exists under this headword, so reject the malformed duplicate without adding another relationship.","مقدمة","false","AI-assisted linguistic review","[]","5091","1","review","uncertain","مقدمة مقدمة","مقدمةمقدمة","مقدمةمقدمة","true","accidental"
"h5109:t0","WRAP","التفاف التفاف","[""repeated-word""]","review","uncertain","medium","unresolved-sense","Removing repetition alone does not settle the word sense, grammatical form, or whether emphasis was intended; no confident correction applied.","","false","AI-assisted linguistic review","[]","5109","0","review","uncertain","التفاف التفاف","التفافالتفاف","التفافالتفاف","false","uncertain"
"h5156:t3","TRACE","تتبع تتبع","[""repeated-word""]","rejected","msa","high","redundant-repetition","In this TRACE sense, doubling is accidental. The valid counterpart 'تتبع' already exists under this headword, so reject the malformed duplicate without adding another relationship.","تتبع","false","AI-assisted linguistic review","[]","5156","3","review","uncertain","تتبع تتبع","تتبعتتبع","تتبعتتبع","true","accidental"
"h5160:t1","PACKS","حزم حزم","[""repeated-word""]","rejected","msa","high","redundant-repetition","In this PACKS sense, doubling is accidental. The valid counterpart 'حزم' already exists under this headword, so reject the malformed duplicate without adding another relationship.","حزم","false","AI-assisted linguistic review","[]","5160","1","review","uncertain","حزم حزم","حزمحزم","حزمحزم","true","accidental"
"h5177:t4","TURKISH","التركية التركية","[""repeated-word""]","review","uncertain","medium","unresolved-sense","Removing repetition alone does not settle the word sense, grammatical form, or whether emphasis was intended; no confident correction applied.","","false","AI-assisted linguistic review","[]","5177","4","review","uncertain","التركية التركية","التركيةالتركية","التركيةالتركية","false","uncertain"
"h5239:t2","ROBIN","روبن روبن","[""repeated-word""]","review","uncertain","medium","unresolved-sense","ROBIN can be a bird or a name; doubled روبن is not enough to select a meaning.","","false","AI-assisted linguistic review","[]","5239","2","review","uncertain","روبن روبن","روبنروبن","روبنروبن","false","uncertain"
"h5269:t2","VALVE","صمام صمام","[""repeated-word""]","rejected","msa","high","redundant-repetition","In this VALVE sense, doubling is accidental. The valid counterpart 'صمام' already exists under this headword, so reject the malformed duplicate without adding another relationship.","صمام","false","AI-assisted linguistic review","[]","5269","2","review","uncertain","صمام صمام","صمامصمام","صمامصمام","true","accidental"
"h5289:t0","FREEWARE","مجانية مجانية","[""repeated-word""]","review","uncertain","medium","wrong-or-incomplete-sense","FREEWARE is software, while مجانية only says free-of-charge. A compound is needed, but no new semantic translation is applied without verification.","برمجيات مجانية","false","AI-assisted linguistic review","[]","5289","0","review","uncertain","مجانية مجانية","مجانيةمجانية","مجانيةمجانية","false","wrong-or-incomplete"
"h5301:t2","ISLAM","الإسلام”","[""possibly-malformed""]","approved","msa","high","editorial-residue","Remove the stray closing quotation mark from this otherwise valid MSA rendering.","الإسلام","true","AI-assisted linguistic review","[]","5301","2","review","uncertain","الإسلام","الإسلام”","الإسلام","true",""
