"sourceId","english","original","categories","status","register","confidence","reasonCode","reason","proposedReplacement","applied","reviewer","sources","repetitionAssessment","headwordIndex","translationIndex","beforeStatus","beforeRegister","finalArabic","beforeGrid","afterGrid","metadataChanged"
"h477:t0","SAN","سان","[""abbreviation""]","review","uncertain","medium","unresolved-sense","The English spelling admits abbreviation/name/lexical readings; this Arabic relationship needs a verified sense before approval.","","false","AI-assisted linguistic review","[]","","477","0","review","uncertain","سان","سان","سان","false"
"h587:t1","CHINA","الصينية","[""place-name""]","review","uncertain","medium","unresolved-sense","الصينية may denote a tray, a Chinese-language/adjectival sense or another inflection; verify whether the intended English sense is country or crockery.","","false","AI-assisted linguistic review","[]","","587","1","review","uncertain","الصينية","الصينية","الصينية","false"
"h611:t0","ID","هوية","[""abbreviation""]","review","uncertain","medium","unresolved-sense","The English spelling admits abbreviation/name/lexical readings; this Arabic relationship needs a verified sense before approval.","","false","AI-assisted linguistic review","[]","","611","0","review","uncertain","هوية","هوية","هوية","false"
"h725:t0","MAR","مار","[""abbreviation""]","review","uncertain","low","unresolved-sense","English has possible lexical/technical/name senses; the supplied Arabic does not establish which was intended. Do not exclude the headword solely from its abbreviation-source match.","","false","AI-assisted linguistic review","[]","","725","0","review","uncertain","مار","مار","مار","false"
"h732:t1","PRO","برو","[""abbreviation""]","review","uncertain","medium","unresolved-sense","The English spelling admits abbreviation/name/lexical readings; this Arabic relationship needs a verified sense before approval.","","false","AI-assisted linguistic review","[]","","732","1","review","uncertain","برو","برو","برو","false"
"h776:t1","VIA","فيا","[""abbreviation""]","review","uncertain","medium","unresolved-sense","The English spelling admits abbreviation/name/lexical readings; this Arabic relationship needs a verified sense before approval.","","false","AI-assisted linguistic review","[]","","776","1","review","uncertain","فيا","فيا","فيا","false"
"h1059:t2","GAS","غازات","[""abbreviation""]","review","uncertain","medium","unresolved-sense","The English spelling admits abbreviation/name/lexical readings; this Arabic relationship needs a verified sense before approval.","","false","AI-assisted linguistic review","[]","","1059","2","review","uncertain","غازات","غازات","غازات","false"
"h1073:t1","SAT","جلست","[""abbreviation""]","review","uncertain","medium","unresolved-sense","The English spelling admits abbreviation/name/lexical readings; this Arabic relationship needs a verified sense before approval.","","false","AI-assisted linguistic review","[]","","1073","1","review","uncertain","جلست","جلست","جلست","false"
"h1164:t0","LOS","لوس","[""abbreviation""]","review","uncertain","medium","unresolved-sense","The English spelling admits abbreviation/name/lexical readings; this Arabic relationship needs a verified sense before approval.","","false","AI-assisted linguistic review","[]","","1164","0","review","uncertain","لوس","لوس","لوس","false"
"h1271:t0","TEL","تل","[""abbreviation""]","review","msa","medium","lexical-sense-needs-confirmation","This English spelling has a possible established lexical or clipped-word sense, so abbreviation membership alone does not justify rejection. Verify the specific sense before approval.","","false","AI-assisted linguistic review","[]","","1271","0","review","uncertain","تل","تل","تل","true"
"h1305:t0","EL","المصعد","[""abbreviation""]","review","uncertain","medium","unresolved-sense","The English spelling admits abbreviation/name/lexical readings; this Arabic relationship needs a verified sense before approval.","","false","AI-assisted linguistic review","[]","","1305","0","review","uncertain","المصعد","المصعد","المصعد","false"
"h1315:t0","MA","أمي","[""abbreviation""]","review","uncertain","medium","unresolved-sense","The English spelling admits abbreviation/name/lexical readings; this Arabic relationship needs a verified sense before approval.","","false","AI-assisted linguistic review","[]","","1315","0","review","uncertain","أمي","أمي","أمي","false"
"h1347:t0","MAC","ماك","[""abbreviation""]","review","uncertain","medium","unresolved-sense","The English spelling admits abbreviation/name/lexical readings; this Arabic relationship needs a verified sense before approval.","","false","AI-assisted linguistic review","[]","","1347","0","review","uncertain","ماك","ماك","ماك","false"
"h1354:t0","MAX","ماكس","[""abbreviation""]","review","uncertain","low","unresolved-sense","English has possible lexical/technical/name senses; the supplied Arabic does not establish which was intended. Do not exclude the headword solely from its abbreviation-source match.","","false","AI-assisted linguistic review","[]","","1354","0","review","uncertain","ماكس","ماكس","ماكس","false"
"h1472:t0","MM","ممم (تأمل)","[""abbreviation"",""editorial-note""]","review","uncertain","medium","unresolved-sense","The note identifies context/register, but deleting it alone does not verify the English sense or Arabic equivalence.","","false","AI-assisted linguistic review","[]","","1472","0","review","uncertain","ممم (تأمل)","مممتأمل","مممتأمل","false"
"h1552:t0","LAS","لاس","[""abbreviation""]","review","uncertain","medium","unresolved-sense","The English spelling admits abbreviation/name/lexical readings; this Arabic relationship needs a verified sense before approval.","","false","AI-assisted linguistic review","[]","","1552","0","review","uncertain","لاس","لاس","لاس","false"
"h1605:t2","SAW","رايت","[""abbreviation""]","review","msa","medium","register-or-sense-review","The proposed spelling/base may be MSA, but the English register, grammatical person or intended sense needs confirmation. No text change applied.","رأيت","false","AI-assisted linguistic review","[]","","1605","2","review","uncertain","رايت","رايت","رايت","true"
"h1641:t3","SUB","الباطن","[""abbreviation""]","review","uncertain","medium","unresolved-sense","The English spelling admits abbreviation/name/lexical readings; this Arabic relationship needs a verified sense before approval.","","false","AI-assisted linguistic review","[]","","1641","3","review","uncertain","الباطن","الباطن","الباطن","false"
"h1726:t0","DEV","ديف","[""abbreviation""]","review","uncertain","low","unresolved-sense","English has possible lexical/technical/name senses; the supplied Arabic does not establish which was intended. Do not exclude the headword solely from its abbreviation-source match.","","false","AI-assisted linguistic review","[]","","1726","0","review","uncertain","ديف","ديف","ديف","false"
"h1745:t0","LEE","ليي","[""abbreviation"",""proper-name""]","review","uncertain","medium","unresolved-sense","LEE has a sheltered-side sense; this spelling looks like a name but needs sense verification.","","false","AI-assisted linguistic review","[]","","1745","0","review","uncertain","ليي","ليي","ليي","false"
"h1745:t1","LEE","لي","[""abbreviation"",""proper-name""]","review","uncertain","medium","unresolved-sense","لي may be a name rendering or a separate Arabic prepositional form; it does not establish LEE’s lexical sense.","","false","AI-assisted linguistic review","[]","","1745","1","review","uncertain","لي","لي","لي","false"
"h1745:t2","LEE","لى","[""abbreviation"",""proper-name""]","review","uncertain","medium","unresolved-sense","لى is ambiguous/orthographically suspect; no confident lexical correction.","","false","AI-assisted linguistic review","[]","","1745","2","review","uncertain","لى","لى","لى","false"
"h1746:t0","OS","عظم","[""abbreviation""]","review","uncertain","medium","unresolved-sense","The English spelling admits abbreviation/name/lexical readings; this Arabic relationship needs a verified sense before approval.","","false","AI-assisted linguistic review","[]","","1746","0","review","uncertain","عظم","عظم","عظم","false"
"h1824:t0","BOB","بوب","[""abbreviation""]","review","uncertain","medium","unresolved-sense","The English spelling admits abbreviation/name/lexical readings; this Arabic relationship needs a verified sense before approval.","","false","AI-assisted linguistic review","[]","","1824","0","review","uncertain","بوب","بوب","بوب","false"
"h1824:t1","BOB","ارتداد","[""abbreviation""]","review","uncertain","medium","unresolved-sense","The English spelling admits abbreviation/name/lexical readings; this Arabic relationship needs a verified sense before approval.","","false","AI-assisted linguistic review","[]","","1824","1","review","uncertain","ارتداد","ارتداد","ارتداد","false"
"h1845:t1","CUM","مع (لاتيني)","[""editorial-note""]","review","uncertain","medium","unresolved-sense","The note identifies context/register, but deleting it alone does not verify the English sense or Arabic equivalence.","","false","AI-assisted linguistic review","[]","","1845","1","review","uncertain","مع (لاتيني)","معلاتيني","معلاتيني","false"
"h1933:t0","BUG","باغ","[""abbreviation""]","review","uncertain","medium","unresolved-sense","The English spelling admits abbreviation/name/lexical readings; this Arabic relationship needs a verified sense before approval.","","false","AI-assisted linguistic review","[]","","1933","0","review","uncertain","باغ","باغ","باغ","false"
"h1933:t1","BUG","باج","[""abbreviation""]","review","uncertain","medium","unresolved-sense","The English spelling admits abbreviation/name/lexical readings; this Arabic relationship needs a verified sense before approval.","","false","AI-assisted linguistic review","[]","","1933","1","review","uncertain","باج","باج","باج","false"
"h2161:t0","DES","ديز","[""abbreviation""]","review","uncertain","medium","unresolved-sense","The English spelling admits abbreviation/name/lexical readings; this Arabic relationship needs a verified sense before approval.","","false","AI-assisted linguistic review","[]","","2161","0","review","uncertain","ديز","ديز","ديز","false"
"h2192:t0","AVE","تحية","[""abbreviation""]","review","msa","medium","lexical-sense-needs-confirmation","This English spelling has a possible established lexical or clipped-word sense, so abbreviation membership alone does not justify rejection. Verify the specific sense before approval.","","false","AI-assisted linguistic review","[]","","2192","0","review","uncertain","تحية","تحية","تحية","true"
"h2281:t0","EM","الحرف ""م""","[""abbreviation""]","review","uncertain","medium","unresolved-sense","The English spelling admits abbreviation/name/lexical readings; this Arabic relationship needs a verified sense before approval.","","false","AI-assisted linguistic review","[]","","2281","0","review","uncertain","الحرف ""م""","الحرفم","الحرفم","false"
"h2368:t1","SPA","سبا","[""abbreviation""]","review","uncertain","medium","unresolved-sense","The English spelling admits abbreviation/name/lexical readings; this Arabic relationship needs a verified sense before approval.","","false","AI-assisted linguistic review","[]","","2368","1","review","uncertain","سبا","سبا","سبا","false"
"h2387:t1","CON","ضد/احتيال","[""abbreviation""]","review","uncertain","medium","unresolved-sense","The English spelling admits abbreviation/name/lexical readings; this Arabic relationship needs a verified sense before approval.","","false","AI-assisted linguistic review","[]","","2387","1","review","uncertain","ضد/احتيال","ضداحتيال","ضداحتيال","false"
"h2507:t0","DOC","طبيب","[""abbreviation""]","review","uncertain","medium","unresolved-sense","The English spelling admits abbreviation/name/lexical readings; this Arabic relationship needs a verified sense before approval.","","false","AI-assisted linguistic review","[]","","2507","0","review","uncertain","طبيب","طبيب","طبيب","false"
"h2526:t0","MOM","امي","[""abbreviation""]","review","uncertain","medium","unresolved-sense","The English spelling admits abbreviation/name/lexical readings; this Arabic relationship needs a verified sense before approval.","","false","AI-assisted linguistic review","[]","","2526","0","review","uncertain","امي","امي","امي","false"
"h2604:t0","LES","لس","[""abbreviation""]","review","uncertain","medium","unresolved-sense","The English spelling admits abbreviation/name/lexical readings; this Arabic relationship needs a verified sense before approval.","","false","AI-assisted linguistic review","[]","","2604","0","review","uncertain","لس","لس","لس","false"
"h2637:t1","DAN","درجة (يابانية)","[""abbreviation"",""proper-name"",""editorial-note""]","review","uncertain","medium","unresolved-sense","The note identifies context/register, but deleting it alone does not verify the English sense or Arabic equivalence.","","false","AI-assisted linguistic review","[]","","2637","1","review","uncertain","درجة (يابانية)","درجةيابانية","درجةيابانية","false"
"h2853:t0","CAP","كاب","[""abbreviation""]","review","uncertain","medium","unresolved-sense","The English spelling admits abbreviation/name/lexical readings; this Arabic relationship needs a verified sense before approval.","","false","AI-assisted linguistic review","[]","","2853","0","review","uncertain","كاب","كاب","كاب","false"
"h2906:t0","GNU","جنو","[""abbreviation""]","review","uncertain","medium","unresolved-sense","The English spelling admits abbreviation/name/lexical readings; this Arabic relationship needs a verified sense before approval.","","false","AI-assisted linguistic review","[]","","2906","0","review","uncertain","جنو","جنو","جنو","false"
"h2972:t0","LIB","ليب","[""abbreviation""]","review","uncertain","medium","unresolved-sense","The English spelling admits abbreviation/name/lexical readings; this Arabic relationship needs a verified sense before approval.","","false","AI-assisted linguistic review","[]","","2972","0","review","uncertain","ليب","ليب","ليب","false"
"h2984:t0","DER","دير","[""abbreviation""]","review","uncertain","medium","unresolved-sense","The English spelling admits abbreviation/name/lexical readings; this Arabic relationship needs a verified sense before approval.","","false","AI-assisted linguistic review","[]","","2984","0","review","uncertain","دير","دير","دير","false"
"h3012:t0","CAM","كام","[""abbreviation""]","review","uncertain","medium","unresolved-sense","The English spelling admits abbreviation/name/lexical readings; this Arabic relationship needs a verified sense before approval.","","false","AI-assisted linguistic review","[]","","3012","0","review","uncertain","كام","كام","كام","false"
"h3012:t1","CAM","كاميرا (اختصار)","[""abbreviation"",""editorial-note""]","review","msa","medium","register-or-sense-review","The proposed spelling/base may be MSA, but the English register, grammatical person or intended sense needs confirmation. No text change applied.","كاميرا","false","AI-assisted linguistic review","[]","","3012","1","review","uncertain","كاميرا (اختصار)","كاميرااختصار","كاميرااختصار","true"
"h3029:t0","RAM","رام","[""abbreviation""]","review","uncertain","medium","unresolved-sense","The English spelling admits abbreviation/name/lexical readings; this Arabic relationship needs a verified sense before approval.","","false","AI-assisted linguistic review","[]","","3029","0","review","uncertain","رام","رام","رام","false"
"h3051:t1","COSTA","كوستا(أ)","[""editorial-note""]","review","uncertain","medium","unresolved-sense","The note identifies context/register, but deleting it alone does not verify the English sense or Arabic equivalence.","","false","AI-assisted linguistic review","[]","","3051","1","review","uncertain","كوستا(أ)","كوستاأ","كوستاأ","false"
"h3237:t0","REF","المرجع","[""abbreviation""]","review","msa","medium","lexical-sense-needs-confirmation","This English spelling has a possible established lexical or clipped-word sense, so abbreviation membership alone does not justify rejection. Verify the specific sense before approval.","","false","AI-assisted linguistic review","[]","","3237","0","review","uncertain","المرجع","المرجع","المرجع","true"
"h3295:t0","HA","هاها (ضحك)","[""abbreviation"",""editorial-note""]","review","uncertain","medium","unresolved-sense","The note identifies context/register, but deleting it alone does not verify the English sense or Arabic equivalence.","","false","AI-assisted linguistic review","[]","","3295","0","review","uncertain","هاها (ضحك)","هاهاضحك","هاهاضحك","false"
"h3498:t0","LO","انظر!","[""abbreviation""]","review","uncertain","medium","unresolved-sense","The English spelling admits abbreviation/name/lexical readings; this Arabic relationship needs a verified sense before approval.","","false","AI-assisted linguistic review","[]","","3498","0","review","uncertain","انظر!","انظر","انظر","false"
"h3601:t0","UT","نغمة موسيقية","[""abbreviation""]","review","uncertain","medium","unresolved-sense","The English spelling admits abbreviation/name/lexical readings; this Arabic relationship needs a verified sense before approval.","","false","AI-assisted linguistic review","[]","","3601","0","review","uncertain","نغمة موسيقية","نغمةموسيقية","نغمةموسيقية","false"
"h3692:t0","BIO","سيرة ذاتية","[""abbreviation""]","review","uncertain","medium","unresolved-sense","The English spelling admits abbreviation/name/lexical readings; this Arabic relationship needs a verified sense before approval.","","false","AI-assisted linguistic review","[]","","3692","0","review","uncertain","سيرة ذاتية","سيرةذاتية","سيرةذاتية","false"
"h3870:t0","JAY","جاي","[""abbreviation""]","review","uncertain","medium","unresolved-sense","The English spelling admits abbreviation/name/lexical readings; this Arabic relationship needs a verified sense before approval.","","false","AI-assisted linguistic review","[]","","3870","0","review","uncertain","جاي","جاي","جاي","false"
"h3870:t1","JAY","جاى","[""abbreviation""]","review","uncertain","medium","unresolved-sense","The English spelling admits abbreviation/name/lexical readings; this Arabic relationship needs a verified sense before approval.","","false","AI-assisted linguistic review","[]","","3870","1","review","uncertain","جاى","جاى","جاى","false"
"h3884:t0","ER","آه (تردد)","[""abbreviation"",""editorial-note""]","review","msa","medium","register-or-sense-review","The proposed spelling/base may be MSA, but the English register, grammatical person or intended sense needs confirmation. No text change applied.","آه","false","AI-assisted linguistic review","[]","","3884","0","review","uncertain","آه (تردد)","آهتردد","آهتردد","true"
"h3913:t0","ROB","روب","[""abbreviation""]","review","uncertain","medium","unresolved-sense","The English spelling admits abbreviation/name/lexical readings; this Arabic relationship needs a verified sense before approval.","","false","AI-assisted linguistic review","[]","","3913","0","review","uncertain","روب","روب","روب","false"
"h3998:t0","MAD","ماد","[""abbreviation""]","review","uncertain","medium","unresolved-sense","The English spelling admits abbreviation/name/lexical readings; this Arabic relationship needs a verified sense before approval.","","false","AI-assisted linguistic review","[]","","3998","0","review","uncertain","ماد","ماد","ماد","false"
"h4008:t0","KEN","كين","[""abbreviation""]","review","uncertain","medium","unresolved-sense","The English spelling admits abbreviation/name/lexical readings; this Arabic relationship needs a verified sense before approval.","","false","AI-assisted linguistic review","[]","","4008","0","review","uncertain","كين","كين","كين","false"
"h4255:t0","DAD","ابى","[""abbreviation""]","review","uncertain","medium","unresolved-sense","The English spelling admits abbreviation/name/lexical readings; this Arabic relationship needs a verified sense before approval.","","false","AI-assisted linguistic review","[]","","4255","0","review","uncertain","ابى","ابى","ابى","false"
"h4255:t1","DAD","ابي","[""abbreviation""]","review","uncertain","medium","unresolved-sense","The English spelling admits abbreviation/name/lexical readings; this Arabic relationship needs a verified sense before approval.","","false","AI-assisted linguistic review","[]","","4255","1","review","uncertain","ابي","ابي","ابي","false"
"h4255:t2","DAD","أب","[""abbreviation""]","review","uncertain","medium","unresolved-sense","The English spelling admits abbreviation/name/lexical readings; this Arabic relationship needs a verified sense before approval.","","false","AI-assisted linguistic review","[]","","4255","2","review","uncertain","أب","أب","أب","false"
"h4292:t0","REG","ريج","[""abbreviation""]","review","uncertain","medium","unresolved-sense","The English spelling admits abbreviation/name/lexical readings; this Arabic relationship needs a verified sense before approval.","","false","AI-assisted linguistic review","[]","","4292","0","review","uncertain","ريج","ريج","ريج","false"
"h4456:t0","SRI","سري","[""abbreviation""]","review","uncertain","medium","unresolved-sense","The English spelling admits abbreviation/name/lexical readings; this Arabic relationship needs a verified sense before approval.","","false","AI-assisted linguistic review","[]","","4456","0","review","uncertain","سري","سري","سري","false"
"h4606:t0","DEN","دن","[""abbreviation""]","review","uncertain","medium","unresolved-sense","The English spelling admits abbreviation/name/lexical readings; this Arabic relationship needs a verified sense before approval.","","false","AI-assisted linguistic review","[]","","4606","0","review","uncertain","دن","دن","دن","false"
"h4692:t1","EVE","حواء","[""abbreviation""]","review","uncertain","medium","unresolved-sense","The English spelling admits abbreviation/name/lexical readings; this Arabic relationship needs a verified sense before approval.","","false","AI-assisted linguistic review","[]","","4692","1","review","uncertain","حواء","حواء","حواء","false"
"h4692:t2","EVE","ايف","[""abbreviation""]","review","uncertain","medium","unresolved-sense","The English spelling admits abbreviation/name/lexical readings; this Arabic relationship needs a verified sense before approval.","","false","AI-assisted linguistic review","[]","","4692","2","review","uncertain","ايف","ايف","ايف","false"
"h4725:t0","ROD","رود","[""abbreviation""]","review","uncertain","medium","unresolved-sense","The English spelling admits abbreviation/name/lexical readings; this Arabic relationship needs a verified sense before approval.","","false","AI-assisted linguistic review","[]","","4725","0","review","uncertain","رود","رود","رود","false"
"h4760:t0","CAL","كال","[""abbreviation""]","review","uncertain","medium","unresolved-sense","The English spelling admits abbreviation/name/lexical readings; this Arabic relationship needs a verified sense before approval.","","false","AI-assisted linguistic review","[]","","4760","0","review","uncertain","كال","كال","كال","false"
"h4772:t0","TA","شكراً (عامية بريطانية)","[""abbreviation"",""editorial-note""]","review","msa","medium","register-or-sense-review","The proposed spelling/base may be MSA, but the English register, grammatical person or intended sense needs confirmation. No text change applied.","شكراً","false","AI-assisted linguistic review","[]","","4772","0","review","uncertain","شكراً (عامية بريطانية)","شكراعاميةبريطانية","شكراعاميةبريطانية","true"
"h4816:t0","PEE","تبول","[""abbreviation""]","review","uncertain","medium","unresolved-sense","The English spelling admits abbreviation/name/lexical readings; this Arabic relationship needs a verified sense before approval.","","false","AI-assisted linguistic review","[]","","4816","0","review","uncertain","تبول","تبول","تبول","false"
"h4825:t0","SIZED","الحجم(د)","[""editorial-note""]","review","uncertain","medium","unresolved-sense","The note identifies context/register, but deleting it alone does not verify the English sense or Arabic equivalence.","","false","AI-assisted linguistic review","[]","","4825","0","review","uncertain","الحجم(د)","الحجمد","الحجمد","false"
"h4872:t0","SUR","سور","[""abbreviation""]","review","uncertain","medium","unresolved-sense","The English spelling admits abbreviation/name/lexical readings; this Arabic relationship needs a verified sense before approval.","","false","AI-assisted linguistic review","[]","","4872","0","review","uncertain","سور","سور","سور","false"
"h4911:t0","HO","هوو (صيحة)","[""abbreviation"",""editorial-note""]","review","uncertain","medium","unresolved-sense","The note identifies context/register, but deleting it alone does not verify the English sense or Arabic equivalence.","","false","AI-assisted linguistic review","[]","","4911","0","review","uncertain","هوو (صيحة)","هووصيحة","هووصيحة","false"
"h4920:t0","SH","اصمت!","[""abbreviation""]","review","uncertain","medium","unresolved-sense","The English spelling admits abbreviation/name/lexical readings; this Arabic relationship needs a verified sense before approval.","","false","AI-assisted linguistic review","[]","","4920","0","review","uncertain","اصمت!","اصمت","اصمت","false"
"h5048:t0","ROY","روي","[""abbreviation""]","review","uncertain","medium","unresolved-sense","The English spelling admits abbreviation/name/lexical readings; this Arabic relationship needs a verified sense before approval.","","false","AI-assisted linguistic review","[]","","5048","0","review","uncertain","روي","روي","روي","false"
"h5048:t1","ROY","روى","[""abbreviation""]","review","uncertain","medium","unresolved-sense","The English spelling admits abbreviation/name/lexical readings; this Arabic relationship needs a verified sense before approval.","","false","AI-assisted linguistic review","[]","","5048","1","review","uncertain","روى","روى","روى","false"
"h5049:t0","ION","ايون","[""abbreviation""]","review","msa","medium","register-or-sense-review","The proposed spelling/base may be MSA, but the English register, grammatical person or intended sense needs confirmation. No text change applied.","أيون","false","AI-assisted linguistic review","[]","","5049","0","review","uncertain","ايون","ايون","ايون","true"
"h5179:t0","CRY","ابكي","[""abbreviation""]","review","uncertain","medium","unresolved-sense","The English spelling admits abbreviation/name/lexical readings; this Arabic relationship needs a verified sense before approval.","","false","AI-assisted linguistic review","[]","","5179","0","review","uncertain","ابكي","ابكي","ابكي","false"
"h5179:t1","CRY","تبكي","[""abbreviation""]","review","uncertain","medium","unresolved-sense","The English spelling admits abbreviation/name/lexical readings; this Arabic relationship needs a verified sense before approval.","","false","AI-assisted linguistic review","[]","","5179","1","review","uncertain","تبكي","تبكي","تبكي","false"
"h5179:t3","CRY","يبكي","[""abbreviation""]","review","uncertain","medium","unresolved-sense","The English spelling admits abbreviation/name/lexical readings; this Arabic relationship needs a verified sense before approval.","","false","AI-assisted linguistic review","[]","","5179","3","review","uncertain","يبكي","يبكي","يبكي","false"
"h5198:t0","TEE","تي","[""abbreviation""]","review","uncertain","medium","unresolved-sense","The English spelling admits abbreviation/name/lexical readings; this Arabic relationship needs a verified sense before approval.","","false","AI-assisted linguistic review","[]","","5198","0","review","uncertain","تي","تي","تي","false"
"h5237:t0","CAD","كاد","[""abbreviation""]","review","uncertain","medium","unresolved-sense","The English spelling admits abbreviation/name/lexical readings; this Arabic relationship needs a verified sense before approval.","","false","AI-assisted linguistic review","[]","","5237","0","review","uncertain","كاد","كاد","كاد","false"
"h5252:t0","DIR","دير","[""abbreviation""]","review","uncertain","low","unresolved-sense","English has possible lexical/technical/name senses; the supplied Arabic does not establish which was intended. Do not exclude the headword solely from its abbreviation-source match.","","false","AI-assisted linguistic review","[]","","5252","0","review","uncertain","دير","دير","دير","false"
"h5270:t0","VAL","فال","[""abbreviation""]","review","uncertain","medium","unresolved-sense","The English spelling admits abbreviation/name/lexical readings; this Arabic relationship needs a verified sense before approval.","","false","AI-assisted linguistic review","[]","","5270","0","review","uncertain","فال","فال","فال","false"
"h5323:t0","ENG","يشغل","[""abbreviation""]","review","uncertain","low","unresolved-sense","English has possible lexical/technical/name senses; the supplied Arabic does not establish which was intended. Do not exclude the headword solely from its abbreviation-source match.","","false","AI-assisted linguistic review","[]","","5323","0","review","uncertain","يشغل","يشغل","يشغل","false"
"h5327:t0","ACE","الاس","[""abbreviation""]","review","uncertain","medium","unresolved-sense","The English spelling admits abbreviation/name/lexical readings; this Arabic relationship needs a verified sense before approval.","","false","AI-assisted linguistic review","[]","","5327","0","review","uncertain","الاس","الاس","الاس","false"
"h5327:t1","ACE","اس","[""abbreviation""]","review","uncertain","medium","unresolved-sense","The English spelling admits abbreviation/name/lexical readings; this Arabic relationship needs a verified sense before approval.","","false","AI-assisted linguistic review","[]","","5327","1","review","uncertain","اس","اس","اس","false"
"h5327:t2","ACE","ايس","[""abbreviation""]","review","uncertain","medium","unresolved-sense","The English spelling admits abbreviation/name/lexical readings; this Arabic relationship needs a verified sense before approval.","","false","AI-assisted linguistic review","[]","","5327","2","review","uncertain","ايس","ايس","ايس","false"
"h5344:t0","SUE","سو","[""abbreviation""]","review","uncertain","medium","unresolved-sense","The English spelling admits abbreviation/name/lexical readings; this Arabic relationship needs a verified sense before approval.","","false","AI-assisted linguistic review","[]","","5344","0","review","uncertain","سو","سو","سو","false"
"h5378:t0","ARCHIVED","المحفوظات(د)","[""editorial-note""]","review","uncertain","medium","unresolved-sense","The note identifies context/register, but deleting it alone does not verify the English sense or Arabic equivalence.","","false","AI-assisted linguistic review","[]","","5378","0","review","uncertain","المحفوظات(د)","المحفوظاتد","المحفوظاتد","false"
"h5380:t0","CHI","تشي","[""abbreviation""]","review","uncertain","medium","unresolved-sense","The English spelling admits abbreviation/name/lexical readings; this Arabic relationship needs a verified sense before approval.","","false","AI-assisted linguistic review","[]","","5380","0","review","uncertain","تشي","تشي","تشي","false"
"h5380:t1","CHI","روح (صيني)","[""abbreviation"",""editorial-note""]","review","uncertain","medium","unresolved-sense","The note identifies context/register, but deleting it alone does not verify the English sense or Arabic equivalence.","","false","AI-assisted linguistic review","[]","","5380","1","review","uncertain","روح (صيني)","روحصيني","روحصيني","false"
"h5467:t0","FLU","الانفلونزا","[""abbreviation""]","review","msa","medium","orthography-review","The flu sense is appropriate, but confirm the standard Arabic loanword spelling before approving this missing-hamza form.","الإنفلونزا","false","AI-assisted linguistic review","[]","","5467","0","review","uncertain","الانفلونزا","الانفلونزا","الانفلونزا","true"
"h5467:t1","FLU","انفلونزا","[""abbreviation""]","review","msa","medium","orthography-review","The flu sense is appropriate, but confirm the standard Arabic loanword spelling before approving this missing-hamza form.","إنفلونزا","false","AI-assisted linguistic review","[]","","5467","1","review","uncertain","انفلونزا","انفلونزا","انفلونزا","true"
"h5552:t0","DOS","دوس","[""abbreviation""]","review","uncertain","medium","unresolved-sense","The English spelling admits abbreviation/name/lexical readings; this Arabic relationship needs a verified sense before approval.","","false","AI-assisted linguistic review","[]","","5552","0","review","uncertain","دوس","دوس","دوس","false"
"h5600:t1","COD","كود","[""abbreviation""]","review","uncertain","medium","unresolved-sense","The English spelling admits abbreviation/name/lexical readings; this Arabic relationship needs a verified sense before approval.","","false","AI-assisted linguistic review","[]","","5600","1","review","uncertain","كود","كود","كود","false"
"h5651:t0","TI","نغمة موسيقية","[""abbreviation""]","review","uncertain","medium","unresolved-sense","The English spelling admits abbreviation/name/lexical readings; this Arabic relationship needs a verified sense before approval.","","false","AI-assisted linguistic review","[]","","5651","0","review","uncertain","نغمة موسيقية","نغمةموسيقية","نغمةموسيقية","false"
"h5787:t0","UM","أمم (تردد)","[""abbreviation"",""editorial-note""]","review","msa","medium","register-or-sense-review","The proposed spelling/base may be MSA, but the English register, grammatical person or intended sense needs confirmation. No text change applied.","أمم","false","AI-assisted linguistic review","[]","","5787","0","review","uncertain","أمم (تردد)","أممتردد","أممتردد","true"
"h5863:t0","YO","يا! (نداء)","[""abbreviation"",""editorial-note""]","review","uncertain","medium","unresolved-sense","The note identifies context/register, but deleting it alone does not verify the English sense or Arabic equivalence.","","false","AI-assisted linguistic review","[]","","5863","0","review","uncertain","يا! (نداء)","يانداء","يانداء","false"
"h5911:t0","ALT","بديل","[""abbreviation""]","review","uncertain","medium","unresolved-sense","The English spelling admits abbreviation/name/lexical readings; this Arabic relationship needs a verified sense before approval.","","false","AI-assisted linguistic review","[]","","5911","0","review","uncertain","بديل","بديل","بديل","false"
"h6020:t0","VIC","فيك","[""abbreviation""]","review","uncertain","medium","unresolved-sense","The English spelling admits abbreviation/name/lexical readings; this Arabic relationship needs a verified sense before approval.","","false","AI-assisted linguistic review","[]","","6020","0","review","uncertain","فيك","فيك","فيك","false"
"h6150:t0","DAM","دام","[""abbreviation""]","review","uncertain","medium","unresolved-sense","The English spelling admits abbreviation/name/lexical readings; this Arabic relationship needs a verified sense before approval.","","false","AI-assisted linguistic review","[]","","6150","0","review","uncertain","دام","دام","دام","false"
"h6150:t3","DAM","سدا","[""abbreviation""]","review","uncertain","medium","unresolved-sense","The English spelling admits abbreviation/name/lexical readings; this Arabic relationship needs a verified sense before approval.","","false","AI-assisted linguistic review","[]","","6150","3","review","uncertain","سدا","سدا","سدا","false"
"h6153:t0","LIL","ليل","[""abbreviation""]","review","uncertain","medium","unresolved-sense","The English spelling admits abbreviation/name/lexical readings; this Arabic relationship needs a verified sense before approval.","","false","AI-assisted linguistic review","[]","","6153","0","review","uncertain","ليل","ليل","ليل","false"
