"sourceId","english","original","categories","status","register","confidence","reasonCode","reason","proposedReplacement","applied","reviewer","sources","headwordIndex","translationIndex","beforeStatus","beforeRegister","finalArabic","beforeGrid","afterGrid","metadataChanged","repetitionAssessment"
"h3001:t2","TONY","توني توني","[""repeated-word""]","rejected","uncertain","high","personal-or-geographic-name","This relationship renders an identified personal name, surname, month abbreviation/name or geographic proper noun, outside the standard general-vocabulary pool. No spelling rewrite is needed for exclusion.","","false","AI-assisted linguistic review","[]","3001","2","review","uncertain","توني توني","تونيتوني","تونيتوني","true","uncertain"
"h3015:t2","TEMPLATE","قالب قالب","[""repeated-word""]","rejected","msa","high","redundant-repetition","In this TEMPLATE sense, doubling is accidental. The valid counterpart 'قالب' already exists under this headword, so reject the malformed duplicate without adding another relationship.","قالب","false","AI-assisted linguistic review","[]","3015","2","review","uncertain","قالب قالب","قالبقالب","قالبقالب","true","accidental"
"h3058:t3","TRAIL","درب درب","[""repeated-word""]","rejected","msa","high","redundant-repetition","In this TRAIL sense, doubling is accidental. The valid counterpart 'درب' already exists under this headword, so reject the malformed duplicate without adding another relationship.","درب","false","AI-assisted linguistic review","[]","3058","3","review","uncertain","درب درب","دربدرب","دربدرب","true","accidental"
"h3170:t2","WARM","دافئ دافئ","[""repeated-word""]","rejected","msa","high","redundant-repetition","In this WARM sense, doubling is accidental. The valid counterpart 'دافئ' already exists under this headword, so reject the malformed duplicate without adding another relationship.","دافئ","false","AI-assisted linguistic review","[]","3170","2","review","uncertain","دافئ دافئ","دافئدافئ","دافئدافئ","true","accidental"
"h3217:t3","FORMAL","رسمي رسمي","[""repeated-word""]","rejected","msa","high","redundant-repetition","In this FORMAL sense, doubling is accidental. The valid counterpart 'رسمي' already exists under this headword, so reject the malformed duplicate without adding another relationship.","رسمي","false","AI-assisted linguistic review","[]","3217","3","review","uncertain","رسمي رسمي","رسميرسمي","رسميرسمي","true","accidental"
"h3220:t2","LOCK","قفل قفل","[""repeated-word""]","rejected","msa","high","redundant-repetition","In this LOCK sense, doubling is accidental. The valid counterpart 'قفل' already exists under this headword, so reject the malformed duplicate without adding another relationship.","قفل","false","AI-assisted linguistic review","[]","3220","2","review","uncertain","قفل قفل","قفلقفل","قفلقفل","true","accidental"
"h3222:t3","STORM","عاصفة عاصفة","[""repeated-word""]","rejected","msa","high","redundant-repetition","In this STORM sense, doubling is accidental. The valid counterpart 'عاصفة' already exists under this headword, so reject the malformed duplicate without adding another relationship.","عاصفة","false","AI-assisted linguistic review","[]","3222","3","review","uncertain","عاصفة عاصفة","عاصفةعاصفة","عاصفةعاصفة","true","accidental"
"h3254:t4","PAINT","الطلاء الطلاء","[""repeated-word""]","rejected","msa","high","redundant-repetition","In this PAINT sense, doubling is accidental. The valid counterpart 'الطلاء' already exists under this headword, so reject the malformed duplicate without adding another relationship.","الطلاء","false","AI-assisted linguistic review","[]","3254","4","review","uncertain","الطلاء الطلاء","الطلاءالطلاء","الطلاءالطلاء","true","accidental"
"h3276:t4","DISH","طبق طبق","[""repeated-word""]","rejected","msa","high","redundant-repetition","In this DISH sense, doubling is accidental. The valid counterpart 'طبق' already exists under this headword, so reject the malformed duplicate without adding another relationship.","طبق","false","AI-assisted linguistic review","[]","3276","4","review","uncertain","طبق طبق","طبقطبق","طبقطبق","true","accidental"
"h3366:t5","MILK","حليب حليب","[""repeated-word""]","rejected","msa","high","redundant-repetition","In this MILK sense, doubling is accidental. The valid counterpart 'حليب' already exists under this headword, so reject the malformed duplicate without adding another relationship.","حليب","false","AI-assisted linguistic review","[]","3366","5","review","uncertain","حليب حليب","حليبحليب","حليبحليب","true","accidental"
"h3401:t3","CHICKEN","دجاج دجاج","[""repeated-word""]","rejected","msa","high","redundant-repetition","In this CHICKEN sense, doubling is accidental. The valid counterpart 'دجاج' already exists under this headword, so reject the malformed duplicate without adding another relationship.","دجاج","false","AI-assisted linguistic review","[]","3401","3","review","uncertain","دجاج دجاج","دجاجدجاج","دجاجدجاج","true","accidental"
"h3532:t1","MOORE","مور مور","[""repeated-word""]","rejected","uncertain","high","personal-or-geographic-name","This relationship renders an identified personal name, surname, month abbreviation/name or geographic proper noun, outside the standard general-vocabulary pool. No spelling rewrite is needed for exclusion.","","false","AI-assisted linguistic review","[]","3532","1","review","uncertain","مور مور","مورمور","مورمور","true","uncertain"
"h3548:t4","BRIGHT","مشرق مشرق","[""repeated-word""]","rejected","msa","high","redundant-repetition","In this BRIGHT sense, doubling is accidental. The valid counterpart 'مشرق' already exists under this headword, so reject the malformed duplicate without adding another relationship.","مشرق","false","AI-assisted linguistic review","[]","3548","4","review","uncertain","مشرق مشرق","مشرقمشرق","مشرقمشرق","true","accidental"
"h3558:t2","EXPERIMENTAL","تجريبي تجريبي","[""repeated-word""]","rejected","msa","high","redundant-repetition","In this EXPERIMENTAL sense, doubling is accidental. The valid counterpart 'تجريبي' already exists under this headword, so reject the malformed duplicate without adding another relationship.","تجريبي","false","AI-assisted linguistic review","[]","3558","2","review","uncertain","تجريبي تجريبي","تجريبيتجريبي","تجريبيتجريبي","true","accidental"
"h3630:t2","TECHNIQUE","تقنية تقنية","[""repeated-word""]","rejected","msa","high","redundant-repetition","In this TECHNIQUE sense, doubling is accidental. The valid counterpart 'تقنية' already exists under this headword, so reject the malformed duplicate without adding another relationship.","تقنية","false","AI-assisted linguistic review","[]","3630","2","review","uncertain","تقنية تقنية","تقنيةتقنية","تقنيةتقنية","true","accidental"
"h3648:t3","ACCIDENT","حادث حادث","[""repeated-word""]","rejected","msa","high","redundant-repetition","In this ACCIDENT sense, doubling is accidental. The valid counterpart 'حادث' already exists under this headword, so reject the malformed duplicate without adding another relationship.","حادث","false","AI-assisted linguistic review","[]","3648","3","review","uncertain","حادث حادث","حادثحادث","حادثحادث","true","accidental"
"h3649:t2","NICK","نيك نيك","[""repeated-word""]","rejected","uncertain","high","unusable-lexical-rendering","The doubled name-like/phonetic string does not provide a natural MSA translation of the ordinary English lexical sense. Exclude this relationship without inventing a replacement or rejecting unreviewed senses.","","false","AI-assisted linguistic review","[]","3649","2","review","uncertain","نيك نيك","نيكنيك","نيكنيك","true","wrong-or-incomplete"
"h3659:t3","PUMP","مضخة مضخة","[""repeated-word""]","rejected","msa","high","redundant-repetition","In this PUMP sense, doubling is accidental. The valid counterpart 'مضخة' already exists under this headword, so reject the malformed duplicate without adding another relationship.","مضخة","false","AI-assisted linguistic review","[]","3659","3","review","uncertain","مضخة مضخة","مضخةمضخة","مضخةمضخة","true","accidental"
"h3669:t2","NARROW","ضيق ضيق","[""repeated-word""]","rejected","msa","high","redundant-repetition","In this NARROW sense, doubling is accidental. The valid counterpart 'ضيق' already exists under this headword, so reject the malformed duplicate without adding another relationship.","ضيق","false","AI-assisted linguistic review","[]","3669","2","review","uncertain","ضيق ضيق","ضيقضيق","ضيقضيق","true","accidental"
"h3796:t4","BOTTLE","زجاجة زجاجة","[""repeated-word""]","rejected","msa","high","redundant-repetition","In this BOTTLE sense, doubling is accidental. The valid counterpart 'زجاجة' already exists under this headword, so reject the malformed duplicate without adding another relationship.","زجاجة","false","AI-assisted linguistic review","[]","3796","4","review","uncertain","زجاجة زجاجة","زجاجةزجاجة","زجاجةزجاجة","true","accidental"
"h3826:t2","FORMATION","تشكيل تشكيل","[""repeated-word""]","rejected","msa","high","redundant-repetition","In this FORMATION sense, doubling is accidental. The valid counterpart 'تشكيل' already exists under this headword, so reject the malformed duplicate without adding another relationship.","تشكيل","false","AI-assisted linguistic review","[]","3826","2","review","uncertain","تشكيل تشكيل","تشكيلتشكيل","تشكيلتشكيل","true","accidental"
"h4025:t4","VICTORY","النصر النصر","[""repeated-word""]","rejected","msa","high","redundant-repetition","In this VICTORY sense, doubling is accidental. The valid counterpart 'النصر' already exists under this headword, so reject the malformed duplicate without adding another relationship.","النصر","false","AI-assisted linguistic review","[]","4025","4","review","uncertain","النصر النصر","النصرالنصر","النصرالنصر","true","accidental"
"h4090:t4","PROMISE","وعد وعد","[""repeated-word""]","rejected","msa","high","redundant-repetition","In this PROMISE sense, doubling is accidental. The valid counterpart 'وعد' already exists under this headword, so reject the malformed duplicate without adding another relationship.","وعد","false","AI-assisted linguistic review","[]","4090","4","review","uncertain","وعد وعد","وعدوعد","وعدوعد","true","accidental"
"h4229:t2","CRASH","تحطم تحطم","[""repeated-word""]","rejected","msa","high","redundant-repetition","In this CRASH sense, doubling is accidental. The valid counterpart 'تحطم' already exists under this headword, so reject the malformed duplicate without adding another relationship.","تحطم","false","AI-assisted linguistic review","[]","4229","2","review","uncertain","تحطم تحطم","تحطمتحطم","تحطمتحطم","true","accidental"
"h4283:t0","SEAN","شون شون","[""repeated-word""]","rejected","uncertain","high","personal-or-geographic-name","This relationship renders an identified personal name, surname, month abbreviation/name or geographic proper noun, outside the standard general-vocabulary pool. No spelling rewrite is needed for exclusion.","","false","AI-assisted linguistic review","[]","4283","0","review","uncertain","شون شون","شونشون","شونشون","true","uncertain"
"h4400:t2","RACK","رف رف","[""repeated-word""]","rejected","msa","high","redundant-repetition","In this RACK sense, doubling is accidental. The valid counterpart 'رف' already exists under this headword, so reject the malformed duplicate without adding another relationship.","رف","false","AI-assisted linguistic review","[]","4400","2","review","uncertain","رف رف","رفرف","رفرف","true","accidental"
"h4429:t1","ROSS","روس روس","[""repeated-word""]","rejected","uncertain","high","personal-or-geographic-name","This relationship renders an identified personal name, surname, month abbreviation/name or geographic proper noun, outside the standard general-vocabulary pool. No spelling rewrite is needed for exclusion.","","false","AI-assisted linguistic review","[]","4429","1","review","uncertain","روس روس","روسروس","روسروس","true","uncertain"
"h4438:t1","MARIA","ماريا ماريا","[""repeated-word""]","rejected","uncertain","high","personal-or-geographic-name","This relationship renders an identified personal name, surname, month abbreviation/name or geographic proper noun, outside the standard general-vocabulary pool. No spelling rewrite is needed for exclusion.","","false","AI-assisted linguistic review","[]","4438","1","review","uncertain","ماريا ماريا","مارياماريا","مارياماريا","true","uncertain"
"h4472:t1","ATHLETIC","رياضي رياضي","[""repeated-word""]","rejected","msa","high","redundant-repetition","The single form 'رياضي' expresses the ordinary ATHLETIC sense; the second identical token adds no intended meaning here. The correct counterpart already exists; reject only the malformed duplicate.","رياضي","false","AI-assisted linguistic review","[]","4472","1","review","uncertain","رياضي رياضي","رياضيرياضي","رياضيرياضي","true","accidental"
"h4474:t2","ESSAYS","مقالات مقالات","[""repeated-word""]","rejected","msa","high","redundant-repetition","In this ESSAYS sense, doubling is accidental. The valid counterpart 'مقالات' already exists under this headword, so reject the malformed duplicate without adding another relationship.","مقالات","false","AI-assisted linguistic review","[]","4474","2","review","uncertain","مقالات مقالات","مقالاتمقالات","مقالاتمقالات","true","accidental"
"h4482:t2","INTELLIGENT","ذكي ذكي","[""repeated-word""]","rejected","msa","high","redundant-repetition","In this INTELLIGENT sense, doubling is accidental. The valid counterpart 'ذكي' already exists under this headword, so reject the malformed duplicate without adding another relationship.","ذكي","false","AI-assisted linguistic review","[]","4482","2","review","uncertain","ذكي ذكي","ذكيذكي","ذكيذكي","true","accidental"
"h4525:t1","TERRY","تيري تيري","[""repeated-word""]","rejected","uncertain","high","personal-or-geographic-name","This relationship renders an identified personal name, surname, month abbreviation/name or geographic proper noun, outside the standard general-vocabulary pool. No spelling rewrite is needed for exclusion.","","false","AI-assisted linguistic review","[]","4525","1","review","uncertain","تيري تيري","تيريتيري","تيريتيري","true","uncertain"
"h4546:t1","JERRY","جيري جيري","[""repeated-word""]","rejected","uncertain","high","personal-or-geographic-name","This relationship renders an identified personal name, surname, month abbreviation/name or geographic proper noun, outside the standard general-vocabulary pool. No spelling rewrite is needed for exclusion.","","false","AI-assisted linguistic review","[]","4546","1","review","uncertain","جيري جيري","جيريجيري","جيريجيري","true","uncertain"
"h4633:t2","BILLY","بيلي بيلي","[""repeated-word""]","rejected","uncertain","high","personal-or-geographic-name","This relationship renders an identified personal name, surname, month abbreviation/name or geographic proper noun, outside the standard general-vocabulary pool. No spelling rewrite is needed for exclusion.","","false","AI-assisted linguistic review","[]","4633","2","review","uncertain","بيلي بيلي","بيليبيلي","بيليبيلي","true","uncertain"
"h4695:t0","MARC","مارك مارك","[""repeated-word""]","rejected","uncertain","high","personal-or-geographic-name","This relationship renders an identified personal name, surname, month abbreviation/name or geographic proper noun, outside the standard general-vocabulary pool. No spelling rewrite is needed for exclusion.","","false","AI-assisted linguistic review","[]","4695","0","review","uncertain","مارك مارك","ماركمارك","ماركمارك","true","uncertain"
"h4711:t2","EMOTIONAL","عاطفي عاطفي","[""repeated-word""]","rejected","msa","high","redundant-repetition","In this EMOTIONAL sense, doubling is accidental. The valid counterpart 'عاطفي' already exists under this headword, so reject the malformed duplicate without adding another relationship.","عاطفي","false","AI-assisted linguistic review","[]","4711","2","review","uncertain","عاطفي عاطفي","عاطفيعاطفي","عاطفيعاطفي","true","accidental"
"h4753:t4","WOLF","الذئب الذئب","[""repeated-word""]","rejected","msa","high","redundant-repetition","In this WOLF sense, doubling is accidental. The valid counterpart 'الذئب' already exists under this headword, so reject the malformed duplicate without adding another relationship.","الذئب","false","AI-assisted linguistic review","[]","4753","4","review","uncertain","الذئب الذئب","الذئبالذئب","الذئبالذئب","true","accidental"
"h4762:t3","INFANT","رضيع رضيع","[""repeated-word""]","rejected","msa","high","redundant-repetition","In this INFANT sense, doubling is accidental. The valid counterpart 'رضيع' already exists under this headword, so reject the malformed duplicate without adding another relationship.","رضيع","false","AI-assisted linguistic review","[]","4762","3","review","uncertain","رضيع رضيع","رضيعرضيع","رضيعرضيع","true","accidental"
"h4798:t0","MARIE","ماري ماري","[""repeated-word""]","rejected","uncertain","high","personal-or-geographic-name","This relationship renders an identified personal name, surname, month abbreviation/name or geographic proper noun, outside the standard general-vocabulary pool. No spelling rewrite is needed for exclusion.","","false","AI-assisted linguistic review","[]","4798","0","review","uncertain","ماري ماري","ماريماري","ماريماري","true","uncertain"
"h4856:t1","PHILIP","فيليب فيليب","[""repeated-word""]","rejected","uncertain","high","personal-or-geographic-name","This relationship renders an identified personal name, surname, month abbreviation/name or geographic proper noun, outside the standard general-vocabulary pool. No spelling rewrite is needed for exclusion.","","false","AI-assisted linguistic review","[]","4856","1","review","uncertain","فيليب فيليب","فيليبفيليب","فيليبفيليب","true","uncertain"
"h4878:t3","WASH","غسل غسل","[""repeated-word""]","rejected","msa","high","redundant-repetition","In this WASH sense, doubling is accidental. The valid counterpart 'غسل' already exists under this headword, so reject the malformed duplicate without adding another relationship.","غسل","false","AI-assisted linguistic review","[]","4878","3","review","uncertain","غسل غسل","غسلغسل","غسلغسل","true","accidental"
"h4916:t2","LEBANON","لبنان”","[""possibly-malformed""]","rejected","uncertain","high","geographic-name","The supplied Arabic denotes a geographic proper name, not a general lexical sense; exclude this relationship without rewriting it.","","false","AI-assisted linguistic review","[]","4916","2","review","uncertain","لبنان”","لبنان”","لبنان”","true",""
"h4984:t1","WALTER","والتر والتر","[""repeated-word""]","rejected","uncertain","high","personal-or-geographic-name","This relationship renders an identified personal name, surname, month abbreviation/name or geographic proper noun, outside the standard general-vocabulary pool. No spelling rewrite is needed for exclusion.","","false","AI-assisted linguistic review","[]","4984","1","review","uncertain","والتر والتر","والتروالتر","والتروالتر","true","uncertain"
"h5002:t1","CARL","كارل كارل","[""repeated-word""]","rejected","uncertain","high","personal-or-geographic-name","This relationship renders an identified personal name, surname, month abbreviation/name or geographic proper noun, outside the standard general-vocabulary pool. No spelling rewrite is needed for exclusion.","","false","AI-assisted linguistic review","[]","5002","1","review","uncertain","كارل كارل","كارلكارل","كارلكارل","true","uncertain"
"h5028:t0","MORRIS","موريس موريس","[""repeated-word""]","rejected","uncertain","high","personal-or-geographic-name","This relationship renders an identified personal name, surname, month abbreviation/name or geographic proper noun, outside the standard general-vocabulary pool. No spelling rewrite is needed for exclusion.","","false","AI-assisted linguistic review","[]","5028","0","review","uncertain","موريس موريس","موريسموريس","موريسموريس","true","uncertain"
"h5052:t2","DOLL","دمية دمية","[""repeated-word""]","rejected","msa","high","redundant-repetition","In this DOLL sense, doubling is accidental. The valid counterpart 'دمية' already exists under this headword, so reject the malformed duplicate without adding another relationship.","دمية","false","AI-assisted linguistic review","[]","5052","2","review","uncertain","دمية دمية","دميةدمية","دميةدمية","true","accidental"
"h5091:t1","INTRO","مقدمة مقدمة","[""repeated-word""]","rejected","msa","high","redundant-repetition","In this INTRO sense, doubling is accidental. The valid counterpart 'مقدمة' already exists under this headword, so reject the malformed duplicate without adding another relationship.","مقدمة","false","AI-assisted linguistic review","[]","5091","1","review","uncertain","مقدمة مقدمة","مقدمةمقدمة","مقدمةمقدمة","true","accidental"
"h5156:t3","TRACE","تتبع تتبع","[""repeated-word""]","rejected","msa","high","redundant-repetition","In this TRACE sense, doubling is accidental. The valid counterpart 'تتبع' already exists under this headword, so reject the malformed duplicate without adding another relationship.","تتبع","false","AI-assisted linguistic review","[]","5156","3","review","uncertain","تتبع تتبع","تتبعتتبع","تتبعتتبع","true","accidental"
"h5160:t1","PACKS","حزم حزم","[""repeated-word""]","rejected","msa","high","redundant-repetition","In this PACKS sense, doubling is accidental. The valid counterpart 'حزم' already exists under this headword, so reject the malformed duplicate without adding another relationship.","حزم","false","AI-assisted linguistic review","[]","5160","1","review","uncertain","حزم حزم","حزمحزم","حزمحزم","true","accidental"
"h5269:t2","VALVE","صمام صمام","[""repeated-word""]","rejected","msa","high","redundant-repetition","In this VALVE sense, doubling is accidental. The valid counterpart 'صمام' already exists under this headword, so reject the malformed duplicate without adding another relationship.","صمام","false","AI-assisted linguistic review","[]","5269","2","review","uncertain","صمام صمام","صمامصمام","صمامصمام","true","accidental"
"h5364:t1","PIERRE","بيير بيير","[""repeated-word""]","rejected","uncertain","high","personal-or-geographic-name","This relationship renders an identified personal name, surname, month abbreviation/name or geographic proper noun, outside the standard general-vocabulary pool. No spelling rewrite is needed for exclusion.","","false","AI-assisted linguistic review","[]","5364","1","review","uncertain","بيير بيير","بييربيير","بييربيير","true","uncertain"
"h5390:t4","EXTRACT","استخراج استخراج","[""repeated-word""]","rejected","msa","high","redundant-repetition","In this EXTRACT sense, doubling is accidental. The valid counterpart 'استخراج' already exists under this headword, so reject the malformed duplicate without adding another relationship.","استخراج","false","AI-assisted linguistic review","[]","5390","4","review","uncertain","استخراج استخراج","استخراجاستخراج","استخراجاستخراج","true","accidental"
"h5597:t2","BARCELONA","برشلونة”","[""possibly-malformed""]","rejected","uncertain","high","geographic-name","The supplied Arabic denotes a geographic proper name, not a general lexical sense; exclude this relationship without rewriting it.","","false","AI-assisted linguistic review","[]","5597","2","review","uncertain","برشلونة”","برشلونة”","برشلونة”","true",""
"h5606:t2","JEWS","اليهود اليهود","[""repeated-word""]","rejected","msa","high","redundant-repetition","The single form 'اليهود' expresses the ordinary JEWS sense; the second identical token adds no intended meaning here. The correct counterpart already exists; reject only the malformed duplicate.","اليهود","false","AI-assisted linguistic review","[]","5606","2","review","uncertain","اليهود اليهود","اليهوداليهود","اليهوداليهود","true","accidental"
"h5698:t0","LYNN","لين لين","[""repeated-word""]","rejected","uncertain","high","personal-or-geographic-name","This relationship renders an identified personal name, surname, month abbreviation/name or geographic proper noun, outside the standard general-vocabulary pool. No spelling rewrite is needed for exclusion.","","false","AI-assisted linguistic review","[]","5698","0","review","uncertain","لين لين","لينلين","لينلين","true","uncertain"
"h5913:t3","BLEND","مزيج مزيج","[""repeated-word""]","rejected","msa","high","redundant-repetition","In this BLEND sense, doubling is accidental. The valid counterpart 'مزيج' already exists under this headword, so reject the malformed duplicate without adding another relationship.","مزيج","false","AI-assisted linguistic review","[]","5913","3","review","uncertain","مزيج مزيج","مزيجمزيج","مزيجمزيج","true","accidental"
"h6024:t1","MARIO","ماريو ماريو","[""repeated-word""]","rejected","uncertain","high","personal-or-geographic-name","This relationship renders an identified personal name, surname, month abbreviation/name or geographic proper noun, outside the standard general-vocabulary pool. No spelling rewrite is needed for exclusion.","","false","AI-assisted linguistic review","[]","6024","1","review","uncertain","ماريو ماريو","ماريوماريو","ماريوماريو","true","uncertain"
"h6089:t1","MOROCCO","المغرب”","[""possibly-malformed""]","rejected","uncertain","high","geographic-name","The supplied Arabic denotes a geographic proper name, not a general lexical sense; exclude this relationship without rewriting it.","","false","AI-assisted linguistic review","[]","6089","1","review","uncertain","المغرب”","المغرب”","المغرب”","true",""
"h6209:t1","FILLING","ملء ملء","[""repeated-word""]","rejected","msa","high","redundant-repetition","In this FILLING sense, doubling is accidental. The valid counterpart 'ملء' already exists under this headword, so reject the malformed duplicate without adding another relationship.","ملء","false","AI-assisted linguistic review","[]","6209","1","review","uncertain","ملء ملء","ملءملء","ملءملء","true","accidental"
"h6325:t2","CHRISTIANITY","المسيحية المسيحية","[""repeated-word""]","rejected","msa","high","redundant-repetition","The single form 'المسيحية' expresses the ordinary CHRISTIANITY sense; the second identical token adds no intended meaning here. The correct counterpart already exists; reject only the malformed duplicate.","المسيحية","false","AI-assisted linguistic review","[]","6325","2","review","uncertain","المسيحية المسيحية","المسيحيةالمسيحية","المسيحيةالمسيحية","true","accidental"
"h6328:t2","LANDING","الهبوط الهبوط","[""repeated-word""]","rejected","msa","high","redundant-repetition","In this LANDING sense, doubling is accidental. The valid counterpart 'الهبوط' already exists under this headword, so reject the malformed duplicate without adding another relationship.","الهبوط","false","AI-assisted linguistic review","[]","6328","2","review","uncertain","الهبوط الهبوط","الهبوطالهبوط","الهبوطالهبوط","true","accidental"
"h6472:t2","PENDANT","قلادة قلادة","[""repeated-word""]","rejected","msa","high","redundant-repetition","In this PENDANT sense, doubling is accidental. The valid counterpart 'قلادة' already exists under this headword, so reject the malformed duplicate without adding another relationship.","قلادة","false","AI-assisted linguistic review","[]","6472","2","review","uncertain","قلادة قلادة","قلادةقلادة","قلادةقلادة","true","accidental"
"h6537:t2","KUWAIT","الكويت الكويت","[""repeated-word""]","rejected","uncertain","high","personal-or-geographic-name","This relationship renders an identified personal name, surname, month abbreviation/name or geographic proper noun, outside the standard general-vocabulary pool. No spelling rewrite is needed for exclusion.","","false","AI-assisted linguistic review","[]","6537","2","review","uncertain","الكويت الكويت","الكويتالكويت","الكويتالكويت","true","uncertain"
"h6587:t3","TON","طن طن","[""repeated-word""]","rejected","msa","high","redundant-repetition","In this TON sense, doubling is accidental. The valid counterpart 'طن' already exists under this headword, so reject the malformed duplicate without adding another relationship.","طن","false","AI-assisted linguistic review","[]","6587","3","review","uncertain","طن طن","طنطن","طنطن","true","accidental"
"h6615:t2","BARRIER","حاجز حاجز","[""repeated-word""]","rejected","msa","high","redundant-repetition","In this BARRIER sense, doubling is accidental. The valid counterpart 'حاجز' already exists under this headword, so reject the malformed duplicate without adding another relationship.","حاجز","false","AI-assisted linguistic review","[]","6615","2","review","uncertain","حاجز حاجز","حاجزحاجز","حاجزحاجز","true","accidental"
"h6627:t1","JAMIE","جيمي جيمي","[""repeated-word""]","rejected","uncertain","high","personal-or-geographic-name","This relationship renders an identified personal name, surname, month abbreviation/name or geographic proper noun, outside the standard general-vocabulary pool. No spelling rewrite is needed for exclusion.","","false","AI-assisted linguistic review","[]","6627","1","review","uncertain","جيمي جيمي","جيميجيمي","جيميجيمي","true","uncertain"
"h6645:t1","JEFFREY","جيفري جيفري","[""repeated-word""]","rejected","uncertain","high","personal-or-geographic-name","This relationship renders an identified personal name, surname, month abbreviation/name or geographic proper noun, outside the standard general-vocabulary pool. No spelling rewrite is needed for exclusion.","","false","AI-assisted linguistic review","[]","6645","1","review","uncertain","جيفري جيفري","جيفريجيفري","جيفريجيفري","true","uncertain"
"h6654:t0","JOAN","جون جون","[""repeated-word""]","rejected","uncertain","high","personal-or-geographic-name","This relationship renders an identified personal name, surname, month abbreviation/name or geographic proper noun, outside the standard general-vocabulary pool. No spelling rewrite is needed for exclusion.","","false","AI-assisted linguistic review","[]","6654","0","review","uncertain","جون جون","جونجون","جونجون","true","uncertain"
"h6701:t1","VOLT","فولت فولت","[""repeated-word""]","rejected","msa","high","redundant-repetition","In this VOLT sense, doubling is accidental. The valid counterpart 'فولت' already exists under this headword, so reject the malformed duplicate without adding another relationship.","فولت","false","AI-assisted linguistic review","[]","6701","1","review","uncertain","فولت فولت","فولتفولت","فولتفولت","true","accidental"
"h6708:t4","STEADY","ثابت ثابت","[""repeated-word""]","rejected","msa","high","redundant-repetition","In this STEADY sense, doubling is accidental. The valid counterpart 'ثابت' already exists under this headword, so reject the malformed duplicate without adding another relationship.","ثابت","false","AI-assisted linguistic review","[]","6708","4","review","uncertain","ثابت ثابت","ثابتثابت","ثابتثابت","true","accidental"
"h6769:t2","GRIP","قبضة قبضة","[""repeated-word""]","rejected","msa","high","redundant-repetition","In this GRIP sense, doubling is accidental. The valid counterpart 'قبضة' already exists under this headword, so reject the malformed duplicate without adding another relationship.","قبضة","false","AI-assisted linguistic review","[]","6769","2","review","uncertain","قبضة قبضة","قبضةقبضة","قبضةقبضة","true","accidental"
"h6816:t2","SYRIA","سوريا”","[""possibly-malformed""]","rejected","uncertain","high","geographic-name","The supplied Arabic denotes a geographic proper name, not a general lexical sense; exclude this relationship without rewriting it.","","false","AI-assisted linguistic review","[]","6816","2","review","uncertain","سوريا”","سوريا”","سوريا”","true",""
"h6927:t2","MIXING","خلط خلط","[""repeated-word""]","rejected","msa","high","redundant-repetition","In this MIXING sense, doubling is accidental. The valid counterpart 'خلط' already exists under this headword, so reject the malformed duplicate without adding another relationship.","خلط","false","AI-assisted linguistic review","[]","6927","2","review","uncertain","خلط خلط","خلطخلط","خلطخلط","true","accidental"
"h7017:t1","DANNY","داني داني","[""repeated-word""]","rejected","uncertain","high","personal-or-geographic-name","This relationship renders an identified personal name, surname, month abbreviation/name or geographic proper noun, outside the standard general-vocabulary pool. No spelling rewrite is needed for exclusion.","","false","AI-assisted linguistic review","[]","7017","1","review","uncertain","داني داني","دانيداني","دانيداني","true","uncertain"
"h7165:t2","RACKS","رفوف رفوف","[""repeated-word""]","rejected","msa","high","redundant-repetition","In this RACKS sense, doubling is accidental. The valid counterpart 'رفوف' already exists under this headword, so reject the malformed duplicate without adding another relationship.","رفوف","false","AI-assisted linguistic review","[]","7165","2","review","uncertain","رفوف رفوف","رفوفرفوف","رفوفرفوف","true","accidental"
"h7296:t0","SHAW","شو","[""possible-dialect"",""proper-name""]","rejected","uncertain","high","personal-name","This particular Arabic is the personal-name rendering. Other lexical senses of the English spelling are not being rejected.","","false","AI-assisted linguistic review","[]","7296","0","review","uncertain","شو","شو","شو","true",""
"h7504:t0","CARROLL","كارول كارول","[""repeated-word""]","rejected","uncertain","high","personal-or-geographic-name","This relationship renders an identified personal name, surname, month abbreviation/name or geographic proper noun, outside the standard general-vocabulary pool. No spelling rewrite is needed for exclusion.","","false","AI-assisted linguistic review","[]","7504","0","review","uncertain","كارول كارول","كارولكارول","كارولكارول","true","uncertain"
"h7529:t4","MUSLIMS","المسلمين”","[""possibly-malformed""]","rejected","msa","high","redundant-editorial-residue","A stray closing quote corrupts this display; the exact clean MSA counterpart already exists. Retain that counterpart and reject this redundant corrupted relation.","المسلمين","false","AI-assisted linguistic review","[]","7529","4","review","uncertain","المسلمين”","المسلمين”","المسلمين”","true",""
"h7710:t1","REEL","بكرة بكرة","[""repeated-word""]","rejected","msa","high","redundant-repetition","In this REEL sense, doubling is accidental. The valid counterpart 'بكرة' already exists under this headword, so reject the malformed duplicate without adding another relationship.","بكرة","false","AI-assisted linguistic review","[]","7710","1","review","uncertain","بكرة بكرة","بكرةبكرة","بكرةبكرة","true","accidental"
