"sourceId","english","arabic","field","before","after","confidence","applied","reason"
"380:2","ARTICLE","المقالة","allowedForEnToAr","","true","high","true","المقالة is an article/essay noun in the writing sense; both are legitimate."
"331:1","RETURN","عودة","allowedForEnToAr","","true","high","true","عودة is a natural return noun; allow synonyms rather than ban this sense."
"510:2","LEGAL","القانوني","allowedForEnToAr","","true","high","true","القانوني is the definite legal adjective; this is standard agreement, not a POS error."
"329:1","DURING","خلال","allowedForEnToAr","","true","high","true","خلال is the normal during/through temporal relation; allow the legitimate temporal sense."
"419:2","CONDITIONS","الظروف","allowedForEnToAr","","true","high","true","الظروف is conditions/circumstances. Shared equivalents remain dictionary relationships."
"103:3","STATE","الحالة","allowedForEnToAr","","true","high","true","الحالة is state/condition; preserve the condition sense."
"367:1","LITTLE","قليل","allowedForEnToAr","","true","high","true","قليل expresses a little/small amount. Quantity grammar is natural across languages."
"367:1","LITTLE","قليل","allowedForArToEn","","true","high","true","قليل expresses a little/small amount. Quantity grammar is natural across languages."
"235:3","AREA","المنطقة","allowedForEnToAr","","true","high","true","المنطقة is area/region/zone; synonyms are not automatic exclusions, even of equal length."
"173:1","SET","تعيين","allowedForEnToAr","","true","high","true","تعيين can cite the set/assign action as an Arabic event noun. Label the English verb sense explicitly, rather than mislabelling SET as an assignment noun."
"173:1","SET","تعيين","partOfSpeech","noun","verb","high","true","تعيين can cite the set/assign action as an Arabic event noun. Label the English verb sense explicitly, rather than mislabelling SET as an assignment noun."
"173:1","SET","تعيين","sense","assignment","set or assign a value","high","true","تعيين can cite the set/assign action as an Arabic event noun. Label the English verb sense explicitly, rather than mislabelling SET as an assignment noun."
"131:2","NUMBER","الرقم","allowedForEnToAr","","true","high","true","الرقم is a number/numeral identifier; its alternatives do not make the relationship poor."
"413:0","LOOK","نظرة","allowedForEnToAr","","true","high","true","نظرة names a look/glance; a legitimate noun sense."
"413:0","LOOK","نظرة","allowedForArToEn","","true","high","true","نظرة names a look/glance; a legitimate noun sense."
"347:1","CALL","مكالمة","allowedForEnToAr","","true","high","true","مكالمة is a telephone call; a natural and sufficiently specific sense."
"347:1","CALL","مكالمة","allowedForArToEn","","true","high","true","مكالمة is a telephone call; a natural and sufficiently specific sense."
"103:4","STATE","الدولة","allowedForEnToAr","","true","high","true","الدولة is state/country in the sovereign-country sense; both ordinary equivalents are allowed."
"103:4","STATE","الدولة","allowedForArToEn","","true","high","true","الدولة is state/country in the sovereign-country sense; both ordinary equivalents are allowed."
"394:0","PRINT","بصمة","allowedForEnToAr","","true","high","true","بصمة is a print/impression, especially a finger impression. Preserve this distinct noun sense instead of forcing the printing-process meaning."
"302:2","CURRENT","الحالي","allowedForEnToAr","","true","high","true","الحالي is the current/present adjective, distinct from the flow noun; the sense label is appropriate."
"458:2","MARCH","مسيرة","allowedForEnToAr","","true","high","true","مسيرة is a march/procession; ordinary event vocabulary."
"387:1","SOURCE","مصدر","allowedForEnToAr","","true","high","true","مصدر is a correct source equivalent. ORIGIN is a legitimate synonym, not a reason to exclude SOURCE; preference and eligibility are separate."
"256:0","WOMEN","نساء","allowedForEnToAr","","true","high","true","نساء is ordinary women; correct MSA plural noun."
"256:0","WOMEN","نساء","allowedForArToEn","","true","high","true","نساء is ordinary women; correct MSA plural noun."
"446:0","INDUSTRY","صناعة","allowedForEnToAr","","true","high","true","صناعة is a natural industry/manufacturing noun; valid related senses."
"446:0","INDUSTRY","صناعة","allowedForArToEn","","true","high","true","صناعة is a natural industry/manufacturing noun; valid related senses."
"416:1","TEAM","فريق","allowedForEnToAr","","true","high","true","فريق is a normal team/group noun. No one-to-one requirement is imposed."
"416:1","TEAM","فريق","allowedForArToEn","","true","high","true","فريق is a normal team/group noun. No one-to-one requirement is imposed."
"332:0","STUDENTS","طلاب","allowedForEnToAr","","true","high","true","طلاب is a natural students plural; learners may also be valid, with crossings resolving the answer."
"332:0","STUDENTS","طلاب","allowedForArToEn","","true","high","true","طلاب is a natural students plural; learners may also be valid, with crossings resolving the answer."
"259:0","FILE","ملف","allowedForEnToAr","","true","high","true","ملف is a standard file noun; appropriate learner vocabulary."
"259:0","FILE","ملف","allowedForArToEn","","true","high","true","ملف is a standard file noun; appropriate learner vocabulary."
"447:1","PLAN","خطة","allowedForEnToAr","","true","high","true","خطة is a normal plan; related English alternatives do not invalidate it."
"447:1","PLAN","خطة","allowedForArToEn","","true","high","true","خطة is a normal plan; related English alternatives do not invalidate it."
"438:0","LIBRARY","مكتبة","allowedForEnToAr","","true","high","true","مكتبة can denote library/bookshop. The library sense remains allowed without depending on answer length."
"438:0","LIBRARY","مكتبة","allowedForArToEn","","true","high","true","مكتبة can denote library/bookshop. The library sense remains allowed without depending on answer length."
"525:0","LANGUAGE","لغة","allowedForEnToAr","","true","high","true","لغة is a normal language noun; allow both directions."
"525:0","LANGUAGE","لغة","allowedForArToEn","","true","high","true","لغة is a normal language noun; allow both directions."
"312:2","ART","فن","allowedForEnToAr","","true","high","true","فن is a natural art noun; appropriate general vocabulary."
"312:2","ART","فن","allowedForArToEn","","true","high","true","فن is a natural art noun; appropriate general vocabulary."
"161:0","PRIVACY","خصوصية","allowedForEnToAr","","true","high","true","خصوصية is a natural privacy noun; suitable in both directions."
"161:0","PRIVACY","خصوصية","allowedForArToEn","","true","high","true","خصوصية is a natural privacy noun; suitable in both directions."
