"sourceId","english","arabic","field","before","after","reason"
"153:1","THROUGH","خلال","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"155:1","LINKS","الصلات","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"155:2","LINKS","روابط","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"155:3","LINKS","الروابط","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"156:1","SHE","هي","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"157:0","REVIEW","المراجعة","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"157:1","REVIEW","استعراض","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"157:2","REVIEW","الاستعراض","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"157:3","REVIEW","مراجعة","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"159:1","ORDER","طلب","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"159:2","ORDER","ترتيب","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"159:3","ORDER","الطلب","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"159:4","ORDER","النظام","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"162:0","BOOK","الكتاب","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"162:1","BOOK","كتاب","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"163:1","ITEMS","عناصر","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"163:4","ITEMS","العناصر","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"164:1","COMPANY","شركة","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"164:2","COMPANY","الشركة","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"166:0","GROUP","مجموعة","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"166:1","GROUP","المجموعة","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"169:0","MANY","كثير","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"170:0","USER","مستخدم","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"170:1","USER","المستخدم","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"170:2","USER","مستعمل","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"170:3","USER","المستعمل","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"171:1","SAID","قال","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"172:0","DOES","لا يفعل","allowedForEnToAr","","false","Preserve earlier intentional exclusion of a nonapproved relationship, independently of preference."
"172:0","DOES","لا يفعل","allowedForArToEn","","false","Preserve earlier intentional exclusion of a nonapproved relationship, independently of preference."
"173:0","SET","ضبط","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"173:1","SET","تعيين","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"173:2","SET","مجموعة","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"174:0","UNDER","تحت","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"175:0","GENERAL","عام","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"175:4","GENERAL","عامة","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"176:3","RESEARCH","بحث","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"176:5","RESEARCH","البحث","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"179:0","MAIL","بريد","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"179:1","MAIL","البريد","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"179:2","MAIL","البريد الإلكتروني","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"180:0","FULL","الكامل","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"180:2","FULL","كامل","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"180:3","FULL","كاملة","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"183:0","PROGRAM","البرنامج","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"183:1","PROGRAM","برنامج","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"184:0","LIFE","الحياة","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"184:2","LIFE","حياة","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"184:3","LIFE","حياته","allowedForEnToAr","","false","Preserve earlier intentional exclusion of a nonapproved relationship, independently of preference."
"184:3","LIFE","حياته","allowedForArToEn","","false","Preserve earlier intentional exclusion of a nonapproved relationship, independently of preference."
"186:0","GAMES","المباريات","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"186:2","GAMES","مباريات","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"187:1","WAY","الطريق","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"187:2","WAY","طريقة","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"187:3","WAY","الطريقة","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"189:2","MANAGEMENT","الإدارة","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"190:0","PART","جزء","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"190:1","PART","الجزء","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"194:0","HOTEL","الفندق","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"194:1","HOTEL","دق","allowedForEnToAr","","false","Preserve earlier intentional exclusion of a nonapproved relationship, independently of preference."
"194:1","HOTEL","دق","allowedForArToEn","","false","Preserve earlier intentional exclusion of a nonapproved relationship, independently of preference."
"194:2","HOTEL","فندق","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"195:0","REAL","ريال","allowedForEnToAr","","false","Preserve earlier intentional exclusion of a nonapproved relationship, independently of preference."
"195:0","REAL","ريال","allowedForArToEn","","false","Preserve earlier intentional exclusion of a nonapproved relationship, independently of preference."
"195:1","REAL","حقيقي","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"195:2","REAL","حقيقية","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"196:0","ITEM","العنصر","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"196:1","ITEM","عنصر","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"196:2","ITEM","بند","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"196:3","ITEM","البند","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"197:1","INTERNATIONAL","الدولي","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"197:3","INTERNATIONAL","دولي","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"198:1","CENTER","المركز","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"198:2","CENTER","المنتصف","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"198:3","CENTER","الوسط","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"198:4","CENTER","مركز","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"200:1","MUST","يجب","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"201:0","STORE","مخزن","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"201:1","STORE","المخزن","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"201:2","STORE","المتجر","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"201:3","STORE","متجر","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"202:0","TRAVEL","سفر","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"202:1","TRAVEL","السفر","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"205:0","DEVELOPMENT","التنمية","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"205:1","DEVELOPMENT","تنمية","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"205:2","DEVELOPMENT","التطوير","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"207:0","OFF","قبالة","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"208:1","MEMBER","عضو","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"208:2","MEMBER","العضو","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"209:0","DETAILS","تفاصيل","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"209:1","DETAILS","التفاصيل","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"209:2","DETAILS","للتفاصيل","allowedForEnToAr","","false","Preserve earlier intentional exclusion of a nonapproved relationship, independently of preference."
"209:2","DETAILS","للتفاصيل","allowedForArToEn","","false","Preserve earlier intentional exclusion of a nonapproved relationship, independently of preference."
"210:2","LINE","الخط","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"210:3","LINE","خط","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"211:0","TERMS","المصطلحات","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"211:1","TERMS","الشروط","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"211:2","TERMS","شروط","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"212:0","BEFORE","قبل","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"216:3","RIGHT","صحيح","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"217:0","TYPE","النوع","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"217:1","TYPE","نوع","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"219:1","LOCAL","محلية","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"219:2","LOCAL","المحلية","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"221:1","USING","استعمال","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"221:2","USING","استخدام","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"222:0","RESULTS","النتائج","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"222:1","RESULTS","نتائج","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"223:0","OFFICE","المكتب","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"223:1","OFFICE","مكتب","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"223:2","OFFICE","المنصب","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"224:0","EDUCATION","تعليم","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"224:1","EDUCATION","التربية","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"224:2","EDUCATION","التعليم","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"225:0","NATIONAL","الوطنية","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"225:1","NATIONAL","ناشيونال","allowedForEnToAr","","false","Preserve earlier intentional exclusion of a nonapproved relationship, independently of preference."
"225:1","NATIONAL","ناشيونال","allowedForArToEn","","false","Preserve earlier intentional exclusion of a nonapproved relationship, independently of preference."
"225:2","NATIONAL","وطنية","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"225:3","NATIONAL","وطني","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"227:0","DESIGN","تصميم","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"227:1","DESIGN","التصميم","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"229:2","POSTED","منشورة","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"231:0","ADDRESS","العنوان","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"231:1","ADDRESS","عنوان","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"232:0","COMMUNITY","مجتمع","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"232:1","COMMUNITY","المجتمع","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"232:2","COMMUNITY","الجماعة","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"233:1","WITHIN","داخل","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"234:0","STATES","دول","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"234:2","STATES","الدول","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"235:0","AREA","مساحة","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"235:1","AREA","المساحة","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"235:2","AREA","منطقة","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"235:3","AREA","المنطقة","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"237:0","PHONE","هاتف","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"237:2","PHONE","الهاتف","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"238:0","SHIPPING","الشحن","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"238:1","SHIPPING","شحن","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"240:0","SUBJECT","الموضوع","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"241:0","BETWEEN","بين","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"242:4","FORUM","الملتقى","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"243:0","FAMILY","عائلي","allowedForEnToAr","","false","Preserve earlier intentional exclusion of a nonapproved relationship, independently of preference."
"243:0","FAMILY","عائلي","allowedForArToEn","","false","Preserve earlier intentional exclusion of a nonapproved relationship, independently of preference."
"243:5","FAMILY","الأسرة","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"244:0","LONG","لونغ","allowedForEnToAr","","false","Preserve earlier intentional exclusion of a nonapproved relationship, independently of preference."
"244:0","LONG","لونغ","allowedForArToEn","","false","Preserve earlier intentional exclusion of a nonapproved relationship, independently of preference."
"244:1","LONG","الطويل","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"244:3","LONG","طويلة","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"244:4","LONG","طويل","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"246:0","CODE","شفرة","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"246:2","CODE","رمز","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"246:3","CODE","الرمز","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"247:1","SHOW","عرض","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"247:3","SHOW","العرض","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"247:4","SHOW","اعرض","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"248:0","EVEN","حتى","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"249:4","BLACK","أسود","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"250:0","CHECK","تحقق","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"250:1","CHECK","التحقق","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"251:0","SPECIAL","الخاص","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"251:1","SPECIAL","خاص","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"251:2","SPECIAL","مميز","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"251:3","SPECIAL","خاصة","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"254:0","INDEX","فهرس","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"254:1","INDEX","مؤشر","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"254:2","INDEX","الفهرس","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"256:1","WOMEN","المراة","allowedForEnToAr","","false","Preserve earlier intentional exclusion of a nonapproved relationship, independently of preference."
"256:1","WOMEN","المراة","allowedForArToEn","","false","Preserve earlier intentional exclusion of a nonapproved relationship, independently of preference."
"257:0","MUCH","ماتش","allowedForEnToAr","","false","Preserve earlier intentional exclusion of a nonapproved relationship, independently of preference."
"257:0","MUCH","ماتش","allowedForArToEn","","false","Preserve earlier intentional exclusion of a nonapproved relationship, independently of preference."
"257:1","MUCH","الكثير","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"258:0","SIGN","علامة","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"258:3","SIGN","توقع","allowedForEnToAr","","false","Preserve earlier intentional exclusion of a nonapproved relationship, independently of preference."
"258:3","SIGN","توقع","allowedForArToEn","","false","Preserve earlier intentional exclusion of a nonapproved relationship, independently of preference."
"260:3","LINK","ربط","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"262:0","TODAY","اليوم","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"263:0","TECHNOLOGY","تقنية","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"263:1","TECHNOLOGY","التقنية","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"263:2","TECHNOLOGY","التكنولوجيا","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"263:3","TECHNOLOGY","تكنولوجيا","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"264:2","SOUTH","الجنوب","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"264:4","SOUTH","ساوث","allowedForEnToAr","","false","Preserve earlier intentional exclusion of a nonapproved relationship, independently of preference."
"264:4","SOUTH","ساوث","allowedForArToEn","","false","Preserve earlier intentional exclusion of a nonapproved relationship, independently of preference."
"265:0","CASE","القضية","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"265:1","CASE","حالة","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"265:2","CASE","قضية","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"265:3","CASE","الحالة","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"266:0","PROJECT","مشروع","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"266:1","PROJECT","المشروع","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"269:0","VERSION","النسخة","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
"270:0","SECTION","القسم","allowedForArToEn","","true","Product-policy migration: valid approved relationship is not excluded by nonpreference/synonym ambiguity. Not a new linguistic approval."
