"sampleIndex","sourceId","english","arabic","oldDecision","revisedDecision","reason","confidence","fieldConfidence","sources","reviewer","stratum","effectiveDecision","proposalArAllowed","proposalAgreement"
"50","176:2","RESEARCH","ابحاث","{""arabic"":""ابحاث"",""status"":""review"",""register"":""msa""}","{""status"":""review"",""register"":""msa"",""allowedForEnToAr"":null,""allowedForArToEn"":null,""preferredForEnToAr"":null,""preferredForArToEn"":null}","ابحاث is a standard research noun with missing hamza; keep orthography review.","medium","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""medium"",""allowedForArToEn"":""medium"",""preferredForEnToAr"":""medium"",""preferredForArToEn"":""medium""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","register-disagreement","{""arabic"":""ابحاث"",""status"":""review"",""register"":""msa""}","","true"
"51","491:0","THINGS","اشياء","{""arabic"":""اشياء"",""status"":""review"",""register"":""msa""}","{""status"":""review"",""register"":""msa"",""allowedForEnToAr"":null,""allowedForArToEn"":null,""preferredForEnToAr"":null,""preferredForArToEn"":null}","اشياء is a standard things plural with missing hamza; do not silently repair.","medium","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""medium"",""allowedForArToEn"":""medium"",""preferredForEnToAr"":""medium"",""preferredForArToEn"":""medium""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","register-disagreement","{""arabic"":""اشياء"",""status"":""review"",""register"":""msa""}","","true"
"52","96:3","TOP","الاعلى","{""arabic"":""الاعلى"",""status"":""review"",""register"":""msa""}","{""status"":""review"",""register"":""msa"",""allowedForEnToAr"":null,""allowedForArToEn"":null,""preferredForEnToAr"":null,""preferredForArToEn"":null}","الاعلى requires orthographic verification of الأعلى. Register is standard, written approval remains pending.","medium","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""medium"",""allowedForArToEn"":""medium"",""preferredForEnToAr"":""medium"",""preferredForArToEn"":""medium""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","register-disagreement","{""arabic"":""الاعلى"",""status"":""review"",""register"":""msa""}","","true"
"53","252:0","PRICES","اسعار","{""arabic"":""اسعار"",""status"":""review"",""register"":""msa""}","{""status"":""review"",""register"":""msa"",""allowedForEnToAr"":null,""allowedForArToEn"":null,""preferredForEnToAr"":null,""preferredForArToEn"":null}","اسعار has the correct prices meaning but unresolved hamza spelling; retain review.","medium","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""medium"",""allowedForArToEn"":""medium"",""preferredForEnToAr"":""medium"",""preferredForArToEn"":""medium""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","register-disagreement","{""arabic"":""اسعار"",""status"":""review"",""register"":""msa""}","","true"
"54","300:1","NORTH","شمالي","{""arabic"":""شمالي"",""status"":""review"",""register"":""msa""}","{""status"":""approved"",""register"":""msa"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":null,""preferredForArToEn"":null,""partOfSpeech"":""attributive noun"",""sense"":""attributive north direction""}","شمالي is a natural north/northern attributive adjective, as in a north coast. English attributive nouns and Arabic adjectives need not have identical POS.","high","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""high"",""allowedForArToEn"":""high"",""preferredForEnToAr"":""high"",""preferredForArToEn"":""high"",""partOfSpeech"":""high"",""sense"":""high""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","register-disagreement","{""arabic"":""شمالي"",""status"":""approved"",""register"":""msa"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""partOfSpeech"":""attributive noun"",""sense"":""attributive north direction""}","","false"
"55","215:1","SEND","ارسال","{""arabic"":""ارسال"",""status"":""review"",""register"":""msa""}","{""status"":""review"",""register"":""msa"",""allowedForEnToAr"":null,""allowedForArToEn"":null,""preferredForEnToAr"":null,""preferredForArToEn"":null}","ارسال has a hamza omission. A verbal noun may convey the send event, but the current spelling is not certified.","medium","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""medium"",""allowedForArToEn"":""medium"",""preferredForEnToAr"":""medium"",""preferredForArToEn"":""medium""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","register-disagreement","{""arabic"":""ارسال"",""status"":""review"",""register"":""msa""}","","true"
"56","369:0","SAVE","حفظ","{""arabic"":""حفظ"",""status"":""review"",""register"":""msa""}","{""status"":""approved"",""register"":""msa"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":null,""preferredForArToEn"":null,""partOfSpeech"":""verb"",""sense"":""save or preserve, including file saving""}","حفظ is a natural save equivalent in preservation/file-saving use, as a verbal citation or event noun. Cross-language morphology is not grounds for exclusion.","high","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""high"",""allowedForArToEn"":""high"",""preferredForEnToAr"":""high"",""preferredForArToEn"":""high"",""partOfSpeech"":""high"",""sense"":""high""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","register-disagreement","{""arabic"":""حفظ"",""status"":""approved"",""register"":""msa"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""partOfSpeech"":""verb"",""sense"":""save or preserve, including file saving""}","","false"
"57","337:2","LEVEL","الرتبة","{""arabic"":""الرتبة"",""status"":""review"",""register"":""msa""}","{""status"":""review"",""register"":""msa"",""allowedForEnToAr"":null,""allowedForArToEn"":null,""preferredForEnToAr"":null,""preferredForArToEn"":null}","الرتبة is rank/grade and can overlap with level. Keep the sense unresolved rather than rejecting the less-common alternative.","medium","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""medium"",""allowedForArToEn"":""medium"",""preferredForEnToAr"":""medium"",""preferredForArToEn"":""medium""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","register-disagreement","{""arabic"":""الرتبة"",""status"":""review"",""register"":""msa""}","","true"
"58","186:3","GAMES","العاب","{""arabic"":""العاب"",""status"":""review"",""register"":""msa""}","{""status"":""review"",""register"":""msa"",""allowedForEnToAr"":null,""allowedForArToEn"":null,""preferredForEnToAr"":null,""preferredForArToEn"":null}","العاب has a hamza omission in the ordinary games plural; keep spelling review.","medium","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""medium"",""allowedForArToEn"":""medium"",""preferredForEnToAr"":""medium"",""preferredForArToEn"":""medium""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","register-disagreement","{""arabic"":""العاب"",""status"":""review"",""register"":""msa""}","","true"
"59","119:2","BUY","يشتري","{""arabic"":""يشتري"",""status"":""approved"",""register"":""msa"",""preferredForEnToAr"":true,""preferredForArToEn"":false,""partOfSpeech"":""verb""}","{""status"":""approved"",""register"":""msa"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":false}","يشتري is the normal Arabic present finite citation form for buy. The inherent third-person inflection is not misleading.","high","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""high"",""allowedForArToEn"":""high"",""preferredForEnToAr"":""high"",""preferredForArToEn"":""high""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","verb-inflection","{""arabic"":""يشتري"",""status"":""approved"",""register"":""msa"",""preferredForEnToAr"":true,""preferredForArToEn"":false,""partOfSpeech"":""verb"",""allowedForArToEn"":true,""allowedForEnToAr"":true}","true","true"
"60","215:0","SEND","ارسل","{""arabic"":""ارسل"",""status"":""review"",""register"":""uncertain""}","{""status"":""review"",""register"":""msa"",""allowedForEnToAr"":null,""allowedForArToEn"":null,""preferredForEnToAr"":null,""preferredForArToEn"":null}","ارسل could intend أرسل but needs hamza/reading confirmation. It is standard-register vocabulary with unresolved spelling.","medium","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""medium"",""allowedForArToEn"":""medium"",""preferredForEnToAr"":""medium"",""preferredForArToEn"":""medium""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","verb-inflection","{""arabic"":""ارسل"",""status"":""review"",""register"":""msa""}","","true"
"61","24:0","HAVE","عندي","{""arabic"":""عندي"",""status"":""review"",""register"":""msa""}","{""status"":""review"",""register"":""msa"",""allowedForEnToAr"":null,""allowedForArToEn"":null,""preferredForEnToAr"":null,""preferredForArToEn"":null}","عندي naturally expresses first-person possession. HAVE may be translated this way in a sentence, but isolated clue suitability needs a construction label; no automatic rejection.","medium","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""medium"",""allowedForArToEn"":""medium"",""preferredForEnToAr"":""medium"",""preferredForArToEn"":""medium""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","verb-inflection","{""arabic"":""عندي"",""status"":""review"",""register"":""msa""}","","true"
"62","461:2","SAY","قولي","{""arabic"":""قولي"",""status"":""approved"",""register"":""msa"",""partOfSpeech"":""verb""}","{""status"":""approved"",""register"":""msa"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":null,""preferredForArToEn"":null}","قولي is a natural feminine imperative of say; grammatical addressee gender does not change the say event.","high","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""high"",""allowedForArToEn"":""high"",""preferredForEnToAr"":""high"",""preferredForArToEn"":""high""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","verb-inflection","{""arabic"":""قولي"",""status"":""approved"",""register"":""msa"",""partOfSpeech"":""verb"",""allowedForEnToAr"":true,""allowedForArToEn"":true}","true","true"
"63","65:1","WHEN","عندما","{""arabic"":""عندما"",""status"":""approved"",""register"":""msa"",""partOfSpeech"":""adverb / conjunction"",""sense"":""temporal conjunction""}","{""status"":""approved"",""register"":""msa"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":null,""preferredForArToEn"":null}","عندما is a normal temporal when conjunction. A different Arabic interrogative when is another sense, not an exclusion reason.","high","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""high"",""allowedForArToEn"":""high"",""preferredForEnToAr"":""high"",""preferredForArToEn"":""high""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","verb-inflection","{""arabic"":""عندما"",""status"":""approved"",""register"":""msa"",""partOfSpeech"":""adverb / conjunction"",""sense"":""temporal conjunction"",""allowedForEnToAr"":true,""allowedForArToEn"":true}","true","true"
"64","248:0","EVEN","حتى","{""arabic"":""حتى"",""status"":""approved"",""register"":""msa"",""preferredForEnToAr"":true,""preferredForArToEn"":false,""partOfSpeech"":""adverb""}","{""status"":""approved"",""register"":""msa"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":false}","حتى legitimately expresses even as well as until; the even sense is allowed despite ambiguity.","high","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""high"",""allowedForArToEn"":""high"",""preferredForEnToAr"":""high"",""preferredForArToEn"":""high""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","verb-inflection","{""arabic"":""حتى"",""status"":""approved"",""register"":""msa"",""preferredForEnToAr"":true,""preferredForArToEn"":false,""partOfSpeech"":""adverb"",""allowedForArToEn"":true,""allowedForEnToAr"":true}","true","true"
"65","449:0","PROVIDED","شريطة","{""arabic"":""شريطة"",""status"":""review"",""register"":""msa""}","{""status"":""approved"",""register"":""msa"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":null,""preferredForArToEn"":null,""partOfSpeech"":""conjunction"",""sense"":""on condition that""}","شريطة is the conventional condition expression corresponding to PROVIDED as a conjunction. Both require a following condition; this is natural grammar.","high","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""high"",""allowedForArToEn"":""high"",""preferredForEnToAr"":""high"",""preferredForArToEn"":""high"",""partOfSpeech"":""high"",""sense"":""high""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","verb-inflection","{""arabic"":""شريطة"",""status"":""approved"",""register"":""msa"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""partOfSpeech"":""conjunction"",""sense"":""on condition that""}","","false"
"66","73:2","HELP","ساعد","{""arabic"":""ساعد"",""status"":""approved"",""register"":""msa"",""partOfSpeech"":""verb""}","{""status"":""approved"",""register"":""msa"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":null,""preferredForArToEn"":null}","ساعد is a natural help imperative/finite citation; the core helping event is preserved.","high","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""high"",""allowedForArToEn"":""high"",""preferredForEnToAr"":""high"",""preferredForArToEn"":""high""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","verb-inflection","{""arabic"":""ساعد"",""status"":""approved"",""register"":""msa"",""partOfSpeech"":""verb"",""allowedForEnToAr"":true,""allowedForArToEn"":true}","true","true"
"67","369:1","SAVE","انقاذ","{""arabic"":""انقاذ"",""status"":""review"",""register"":""uncertain""}","{""status"":""review"",""register"":""msa"",""allowedForEnToAr"":null,""allowedForArToEn"":null,""preferredForEnToAr"":null,""preferredForArToEn"":null}","انقاذ intends إنقاذ. The save/rescue event is legitimate, but the hamza spelling needs review.","medium","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""medium"",""allowedForArToEn"":""medium"",""preferredForEnToAr"":""medium"",""preferredForArToEn"":""medium""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","verb-inflection","{""arabic"":""انقاذ"",""status"":""review"",""register"":""msa""}","","true"
"68","108:0","TWO","اثنين","{""arabic"":""اثنين"",""status"":""approved"",""register"":""msa"",""preferredForArToEn"":false,""partOfSpeech"":""numeral""}","{""status"":""approved"",""register"":""msa"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":null,""preferredForArToEn"":false}","اثنين is an oblique form of two. Case inflection is normal Arabic grammar, not a meaning mismatch.","high","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""high"",""allowedForArToEn"":""high"",""preferredForEnToAr"":""high"",""preferredForArToEn"":""high""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","verb-inflection","{""arabic"":""اثنين"",""status"":""approved"",""register"":""msa"",""preferredForArToEn"":false,""partOfSpeech"":""numeral"",""allowedForArToEn"":true,""allowedForEnToAr"":true}","true","true"
"69","77:3","FIRST","الاولى","{""arabic"":""الاولى"",""status"":""review"",""register"":""uncertain""}","{""status"":""review"",""register"":""msa"",""allowedForEnToAr"":null,""allowedForArToEn"":null,""preferredForEnToAr"":null,""preferredForArToEn"":null}","الاولى intends الأولى and has an unresolved hamza omission; feminine ordinal agreement itself is not a rejection reason.","medium","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""medium"",""allowedForArToEn"":""medium"",""preferredForEnToAr"":""medium"",""preferredForArToEn"":""medium""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","verb-inflection","{""arabic"":""الاولى"",""status"":""review"",""register"":""msa""}","","true"
"70","60:0","THERE","هناك","{""arabic"":""هناك"",""status"":""approved"",""register"":""msa"",""preferredForEnToAr"":true,""partOfSpeech"":""adverb""}","{""status"":""approved"",""register"":""msa"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":null}","هناك is a natural locative there; ordinary and learner-appropriate.","high","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""high"",""allowedForArToEn"":""high"",""preferredForEnToAr"":""high"",""preferredForArToEn"":""high""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","verb-inflection","{""arabic"":""هناك"",""status"":""approved"",""register"":""msa"",""preferredForEnToAr"":true,""partOfSpeech"":""adverb"",""allowedForEnToAr"":true,""allowedForArToEn"":true}","true","true"
"71","33:0","US","نحن","{""arabic"":""نحن"",""status"":""rejected"",""register"":""msa"",""preferredForEnToAr"":false,""preferredForArToEn"":false}","{""status"":""review"",""register"":""msa"",""allowedForEnToAr"":null,""allowedForArToEn"":null,""preferredForEnToAr"":false,""preferredForArToEn"":false}","نحن normally represents a subject pronoun, but English US can occur in constructions translated with Arabic subject forms. Do not categorically reject on case alone; bare-entry construction remains unresolved.","medium","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""medium"",""allowedForArToEn"":""medium"",""preferredForEnToAr"":""medium"",""preferredForArToEn"":""medium""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","verb-inflection","{""arabic"":""نحن"",""status"":""review"",""register"":""msa"",""preferredForEnToAr"":false,""preferredForArToEn"":false,""allowedForEnToAr"":false,""allowedForArToEn"":false}","false","false"
"72","441:3","START","ابدأ","{""arabic"":""ابدأ"",""status"":""approved"",""register"":""msa"",""preferredForArToEn"":false,""partOfSpeech"":""verb""}","{""status"":""approved"",""register"":""msa"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":null,""preferredForArToEn"":false}","ابدأ is a natural start imperative; grammatical form is appropriate without matching an English finite ending.","high","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""high"",""allowedForArToEn"":""high"",""preferredForEnToAr"":""high"",""preferredForArToEn"":""high""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","verb-inflection","{""arabic"":""ابدأ"",""status"":""approved"",""register"":""msa"",""preferredForArToEn"":false,""partOfSpeech"":""verb"",""allowedForArToEn"":true,""allowedForEnToAr"":true}","true","true"
"73","375:0","COMPARE","مقارنة","{""arabic"":""مقارنة"",""status"":""review"",""register"":""msa""}","{""status"":""approved"",""register"":""msa"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":null,""preferredForArToEn"":null,""partOfSpeech"":""verb"",""sense"":""compare action expressed by Arabic masdar""}","مقارنة is the standard compare/comparison event noun, including interface/action labels. An Arabic masdar can naturally cite an English action verb.","high","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""high"",""allowedForArToEn"":""high"",""preferredForEnToAr"":""high"",""preferredForArToEn"":""high"",""partOfSpeech"":""high"",""sense"":""high""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","verb-inflection","{""arabic"":""مقارنة"",""status"":""approved"",""register"":""msa"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""partOfSpeech"":""verb"",""sense"":""compare action expressed by Arabic masdar""}","","false"
"74","519:1","GIVE","اعطي","{""arabic"":""اعطي"",""status"":""review"",""register"":""uncertain""}","{""status"":""review"",""register"":""msa"",""allowedForEnToAr"":null,""allowedForArToEn"":null,""preferredForEnToAr"":null,""preferredForArToEn"":null}","اعطي needs hamza and vowel/person disambiguation. Preserve spelling and review, rather than automatically reject the finite form.","medium","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""medium"",""allowedForArToEn"":""medium"",""preferredForEnToAr"":""medium"",""preferredForArToEn"":""medium""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","verb-inflection","{""arabic"":""اعطي"",""status"":""review"",""register"":""msa""}","","true"
"75","519:0","GIVE","اعطاء","{""arabic"":""اعطاء"",""status"":""review"",""register"":""uncertain""}","{""status"":""review"",""register"":""msa"",""allowedForEnToAr"":null,""allowedForArToEn"":null,""preferredForEnToAr"":null,""preferredForArToEn"":null}","اعطاء intends إعطاء; the give event is correct but the written hamza remains unresolved.","medium","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""medium"",""allowedForArToEn"":""medium"",""preferredForEnToAr"":""medium"",""preferredForArToEn"":""medium""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","verb-inflection","{""arabic"":""اعطاء"",""status"":""review"",""register"":""msa""}","","true"
"76","461:0","SAY","قل","{""arabic"":""قل"",""status"":""approved"",""register"":""msa"",""preferredForEnToAr"":true,""partOfSpeech"":""verb""}","{""status"":""approved"",""register"":""msa"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":null}","قل is a natural say imperative; base-verb to imperative mapping is reasonable.","high","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""high"",""allowedForArToEn"":""high"",""preferredForEnToAr"":""high"",""preferredForArToEn"":""high""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","verb-inflection","{""arabic"":""قل"",""status"":""approved"",""register"":""msa"",""preferredForEnToAr"":true,""partOfSpeech"":""verb"",""allowedForEnToAr"":true,""allowedForArToEn"":true}","true","true"
"77","165:4","READ","اقرا","{""arabic"":""اقرا"",""status"":""review"",""register"":""uncertain""}","{""status"":""review"",""register"":""msa"",""allowedForEnToAr"":null,""allowedForArToEn"":null,""preferredForEnToAr"":null,""preferredForArToEn"":null}","اقرا needs spelling review of اقرأ; verb morphology itself is not a reason to reject.","medium","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""medium"",""allowedForArToEn"":""medium"",""preferredForEnToAr"":""medium"",""preferredForArToEn"":""medium""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","verb-inflection","{""arabic"":""اقرا"",""status"":""review"",""register"":""msa""}","","true"
"78","64:1","HIS","له","{""arabic"":""له"",""status"":""review"",""register"":""msa""}","{""status"":""review"",""register"":""msa"",""allowedForEnToAr"":null,""allowedForArToEn"":null,""preferredForEnToAr"":null,""preferredForArToEn"":null}","له can encode possession or to/for him. HIS may be natural in a full construction, but the isolated relationship needs clarification.","medium","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""medium"",""allowedForArToEn"":""medium"",""preferredForEnToAr"":""medium"",""preferredForArToEn"":""medium""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","verb-inflection","{""arabic"":""له"",""status"":""review"",""register"":""msa""}","","true"
"79","169:0","MANY","كثير","{""arabic"":""كثير"",""status"":""approved"",""register"":""msa"",""preferredForEnToAr"":true,""preferredForArToEn"":false,""partOfSpeech"":""quantifier""}","{""status"":""approved"",""register"":""msa"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":false}","كثير expresses many/much with Arabic agreement. Surface number does not invalidate a quantity expression.","high","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""high"",""allowedForArToEn"":""high"",""preferredForEnToAr"":""high"",""preferredForArToEn"":""high""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","verb-inflection","{""arabic"":""كثير"",""status"":""approved"",""register"":""msa"",""preferredForEnToAr"":true,""preferredForArToEn"":false,""partOfSpeech"":""quantifier"",""allowedForArToEn"":true,""allowedForEnToAr"":true}","true","true"
"80","221:0","USING","باستعمال","{""arabic"":""باستعمال"",""status"":""review"",""register"":""uncertain""}","{""status"":""approved"",""register"":""msa"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":null,""preferredForArToEn"":null,""partOfSpeech"":""participle"",""sense"":""using expressed by preposition plus masdar""}","باستعمال is a natural using/by using expression; an Arabic preposition plus masdar can correspond to an English participial construction.","high","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""high"",""allowedForArToEn"":""high"",""preferredForEnToAr"":""high"",""preferredForArToEn"":""high"",""partOfSpeech"":""high"",""sense"":""high""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","verb-inflection","{""arabic"":""باستعمال"",""status"":""approved"",""register"":""msa"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""partOfSpeech"":""participle"",""sense"":""using expressed by preposition plus masdar""}","","false"
"81","121:1","MAKE","صنع","{""arabic"":""صنع"",""status"":""review"",""register"":""uncertain""}","{""status"":""approved"",""register"":""msa"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":null,""preferredForArToEn"":null,""partOfSpeech"":""verb"",""sense"":""make or manufacture""}","صنع is a natural make/manufacture verbal citation or event noun. Arabic past citation morphology does not force an English past-tense headword.","high","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""high"",""allowedForArToEn"":""high"",""preferredForEnToAr"":""high"",""preferredForArToEn"":""high"",""partOfSpeech"":""high"",""sense"":""high""}","[""https://dictionary.cambridge.org/us/dictionary/english-arabic/make""]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","verb-inflection","{""arabic"":""صنع"",""status"":""approved"",""register"":""msa"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""partOfSpeech"":""verb"",""sense"":""make or manufacture""}","","false"
"82","271:0","OWN","امتلك","{""arabic"":""امتلك"",""status"":""approved"",""register"":""msa"",""preferredForEnToAr"":true,""partOfSpeech"":""verb""}","{""status"":""approved"",""register"":""msa"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":null}","امتلك expresses own/possess as a finite citation; the possession sense is maintained.","high","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""high"",""allowedForArToEn"":""high"",""preferredForEnToAr"":""high"",""preferredForArToEn"":""high""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","verb-inflection","{""arabic"":""امتلك"",""status"":""approved"",""register"":""msa"",""preferredForEnToAr"":true,""partOfSpeech"":""verb"",""allowedForEnToAr"":true,""allowedForArToEn"":true}","true","true"
"83","79:0","BEEN","كان","{""arabic"":""كان"",""status"":""review"",""register"":""msa""}","{""status"":""review"",""register"":""msa"",""allowedForEnToAr"":null,""allowedForArToEn"":null,""preferredForEnToAr"":null,""preferredForArToEn"":null}","كان can participate in translations of BEEN, but the English perfect participle needs construction context. Retain review, not an automatic surface-form ban.","medium","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""medium"",""allowedForArToEn"":""medium"",""preferredForEnToAr"":""medium"",""preferredForArToEn"":""medium""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","verb-inflection","{""arabic"":""كان"",""status"":""review"",""register"":""msa""}","","true"
"84","465:0","GOING","ذهاب","{""arabic"":""ذهاب"",""status"":""approved"",""register"":""msa"",""partOfSpeech"":""verbal noun""}","{""status"":""approved"",""register"":""msa"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":null,""preferredForArToEn"":null}","ذهاب names the going event. An English gerund may naturally correspond to an Arabic verbal noun.","high","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""high"",""allowedForArToEn"":""high"",""preferredForEnToAr"":""high"",""preferredForArToEn"":""high""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","verb-inflection","{""arabic"":""ذهاب"",""status"":""approved"",""register"":""msa"",""partOfSpeech"":""verbal noun"",""allowedForEnToAr"":true,""allowedForArToEn"":true}","true","true"
"85","497:0","BELOW","تحت","{""arabic"":""تحت"",""status"":""approved"",""register"":""msa"",""preferredForArToEn"":false,""partOfSpeech"":""adverb / preposition""}","{""status"":""approved"",""register"":""msa"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":null,""preferredForArToEn"":false}","تحت is a natural below/under spatial relation. Synonyms are allowed in a crossword.","high","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""high"",""allowedForArToEn"":""high"",""preferredForEnToAr"":""high"",""preferredForArToEn"":""high""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","verb-inflection","{""arabic"":""تحت"",""status"":""approved"",""register"":""msa"",""preferredForArToEn"":false,""partOfSpeech"":""adverb / preposition"",""allowedForArToEn"":true,""allowedForEnToAr"":true}","true","true"
