experiment,seed,size,mode,policy,discoveryIndex,rank,slots,lengths,quality,score,viable,attempts,solverMs,signature
"templates48","3","11","ar_to_en","compatibility","36","37","40","{""3"":{""slots"":20,""candidates"":217},""4"":{""slots"":4,""candidates"":217},""5"":{""slots"":8,""candidates"":217},""6"":{""slots"":4,""candidates"":217},""11"":{""slots"":4,""candidates"":217}}","264","1085","true","1","93.02379200002179","01110011100/01110011111/11111111111/11111101111/11101111100/00111011100/00111110111/11110111111/11111111111/11111001110/00111001110"
"templates48","3","11","ar_to_en","compatibility","32","38","42","{""3"":{""slots"":26,""candidates"":217},""4"":{""slots"":8,""candidates"":217},""6"":{""slots"":4,""candidates"":217},""11"":{""slots"":4,""candidates"":217}}","262","868","true","1","93.03083300002618","01110011100/01110011100/11111111111/11101110111/11101110111/11110011100/00111001110/00111101111/11111111111/11100111111/11100111100"
"templates48","3","11","ar_to_en","compatibility","6","39","40","{""3"":{""slots"":20,""candidates"":217},""4"":{""slots"":10,""candidates"":217},""5"":{""slots"":3,""candidates"":217},""6"":{""slots"":2,""candidates"":217},""7"":{""slots"":1,""candidates"":217},""11"":{""slots"":4,""candidates"":217}}","258","1302","true","1","93.06462499999907","00111001110/00111101110/11111111111/11100111111/11110011111/11111011100/00111100111/00111100111/11111111111/11110011100/11110011100"
"templates48","3","11","ar_to_en","compatibility","15","40","40","{""3"":{""slots"":15,""candidates"":217},""4"":{""slots"":18,""candidates"":217},""5"":{""slots"":2,""candidates"":217},""7"":{""slots"":1,""candidates"":217},""11"":{""slots"":4,""candidates"":217}}","258","1085","true","1","93.0327919999836","00111100111/00111100111/11111111111/11110011111/11100111100/00111111100/00111100111/11111001111/11111111111/11100111100/11100111100"
"templates48","3","11","ar_to_en","compatibility","30","41","40","{""3"":{""slots"":15,""candidates"":217},""4"":{""slots"":18,""candidates"":217},""5"":{""slots"":2,""candidates"":217},""7"":{""slots"":1,""candidates"":217},""11"":{""slots"":4,""candidates"":217}}","258","1085","true","1","93.07449999998789","11100111100/11100111100/11111111111/11111001111/00111100111/00111111100/11100111100/11110011111/11111111111/00111100111/00111100111"
"templates48","3","11","ar_to_en","compatibility","4","42","42","{""3"":{""slots"":22,""candidates"":217},""4"":{""slots"":16,""candidates"":217},""11"":{""slots"":4,""candidates"":217}}","258","651","true","1","93.03441699995892","00111100111/00111100111/11111111111/11110011100/11100111100/11101110111/00111100111/00111001111/11111111111/11100111100/11100111100"
"templates48","3","11","ar_to_en","compatibility","7","43","40","{""3"":{""slots"":26,""candidates"":217},""4"":{""slots"":2,""candidates"":217},""5"":{""slots"":2,""candidates"":217},""6"":{""slots"":6,""candidates"":217},""11"":{""slots"":4,""candidates"":217}}","256","1085","true","1","93.08537500002421","01110011100/01110011100/11111111111/11111100111/11111100111/00111011100/11100111111/11100111111/11111111111/00111001110/00111001110"
"templates48","3","11","ar_to_en","compatibility","24","44","40","{""3"":{""slots"":18,""candidates"":217},""4"":{""slots"":14,""candidates"":217},""5"":{""slots"":2,""candidates"":217},""6"":{""slots"":2,""candidates"":217},""11"":{""slots"":4,""candidates"":217}}","256","1085","true","1","93.06237499997951","00111100111/00111100111/11111111111/11100111111/11100111100/00111011100/00111100111/11111100111/11111111111/11100111100/11100111100"
"templates48","3","11","ar_to_en","compatibility","38","45","40","{""3"":{""slots"":26,""candidates"":217},""4"":{""slots"":2,""candidates"":217},""5"":{""slots"":2,""candidates"":217},""6"":{""slots"":6,""candidates"":217},""11"":{""slots"":4,""candidates"":217}}","256","1085","true","1","93.04074999998556","00111001110/00111001110/11111111111/11100111111/11100111111/00111011100/11111100111/11111100111/11111111111/01110011100/01110011100"
"templates48","3","11","ar_to_en","compatibility","20","46","40","{""3"":{""slots"":16,""candidates"":217},""4"":{""slots"":16,""candidates"":217},""5"":{""slots"":4,""candidates"":217},""11"":{""slots"":4,""candidates"":217}}","256","868","true","1","93.13558300002478","11100111100/11100111100/11111111111/00111100111/00111100111/11111011111/11100111100/11100111100/11111111111/00111100111/00111100111"
"templates48","3","11","ar_to_en","compatibility","25","47","40","{""3"":{""slots"":16,""candidates"":217},""4"":{""slots"":16,""candidates"":217},""5"":{""slots"":4,""candidates"":217},""11"":{""slots"":4,""candidates"":217}}","256","868","true","1","93.01587500004098","11100111100/11100111100/11111111111/00111100111/00111100111/11111011111/11100111100/11100111100/11111111111/00111100111/00111100111"
"templates48","3","11","ar_to_en","approved-only","15","0","46","{""3"":{""slots"":30,""candidates"":120},""4"":{""slots"":2,""candidates"":269},""5"":{""slots"":2,""candidates"":266},""6"":{""slots"":6,""candidates"":239},""7"":{""slots"":2,""candidates"":219},""11"":{""slots"":4,""candidates"":28}}","294","1141","true","2","93.19808399997419","11111100111/11111110111/11111111111/00111011100/11111101111/11101110111/11110111111/00111011100/11111111111/11101111111/11100111111"
"templates48","3","11","ar_to_en","approved-only","10","1","44","{""3"":{""slots"":24,""candidates"":120},""4"":{""slots"":4,""candidates"":269},""5"":{""slots"":4,""candidates"":266},""6"":{""slots"":4,""candidates"":239},""7"":{""slots"":4,""candidates"":219},""11"":{""slots"":4,""candidates"":28}}","292","1141","true","3","93.16258399997605","11101110111/11111110111/11111111111/01110111100/11100111111/11111011111/11111100111/00111101110/11111111111/11101111111/11101110111"
"templates48","3","11","ar_to_en","approved-only","44","2","44","{""3"":{""slots"":30,""candidates"":120},""5"":{""slots"":2,""candidates"":266},""6"":{""slots"":6,""candidates"":239},""11"":{""slots"":6,""candidates"":28}}","290","653","true","12","92.99375000008149","11100111111/11111111111/11111111111/00111011100/11100111111/11101110111/11111100111/00111011100/11111111111/11111111111/11111100111"
"templates48","3","11","ar_to_en","approved-only","6","3","43","{""3"":{""slots"":19,""candidates"":120},""4"":{""slots"":8,""candidates"":269},""5"":{""slots"":6,""candidates"":266},""6"":{""slots"":5,""candidates"":239},""7"":{""slots"":1,""candidates"":219},""11"":{""slots"":4,""candidates"":28}}","286","1141","true","3","93.1160010000458","01110011111/11110011111/11111111111/11111101110/00111111100/11101110111/11110011111/11111001111/11111111111/11101110111/11101110111"
"templates48","3","11","ar_to_en","approved-only","19","4","42","{""3"":{""slots"":17,""candidates"":120},""4"":{""slots"":10,""candidates"":269},""5"":{""slots"":6,""candidates"":266},""6"":{""slots"":2,""candidates"":239},""7"":{""slots"":3,""candidates"":219},""11"":{""slots"":4,""candidates"":28}}","282","1141","true","4","93.09283400001004","11101110111/11111110111/11111111111/11110011111/11100111100/00111111100/00111100111/11111001111/11111111111/11101111111/11101110111"
"templates48","3","11","ar_to_en","approved-only","36","5","44","{""3"":{""slots"":28,""candidates"":120},""4"":{""slots"":5,""candidates"":269},""5"":{""slots"":3,""candidates"":266},""6"":{""slots"":1,""candidates"":239},""7"":{""slots"":2,""candidates"":219},""11"":{""slots"":5,""candidates"":28}}","282","1141","true","5","93.02870699996129","01110011111/01110011111/11111111111/11111101110/11101110111/11101110111/01110011111/01110011100/11111111111/11101110111/11101110111"
"templates48","3","11","ar_to_en","approved-only","30","6","44","{""3"":{""slots"":28,""candidates"":120},""4"":{""slots"":4,""candidates"":269},""6"":{""slots"":6,""candidates"":239},""7"":{""slots"":2,""candidates"":219},""11"":{""slots"":4,""candidates"":28}}","282","875","true","4","93.0309169999673","11100111111/11100111111/11111111111/00111001110/11111100111/11101110111/11100111111/01110011100/11111111111/11111100111/11111100111"
"templates48","3","11","ar_to_en","approved-only","26","7","39","{""3"":{""slots"":17,""candidates"":120},""4"":{""slots"":3,""candidates"":269},""5"":{""slots"":6,""candidates"":266},""6"":{""slots"":6,""candidates"":239},""9"":{""slots"":2,""candidates"":78},""11"":{""slots"":5,""candidates"":28}}","280","1000","true","11","93.01887500012526","11111101110/11111111111/11111111111/00111011111/00111101110/11101110111/11100111111/11111011111/11111111111/11111111100/11100111100"
"templates48","3","11","ar_to_en","approved-only","17","8","41","{""3"":{""slots"":20,""candidates"":120},""4"":{""slots"":5,""candidates"":269},""5"":{""slots"":6,""candidates"":266},""6"":{""slots"":4,""candidates"":239},""7"":{""slots"":1,""candidates"":219},""11"":{""slots"":5,""candidates"":28}}","278","1141","true","5","93.21333399997093","11100111100/11100111111/11111111111/11111100111/11111011100/01110011100/01110111111/11111101111/11111111111/11101110111/11101110111"
"templates48","3","11","ar_to_en","approved-only","29","9","41","{""3"":{""slots"":19,""candidates"":120},""4"":{""slots"":5,""candidates"":269},""5"":{""slots"":5,""candidates"":266},""6"":{""slots"":6,""candidates"":239},""7"":{""slots"":2,""candidates"":219},""11"":{""slots"":4,""candidates"":28}}","278","1141","true","3","93.32575100008398","00111110111/00111110111/11111111111/11111101111/11101111111/00111110111/01110011100/11111001110/11111111111/11111110111/00111110111"
"templates48","3","11","ar_to_en","approved-only","22","10","40","{""3"":{""slots"":18,""candidates"":120},""4"":{""slots"":6,""candidates"":269},""5"":{""slots"":4,""candidates"":266},""6"":{""slots"":6,""candidates"":239},""10"":{""slots"":2,""candidates"":54},""11"":{""slots"":4,""candidates"":28}}","278","976","true","6","93.13841700012563","11111101110/11111111110/11111111111/00111011111/00111100111/11101110111/11100111100/11111011100/11111111111/01111111111/01110111111"
"templates48","3","11","ar_to_en","approved-only","43","11","40","{""3"":{""slots"":16,""candidates"":120},""4"":{""slots"":8,""candidates"":269},""5"":{""slots"":6,""candidates"":266},""6"":{""slots"":4,""candidates"":239},""10"":{""slots"":2,""candidates"":54},""11"":{""slots"":4,""candidates"":28}}","278","976","true","4","92.99541600007797","00111101110/11111101110/11111111111/11110011111/01110111111/11101110111/11111101110/11111001111/11111111111/01110111111/01110111100"
"templates48","3","11","ar_to_en","approved-only","5","12","38","{""3"":{""slots"":14,""candidates"":120},""4"":{""slots"":4,""candidates"":269},""5"":{""slots"":8,""candidates"":266},""6"":{""slots"":6,""candidates"":239},""11"":{""slots"":6,""candidates"":28}}","276","922","true","5","93.04170699993847","01110011111/01110011111/11111111111/11111101110/11111100111/11111011111/11100111111/01110111111/11111111111/11111001110/11111001110"
"templates48","3","11","ar_to_en","approved-only","25","13","42","{""3"":{""slots"":19,""candidates"":120},""4"":{""slots"":11,""candidates"":269},""5"":{""slots"":5,""candidates"":266},""6"":{""slots"":1,""candidates"":239},""7"":{""slots"":2,""candidates"":219},""11"":{""slots"":4,""candidates"":28}}","274","1141","true","4","93.3294149999274","11100111100/11100111100/11111111111/00111110111/11111100111/11111001111/11100111100/01110111100/11111111111/11111110111/11101110111"
"templates48","3","11","ar_to_en","approved-only","40","14","42","{""3"":{""slots"":22,""candidates"":120},""4"":{""slots"":6,""candidates"":269},""5"":{""slots"":6,""candidates"":266},""6"":{""slots"":2,""candidates"":239},""7"":{""slots"":2,""candidates"":219},""11"":{""slots"":4,""candidates"":28}}","274","1141","true","3","93.3157909999718","00111100111/01111101111/11111111111/11100111100/11101110111/00111110111/11111001111/11111001110/11111111111/00111110111/00111110111"
"templates48","3","11","ar_to_en","approved-only","35","15","42","{""3"":{""slots"":20,""candidates"":120},""4"":{""slots"":8,""candidates"":269},""5"":{""slots"":8,""candidates"":266},""7"":{""slots"":2,""candidates"":219},""11"":{""slots"":4,""candidates"":28}}","274","902","true","4","93.08291800005827","00111100111/00111101111/11111111111/11110011100/11111110111/11101110111/11101111111/00111001111/11111111111/11110111100/11100111100"
"templates48","3","11","ar_to_en","approved-only","42","16","42","{""3"":{""slots"":20,""candidates"":120},""4"":{""slots"":8,""candidates"":269},""5"":{""slots"":8,""candidates"":266},""7"":{""slots"":2,""candidates"":219},""11"":{""slots"":4,""candidates"":28}}","274","902","true","3","93.09833399998024","00111110111/00111110111/11111111111/11111001110/11101111100/11101110111/00111110111/01110011111/11111111111/11101111100/11101111100"
"templates48","3","11","ar_to_en","approved-only","31","17","43","{""3"":{""slots"":25,""candidates"":120},""4"":{""slots"":9,""candidates"":269},""5"":{""slots"":2,""candidates"":266},""6"":{""slots"":2,""candidates"":239},""9"":{""slots"":1,""candidates"":78},""11"":{""slots"":4,""candidates"":28}}","272","1000","true","4","93.01133299991488","00111011100/00111011100/11111111111/11100111111/11101110111/11111111100/00111001110/01110011111/11111111111/11101110111/11101110111"
"templates48","3","11","ar_to_en","approved-only","28","18","40","{""3"":{""slots"":16,""candidates"":120},""4"":{""slots"":6,""candidates"":269},""5"":{""slots"":8,""candidates"":266},""6"":{""slots"":6,""candidates"":239},""11"":{""slots"":4,""candidates"":28}}","272","922","true","3","93.18029100005515","00111100111/11111100111/11111111111/11100111111/01110111111/00111011100/11111101110/11111100111/11111111111/11100111111/11100111100"
"templates48","3","11","ar_to_en","approved-only","21","19","38","{""3"":{""slots"":15,""candidates"":120},""4"":{""slots"":4,""candidates"":269},""5"":{""slots"":6,""candidates"":266},""6"":{""slots"":6,""candidates"":239},""7"":{""slots"":1,""candidates"":219},""8"":{""slots"":2,""candidates"":167},""11"":{""slots"":4,""candidates"":28}}","270","1308","true","4","93.21320900000865","00111101110/00111111110/11111111111/11111011111/11111100111/00111111100/11100111111/11111011111/11111111111/01111111100/01110111100"
"templates48","3","11","ar_to_en","approved-only","7","20","38","{""3"":{""slots"":15,""candidates"":120},""4"":{""slots"":4,""candidates"":269},""5"":{""slots"":8,""candidates"":266},""6"":{""slots"":4,""candidates"":239},""7"":{""slots"":1,""candidates"":219},""9"":{""slots"":2,""candidates"":78},""11"":{""slots"":4,""candidates"":28}}","270","1219","true","5","93.05491800000891","00111001111/00111011111/11111111111/11111111100/11111100111/11101110111/11100111111/00111111111/11111111111/11111011100/11110011100"
"templates48","3","11","ar_to_en","approved-only","16","21","42","{""3"":{""slots"":23,""candidates"":120},""4"":{""slots"":7,""candidates"":269},""5"":{""slots"":4,""candidates"":266},""6"":{""slots"":3,""candidates"":239},""7"":{""slots"":1,""candidates"":219},""11"":{""slots"":4,""candidates"":28}}","270","1141","true","4","93.21787399996538","11100111100/11100111111/11111111111/00111100111/11111001110/11110011100/11110111111/00111110111/11111111111/11101111100/11100111100"
"templates48","3","11","ar_to_en","approved-only","27","22","42","{""3"":{""slots"":24,""candidates"":120},""4"":{""slots"":5,""candidates"":269},""5"":{""slots"":5,""candidates"":266},""6"":{""slots"":3,""candidates"":239},""7"":{""slots"":1,""candidates"":219},""11"":{""slots"":4,""candidates"":28}}","270","1141","true","3","93.21858400001656","00111001110/00111001110/11111111111/11101110111/11101110111/01110111111/00111011100/11111001110/11111111111/11111110111/00111110111"
"templates48","3","11","ar_to_en","approved-only","32","23","42","{""3"":{""slots"":21,""candidates"":120},""4"":{""slots"":9,""candidates"":269},""5"":{""slots"":5,""candidates"":266},""6"":{""slots"":3,""candidates"":239},""11"":{""slots"":4,""candidates"":28}}","270","922","true","3","93.03662500006612","01111001111/01111101111/11111111111/11101111100/11110011100/01110011111/00111100111/11101110111/11111111111/11111011110/00111001110"
"templates48","3","11","ar_to_en","approved-only","18","24","42","{""3"":{""slots"":14,""candidates"":120},""4"":{""slots"":20,""candidates"":269},""5"":{""slots"":4,""candidates"":266},""11"":{""slots"":4,""candidates"":28}}","270","683","true","3","93.05300000001444","00111101110/00111101111/11111111111/11110011111/11100111100/11101110111/00111100111/11111001111/11111111111/11110111100/01110111100"
"templates48","3","11","ar_to_en","approved-only","9","25","41","{""3"":{""slots"":23,""candidates"":120},""4"":{""slots"":5,""candidates"":269},""5"":{""slots"":4,""candidates"":266},""6"":{""slots"":3,""candidates"":239},""7"":{""slots"":1,""candidates"":219},""8"":{""slots"":1,""candidates"":167},""11"":{""slots"":4,""candidates"":28}}","268","1308","true","4","93.17012399999658","01110011100/01111111100/11111111111/11111100111/11110011111/11110011100/11101111100/00111100111/11111111111/11110111111/11100111100"
"templates48","3","11","ar_to_en","approved-only","33","26","38","{""3"":{""slots"":14,""candidates"":120},""4"":{""slots"":5,""candidates"":269},""5"":{""slots"":7,""candidates"":266},""6"":{""slots"":5,""candidates"":239},""7"":{""slots"":3,""candidates"":219},""11"":{""slots"":4,""candidates"":28}}","268","1141","true","4","93.03158299997449","11100111100/11101111100/11111111111/11111011111/11110011111/11111101110/00111111100/00111110111/11111111111/11100111111/11100111100"
"templates48","3","11","ar_to_en","approved-only","38","27","40","{""3"":{""slots"":18,""candidates"":120},""4"":{""slots"":11,""candidates"":269},""5"":{""slots"":2,""candidates"":266},""6"":{""slots"":3,""candidates"":239},""7"":{""slots"":1,""candidates"":219},""11"":{""slots"":5,""candidates"":28}}","268","1141","true","4","93.0022900000331","00111100111/00111100111/11111111111/11100111111/11100111100/00111001110/00111001111/11111111111/11111111111/11101110111/11101110111"
"templates48","3","11","ar_to_en","approved-only","13","28","41","{""3"":{""slots"":26,""candidates"":120},""4"":{""slots"":5,""candidates"":269},""6"":{""slots"":2,""candidates"":239},""7"":{""slots"":2,""candidates"":219},""9"":{""slots"":2,""candidates"":78},""11"":{""slots"":4,""candidates"":28}}","268","953","true","4","93.13837499998044","11101110111/11101110111/11111111111/00111001110/00111001110/11111110111/11101110111/11101111111/11111111111/01110011100/01110011100"
"templates48","3","11","ar_to_en","approved-only","8","29","40","{""3"":{""slots"":19,""candidates"":120},""4"":{""slots"":11,""candidates"":269},""5"":{""slots"":1,""candidates"":266},""6"":{""slots"":3,""candidates"":239},""7"":{""slots"":1,""candidates"":219},""11"":{""slots"":5,""candidates"":28}}","266","1141","true","5","93.12208299990743","00111001111/00111001111/11111111111/11100111100/11100111111/11111001111/00111001111/00111111100/11111111111/11100111111/11100111111"
"templates48","3","11","ar_to_en","approved-only","12","30","40","{""3"":{""slots"":19,""candidates"":120},""4"":{""slots"":7,""candidates"":269},""5"":{""slots"":5,""candidates"":266},""6"":{""slots"":3,""candidates"":239},""7"":{""slots"":2,""candidates"":219},""11"":{""slots"":4,""candidates"":28}}","266","1141","true","3","93.02850000007311","00111011100/00111011100/11111111111/11101111111/11111100111/11111100111/01110011100/00111011111/11111111111/11101111111/11100111100"
"templates48","3","11","ar_to_en","approved-only","20","31","41","{""3"":{""slots"":19,""candidates"":120},""4"":{""slots"":10,""candidates"":269},""5"":{""slots"":6,""candidates"":266},""6"":{""slots"":1,""candidates"":239},""7"":{""slots"":1,""candidates"":219},""11"":{""slots"":4,""candidates"":28}}","266","1141","true","3","93.03254200005904","01110011100/11110011100/11111111111/11101110111/00111100111/00111101110/11110011100/11111011111/11111111111/11101111111/11100111100"
"templates48","3","11","ar_to_en","approved-only","39","32","41","{""3"":{""slots"":21,""candidates"":120},""4"":{""slots"":8,""candidates"":269},""5"":{""slots"":4,""candidates"":266},""6"":{""slots"":3,""candidates"":239},""7"":{""slots"":1,""candidates"":219},""11"":{""slots"":4,""candidates"":28}}","266","1141","true","4","93.20237399998587","00111001111/11111001111/11111111111/11100111100/00111111100/00111100111/11111001111/11100111111/11111111111/00111110111/00111100111"
"templates48","3","11","ar_to_en","approved-only","2","33","41","{""3"":{""slots"":25,""candidates"":120},""4"":{""slots"":5,""candidates"":269},""6"":{""slots"":4,""candidates"":239},""7"":{""slots"":3,""candidates"":219},""11"":{""slots"":4,""candidates"":28}}","266","875","true","4","92.99887299997499","11100111100/11101111111/11111111111/00111001111/01110011100/11100111100/11111110111/11111100111/11111111111/11100111100/11100111100"
"templates48","3","11","ar_to_en","approved-only","3","34","40","{""3"":{""slots"":22,""candidates"":120},""4"":{""slots"":4,""candidates"":269},""5"":{""slots"":4,""candidates"":266},""6"":{""slots"":4,""candidates"":239},""7"":{""slots"":2,""candidates"":219},""11"":{""slots"":4,""candidates"":28}}","264","1141","true","4","93.08762500004377","01110011100/01110011111/11111111111/11111100111/11111101110/00111011100/01110111111/11100111111/11111111111/11111001110/00111001110"
"templates48","3","11","ar_to_en","approved-only","37","35","40","{""3"":{""slots"":24,""candidates"":120},""4"":{""slots"":2,""candidates"":269},""5"":{""slots"":2,""candidates"":266},""6"":{""slots"":6,""candidates"":239},""7"":{""slots"":2,""candidates"":219},""11"":{""slots"":4,""candidates"":28}}","264","1141","true","3","93.01695799990557","01110011100/01111011100/11111111111/11101111111/11100111111/00111011100/11111100111/11111110111/11111111111/00111011110/00111001110"
"templates48","3","11","ar_to_en","approved-only","46","36","41","{""3"":{""slots"":19,""candidates"":120},""4"":{""slots"":11,""candidates"":269},""5"":{""slots"":5,""candidates"":266},""6"":{""slots"":2,""candidates"":239},""11"":{""slots"":4,""candidates"":28}}","264","922","true","3","93.0686670000432","00111100111/00111100111/11111111111/11111011100/11110011100/11100111111/11101110111/00111100111/11111111111/11110111100/11100111100"
"templates48","3","11","ar_to_en","approved-only","45","37","42","{""3"":{""slots"":25,""candidates"":120},""4"":{""slots"":6,""candidates"":269},""5"":{""slots"":6,""candidates"":266},""7"":{""slots"":1,""candidates"":219},""11"":{""slots"":4,""candidates"":28}}","264","902","true","3","93.11300000007031","00111100111/00111110111/11111111111/11100111100/11111001110/00111001111/00111110111/11101110111/11111111111/11111011100/00111011100"
"templates48","3","11","ar_to_en","approved-only","41","38","40","{""3"":{""slots"":28,""candidates"":120},""5"":{""slots"":4,""candidates"":266},""9"":{""slots"":4,""candidates"":78},""11"":{""slots"":4,""candidates"":28}}","264","492","true","5","93.00762499996927","00111001110/11111001110/11111111111/11101110111/00111111111/00111011100/11111111100/11101110111/11111111111/01110011111/01110011100"
"templates48","3","11","ar_to_en","approved-only","23","39","40","{""3"":{""slots"":15,""candidates"":120},""4"":{""slots"":16,""candidates"":269},""5"":{""slots"":2,""candidates"":266},""6"":{""slots"":2,""candidates"":239},""7"":{""slots"":1,""candidates"":219},""11"":{""slots"":4,""candidates"":28}}","262","1141","true","3","93.01808300003177","00111100111/00111100111/11111111111/11101111100/11100111100/01110111111/00111100111/11111001111/11111111111/11110111100/01110111100"
"templates48","3","11","ar_to_en","approved-only","24","40","40","{""3"":{""slots"":17,""candidates"":120},""4"":{""slots"":15,""candidates"":269},""5"":{""slots"":2,""candidates"":266},""6"":{""slots"":1,""candidates"":239},""7"":{""slots"":1,""candidates"":219},""11"":{""slots"":4,""candidates"":28}}","258","1141","true","3","93.02825000003213","00111100111/00111100111/11111111111/11110011100/11110011100/11101111111/00111100111/11111100111/11111111111/11110011100/01110011100"
"templates48","3","11","ar_to_en","approved-only","47","41","40","{""3"":{""slots"":15,""candidates"":120},""4"":{""slots"":18,""candidates"":269},""5"":{""slots"":2,""candidates"":266},""7"":{""slots"":1,""candidates"":219},""11"":{""slots"":4,""candidates"":28}}","258","902","true","4","93.24270800000522","11100111100/11100111100/11111111111/11111001111/00111100111/00111111100/11100111100/11110011111/11111111111/00111100111/00111100111"
"templates48","3","11","ar_to_en","approved-only","14","42","40","{""3"":{""slots"":18,""candidates"":120},""4"":{""slots"":14,""candidates"":269},""5"":{""slots"":2,""candidates"":266},""6"":{""slots"":2,""candidates"":239},""11"":{""slots"":4,""candidates"":28}}","256","922","true","3","93.07283399999142","00111100111/00111100111/11111111111/11100111111/11100111100/00111011100/00111100111/11111100111/11111111111/11100111100/11100111100"
"templates48","3","11","ar_to_en","approved-only","34","43","40","{""3"":{""slots"":18,""candidates"":120},""4"":{""slots"":14,""candidates"":269},""5"":{""slots"":2,""candidates"":266},""6"":{""slots"":2,""candidates"":239},""11"":{""slots"":4,""candidates"":28}}","256","922","true","4","93.03320800000802","00111001111/00111001111/11111111111/11100111100/11100111100/11111011111/00111100111/00111100111/11111111111/11110011100/11110011100"
"templates48","3","11","ar_to_en","approved-only","11","44","40","{""3"":{""slots"":16,""candidates"":120},""4"":{""slots"":16,""candidates"":269},""5"":{""slots"":4,""candidates"":266},""11"":{""slots"":4,""candidates"":28}}","256","683","true","4","93.32908499997575","11100111100/11100111100/11111111111/00111100111/00111100111/11111011111/11100111100/11100111100/11111111111/00111100111/00111100111"
"templates48","3","11","ar_to_en","approved-only","0","45","38","{""3"":{""slots"":17,""candidates"":120},""4"":{""slots"":13,""candidates"":269},""5"":{""slots"":1,""candidates"":266},""6"":{""slots"":1,""candidates"":239},""7"":{""slots"":1,""candidates"":219},""11"":{""slots"":5,""candidates"":28}}","252","1141","true","4","93.15633200004231","11110011100/11110011100/11111111111/00111100111/00111100111/11100111100/11100111100/11111111111/11111111111/00111001111/00111001110"
"templates48","3","11","ar_to_en","approved-only","1","46","40","{""3"":{""slots"":24,""candidates"":120},""4"":{""slots"":8,""candidates"":269},""6"":{""slots"":4,""candidates"":239},""11"":{""slots"":4,""candidates"":28}}","252","656","true","4","93.44554099993547","00111001110/00111001111/11111111111/11100111111/11100111100/00111011100/00111100111/11111100111/11111111111/11110011100/01110011100"
"templates48","3","11","ar_to_en","approved-only","4","47","40","{""3"":{""slots"":24,""candidates"":120},""4"":{""slots"":8,""candidates"":269},""6"":{""slots"":4,""candidates"":239},""11"":{""slots"":4,""candidates"":28}}","252","656","true","4","93.03491700004088","00111001110/00111001111/11111111111/11100111111/11100111100/00111011100/00111100111/11111100111/11111111111/11110011100/01110011100"
"templates48","3","13","ar_to_en","compatibility","1","0","60","{""3"":{""slots"":31,""candidates"":177},""4"":{""slots"":12,""candidates"":178},""5"":{""slots"":7,""candidates"":178},""6"":{""slots"":2,""candidates"":178},""8"":{""slots"":2,""candidates"":178},""9"":{""slots"":2,""candidates"":178},""13"":{""slots"":4,""candidates"":177}}","394","1244","true","1","93.05587500002002","1111101110111/1111111110111/1111111111111/0111011111100/0011100111100/1110111101111/1110111110111/1111011110111/0011110011100/0011111101110/1111111111111/1110111111111/1110111011111"
"templates48","3","13","ar_to_en","compatibility","43","1","60","{""3"":{""slots"":38,""candidates"":177},""4"":{""slots"":2,""candidates"":178},""5"":{""slots"":6,""candidates"":178},""6"":{""slots"":6,""candidates"":178},""8"":{""slots"":2,""candidates"":178},""9"":{""slots"":2,""candidates"":178},""13"":{""slots"":4,""candidates"":177}}","394","1244","true","1","93.069749999966","0011111100111/1111111110111/1111111111111/1111110011100/0111011101110/1111101110111/1110111110111/1110111011111/0111011101110/0011100111111/1111111111111/1110111111111/1110011111100"
"templates48","3","13","ar_to_en","compatibility","9","2","58","{""3"":{""slots"":29,""candidates"":177},""4"":{""slots"":6,""candidates"":178},""5"":{""slots"":8,""candidates"":178},""6"":{""slots"":8,""candidates"":178},""7"":{""slots"":2,""candidates"":178},""9"":{""slots"":1,""candidates"":178},""13"":{""slots"":4,""candidates"":177}}","390","1244","true","1","93.0753750000149","1110111001110/1111111001111/1111111111111/0111011110111/1110011111100/1111110011111/1111100111111/1111101110111/0111011101110/0011111101111/1111111111111/1110111011111/1110111011100"
"templates48","3","13","ar_to_en","compatibility","4","3","61","{""3"":{""slots"":39,""candidates"":177},""4"":{""slots"":6,""candidates"":178},""5"":{""slots"":4,""candidates"":178},""6"":{""slots"":6,""candidates"":178},""8"":{""slots"":1,""candidates"":178},""9"":{""slots"":1,""candidates"":178},""13"":{""slots"":4,""candidates"":177}}","388","1244","true","1","93.10625000001164","0111001110111/1111001110111/1111111111111/1110111011100/0011111001110/1111001110111/1111100111111/1110111111111/0011111001110/0111011100111/1111111111111/1111110111111/1111110011100"
"templates48","3","13","ar_to_en","compatibility","20","4","56","{""3"":{""slots"":28,""candidates"":177},""4"":{""slots"":4,""candidates"":178},""5"":{""slots"":6,""candidates"":178},""6"":{""slots"":8,""candidates"":178},""7"":{""slots"":4,""candidates"":178},""9"":{""slots"":2,""candidates"":178},""13"":{""slots"":4,""candidates"":177}}","388","1244","true","1","93.11912499996834","0011111100111/1111111110111/1111111111111/1110011111100/0111011101111/0011111011111/1111110111111/1111101111100/1111011101110/0011111100111/1111111111111/1110111111111/1110011111100"
