experiment,seed,size,mode,policy,success,reason,templatesDiscovered,viableTemplates,templatesAttempted,solverAttempts,constructEmpty,maximumDepth,slotSelections,selectedDomainTotal,lookups,examined,duplicateVisits,lookupMs,placementMs,validationMs,backtracks,forwardFailures,mrvDeadEnds,observedDeadlineExits,buildRejections,validationErrors
"word","1","13","ar_to_en","compatibility","false","build_rejected","24","24","23","23","0","0","0","0","0","null","null","0","0","0","0","0","0","0","[""unfilled_white_cells:63"",""unfilled_white_cells:51"",""unfilled_white_cells:45"",""unfilled_white_cells:49"",""unfilled_white_cells:49"",""unfilled_white_cells:47"",""unfilled_white_cells:50"",""unfilled_white_cells:51"",""unfilled_white_cells:45"",""unfilled_white_cells:44"",""unfilled_white_cells:46"",""unfilled_white_cells:48"",""unfilled_white_cells:51"",""unfilled_white_cells:37"",""unfilled_white_cells:52"",""unfilled_white_cells:44"",""unfilled_white_cells:47"",""unfilled_white_cells:45"",""unfilled_white_cells:48"",""unfilled_white_cells:50"",""unfilled_white_cells:43"",""unfilled_white_cells:43"",""unfilled_white_cells:48""]","[]"
"word","1","13","ar_to_en","approved-only","false","build_rejected","24","24","24","24","0","0","0","0","0","null","null","0","0","0","0","0","0","0","[""unfilled_white_cells:38"",""unfilled_white_cells:38"",""unfilled_white_cells:38"",""unfilled_white_cells:39"",""unfilled_white_cells:32"",""unfilled_white_cells:35"",""unfilled_white_cells:27"",""unfilled_white_cells:34"",""unfilled_white_cells:28"",""unfilled_white_cells:35"",""unfilled_white_cells:39"",""unfilled_white_cells:28"",""unfilled_white_cells:31"",""unfilled_white_cells:40"",""unfilled_white_cells:39"",""unfilled_white_cells:30"",""unfilled_white_cells:31"",""unfilled_white_cells:36"",""unfilled_white_cells:31"",""unfilled_white_cells:32"",""unfilled_white_cells:35"",""unfilled_white_cells:31"",""unfilled_white_cells:30"",""unfilled_white_cells:67""]","[]"
"word","1","13","en_to_ar","compatibility","false","build_rejected","6","6","1","2","0","0","0","0","0","null","null","0","0","0","0","0","0","0","[""unfilled_white_cells:57"",""unfilled_white_cells:57""]","[]"
"word","1","13","en_to_ar","approved-only","false","build_rejected","6","6","1","2","0","0","0","0","0","null","null","0","0","0","0","0","0","0","[""unfilled_white_cells:3"",""unfilled_white_cells:3""]","[]"
"word","2","7","ar_to_en","approved-only","false","validation_rejected","24","24","24","139","5","0","0","0","0","null","null","0","0","0.7804579999647103","0","0","0","0","[""unfilled_white_cells:9"",""unfilled_white_cells:9"",""unfilled_white_cells:9"",""unfilled_white_cells:9"",""unfilled_white_cells:16"",""unfilled_white_cells:8"",""unfilled_white_cells:8"",""unfilled_white_cells:8"",""unfilled_white_cells:8"",""unfilled_white_cells:8"",""unfilled_white_cells:3"",""unfilled_white_cells:3"",""unfilled_white_cells:3"",""unfilled_white_cells:5"",""unfilled_white_cells:5"",""unfilled_white_cells:5"",""unfilled_white_cells:5"",""unfilled_white_cells:3"",""unfilled_white_cells:3"",""unfilled_white_cells:3"",""unfilled_white_cells:3"",""unfilled_white_cells:3"",""unfilled_white_cells:3"",""unfilled_white_cells:9"",""unfilled_white_cells:3"",""unfilled_white_cells:3"",""unfilled_white_cells:3"",""unfilled_white_cells:3"",""unfilled_white_cells:3"",""unfilled_white_cells:3"",""unfilled_white_cells:9"",""unfilled_white_cells:3"",""unfilled_white_cells:3"",""unfilled_white_cells:3"",""unfilled_white_cells:3"",""unfilled_white_cells:3"",""unfilled_white_cells:3"",""unfilled_white_cells:9"",""unfilled_white_cells:3"",""unfilled_white_cells:3"",""unfilled_white_cells:3"",""unfilled_white_cells:3"",""unfilled_white_cells:3"",""unfilled_white_cells:3"",""unfilled_white_cells:9"",""unfilled_white_cells:3"",""unfilled_white_cells:3"",""unfilled_white_cells:3"",""unfilled_white_cells:3"",""unfilled_white_cells:3"",""unfilled_white_cells:3"",""unfilled_white_cells:7"",""unfilled_white_cells:3"",""unfilled_white_cells:3"",""unfilled_white_cells:3"",""unfilled_white_cells:3"",""unfilled_white_cells:3"",""unfilled_white_cells:3"",""unfilled_white_cells:9"",""unfilled_white_cells:5"",""unfilled_white_cells:5"",""unfilled_white_cells:5"",""unfilled_white_cells:5"",""unfilled_white_cells:3"",""unfilled_white_cells:3"",""unfilled_white_cells:3"",""unfilled_white_cells:3"",""unfilled_white_cells:3"",""unfilled_white_cells:3"",""unfilled_white_cells:9"",""unfilled_white_cells:3"",""unfilled_white_cells:3"",""unfilled_white_cells:3"",""unfilled_white_cells:3"",""unfilled_white_cells:3"",""unfilled_white_cells:3"",""unfilled_white_cells:9"",""unfilled_white_cells:3"",""unfilled_white_cells:3"",""unfilled_white_cells:3"",""unfilled_white_cells:8"",""unfilled_white_cells:3"",""unfilled_white_cells:3"",""unfilled_white_cells:3"",""unfilled_white_cells:3"",""unfilled_white_cells:3"",""unfilled_white_cells:3"",""unfilled_white_cells:7"",""unfilled_white_cells:10"",""unfilled_white_cells:10"",""unfilled_white_cells:10"",""unfilled_white_cells:10"",""unfilled_white_cells:10"",""unfilled_white_cells:10"",""unfilled_white_cells:10"",""unfilled_white_cells:10"",""unfilled_white_cells:10"",""unfilled_white_cells:10"",""unfilled_white_cells:10"",""unfilled_white_cells:10"",""unfilled_white_cells:10"",""unfilled_white_cells:10"",""unfilled_white_cells:10"",""unfilled_white_cells:10"",""unfilled_white_cells:10"",""unfilled_white_cells:10"",""unfilled_white_cells:10"",""unfilled_white_cells:10"",""unfilled_white_cells:10"",""unfilled_white_cells:10"",""unfilled_white_cells:10"",""unfilled_white_cells:10"",""unfilled_white_cells:10"",""unfilled_white_cells:10"",""unfilled_white_cells:10"",""unfilled_white_cells:10"",""unfilled_white_cells:10"",""unfilled_white_cells:10"",""unfilled_white_cells:10"",""unfilled_white_cells:10"",""unfilled_white_cells:10"",""unfilled_white_cells:10"",""unfilled_white_cells:10"",""unfilled_white_cells:10"",""unfilled_white_cells:10""]","[""Grid run down at 0,0 length 3 must have exactly one clue entry; found 0 ()."",""Grid run down at 0,1 length 3 must have exactly one clue entry; found 0 ()."",""Grid run down at 0,2 length 7 must have exactly one clue entry; found 0 ()."",""Grid run down at 2,3 length 3 must have exactly one clue entry; found 0 ()."",""Grid run down at 4,5 length 3 must have exactly one clue entry; found 0 ()."",""Grid run down at 0,6 length 3 must have exactly one clue entry; found 0 ()."",""Grid run down at 4,6 length 3 must have exactly one clue entry; found 0 ()."",""Entry down:0:2 at 0,2 length 3 must match exactly one real grid run; found 0."",""Grid run down at 0,0 length 3 must have exactly one clue entry; found 0 ()."",""Grid run down at 0,1 length 3 must have exactly one clue entry; found 0 ()."",""Grid run down at 0,2 length 7 must have exactly one clue entry; found 0 ()."",""Grid run down at 2,3 length 3 must have exactly one clue entry; found 0 ()."",""Grid run down at 4,5 length 3 must have exactly one clue entry; found 0 ()."",""Grid run down at 0,6 length 3 must have exactly one clue entry; found 0 ()."",""Grid run down at 4,6 length 3 must have exactly one clue entry; found 0 ()."",""Entry down:0:2 at 0,2 length 3 must match exactly one real grid run; found 0."",""Grid run down at 0,0 length 3 must have exactly one clue entry; found 0 ()."",""Grid run down at 0,1 length 3 must have exactly one clue entry; found 0 ()."",""Grid run down at 0,2 length 7 must have exactly one clue entry; found 0 ()."",""Grid run down at 2,3 length 3 must have exactly one clue entry; found 0 ()."",""Grid run down at 4,5 length 3 must have exactly one clue entry; found 0 ()."",""Grid run down at 0,6 length 3 must have exactly one clue entry; found 0 ()."",""Grid run down at 4,6 length 3 must have exactly one clue entry; found 0 ()."",""Entry down:0:2 at 0,2 length 3 must match exactly one real grid run; found 0."",""Grid run down at 0,0 length 3 must have exactly one clue entry; found 0 ()."",""Grid run down at 0,1 length 3 must have exactly one clue entry; found 0 ()."",""Grid run down at 0,2 length 7 must have exactly one clue entry; found 0 ()."",""Grid run down at 2,3 length 3 must have exactly one clue entry; found 0 ()."",""Grid run down at 4,5 length 3 must have exactly one clue entry; found 0 ()."",""Grid run down at 0,6 length 3 must have exactly one clue entry; found 0 ()."",""Grid run down at 4,6 length 3 must have exactly one clue entry; found 0 ()."",""Entry down:0:2 at 0,2 length 3 must match exactly one real grid run; found 0."",""Grid run down at 0,0 length 3 must have exactly one clue entry; found 0 ()."",""Grid run down at 0,1 length 3 must have exactly one clue entry; found 0 ()."",""Grid run down at 0,2 length 7 must have exactly one clue entry; found 0 ()."",""Grid run down at 2,3 length 3 must have exactly one clue entry; found 0 ()."",""Grid run down at 4,5 length 3 must have exactly one clue entry; found 0 ()."",""Grid run down at 0,6 length 3 must have exactly one clue entry; found 0 ()."",""Grid run down at 4,6 length 3 must have exactly one clue entry; found 0 ()."",""Entry down:0:2 at 0,2 length 3 must match exactly one real grid run; found 0."",""Grid run down at 0,0 length 3 must have exactly one clue entry; found 0 ()."",""Grid run down at 4,0 length 3 must have exactly one clue entry; found 0 ()."",""Grid run down at 0,1 length 3 must have exactly one clue entry; found 0 ()."",""Grid run down at 4,1 length 3 must have exactly one clue entry; found 0 ()."",""Grid run down at 0,2 length 7 must have exactly one clue entry; found 0 ()."",""Grid run down at 2,3 length 5 must have exactly one clue entry; found 0 ()."",""Grid run down at 0,5 length 5 must have exactly one clue entry; found 0 ()."",""Grid run down at 0,6 length 5 must have exactly one clue entry; found 0 ()."",""Entry down:0:2 at 0,2 length 3 must match exactly one real grid run; found 0."",""Grid run down at 0,0 length 3 must have exactly one clue entry; found 0 ()."",""Grid run down at 4,0 length 3 must have exactly one clue entry; found 0 ()."",""Grid run down at 0,1 length 3 must have exactly one clue entry; found 0 ()."",""Grid run down at 4,1 length 3 must have exactly one clue entry; found 0 ()."",""Grid run down at 0,2 length 7 must have exactly one clue entry; found 0 ()."",""Grid run down at 2,3 length 5 must have exactly one clue entry; found 0 ()."",""Grid run down at 0,5 length 5 must have exactly one clue entry; found 0 ()."",""Grid run down at 0,6 length 5 must have exactly one clue entry; found 0 ()."",""Entry down:0:2 at 0,2 length 3 must match exactly one real grid run; found 0."",""Grid run down at 0,0 length 3 must have exactly one clue entry; found 0 ()."",""Grid run down at 4,0 length 3 must have exactly one clue entry; found 0 ()."",""Grid run down at 0,1 length 3 must have exactly one clue entry; found 0 ()."",""Grid run down at 4,1 length 3 must have exactly one clue entry; found 0 ()."",""Grid run down at 0,2 length 7 must have exactly one clue entry; found 0 ()."",""Grid run down at 2,3 length 5 must have exactly one clue entry; found 0 ()."",""Grid run down at 0,5 length 5 must have exactly one clue entry; found 0 ()."",""Grid run down at 0,6 length 5 must have exactly one clue entry; found 0 ()."",""Entry down:0:2 at 0,2 length 3 must match exactly one real grid run; found 0."",""Grid run down at 0,0 length 3 must have exactly one clue entry; found 0 ()."",""Grid run down at 4,0 length 3 must have exactly one clue entry; found 0 ()."",""Grid run down at 0,1 length 3 must have exactly one clue entry; found 0 ()."",""Grid run down at 4,1 length 3 must have exactly one clue entry; found 0 ()."",""Grid run down at 0,2 length 7 must have exactly one clue entry; found 0 ()."",""Grid run down at 2,3 length 5 must have exactly one clue entry; found 0 ()."",""Grid run down at 0,5 length 5 must have exactly one clue entry; found 0 ()."",""Grid run down at 0,6 length 5 must have exactly one clue entry; found 0 ()."",""Entry down:0:2 at 0,2 length 3 must match exactly one real grid run; found 0.""]"
"word","2","9","ar_to_en","compatibility","false","validation_rejected","24","24","24","26","1","0","0","0","0","null","null","0","0","0.5962089999229647","0","0","0","0","[""unfilled_white_cells:3"",""unfilled_white_cells:1"",""unfilled_white_cells:1"",""unfilled_white_cells:1"",""unfilled_white_cells:11"",""unfilled_white_cells:1"",""unfilled_white_cells:1"",""unfilled_white_cells:1"",""unfilled_white_cells:6"",""unfilled_white_cells:5"",""unfilled_white_cells:3"",""unfilled_white_cells:3"",""unfilled_white_cells:1"",""unfilled_white_cells:1"",""unfilled_white_cells:1"",""unfilled_white_cells:3"",""unfilled_white_cells:22"",""unfilled_white_cells:10""]","[""Grid run across at 8,1 length 3 must have exactly one clue entry; found 0 ()."",""Grid run down at 0,0 length 3 must have exactly one clue entry; found 0 ()."",""Grid run down at 5,0 length 3 must have exactly one clue entry; found 0 ()."",""Grid run down at 0,2 length 9 must have exactly one clue entry; found 0 ()."",""Grid run down at 0,3 length 5 must have exactly one clue entry; found 0 ()."",""Grid run down at 5,4 length 3 must have exactly one clue entry; found 0 ()."",""Grid run down at 1,5 length 3 must have exactly one clue entry; found 0 ()."",""Grid run down at 0,7 length 5 must have exactly one clue entry; found 0 ()."",""Grid run down at 6,7 length 3 must have exactly one clue entry; found 0 ()."",""Grid run down at 0,8 length 5 must have exactly one clue entry; found 0 ()."",""Grid run down at 6,8 length 3 must have exactly one clue entry; found 0 ()."",""Entry down:5:2 at 5,2 length 4 must match exactly one real grid run; found 0."",""Grid run across at 0,0 length 3 must have exactly one clue entry; found 0 ()."",""Grid run across at 0,5 length 3 must have exactly one clue entry; found 0 ()."",""Grid run across at 1,0 length 3 must have exactly one clue entry; found 0 ()."",""Grid run across at 1,5 length 4 must have exactly one clue entry; found 0 ()."",""Grid run across at 3,6 length 3 must have exactly one clue entry; found 0 ()."",""Grid run across at 5,5 length 3 must have exactly one clue entry; found 0 ()."",""Grid run across at 7,4 length 5 must have exactly one clue entry; found 0 ()."",""Grid run across at 8,4 length 5 must have exactly one clue entry; found 0 ()."",""Grid run down at 5,1 length 4 must have exactly one clue entry; found 0 ()."",""Grid run down at 0,2 length 9 must have exactly one clue entry; found 0 ()."",""Grid run down at 2,3 length 5 must have exactly one clue entry; found 0 ()."",""Entry down:0:2 at 0,2 length 3 must match exactly one real grid run; found 0."",""Grid run across at 5,0 length 3 must have exactly one clue entry; found 0 ()."",""Grid run across at 5,5 length 4 must have exactly one clue entry; found 0 ()."",""Grid run across at 7,0 length 5 must have exactly one clue entry; found 0 ()."",""Grid run across at 7,6 length 3 must have exactly one clue entry; found 0 ()."",""Grid run across at 8,2 length 3 must have exactly one clue entry; found 0 ()."",""Grid run across at 8,6 length 3 must have exactly one clue entry; found 0 ()."",""Grid run down at 0,1 length 3 must have exactly one clue entry; found 0 ()."",""Grid run down at 0,2 length 9 must have exactly one clue entry; found 0 ()."",""Grid run down at 0,3 length 5 must have exactly one clue entry; found 0 ()."",""Grid run down at 1,4 length 3 must have exactly one clue entry; found 0 ()."",""Grid run down at 2,5 length 5 must have exactly one clue entry; found 0 ()."",""Grid run down at 0,8 length 3 must have exactly one clue entry; found 0 ()."",""Entry down:5:2 at 5,2 length 4 must match exactly one real grid run; found 0."",""Entry down:5:5 at 5,5 length 2 must match exactly one real grid run; found 0."",""Grid run across at 0,6 length 3 must have exactly one clue entry; found 0 ()."",""Grid run across at 3,4 length 3 must have exactly one clue entry; found 0 ()."",""Grid run down at 5,0 length 3 must have exactly one clue entry; found 0 ()."",""Grid run down at 1,1 length 7 must have exactly one clue entry; found 0 ()."",""Grid run down at 0,2 length 9 must have exactly one clue entry; found 0 ()."",""Grid run down at 0,3 length 3 must have exactly one clue entry; found 0 ()."",""Grid run down at 4,3 length 5 must have exactly one clue entry; found 0 ()."",""Grid run down at 6,4 length 3 must have exactly one clue entry; found 0 ()."",""Grid run down at 6,5 length 3 must have exactly one clue entry; found 0 ()."",""Grid run down at 4,7 length 4 must have exactly one clue entry; found 0 ()."",""Grid run down at 5,8 length 3 must have exactly one clue entry; found 0 ()."",""Entry down:4:1 at 4,1 length 4 must match exactly one real grid run; found 0."",""Grid run across at 0,6 length 3 must have exactly one clue entry; found 0 ()."",""Grid run down at 1,0 length 3 must have exactly one clue entry; found 0 ()."",""Grid run down at 0,2 length 9 must have exactly one clue entry; found 0 ()."",""Grid run down at 0,3 length 3 must have exactly one clue entry; found 0 ()."",""Grid run down at 4,3 length 3 must have exactly one clue entry; found 0 ()."",""Grid run down at 2,4 length 3 must have exactly one clue entry; found 0 ()."",""Grid run down at 6,4 length 3 must have exactly one clue entry; found 0 ()."",""Grid run down at 2,5 length 3 must have exactly one clue entry; found 0 ()."",""Grid run down at 6,5 length 3 must have exactly one clue entry; found 0 ()."",""Grid run down at 5,7 length 3 must have exactly one clue entry; found 0 ()."",""Grid run down at 5,8 length 3 must have exactly one clue entry; found 0 ()."",""Grid run across at 0,0 length 3 must have exactly one clue entry; found 0 ()."",""Grid run across at 0,4 length 3 must have exactly one clue entry; found 0 ()."",""Grid run across at 1,0 length 3 must have exactly one clue entry; found 0 ()."",""Grid run across at 1,4 length 5 must have exactly one clue entry; found 0 ()."",""Grid run across at 3,6 length 3 must have exactly one clue entry; found 0 ()."",""Grid run down at 6,1 length 3 must have exactly one clue entry; found 0 ()."",""Grid run down at 0,2 length 9 must have exactly one clue entry; found 0 ()."",""Grid run down at 2,3 length 7 must have exactly one clue entry; found 0 ()."",""Grid run down at 4,4 length 3 must have exactly one clue entry; found 0 ()."",""Grid run down at 4,5 length 3 must have exactly one clue entry; found 0 ()."",""Grid run down at 6,7 length 3 must have exactly one clue entry; found 0 ()."",""Grid run down at 6,8 length 3 must have exactly one clue entry; found 0 ()."",""Entry down:0:2 at 0,2 length 3 must match exactly one real grid run; found 0."",""Duplicate entry id across:8:0 at 8,0.""]"
"word","2","11","ar_to_en","compatibility","false","build_rejected","24","24","24","24","0","0","0","0","0","null","null","0","0","0","0","0","0","0","[""unfilled_white_cells:11"",""unfilled_white_cells:21"",""unfilled_white_cells:18"",""unfilled_white_cells:17"",""unfilled_white_cells:20"",""unfilled_white_cells:17"",""unfilled_white_cells:19"",""unfilled_white_cells:17"",""unfilled_white_cells:18"",""unfilled_white_cells:19"",""unfilled_white_cells:16"",""unfilled_white_cells:17"",""unfilled_white_cells:19"",""unfilled_white_cells:16"",""unfilled_white_cells:18"",""unfilled_white_cells:14"",""unfilled_white_cells:12"",""unfilled_white_cells:17"",""unfilled_white_cells:16"",""unfilled_white_cells:17"",""unfilled_white_cells:15"",""unfilled_white_cells:13"",""unfilled_white_cells:13"",""unfilled_white_cells:39""]","[]"
"word","2","11","ar_to_en","approved-only","false","build_rejected","24","24","24","27","3","0","0","0","0","null","null","0","0","0","0","0","0","0","[""unfilled_white_cells:6"",""unfilled_white_cells:4"",""unfilled_white_cells:4"",""unfilled_white_cells:11"",""unfilled_white_cells:3"",""unfilled_white_cells:7"",""unfilled_white_cells:8"",""unfilled_white_cells:7"",""unfilled_white_cells:3"",""unfilled_white_cells:7"",""unfilled_white_cells:5"",""unfilled_white_cells:4"",""unfilled_white_cells:6"",""unfilled_white_cells:5"",""unfilled_white_cells:4"",""unfilled_white_cells:1"",""unfilled_white_cells:6"",""unfilled_white_cells:3"",""unfilled_white_cells:3"",""unfilled_white_cells:5"",""unfilled_white_cells:3"",""unfilled_white_cells:4"",""unfilled_white_cells:1"",""unfilled_white_cells:19""]","[]"
"word","2","13","ar_to_en","compatibility","false","build_rejected","24","24","23","23","0","0","0","0","0","null","null","0","0","0","0","0","0","0","[""unfilled_white_cells:54"",""unfilled_white_cells:57"",""unfilled_white_cells:51"",""unfilled_white_cells:47"",""unfilled_white_cells:52"",""unfilled_white_cells:46"",""unfilled_white_cells:49"",""unfilled_white_cells:46"",""unfilled_white_cells:44"",""unfilled_white_cells:49"",""unfilled_white_cells:41"",""unfilled_white_cells:49"",""unfilled_white_cells:48"",""unfilled_white_cells:42"",""unfilled_white_cells:45"",""unfilled_white_cells:50"",""unfilled_white_cells:44"",""unfilled_white_cells:46"",""unfilled_white_cells:41"",""unfilled_white_cells:41"",""unfilled_white_cells:44"",""unfilled_white_cells:42"",""unfilled_white_cells:58""]","[]"
"word","2","13","ar_to_en","approved-only","false","build_rejected","24","24","24","24","0","0","0","0","0","null","null","0","0","0","0","0","0","0","[""unfilled_white_cells:35"",""unfilled_white_cells:38"",""unfilled_white_cells:36"",""unfilled_white_cells:29"",""unfilled_white_cells:36"",""unfilled_white_cells:36"",""unfilled_white_cells:31"",""unfilled_white_cells:28"",""unfilled_white_cells:38"",""unfilled_white_cells:34"",""unfilled_white_cells:30"",""unfilled_white_cells:40"",""unfilled_white_cells:29"",""unfilled_white_cells:33"",""unfilled_white_cells:32"",""unfilled_white_cells:27"",""unfilled_white_cells:26"",""unfilled_white_cells:33"",""unfilled_white_cells:31"",""unfilled_white_cells:38"",""unfilled_white_cells:30"",""unfilled_white_cells:25"",""unfilled_white_cells:32"",""unfilled_white_cells:63""]","[]"
"word","2","13","en_to_ar","compatibility","false","build_rejected","6","6","1","2","0","0","0","0","0","null","null","0","0","0","0","0","0","0","[""unfilled_white_cells:7"",""unfilled_white_cells:10""]","[]"
"word","2","13","en_to_ar","approved-only","false","build_rejected","6","6","1","2","0","0","0","0","0","null","null","0","0","0","0","0","0","0","[""unfilled_white_cells:1"",""unfilled_white_cells:1""]","[]"
"word","3","7","ar_to_en","approved-only","false","validation_rejected","24","24","24","99","1","0","0","0","0","null","null","0","0","0.26137500000186265","0","0","0","0","[""unfilled_white_cells:1"",""unfilled_white_cells:1"",""unfilled_white_cells:1"",""unfilled_white_cells:1"",""unfilled_white_cells:1"",""unfilled_white_cells:1"",""unfilled_white_cells:1"",""unfilled_white_cells:1"",""unfilled_white_cells:1"",""unfilled_white_cells:1"",""unfilled_white_cells:1"",""unfilled_white_cells:1"",""unfilled_white_cells:8"",""unfilled_white_cells:6"",""unfilled_white_cells:6"",""unfilled_white_cells:8"",""unfilled_white_cells:6"",""unfilled_white_cells:6"",""unfilled_white_cells:6"",""unfilled_white_cells:6"",""unfilled_white_cells:6"",""unfilled_white_cells:6"",""unfilled_white_cells:12"",""unfilled_white_cells:12"",""unfilled_white_cells:12"",""unfilled_white_cells:12"",""unfilled_white_cells:12"",""unfilled_white_cells:12"",""unfilled_white_cells:12"",""unfilled_white_cells:12"",""unfilled_white_cells:12"",""unfilled_white_cells:12"",""unfilled_white_cells:12"",""unfilled_white_cells:6"",""unfilled_white_cells:6"",""unfilled_white_cells:6"",""unfilled_white_cells:6"",""unfilled_white_cells:6"",""unfilled_white_cells:6"",""unfilled_white_cells:12"",""unfilled_white_cells:3"",""unfilled_white_cells:3"",""unfilled_white_cells:3"",""unfilled_white_cells:3"",""unfilled_white_cells:3"",""unfilled_white_cells:3"",""unfilled_white_cells:3"",""unfilled_white_cells:3"",""unfilled_white_cells:3"",""unfilled_white_cells:3"",""unfilled_white_cells:3"",""unfilled_white_cells:7"",""unfilled_white_cells:3"",""unfilled_white_cells:3"",""unfilled_white_cells:3"",""unfilled_white_cells:3"",""unfilled_white_cells:3"",""unfilled_white_cells:3"",""unfilled_white_cells:3"",""unfilled_white_cells:3"",""unfilled_white_cells:3"",""unfilled_white_cells:3"",""unfilled_white_cells:3"",""unfilled_white_cells:3"",""unfilled_white_cells:3"",""unfilled_white_cells:3"",""unfilled_white_cells:3"",""unfilled_white_cells:3"",""unfilled_white_cells:3"",""unfilled_white_cells:3"",""unfilled_white_cells:3"",""unfilled_white_cells:7"",""unfilled_white_cells:3"",""unfilled_white_cells:3"",""unfilled_white_cells:3"",""unfilled_white_cells:3"",""unfilled_white_cells:3"",""unfilled_white_cells:3"",""unfilled_white_cells:7"",""unfilled_white_cells:3"",""unfilled_white_cells:3"",""unfilled_white_cells:3"",""unfilled_white_cells:3"",""unfilled_white_cells:3"",""unfilled_white_cells:3"",""unfilled_white_cells:3"",""unfilled_white_cells:3"",""unfilled_white_cells:3"",""unfilled_white_cells:3"",""unfilled_white_cells:3"",""unfilled_white_cells:3"",""unfilled_white_cells:3"",""unfilled_white_cells:3"",""unfilled_white_cells:3""]","[""Grid run across at 0,0 length 3 must have exactly one clue entry; found 0 ()."",""Grid run across at 0,4 length 3 must have exactly one clue entry; found 0 ()."",""Grid run across at 1,0 length 3 must have exactly one clue entry; found 0 ()."",""Grid run across at 2,0 length 7 must have exactly one clue entry; found 0 ()."",""Grid run across at 3,2 length 5 must have exactly one clue entry; found 0 ()."",""Grid run across at 5,0 length 5 must have exactly one clue entry; found 0 ()."",""Grid run across at 6,0 length 5 must have exactly one clue entry; found 0 ()."",""Grid run down at 4,0 length 3 must have exactly one clue entry; found 0 ()."",""Grid run down at 4,1 length 3 must have exactly one clue entry; found 0 ()."",""Entry across:2:0 at 2,0 length 3 must match exactly one real grid run; found 0."",""Entry across:5:0 at 5,0 length 3 must match exactly one real grid run; found 0."",""Entry across:6:0 at 6,0 length 3 must match exactly one real grid run; found 0."",""Grid run across at 0,0 length 3 must have exactly one clue entry; found 0 ()."",""Grid run across at 0,4 length 3 must have exactly one clue entry; found 0 ()."",""Grid run across at 1,0 length 3 must have exactly one clue entry; found 0 ()."",""Grid run across at 2,0 length 7 must have exactly one clue entry; found 0 ()."",""Grid run across at 3,2 length 5 must have exactly one clue entry; found 0 ()."",""Grid run across at 5,0 length 5 must have exactly one clue entry; found 0 ()."",""Grid run across at 6,0 length 5 must have exactly one clue entry; found 0 ()."",""Grid run down at 4,0 length 3 must have exactly one clue entry; found 0 ()."",""Grid run down at 4,1 length 3 must have exactly one clue entry; found 0 ()."",""Entry across:2:0 at 2,0 length 3 must match exactly one real grid run; found 0."",""Entry across:5:0 at 5,0 length 3 must match exactly one real grid run; found 0."",""Entry across:6:0 at 6,0 length 3 must match exactly one real grid run; found 0."",""Grid run across at 0,0 length 3 must have exactly one clue entry; found 0 ()."",""Grid run across at 0,4 length 3 must have exactly one clue entry; found 0 ()."",""Grid run across at 1,0 length 3 must have exactly one clue entry; found 0 ()."",""Grid run across at 2,0 length 7 must have exactly one clue entry; found 0 ()."",""Grid run across at 3,2 length 5 must have exactly one clue entry; found 0 ()."",""Grid run across at 5,0 length 5 must have exactly one clue entry; found 0 ()."",""Grid run across at 6,0 length 5 must have exactly one clue entry; found 0 ()."",""Grid run down at 4,0 length 3 must have exactly one clue entry; found 0 ()."",""Grid run down at 4,1 length 3 must have exactly one clue entry; found 0 ()."",""Entry across:2:0 at 2,0 length 3 must match exactly one real grid run; found 0."",""Entry across:5:0 at 5,0 length 3 must match exactly one real grid run; found 0."",""Entry across:6:0 at 6,0 length 3 must match exactly one real grid run; found 0."",""Grid run across at 0,0 length 3 must have exactly one clue entry; found 0 ()."",""Grid run across at 0,4 length 3 must have exactly one clue entry; found 0 ()."",""Grid run across at 1,0 length 3 must have exactly one clue entry; found 0 ()."",""Grid run across at 2,0 length 7 must have exactly one clue entry; found 0 ()."",""Grid run across at 3,2 length 5 must have exactly one clue entry; found 0 ()."",""Grid run across at 5,0 length 5 must have exactly one clue entry; found 0 ()."",""Grid run across at 6,0 length 5 must have exactly one clue entry; found 0 ()."",""Grid run down at 4,0 length 3 must have exactly one clue entry; found 0 ()."",""Grid run down at 4,1 length 3 must have exactly one clue entry; found 0 ()."",""Entry across:2:0 at 2,0 length 3 must match exactly one real grid run; found 0."",""Entry across:5:0 at 5,0 length 3 must match exactly one real grid run; found 0."",""Entry across:6:0 at 6,0 length 3 must match exactly one real grid run; found 0.""]"
