experiment,seed,size,mode,policy,rank,slot,pattern,used,reason,depth,prefixCounts
"templates48","3","13","en_to_ar","approved-only","0","{""row"":5,""col"":11,""direction"":""across"",""length"":2}","?ة","[""فياغلبالاحيان"",""الدرجةالعلمية""]","forward_zero","2","[{""position"":1,""letter"":""ة"",""remaining"":0}]"
"templates48","3","13","en_to_ar","approved-only","0","{""row"":0,""col"":10,""direction"":""across"",""length"":2}","ة?","[""فياغلبالاحيان"",""الدرجةالعلمية""]","forward_zero","2","[{""position"":0,""letter"":""ة"",""remaining"":0}]"
"templates48","3","13","en_to_ar","approved-only","0","{""row"":5,""col"":1,""direction"":""across"",""length"":2}","?ة","[""الدرجةالعلمية""]","forward_zero","1","[{""position"":1,""letter"":""ة"",""remaining"":0}]"
"templates48","3","13","en_to_ar","approved-only","0","{""row"":0,""col"":0,""direction"":""across"",""length"":2}","ة?","[""الدرجةالعلمية""]","forward_zero","1","[{""position"":0,""letter"":""ة"",""remaining"":0}]"
"templates48","3","13","en_to_ar","approved-only","0","{""row"":5,""col"":1,""direction"":""across"",""length"":2}","?ة","[""الدرجةالعلمية""]","forward_zero","1","[{""position"":1,""letter"":""ة"",""remaining"":0}]"
"templates48","3","13","en_to_ar","approved-only","0","{""row"":0,""col"":0,""direction"":""across"",""length"":2}","ة?","[""الدرجةالعلمية""]","forward_zero","1","[{""position"":0,""letter"":""ة"",""remaining"":0}]"
"templates48","3","13","en_to_ar","approved-only","0","{""row"":3,""col"":4,""direction"":""down"",""length"":2}","ة?","[""فياغلبالاحيان"",""تغذية""]","forward_zero","2","[{""position"":0,""letter"":""ة"",""remaining"":0}]"
"templates48","3","13","en_to_ar","approved-only","0","{""row"":3,""col"":0,""direction"":""down"",""length"":2}","ة?","[""فياغلبالاحيان"",""اللغة""]","forward_zero","2","[{""position"":0,""letter"":""ة"",""remaining"":0}]"
"templates48","3","13","en_to_ar","approved-only","0","{""row"":5,""col"":11,""direction"":""across"",""length"":2}","?ة","[""فياغلبالاحيان"",""الدرجةالعلمية""]","forward_zero","2","[{""position"":1,""letter"":""ة"",""remaining"":0}]"
"templates48","3","13","en_to_ar","approved-only","0","{""row"":0,""col"":10,""direction"":""across"",""length"":2}","ة?","[""فياغلبالاحيان"",""الدرجةالعلمية""]","forward_zero","2","[{""position"":0,""letter"":""ة"",""remaining"":0}]"
"templates48","3","13","en_to_ar","approved-only","0","{""row"":3,""col"":4,""direction"":""down"",""length"":2}","ة?","[""فياغلبالاحيان"",""تغذية""]","forward_zero","2","[{""position"":0,""letter"":""ة"",""remaining"":0}]"
"templates48","3","13","en_to_ar","approved-only","0","{""row"":3,""col"":0,""direction"":""down"",""length"":2}","ة?","[""فياغلبالاحيان"",""اللغة""]","forward_zero","2","[{""position"":0,""letter"":""ة"",""remaining"":0}]"
"templates48","3","13","en_to_ar","approved-only","0","{""row"":5,""col"":11,""direction"":""across"",""length"":2}","?ة","[""فياغلبالاحيان"",""الدرجةالعلمية""]","forward_zero","2","[{""position"":1,""letter"":""ة"",""remaining"":0}]"
"templates48","3","13","en_to_ar","approved-only","0","{""row"":0,""col"":10,""direction"":""across"",""length"":2}","ة?","[""فياغلبالاحيان"",""الدرجةالعلمية""]","forward_zero","2","[{""position"":0,""letter"":""ة"",""remaining"":0}]"
"templates48","3","13","en_to_ar","approved-only","0","{""row"":5,""col"":1,""direction"":""across"",""length"":2}","?ة","[""الدرجةالعلمية""]","forward_zero","1","[{""position"":1,""letter"":""ة"",""remaining"":0}]"
"templates48","3","13","en_to_ar","approved-only","0","{""row"":0,""col"":0,""direction"":""across"",""length"":2}","ة?","[""الدرجةالعلمية""]","forward_zero","1","[{""position"":0,""letter"":""ة"",""remaining"":0}]"
"templates48","3","13","en_to_ar","approved-only","0","{""row"":5,""col"":1,""direction"":""across"",""length"":2}","?ة","[""الدرجةالعلمية""]","forward_zero","1","[{""position"":1,""letter"":""ة"",""remaining"":0}]"
"templates48","3","13","en_to_ar","approved-only","0","{""row"":0,""col"":0,""direction"":""across"",""length"":2}","ة?","[""الدرجةالعلمية""]","forward_zero","1","[{""position"":0,""letter"":""ة"",""remaining"":0}]"
"templates6","1","7","ar_to_en","approved-only","0","{""row"":0,""col"":0,""direction"":""down"",""length"":3}","EA?","[""EYE"",""TRY"",""ARC""]","forward_zero","3","[{""position"":0,""letter"":""E"",""remaining"":14},{""position"":1,""letter"":""A"",""remaining"":0}]"
"templates6","1","7","ar_to_en","approved-only","0","{""row"":0,""col"":0,""direction"":""down"",""length"":3}","EC?","[""EYE"",""TRY"",""ARC""]","forward_zero","3","[{""position"":0,""letter"":""E"",""remaining"":14},{""position"":1,""letter"":""C"",""remaining"":0}]"
"templates6","1","7","ar_to_en","approved-only","0","{""row"":0,""col"":2,""direction"":""down"",""length"":7}","EA?????","[""EYE"",""TRY"",""ERA""]","forward_zero","3","[{""position"":0,""letter"":""E"",""remaining"":40},{""position"":1,""letter"":""A"",""remaining"":0}]"
"templates6","1","7","ar_to_en","approved-only","0","{""row"":0,""col"":0,""direction"":""down"",""length"":3}","EA?","[""EYE"",""TRY"",""ERA""]","forward_zero","3","[{""position"":0,""letter"":""E"",""remaining"":13},{""position"":1,""letter"":""A"",""remaining"":0}]"
"templates6","1","7","ar_to_en","approved-only","0","{""row"":0,""col"":2,""direction"":""down"",""length"":7}","EE?????","[""EYE"",""TRY"",""ERE""]","forward_zero","3","[{""position"":0,""letter"":""E"",""remaining"":40},{""position"":1,""letter"":""E"",""remaining"":0}]"
"templates6","1","7","ar_to_en","approved-only","0","{""row"":0,""col"":2,""direction"":""down"",""length"":7}","EE?????","[""EYE"",""TRY"",""ERE""]","forward_zero","3","[{""position"":0,""letter"":""E"",""remaining"":40},{""position"":1,""letter"":""E"",""remaining"":0}]"
"templates6","1","7","ar_to_en","approved-only","0","{""row"":0,""col"":0,""direction"":""down"",""length"":3}","EA?","[""EYE"",""TRY"",""ART""]","forward_zero","3","[{""position"":0,""letter"":""E"",""remaining"":14},{""position"":1,""letter"":""A"",""remaining"":0}]"
"templates6","1","7","ar_to_en","approved-only","0","{""row"":0,""col"":2,""direction"":""down"",""length"":7}","EA?????","[""EYE"",""TRY"",""ART""]","forward_zero","3","[{""position"":0,""letter"":""E"",""remaining"":40},{""position"":1,""letter"":""A"",""remaining"":0}]"
"templates6","1","7","ar_to_en","approved-only","0","{""row"":0,""col"":2,""direction"":""down"",""length"":7}","EFE????","[""EYE"",""YES"",""SUCCESS"",""SEE"",""FEE""]","forward_zero","5","[{""position"":0,""letter"":""E"",""remaining"":40},{""position"":1,""letter"":""F"",""remaining"":1},{""position"":2,""letter"":""E"",""remaining"":0}]"
"templates6","1","7","ar_to_en","approved-only","0","{""row"":0,""col"":2,""direction"":""down"",""length"":7}","ERE????","[""EYE"",""YES"",""SUCCESS"",""SHE"",""HER""]","forward_zero","5","[{""position"":0,""letter"":""E"",""remaining"":40},{""position"":1,""letter"":""R"",""remaining"":7},{""position"":2,""letter"":""E"",""remaining"":0}]"
"templates6","1","7","ar_to_en","approved-only","0","{""row"":0,""col"":0,""direction"":""down"",""length"":3}","E?I","[""EYE"",""YES"",""ISLANDS""]","forward_zero","3","[{""position"":0,""letter"":""E"",""remaining"":14},{""position"":2,""letter"":""I"",""remaining"":0}]"
"templates6","1","7","ar_to_en","approved-only","0","{""row"":0,""col"":2,""direction"":""down"",""length"":7}","EEU????","[""EYE"",""YES"",""USUALLY"",""USE"",""SEE""]","forward_zero","5","[{""position"":0,""letter"":""E"",""remaining"":40},{""position"":1,""letter"":""E"",""remaining"":0},{""position"":2,""letter"":""U"",""remaining"":0}]"
"templates6","1","7","ar_to_en","approved-only","0","{""row"":0,""col"":2,""direction"":""down"",""length"":7}","EAU????","[""EYE"",""YES"",""USUALLY"",""USE"",""SEA""]","forward_zero","5","[{""position"":0,""letter"":""E"",""remaining"":40},{""position"":1,""letter"":""A"",""remaining"":0},{""position"":2,""letter"":""U"",""remaining"":0}]"
"templates6","1","7","ar_to_en","approved-only","0","{""row"":0,""col"":2,""direction"":""down"",""length"":7}","ETU????","[""EYE"",""YES"",""USUALLY"",""USE"",""SET""]","forward_zero","5","[{""position"":0,""letter"":""E"",""remaining"":40},{""position"":1,""letter"":""T"",""remaining"":2},{""position"":2,""letter"":""U"",""remaining"":0}]"
"templates6","1","7","ar_to_en","approved-only","0","{""row"":0,""col"":2,""direction"":""down"",""length"":7}","EPA????","[""EYE"",""YES"",""DISEASE"",""INN"",""ERE"",""REP""]","forward_zero","6","[{""position"":0,""letter"":""E"",""remaining"":39},{""position"":1,""letter"":""P"",""remaining"":0},{""position"":2,""letter"":""A"",""remaining"":0}]"
"templates6","1","7","ar_to_en","approved-only","0","{""row"":0,""col"":2,""direction"":""down"",""length"":7}","EHA????","[""EYE"",""YES"",""DISEASE"",""INN"",""ERE"",""HER""]","forward_zero","6","[{""position"":0,""letter"":""E"",""remaining"":39},{""position"":1,""letter"":""H"",""remaining"":0},{""position"":2,""letter"":""A"",""remaining"":0}]"
"templates6","1","7","ar_to_en","approved-only","0","{""row"":0,""col"":2,""direction"":""down"",""length"":7}","EDA????","[""EYE"",""YES"",""DISEASE"",""INN"",""ERE"",""RED""]","forward_zero","6","[{""position"":0,""letter"":""E"",""remaining"":39},{""position"":1,""letter"":""D"",""remaining"":4},{""position"":2,""letter"":""A"",""remaining"":0}]"
"templates6","1","7","ar_to_en","approved-only","0","{""row"":0,""col"":2,""direction"":""down"",""length"":7}","EPA????","[""EYE"",""YES"",""DISEASE"",""INN"",""ERE"",""REP""]","forward_zero","6","[{""position"":0,""letter"":""E"",""remaining"":39},{""position"":1,""letter"":""P"",""remaining"":0},{""position"":2,""letter"":""A"",""remaining"":0}]"
"templates6","1","7","ar_to_en","approved-only","0","{""row"":0,""col"":2,""direction"":""down"",""length"":7}","EHA????","[""EYE"",""YES"",""DISEASE"",""INN"",""ERE"",""HER""]","forward_zero","6","[{""position"":0,""letter"":""E"",""remaining"":39},{""position"":1,""letter"":""H"",""remaining"":0},{""position"":2,""letter"":""A"",""remaining"":0}]"
"templates6","1","7","ar_to_en","approved-only","0","{""row"":0,""col"":2,""direction"":""down"",""length"":7}","EDA????","[""EYE"",""YES"",""DISEASE"",""INN"",""ERE"",""RED""]","forward_zero","6","[{""position"":0,""letter"":""E"",""remaining"":39},{""position"":1,""letter"":""D"",""remaining"":4},{""position"":2,""letter"":""A"",""remaining"":0}]"
"templates6","1","9","ar_to_en","compatibility","0","{""row"":0,""col"":0,""direction"":""down"",""length"":3}","LS?","[""LINE"",""ADI"",""MAIDS""]","forward_zero","3","[{""position"":0,""letter"":""L"",""remaining"":22},{""position"":1,""letter"":""S"",""remaining"":0}]"
"templates6","1","9","ar_to_en","compatibility","0","{""row"":0,""col"":2,""direction"":""down"",""length"":9}","NM???????","[""LINE"",""ADI"",""ADMIN""]","forward_zero","3","[{""position"":0,""letter"":""N"",""remaining"":27},{""position"":1,""letter"":""M"",""remaining"":0}]"
"templates6","1","9","ar_to_en","compatibility","0","{""row"":0,""col"":0,""direction"":""down"",""length"":3}","LS?","[""LINE"",""ADI"",""LANDS""]","forward_zero","3","[{""position"":0,""letter"":""L"",""remaining"":22},{""position"":1,""letter"":""S"",""remaining"":0}]"
"templates6","1","9","ar_to_en","compatibility","0","{""row"":0,""col"":0,""direction"":""down"",""length"":3}","LS?","[""LINE"",""ADI"",""GOODS""]","forward_zero","3","[{""position"":0,""letter"":""L"",""remaining"":22},{""position"":1,""letter"":""S"",""remaining"":0}]"
"templates6","1","9","ar_to_en","compatibility","0","{""row"":0,""col"":2,""direction"":""down"",""length"":9}","ND???????","[""LINE"",""ADI"",""EDDIE""]","forward_zero","3","[{""position"":0,""letter"":""N"",""remaining"":27},{""position"":1,""letter"":""D"",""remaining"":0}]"
"templates6","1","9","ar_to_en","compatibility","0","{""row"":0,""col"":0,""direction"":""down"",""length"":3}","LS?","[""LINE"",""ADI"",""SENDS""]","forward_zero","3","[{""position"":0,""letter"":""L"",""remaining"":22},{""position"":1,""letter"":""S"",""remaining"":0}]"
"templates6","1","9","ar_to_en","compatibility","0","{""row"":0,""col"":0,""direction"":""down"",""length"":3}","LS?","[""LINE"",""ADI"",""PONDS""]","forward_zero","3","[{""position"":0,""letter"":""L"",""remaining"":22},{""position"":1,""letter"":""S"",""remaining"":0}]"
"templates6","1","9","ar_to_en","compatibility","0","{""row"":0,""col"":2,""direction"":""down"",""length"":9}","NAT??????","[""LINE"",""ADI"",""IDAHO"",""PORSCHE"",""LIP"",""PATCHWORK""]","forward_zero","6","[{""position"":0,""letter"":""N"",""remaining"":27},{""position"":1,""letter"":""A"",""remaining"":4},{""position"":2,""letter"":""T"",""remaining"":0}]"
"templates6","1","9","ar_to_en","compatibility","0","{""row"":2,""col"":0,""direction"":""across"",""length"":9}","EA?C?????","[""LINE"",""ADI"",""IDAHO"",""PORSCHE"",""LIE""]","forward_zero","5","[{""position"":0,""letter"":""E"",""remaining"":56},{""position"":1,""letter"":""A"",""remaining"":0},{""position"":3,""letter"":""C"",""remaining"":0}]"
"templates6","1","9","ar_to_en","compatibility","0","{""row"":0,""col"":0,""direction"":""down"",""length"":3}","LS?","[""LINE"",""ADI"",""NEEDS""]","forward_zero","3","[{""position"":0,""letter"":""L"",""remaining"":22},{""position"":1,""letter"":""S"",""remaining"":0}]"
"templates6","1","9","ar_to_en","compatibility","0","{""row"":0,""col"":0,""direction"":""down"",""length"":3}","LY?","[""LINE"",""ADI"",""RANDY""]","forward_zero","3","[{""position"":0,""letter"":""L"",""remaining"":22},{""position"":1,""letter"":""Y"",""remaining"":0}]"
"templates6","1","9","ar_to_en","compatibility","0","{""row"":0,""col"":0,""direction"":""down"",""length"":3}","LZ?","[""LINE"",""ADI"",""ZDNET""]","forward_zero","3","[{""position"":0,""letter"":""L"",""remaining"":22},{""position"":1,""letter"":""Z"",""remaining"":0}]"
"templates6","1","9","ar_to_en","compatibility","0","{""row"":0,""col"":0,""direction"":""down"",""length"":3}","LOL","[""LINE"",""ADI"",""GUIDO"",""RESIDUE"",""CATHEDRAL""]","forward_zero","5","[{""position"":0,""letter"":""L"",""remaining"":22},{""position"":1,""letter"":""O"",""remaining"":3},{""position"":2,""letter"":""L"",""remaining"":0}]"
"templates6","1","9","ar_to_en","compatibility","0","{""row"":0,""col"":0,""direction"":""down"",""length"":3}","L?I","[""LINE"",""INK"",""SWAROVSKI""]","forward_zero","3","[{""position"":0,""letter"":""L"",""remaining"":22},{""position"":2,""letter"":""I"",""remaining"":0}]"
"templates6","1","9","ar_to_en","compatibility","0","{""row"":0,""col"":0,""direction"":""down"",""length"":3}","L?I","[""LINE"",""INK"",""MEDIAWIKI""]","forward_zero","3","[{""position"":0,""letter"":""L"",""remaining"":22},{""position"":2,""letter"":""I"",""remaining"":0}]"
"templates6","1","9","ar_to_en","compatibility","0","{""row"":0,""col"":2,""direction"":""down"",""length"":9}","N?R??????","[""LINE"",""INK"",""UKRAINIAN""]","forward_zero","3","[{""position"":0,""letter"":""N"",""remaining"":26},{""position"":2,""letter"":""R"",""remaining"":0}]"
"templates6","1","9","ar_to_en","compatibility","0","{""row"":1,""col"":0,""direction"":""across"",""length"":5}","EO???","[""LINE"",""DOI"",""ADDRESSES"",""LEA""]","forward_zero","4","[{""position"":0,""letter"":""E"",""remaining"":48},{""position"":1,""letter"":""O"",""remaining"":0}]"
"templates6","1","9","ar_to_en","compatibility","0","{""row"":0,""col"":0,""direction"":""down"",""length"":3}","L?S","[""LINE"",""DOI"",""HIGHLANDS""]","forward_zero","3","[{""position"":0,""letter"":""L"",""remaining"":22},{""position"":2,""letter"":""S"",""remaining"":0}]"
"templates6","1","9","ar_to_en","compatibility","0","{""row"":0,""col"":3,""direction"":""down"",""length"":7}","E?W????","[""LINE"",""DOI"",""WORLDWIDE""]","forward_zero","3","[{""position"":0,""letter"":""E"",""remaining"":50},{""position"":2,""letter"":""W"",""remaining"":0}]"
"templates6","1","9","ar_to_en","compatibility","0","{""row"":0,""col"":0,""direction"":""down"",""length"":3}","L?S","[""LINE"",""DOI"",""DOWNLOADS""]","forward_zero","3","[{""position"":0,""letter"":""L"",""remaining"":22},{""position"":2,""letter"":""S"",""remaining"":0}]"
"templates6","1","11","ar_to_en","compatibility","0","{""row"":8,""col"":0,""direction"":""across"",""length"":11}","??CT???????","[""RAG"",""DOCUMENTING"",""STU"",""OTT""]","forward_zero","4","[{""position"":2,""letter"":""C"",""remaining"":23},{""position"":3,""letter"":""T"",""remaining"":0}]"
"templates6","1","11","ar_to_en","compatibility","0","{""row"":6,""col"":2,""direction"":""across"",""length"":4}","MT??","[""RAG"",""DOCUMENTING"",""STU"",""OTT""]","forward_zero","4","[{""position"":0,""letter"":""M"",""remaining"":19},{""position"":1,""letter"":""T"",""remaining"":0}]"
"templates6","1","11","ar_to_en","compatibility","0","{""row"":0,""col"":8,""direction"":""down"",""length"":11}","?????A??A??","[""RAG"",""DOCUMENTING"",""STU"",""ETH"",""ARCHIPELAGO"",""EASILY"",""MEAL"",""DRAGON"",""ADS""]","forward_zero","9","[{""position"":5,""letter"":""A"",""remaining"":46},{""position"":8,""letter"":""A"",""remaining"":0}]"
"templates6","1","11","ar_to_en","compatibility","0","{""row"":5,""col"":10,""direction"":""down"",""length"":6}","A??O??","[""RAG"",""DOCUMENTING"",""STU"",""ETH"",""ARCHIPELAGO"",""EASILY"",""MEAL"",""DRAGON"",""ADS""]","forward_zero","9","[{""position"":0,""letter"":""A"",""remaining"":24},{""position"":3,""letter"":""O"",""remaining"":0}]"
"templates6","1","11","ar_to_en","compatibility","0","{""row"":0,""col"":8,""direction"":""down"",""length"":11}","?????A??A??","[""RAG"",""DOCUMENTING"",""STU"",""ETH"",""ARCHIPELAGO"",""EASILY"",""MEAL"",""DRAGON"",""ADD""]","forward_zero","9","[{""position"":5,""letter"":""A"",""remaining"":46},{""position"":8,""letter"":""A"",""remaining"":0}]"
"templates6","1","11","ar_to_en","compatibility","0","{""row"":5,""col"":10,""direction"":""down"",""length"":6}","A??O??","[""RAG"",""DOCUMENTING"",""STU"",""ETH"",""ARCHIPELAGO"",""EASILY"",""MEAL"",""DRAGON"",""ADD""]","forward_zero","9","[{""position"":0,""letter"":""A"",""remaining"":24},{""position"":3,""letter"":""O"",""remaining"":0}]"
"templates6","1","11","ar_to_en","compatibility","0","{""row"":0,""col"":8,""direction"":""down"",""length"":11}","?????A??A??","[""RAG"",""DOCUMENTING"",""STU"",""ETH"",""ARCHIPELAGO"",""EASILY"",""MEAL"",""ARGUES"",""ASH""]","forward_zero","9","[{""position"":5,""letter"":""A"",""remaining"":46},{""position"":8,""letter"":""A"",""remaining"":0}]"
"templates6","1","11","ar_to_en","compatibility","0","{""row"":5,""col"":10,""direction"":""down"",""length"":6}","A??O??","[""RAG"",""DOCUMENTING"",""STU"",""ETH"",""ARCHIPELAGO"",""EASILY"",""MEAL"",""ARGUES"",""ASH""]","forward_zero","9","[{""position"":0,""letter"":""A"",""remaining"":23},{""position"":3,""letter"":""O"",""remaining"":0}]"
"templates6","1","11","ar_to_en","compatibility","0","{""row"":9,""col"":8,""direction"":""across"",""length"":3}","VR?","[""RAG"",""DOCUMENTING"",""STU"",""ETH"",""ARCHIPELAGO"",""EASILY"",""MEAL"",""ARGUES"",""ESS"",""EVANGELICAL""]","forward_zero","10","[{""position"":0,""letter"":""V"",""remaining"":3},{""position"":1,""letter"":""R"",""remaining"":0}]"
"templates6","1","11","ar_to_en","compatibility","0","{""row"":5,""col"":10,""direction"":""down"",""length"":6}","S??OE?","[""RAG"",""DOCUMENTING"",""STU"",""ETH"",""ARCHIPELAGO"",""EASILY"",""MEAL"",""ARGUES"",""ESS"",""UNNECESSARY"",""ERR""]","forward_zero","11","[{""position"":0,""letter"":""S"",""remaining"":68},{""position"":3,""letter"":""O"",""remaining"":6},{""position"":4,""letter"":""E"",""remaining"":0}]"
"templates6","1","11","ar_to_en","compatibility","0","{""row"":9,""col"":8,""direction"":""across"",""length"":3}","HR?","[""RAG"",""DOCUMENTING"",""STU"",""ETH"",""ARCHIPELAGO"",""EASILY"",""MEAL"",""ARGUES"",""ESS"",""CHALLENGING""]","forward_zero","10","[{""position"":0,""letter"":""H"",""remaining"":14},{""position"":1,""letter"":""R"",""remaining"":0}]"
"templates6","1","11","ar_to_en","compatibility","0","{""row"":7,""col"":7,""direction"":""across"",""length"":4}","??UO","[""RAG"",""DOCUMENTING"",""STU"",""ETH"",""ARCHIPELAGO"",""EASILY"",""MEAL"",""ARGUES"",""ESS"",""EBOOKS""]","forward_zero","10","[{""position"":2,""letter"":""U"",""remaining"":24},{""position"":3,""letter"":""O"",""remaining"":0}]"
"templates6","1","11","ar_to_en","compatibility","0","{""row"":5,""col"":10,""direction"":""down"",""length"":6}","M??O??","[""RAG"",""DOCUMENTING"",""STU"",""ETH"",""ARCHIPELAGO"",""EASILY"",""MEAL"",""ARGUES"",""ISM""]","forward_zero","9","[{""position"":0,""letter"":""M"",""remaining"":19},{""position"":3,""letter"":""O"",""remaining"":0}]"
"templates6","1","11","ar_to_en","compatibility","0","{""row"":0,""col"":8,""direction"":""down"",""length"":11}","?????M??A??","[""RAG"",""DOCUMENTING"",""STU"",""ETH"",""ARCHIPELAGO"",""EASILY"",""MEAL"",""ARGUES"",""ISM""]","forward_zero","9","[{""position"":5,""letter"":""M"",""remaining"":6},{""position"":8,""letter"":""A"",""remaining"":0}]"
"templates6","1","11","ar_to_en","compatibility","0","{""row"":5,""col"":10,""direction"":""down"",""length"":6}","DL?O??","[""RAG"",""DOCUMENTING"",""STU"",""ETH"",""ARCHIPELAGO"",""EASILY"",""MEAL"",""LEAGUE"",""OLD"",""SCARBOROUGH"",""ABEL""]","forward_zero","11","[{""position"":0,""letter"":""D"",""remaining"":36},{""position"":1,""letter"":""L"",""remaining"":0},{""position"":3,""letter"":""O"",""remaining"":0}]"
"templates6","1","11","ar_to_en","compatibility","0","{""row"":5,""col"":10,""direction"":""down"",""length"":6}","O??OZ?","[""RAG"",""DOCUMENTING"",""STU"",""ETH"",""ARCHIPELAGO"",""EASILY"",""MEAL"",""LEAGUE"",""OLD"",""PERIODICALS"",""LUZ""]","forward_zero","11","[{""position"":0,""letter"":""O"",""remaining"":4},{""position"":3,""letter"":""O"",""remaining"":1},{""position"":4,""letter"":""Z"",""remaining"":0}]"
"templates6","1","11","ar_to_en","compatibility","0","{""row"":0,""col"":8,""direction"":""down"",""length"":11}","?????A??A??","[""RAG"",""DOCUMENTING"",""STU"",""ETH"",""ARCHIPELAGO"",""EASILY"",""MEAL"",""LEAGUE"",""ALA""]","forward_zero","9","[{""position"":5,""letter"":""A"",""remaining"":46},{""position"":8,""letter"":""A"",""remaining"":0}]"
"templates6","1","11","ar_to_en","compatibility","0","{""row"":0,""col"":8,""direction"":""down"",""length"":11}","?????A??A??","[""RAG"",""DOCUMENTING"",""STU"",""ETH"",""ARCHIPELAGO"",""EASILY"",""MEAL"",""LEAGUE"",""ALA""]","forward_zero","9","[{""position"":5,""letter"":""A"",""remaining"":46},{""position"":8,""letter"":""A"",""remaining"":0}]"
"templates6","1","11","ar_to_en","compatibility","0","{""row"":0,""col"":8,""direction"":""down"",""length"":11}","?????A??A??","[""RAG"",""DOCUMENTING"",""STU"",""ETH"",""ARCHIPELAGO"",""EASILY"",""MEAL"",""LEAGUE"",""ALT""]","forward_zero","9","[{""position"":5,""letter"":""A"",""remaining"":46},{""position"":8,""letter"":""A"",""remaining"":0}]"
"templates6","1","11","ar_to_en","compatibility","0","{""row"":5,""col"":10,""direction"":""down"",""length"":6}","A??O??","[""RAG"",""DOCUMENTING"",""STU"",""ETH"",""ARCHIPELAGO"",""EASILY"",""MEAL"",""LEAGUE"",""ALT""]","forward_zero","9","[{""position"":0,""letter"":""A"",""remaining"":24},{""position"":3,""letter"":""O"",""remaining"":0}]"
"templates6","1","11","ar_to_en","approved-only","0","{""row"":1,""col"":5,""direction"":""across"",""length"":6}","???CA?","[""MAINTENANCE"",""ACT"",""ATE"",""PERFORMANCE""]","forward_zero","4","[{""position"":3,""letter"":""C"",""remaining"":13},{""position"":4,""letter"":""A"",""remaining"":0}]"
"templates6","1","11","ar_to_en","approved-only","0","{""row"":1,""col"":5,""direction"":""across"",""length"":6}","???TAS","[""MAINTENANCE"",""ACT"",""ATE"",""RESTAURANTS"",""SEE""]","forward_zero","5","[{""position"":3,""letter"":""T"",""remaining"":54},{""position"":4,""letter"":""A"",""remaining"":8},{""position"":5,""letter"":""S"",""remaining"":0}]"
"templates6","1","11","ar_to_en","approved-only","0","{""row"":0,""col"":7,""direction"":""down"",""length"":3}","?HA","[""MAINTENANCE"",""ACT"",""ATE"",""RESTAURANTS"",""FEE"",""FATHER""]","forward_zero","6","[{""position"":1,""letter"":""H"",""remaining"":4},{""position"":2,""letter"":""A"",""remaining"":0}]"
"templates6","1","11","ar_to_en","approved-only","0","{""row"":1,""col"":5,""direction"":""across"",""length"":6}","???TAS","[""MAINTENANCE"",""ACT"",""ATE"",""INSTRUMENTS"",""INN"",""SEA""]","forward_zero","6","[{""position"":3,""letter"":""T"",""remaining"":54},{""position"":4,""letter"":""A"",""remaining"":8},{""position"":5,""letter"":""S"",""remaining"":0}]"
"templates6","1","11","ar_to_en","approved-only","0","{""row"":3,""col"":8,""direction"":""across"",""length"":3}","EA?","[""MAINTENANCE"",""ACT"",""INSTRUMENTS""]","forward_zero","3","[{""position"":0,""letter"":""E"",""remaining"":16},{""position"":1,""letter"":""A"",""remaining"":0}]"
"templates6","1","11","ar_to_en","approved-only","0","{""row"":3,""col"":8,""direction"":""across"",""length"":3}","OA?","[""MAINTENANCE"",""ACT"",""EDUCATIONAL""]","forward_zero","3","[{""position"":0,""letter"":""O"",""remaining"":10},{""position"":1,""letter"":""A"",""remaining"":0}]"
"templates6","1","11","ar_to_en","approved-only","0","{""row"":1,""col"":5,""direction"":""across"",""length"":6}","???CT?","[""MAINTENANCE"",""ACT"",""PERFORMANCE""]","forward_zero","3","[{""position"":3,""letter"":""C"",""remaining"":13},{""position"":4,""letter"":""T"",""remaining"":0}]"
"templates6","1","11","ar_to_en","approved-only","0","{""row"":3,""col"":8,""direction"":""across"",""length"":3}","AA?","[""MAINTENANCE"",""ACT"",""RESTAURANTS""]","forward_zero","3","[{""position"":0,""letter"":""A"",""remaining"":16},{""position"":1,""letter"":""A"",""remaining"":0}]"
"templates6","1","11","ar_to_en","approved-only","0","{""row"":3,""col"":8,""direction"":""across"",""length"":3}","OA?","[""MAINTENANCE"",""ACT"",""TRADITIONAL""]","forward_zero","3","[{""position"":0,""letter"":""O"",""remaining"":10},{""position"":1,""letter"":""A"",""remaining"":0}]"
"templates6","1","11","ar_to_en","approved-only","0","{""row"":1,""col"":10,""direction"":""down"",""length"":3}","?M?","[""MAINTENANCE""]","forward_zero","1","[{""position"":1,""letter"":""M"",""remaining"":0}]"
"templates6","1","11","ar_to_en","approved-only","0","{""row"":0,""col"":8,""direction"":""down"",""length"":11}","??L????????","[""SPECTACULAR""]","forward_zero","1","[{""position"":2,""letter"":""L"",""remaining"":0}]"
"templates6","1","11","ar_to_en","approved-only","0","{""row"":0,""col"":2,""direction"":""down"",""length"":11}","??L????????","[""SPECTACULAR""]","forward_zero","1","[{""position"":2,""letter"":""L"",""remaining"":0}]"
"templates6","1","11","ar_to_en","approved-only","0","{""row"":0,""col"":0,""direction"":""across"",""length"":3}","N?D","[""INSTRUMENTS"",""INN"",""ATE"",""DESCRIPTION""]","forward_zero","4","[{""position"":0,""letter"":""N"",""remaining"":14},{""position"":2,""letter"":""D"",""remaining"":0}]"
